step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/fixture_seat,Episode_Reward/fixture_tool_speed,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/press_lost_fraction,Fixture/press_slip_radius_m,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14956,1790246284.744,-0.4602033,-0.6603316,1.300261,-0.04542357,-0.8494512,-0.001214795,-0.0008333334,-0.1816989,-0.008364849,-0.01850955,-0.119043,-0.001609606,-0.01698,-0.001760587,1.289187,-0.02934204,-0.01362535,-0.0009267469,-0.0351707,0.43861,-0.01666667,-0.002092681,-0.1890516,-0.05151181,-0.01792675,0.6783969,0.25216,-0.006461263,-0.005263058,0.5574459,1.265303,0.636297,1.580516,60,0,0.25,0,0.25,15.60601,0.505,0.15,0.5321373,0.4009287,0.0005358731,0.0001139063,27.24978,0.001730976,4.952266e-10,0.001117328,7.777373e-05,0.01133721,0,0.05,0,0.0001139063,-0.01218745,0.1860771,1.39255,1.546984,33442,1.137853,867.66,102.8508
14957,1790246287.656,-0.5335114,-0.7732412,1.498514,-0.05347973,-1.543846,-0.001680766,0,-0.1741575,-0.009882985,-0.02772837,-0.1107692,-0.001796057,0,-0.001438227,1.421788,-0.03569096,0,0,-0.04654398,0.9016994,0,-0.1306807,-0.3901984,-0.06048913,-0.01799676,0.7623438,0.4359024,-0.007055234,-0.005353542,0.6265511,1.523931,0.7567298,1.856773,60,0.25,0,0,0,6.955647,0.505,0.15,0.3701395,0.4182015,0.0005418059,7.59375e-05,27.24408,0.001658826,4.304367e-10,0.001032931,8.408788e-05,0.01446102,0.1,0.1,0,7.59375e-05,-0.01053862,0.2064952,1.362126,1.537103,33906,1.137549,870.67,102.3259
14958,1790246290.579,-0.4029148,-0.5719768,1.143009,-0.04022226,-0.0783661,-0.0007736005,0,-0.1841335,-0.007135909,-0.03555233,-0.1261468,-0.00149755,-0.03116,-0.00167122,1.201177,-0.02456177,-0.02063052,-0.00285595,-0.02895786,0.05322432,-0.03333334,-0.005612602,-0.02284752,-0.03944889,-0.0183793,0.6197277,0.118961,-0.00579383,-0.005079132,0.4984978,1.140882,0.5394655,1.34959,60,0,1,1,0,1.200434,0.505,0.15,0.1027764,0.3828928,0.0005286286,7.59375e-05,27.23948,0.00167946,4.238491e-10,0.001085174,6.565644e-05,0.009373414,0,0.05,0,7.59375e-05,-0.00933835,0.2204639,1.364876,1.545851,33773,1.137245,863.93,102.9357
14959,1790246293.556,-0.473622,-0.6851601,1.332869,-0.04860391,-1.177896,-0.002538206,-0.02714286,-0.1773512,-0.008649788,-0.08227482,-0.1134372,-0.00161578,-0.008928574,-0.001560298,1.30544,-0.03217677,-0.006452018,-0.0009261595,-0.04213881,0.5212485,-0.01428572,-0.08760234,-0.2754179,-0.06593293,-0.01889326,0.6660156,0.3201179,-0.006842965,-0.005317363,0.5583794,1.278913,0.6144869,1.628929,60,0.1666667,0.1666667,0.1666667,0,9.671023,0.505,0.15,0.4431313,0.38314,0.0005387254,0.0001139063,27.23459,0.001977411,3.429515e-10,0.001372395,6.629006e-05,0.0116329,0,0.1,0,0.0001139063,-0.01197002,0.2591898,1.373754,1.59115,33155,1.137221,865.47,103.1026
14960,1790246296.469,-0.4225247,-0.6235855,1.222938,-0.04331963,-0.9707135,-0.002145563,-0.01428572,-0.1471011,-0.007543935,-0.1213217,-0.09470333,-0.001482791,-0.006122859,-0.001139136,1.207246,-0.02838753,-0.004581267,-0.0004511572,-0.04165345,0.5074708,-0.02857143,-0.2266376,-0.354994,-0.05979822,-0.01518289,0.6028423,0.3015624,-0.00575379,-0.004425181,0.5089148,1.147454,0.5765394,1.491846,60,0.1666667,0.3333333,0.3333333,0.1666667,5.66551,0.505,0.15,0.257708,0.3520785,0.0005371487,5.0625e-05,27.23716,0.001685838,2.574639e-10,0.001079998,6.869117e-05,0.01419993,0.15,0.1,0,5.0625e-05,-0.01104378,0.305192,1.360517,1.540432,33886,1.137481,791.43,93.69161
14961,1790246299.411,-0.3798063,-0.5562783,1.098509,-0.03611382,-0.5886196,-0.0008062971,-0.01166667,-0.1445673,-0.00695904,-0.05204388,-0.09565639,-0.001371157,-0.01604,-0.001226236,1.124727,-0.02368241,-0.01047765,-0.000193124,-0.03854352,0.2619132,-0.03333334,-0.005293827,-0.08420639,-0.03347737,-0.01514731,0.5525705,0.2041432,-0.005081342,-0.004005886,0.4598617,1.01256,0.5610397,1.335802,60,0,0.5,0.5,0,3.863643,0.505,0.15,0.1316743,0.3715284,0.0005318097,7.59375e-05,27.24183,0.001786021,2.641282e-10,0.00118866,6.555034e-05,0.009590211,0,0.1,0,7.59375e-05,-0.009378621,0.2752259,1.386332,1.542936,33559,1.137659,791.71,95.54942
14962,1790246302.327,-0.5244166,-0.7620882,1.498514,-0.05802852,-0.5960128,-0.003084299,-0.04,-0.2297144,-0.009286234,-0.05677576,-0.1567215,-0.001862849,-0.035152,-0.002480911,1.581756,-0.03537169,-0.02610894,-0.001700456,-0.04878755,0.183127,0,-0.1119221,-0.1981815,-0.07264382,-0.02428615,0.7579777,0.1883046,-0.007844649,-0.006713902,0.6298815,1.387799,0.733219,1.780038,60,0,0,0,0.5,13.56848,0.505,0.15,0.3783877,0.4094728,0.0005337337,0.0001139063,27.24111,0.002493206,2.363204e-10,0.001891828,6.764419e-05,0.01110871,0,0.1,0,0.0001139063,-0.01225953,0.2224548,1.365242,1.538079,33859,1.137404,868.54,100.4419
14963,1790246305.261,-0.3515298,-0.5067251,1.011308,-0.0332401,-1.045386,-0.0007759362,0,-0.113026,-0.006389243,-0.01264448,-0.07113036,-0.001191942,0,-0.0007574293,0.9650378,-0.02334255,0,0,-0.0350838,0.5715961,-0.04,-0.01663471,-0.1633745,-0.03770075,-0.01213111,0.5033847,0.2908959,-0.004444129,-0.003224716,0.4263955,1.023466,0.509202,1.247562,60,0.2,0.4,0.4,0,4.895444,0.505,0.15,0.2359099,0.4309923,0.0005508412,0.0001139063,27.23296,0.002188333,1.951777e-10,0.00155561,8.188221e-05,0.01490522,0.05,0.1,0,0.0001139063,-0.01372282,0.2008341,1.367358,1.554352,33646,1.136892,856.7,101.0241
14964,1790246308.308,-0.4697754,-0.6855149,1.351679,-0.04471315,-0.5698552,-0.001256146,-0.0005555557,-0.1816798,-0.008836783,-0.01932608,-0.1211085,-0.001733437,-0.01916445,-0.001786823,1.379158,-0.03015294,-0.0154363,-0.0003855535,-0.03679791,0.3060682,-0.01111111,-0.04444264,-0.1479622,-0.05118429,-0.01994252,0.7225767,0.2534086,-0.006696381,-0.005436285,0.5929369,1.339217,0.6425399,1.639403,60,0.25,0.25,0.25,0,8.393116,0.505,0.15,0.540605,0.4635693,0.0005290997,0.0001139063,27.22589,0.001700588,1.878799e-10,0.001069407,0.0001020814,0.01231149,0,0.05,0,0.0001139063,-0.01076305,0.2103224,1.357566,1.678233,32381,1.136525,890.28,101.3079
14965,1790246311.215,-0.5291142,-0.7438596,1.498514,-0.05740831,-1.748045,-0.001995018,-0.015,-0.1676567,-0.009827218,-0.05258766,-0.1032689,-0.001723572,0,-0.001033143,1.476497,-0.03644564,0,0,-0.05422203,1.121102,0,-8.792829e-17,-0.2538384,-0.07926674,-0.01641735,0.7014124,0.4176926,-0.006687737,-0.005031811,0.6066627,1.562677,0.7620423,1.845862,60,0,0,0,0,2.410695,0.505,0.15,0.1250845,0.3589272,0.0005296489,0.0001139063,27.22061,0.001738768,1.802104e-10,0.001126392,8.272687e-05,0.01224197,0,0.05,0,0.0001139063,-0.01107021,0.2400889,1.364666,1.530962,33949,1.13622,823.74,99.48872
14966,1790246314.131,-0.3440571,-0.5009357,1.001257,-0.03364151,-0.1842913,-0.0005083923,0,-0.1339265,-0.005576318,-0.02154393,-0.08823554,-0.001307058,-0.01581,-0.001119175,1.010333,-0.01998486,-0.009156789,-0.0001004704,-0.02507248,0.1588584,-0.05,-0.01707992,-0.0336674,-0.02627569,-0.01511276,0.5501346,0.189097,-0.004901757,-0.003998207,0.4408384,0.9763182,0.4310741,1.216638,60,0,1,1,0,0.1382066,0.505,0.15,0.1140653,0.3506968,0.0005348005,0.0001139063,27.21576,0.002162777,1.625182e-10,0.001544834,8.314226e-05,0.01249855,0,0.05,0,0.0001139063,-0.01059732,0.2402824,1.365697,1.538208,33852,1.1359,822.63,99.51796
14967,1790246317.019,-0.5130417,-0.7700377,1.498514,-0.05182692,-0.9617383,-0.00146848,0,-0.1789057,-0.009775563,-0.09735086,-0.115819,-0.001883231,-0.006588001,-0.001413245,1.442913,-0.03530631,-0.004679286,-9.652293e-05,-0.04514376,0.3238091,0,-0.08006009,-0.2329186,-0.05595092,-0.02017813,0.7841119,0.3973624,-0.007418852,-0.005810933,0.6327122,1.373546,0.6959757,1.836918,60,0.3333333,0,0,0,13.41957,0.505,0.15,0.4280302,0.3633183,0.000530552,0.0001708594,27.20809,0.001697088,1.577043e-10,0.00108853,7.800567e-05,0.01493782,0,0.1,0,0.0001708594,-0.01290094,0.1752944,1.32058,1.5554,34181,1.135277,844.17,99.80289
14968,1790246319.909,-0.4127929,-0.6088414,1.191224,-0.04178656,-1.033067,-0.001882957,-0.01142858,-0.1473349,-0.007362717,-0.04859297,-0.09378704,-0.001455912,-0.004691429,-0.001346321,1.146017,-0.02791381,-0.002614747,-0.0001681918,-0.03468287,0.4865457,-0.02857143,-0.1715558,-0.2482153,-0.06563422,-0.01587453,0.6039253,0.3137893,-0.005616062,-0.004403712,0.5084903,1.168409,0.5400766,1.449525,60,0.1666667,0.3333333,0.3333333,0,6.718586,0.505,0.15,0.390717,0.3676676,0.0005294655,7.59375e-05,27.19858,0.001821995,2.229376e-10,0.001168357,0.000124172,0.0147469,0.1,0.05,0,7.59375e-05,-0.01061853,0.1997301,1.342718,1.536163,34146,1.134863,852.35,102.719
14969,1790246322.791,-0.3717326,-0.5315427,1.056382,-0.04458291,-0.9571291,-0.0009081684,-0.00125,-0.126465,-0.006834331,-0.03582251,-0.08168806,-0.001296882,0,-0.001108528,0.9769068,-0.02411379,0,0,-0.02837287,0.6371264,-0.025,-0.2923544,-0.9882455,-0.04711036,-0.01690304,0.5414333,0.3083344,-0.005172341,-0.003919402,0.4577124,1.052151,0.5309827,1.298737,60,0.5,0.25,0.25,0,7.408464,0.515,0.15,0.5815023,0.4378334,0.0005299693,0.0001139063,27.19263,0.002013559,2.463744e-10,0.001334984,0.000148606,0.01238026,0,0.1,0,0.0001139063,-0.009277924,0.3116017,1.330691,1.539943,34244,1.13457,911.04,105.6522
14970,1790246325.674,-0.09959343,-0.1497463,0.3030005,-0.009440122,-0.06179334,-0.0002125071,0,-0.03176809,-0.001683214,0,-0.02000524,-0.0004050076,0,-0.0004044912,0.2886247,-0.006953029,0,0,-0.006411672,0.04012252,-0.1,-0.007678499,-0.02477504,-0.00620872,-0.00488661,0.1678143,0.09202398,-0.001309276,-0.0009519894,0.1397621,0.2939276,0.141862,0.3727721,60,0,1,1,0,8.019304,0.515,0.15,0.4035282,0.4112179,0.0005301388,0.0001139063,27.18755,0.001827614,1.187049e-10,0.001192171,0.0001053042,0.01444576,0.05,0.1,0,0.0001139063,-0.01220389,0.2252206,1.324317,1.5456,34253,1.134228,863.38,103.9868
14971,1790246328.572,-0.5257798,-0.7772417,1.498514,-0.04596376,-1.323362,-0.001438605,0,-0.201595,-0.009893438,-0.06162037,-0.1307117,-0.001868792,-0.011744,-0.001812495,1.420943,-0.03507797,-0.009290302,-2.420551e-05,-0.0391583,0.3021778,0,-0.0257725,-0.4168046,-0.07419866,-0.0221767,0.7809398,0.3521646,-0.007421586,-0.005832333,0.6326925,1.387011,0.6875912,1.821657,60,0,0,0,0,21.8864,0.515,0.15,0.7897738,0.4701119,0.0005334333,0.0001139063,27.18388,0.001904268,1.146635e-10,0.001277687,9.314755e-05,0.01306138,0,0.05,0,0.0001139063,-0.01071229,0.2542982,1.342696,1.543537,34059,1.134177,859.3,101.8802
14972,1790246331.462,-0.4536503,-0.6662817,1.305762,-0.0427457,-1.38326,-0.001699216,-0.02583333,-0.1539853,-0.008416424,-0.02635026,-0.09663075,-0.001592167,0,-0.001183664,1.226535,-0.03050241,0,0,-0.03727216,0.6350648,-0.01666667,-0.1701382,-0.3679441,-0.07660404,-0.01621119,0.6573594,0.3775851,-0.006095631,-0.004604458,0.5559275,1.290529,0.6360866,1.604831,60,0.3333333,0.1666667,0.1666667,0,10.10198,0.515,0.15,0.5384891,0.4136754,0.0005270941,0.0001139063,27.18126,0.001922055,8.954861e-11,0.001330183,6.477794e-05,0.01214149,0,0.05,0,0.0001139063,-0.01217736,0.1844712,1.326476,1.55243,34146,1.133805,839.96,98.959
14973,1790246334.388,-0.474604,-0.6892304,1.364345,-0.04766022,-0.9380152,-0.001662894,-0.03055555,-0.1737105,-0.009294144,-0.05854113,-0.1116624,-0.001688374,-0.01198,-0.00139341,1.354663,-0.03049785,-0.00880232,-0.0001560002,-0.03713522,0.5552907,-0.01111111,-0.02032769,-0.210443,-0.05439898,-0.01852405,0.7133937,0.3152766,-0.006960788,-0.005741241,0.5799586,1.359232,0.6792915,1.674465,60,0,0.1666667,0.1666667,0,6.593284,0.515,0.15,0.5632057,0.4254484,0.0005174259,0.0001139063,27.17101,0.001670495,8.619037e-11,0.001080695,7.237439e-05,0.01535253,0.05,0.1,0,0.0001139063,-0.01182231,0.2216334,1.370844,1.543952,33725,1.133349,858.48,100.5534
14974,1790246337.306,-0.5236111,-0.7665973,1.498514,-0.05045179,-1.086132,-0.002645044,-0.00125,-0.2052443,-0.009094431,-0.05671727,-0.1322413,-0.001910853,-0.006710002,-0.00225404,1.408625,-0.0365233,-0.004714289,-0.0003076794,-0.03812662,0.4185939,0,-0.3465455,-0.4402797,-0.07898798,-0.02177702,0.7783839,0.3844886,-0.007566162,-0.005816872,0.6456276,1.432301,0.6234978,1.804982,60,1,0,0,0,10.99449,0.515,0.15,0.6934635,0.4807019,0.0005224696,0.0001708594,27.16629,0.00169463,8.594436e-11,0.001105133,6.702752e-05,0.01506858,0,0.1,0,0.0001708594,-0.0128556,0.1977054,1.344166,1.561971,33826,1.133136,839.96,96.19615
14975,1790246340.251,-0.4490978,-0.6452855,1.295011,-0.04123266,-0.5481824,-0.00116357,-0.005833333,-0.1769231,-0.008044528,-0.01072486,-0.1178778,-0.001663374,-0.01607,-0.001349976,1.297679,-0.02861023,-0.01329297,-0.0007141582,-0.03613775,0.256256,-0.01666667,-0.0004400278,-0.1530695,-0.04603347,-0.0183655,0.6789243,0.2512628,-0.006415363,-0.005310282,0.5654308,1.300797,0.6421701,1.567736,60,0,0.3333333,0.3333333,0,12.13133,0.515,0.15,0.3503278,0.4287125,0.0005125217,0.0001708594,27.1631,0.00163072,8.050606e-11,0.001049486,6.871235e-05,0.01578332,0,0.05,0,0.0001708594,-0.01200966,0.198743,1.373486,1.558934,33523,1.133071,865.51,105.6755
14976,1790246343.157,-0.4963859,-0.7589454,1.498514,-0.04145006,-1.683256,-0.0007233302,-0.01,-0.1684781,-0.009940801,-0.1452089,-0.1052704,-0.001716996,0,-0.0006811299,1.430563,-0.03389529,0,0,-0.0711815,0.5670104,0,-0.000215268,-0.3164551,-0.05157187,-0.01655951,0.6466132,0.4005737,-0.006475297,-0.004269107,0.5625416,1.138216,0.7503358,1.845234,60,0,0,0,0,4.921747,0.515,0.15,0.175999,0.3994378,0.0005223657,0.0001708594,27.1595,0.001641754,7.752328e-11,0.001048136,7.125259e-05,0.01440451,0,0.05,0,0.0001708594,-0.01298743,0.2278202,1.356201,1.538308,33962,1.132834,943.91,113.8195
14977,1790246346.171,-0.4755575,-0.6863095,1.3577,-0.04746211,-0.7355031,-0.001768102,-0.011875,-0.183093,-0.008307654,-0.05401006,-0.1228005,-0.001695096,-0.014685,-0.001782754,1.352907,-0.031157,-0.01122988,-0.0002485655,-0.04204377,0.5672616,-0.0125,-0.1641489,-0.4983491,-0.05595664,-0.02195931,0.692131,0.2826992,-0.006552186,-0.005240254,0.5650029,1.284481,0.6699698,1.612396,60,0.2,0.2,0.2,0,3.268143,0.515,0.15,0.1647724,0.4079523,0.000520175,0.0001139063,27.15626,0.001847643,7.620377e-11,0.001236495,9.097277e-05,0.01218227,0.05,0.05,0,0.0001139063,-0.01149854,0.2161269,1.352915,1.649014,32746,1.132682,817.77,97.28749
14978,1790246349.096,-0.3483123,-0.522699,1.015134,-0.02996809,-0.8380402,-0.0008297901,0,-0.1239183,-0.006529759,-0.0159522,-0.07965669,-0.001253984,-0.00369,-0.001313719,0.9420573,-0.02235804,-0.002945636,-1.068307e-05,-0.02470637,0.1791128,-0.0375,-0.03139698,-0.2672101,-0.03968401,-0.013784,0.5397267,0.2740254,-0.004715526,-0.003619076,0.4345599,0.9278135,0.4613434,1.250854,60,0,0.4285715,0.4285715,0,24.04653,0.515,0.15,0.7615217,0.3751772,0.0005201701,0.0001139063,27.15434,0.001603623,6.902549e-11,0.001016414,6.703873e-05,0.01390896,0.05,0.1,0,0.0001139063,-0.01156132,0.2698364,1.382051,1.529608,33762,1.132743,783.43,94.99164
14979,1790246351.994,-0.523656,-0.7464955,1.498514,-0.05392206,-1.7813,-0.001251823,-0.0275,-0.1662596,-0.01015038,-0.05833743,-0.103904,-0.001692496,0,-0.0005901746,1.463713,-0.03516164,0,0,-0.06747366,1.084874,0,-2.170759e-05,-0.2517727,-0.05168849,-0.01685611,0.6920344,0.4147977,-0.006494895,-0.004616241,0.5997452,1.411115,0.7743286,1.833587,60,0,0,0,0,3.06614,0.515,0.15,0.09252296,0.3033031,0.0005173787,0.0001139063,27.15179,0.00165019,7.035661e-11,0.001044786,8.802542e-05,0.01371044,0.05,0.1,0,0.0001139063,-0.01197577,0.2036032,1.3368,1.549602,34057,1.132388,871.9,103.4321
14980,1790246354.896,-0.5235317,-0.7794261,1.498514,-0.05238916,-1.061822,-0.001239201,-0.001666667,-0.2095869,-0.009885948,-0.02009738,-0.1388114,-0.00186277,-0.0204,-0.002187641,1.482347,-0.03351416,-0.01527159,-0.0007702894,-0.04067241,0.1293845,0,-0.1781474,-0.3276139,-0.07146408,-0.02468877,0.7894976,0.294867,-0.007421516,-0.006105823,0.6399735,1.311736,0.6856703,1.802086,60,1,0,0,0,32.9857,0.515,0.15,0.7975709,0.3689259,0.0005219155,0.0001708594,27.14663,0.001672774,7.840879e-11,0.001080827,7.00321e-05,0.01429154,0,0.1,0,0.0001708594,-0.01321182,0.2772227,1.331979,1.558507,34009,1.13232,837.83,99.25703
14981,1790246357.775,-0.3821201,-0.5508858,1.086009,-0.04251673,-1.150959,-0.002144756,-0.003333334,-0.1240922,-0.007146263,-0.03200146,-0.07767449,-0.001306073,0,-0.0005752401,1.085526,-0.02663321,0,0,-0.03816476,0.7121102,-0.03333334,-0.05835481,-0.2337081,-0.0776007,-0.01301234,0.5253971,0.3076498,-0.005523495,-0.00427954,0.4335423,1.11024,0.5587384,1.341359,60,0,0.3333333,0.3333333,0,6.826806,0.515,0.15,0.315412,0.455967,0.0005268452,7.59375e-05,27.15048,0.001639263,6.704554e-11,0.001043833,6.85845e-05,0.01496579,0.1,0.05,0,7.59375e-05,-0.01237632,0.2940782,1.313761,1.553528,34284,1.132656,809.87,94.73801
14982,1790246360.656,-0.3092087,-0.4405596,0.884632,-0.02683074,-0.8661374,-0.0004948801,0,-0.1014363,-0.005816913,-0.01534595,-0.06345394,-0.001066678,0,-0.0007064048,0.828994,-0.01971691,0,0,-0.02756295,0.403211,-0.05,-0.0834645,-0.3166749,-0.03383124,-0.01128796,0.4378302,0.2537103,-0.003856433,-0.002824149,0.365642,0.8415287,0.4132464,1.09575,60,0.25,0.5,0.5,0,13.1482,0.4577114,0.15,0.4455422,0.35816,0.000529301,0.0001139063,27.15422,0.001805835,6.509183e-11,0.001210493,6.604027e-05,0.01086671,0,0.1,0,0.0001139063,-0.01321056,0.2706098,1.309818,1.559075,34265,1.132805,801.73,97.08193
14983,1790246363.550,-0.4099874,-0.6017432,1.186885,-0.03998538,-0.6353402,-0.001177201,-0.00125,-0.1617807,-0.007583031,-0.0273212,-0.106917,-0.00147439,-0.0165175,-0.001218395,1.21258,-0.02564771,-0.01166205,-0.001244368,-0.03817707,0.4217088,-0.025,-0.02105086,-0.08917029,-0.04279821,-0.01711343,0.6033265,0.2188402,-0.005770115,-0.004588339,0.5104703,1.203576,0.5894327,1.449039,60,0,0.4,0.4,0,2.887203,0.4577114,0.15,0.1235768,0.3425173,0.0005312318,0.0001139063,27.15636,0.001646801,6.509551e-11,0.001048991,6.657818e-05,0.01168411,0,0.05,0,0.0001139063,-0.01196199,0.2910684,1.326382,1.556624,34097,1.132916,814.98,99.09612
14984,1790246366.443,-0.4338906,-0.6250125,1.252211,-0.04156594,-1.010793,-0.0006652243,-0.0025,-0.1557351,-0.008085372,-0.01887507,-0.1015854,-0.001524255,-0.00908,-0.0009699533,1.227416,-0.02787142,-0.006476359,-0.0001809675,-0.04232886,0.6466206,-0.02,-0.01554773,-0.1808891,-0.04052457,-0.01734818,0.6337572,0.2958243,-0.00592287,-0.004546016,0.5285283,1.229101,0.6483935,1.5283,60,0.125,0.25,0.25,0,4.902897,0.4577114,0.15,0.1800653,0.3731862,0.0005285849,0.0001139063,27.15787,0.001664128,6.190058e-11,0.001066411,6.913213e-05,0.0111081,0,0.05,0,0.0001139063,-0.01289694,0.2437034,1.313603,1.568096,34113,1.13298,807.81,96.84553
14985,1790246369.357,-0.3564485,-0.5192083,1.033134,-0.03428386,-1.085218,-0.001054024,-0.006875001,-0.113046,-0.00682934,-0.02673507,-0.07131599,-0.001220266,0,-0.0006357998,0.9996144,-0.02415568,0,0,-0.03659823,0.6138531,-0.0375,-0.02343362,-0.2050084,-0.03797951,-0.0125548,0.5120029,0.2964628,-0.004600705,-0.003413645,0.4250051,0.9942972,0.5379604,1.277123,60,0,0.375,0.25,0.125,7.856705,0.4577114,0.15,0.3458229,0.4523373,0.0005372099,0.0001139063,27.16006,0.001705024,5.998745e-11,0.001093928,7.38863e-05,0.01347593,0.05,0.1,0,0.0001139063,-0.01174774,0.2639801,1.348435,1.553762,33872,1.133065,775.77,89.98318
14986,1790246372.254,-0.514047,-0.7240388,1.498514,-0.05124851,-1.092643,-0.001094945,-0.005,-0.2020997,-0.009364419,-0.03334669,-0.1335972,-0.001810253,-0.01912,-0.001291384,1.521781,-0.03224887,-0.01544219,-0.0005021821,-0.05382968,0.6814432,0,-1.404554e-17,-0.1747168,-0.056026,-0.02086937,0.7317386,0.27755,-0.007255042,-0.005522217,0.6223688,1.434012,0.7245269,1.817065,60,0,0,0,0,2.697676,0.4577114,0.15,0.1191751,0.3963351,0.0005281045,0.0001139063,27.15787,0.001639475,5.656231e-11,0.001024994,8.637656e-05,0.01193935,0,0.05,0,0.0001139063,-0.01250976,0.2054997,1.328425,1.55747,34063,1.132704,830.17,97.39046
14987,1790246375.326,-0.4512988,-0.6596869,1.312726,-0.04254919,-0.7394862,-0.001421205,-0.002857144,-0.1650514,-0.008351169,-0.05440516,-0.1084909,-0.001649885,-0.01298,-0.001271118,1.31322,-0.02925545,-0.009159571,-0.000407445,-0.04174303,0.4654555,-0.01428572,-0.003017311,-0.139317,-0.04554655,-0.01788216,0.6865007,0.2907723,-0.006301018,-0.004990163,0.5631449,1.289602,0.634509,1.604855,60,0,0.25,0,0.25,6.268995,0.4577114,0.15,0.2443986,0.3912411,0.0005427586,0.0001139063,27.15218,0.002109321,5.754451e-11,0.001478198,8.836399e-05,0.0102558,0,0.05,0,0.0001139063,-0.01290862,0.2641047,1.379265,1.682001,32112,1.132604,800.35,93.84692
14988,1790246378.243,-0.5065206,-0.7790563,1.498514,-0.05101466,0,-0.001559727,-0.005,-0.2044792,-0.009246185,-0.02041734,-0.1334552,-0.001984332,-0.02468667,-0.001897559,1.531315,-0.03277896,-0.01870947,-0.0006996365,-0.0367434,0,0,0,0,-0.05146709,-0.02363465,0.8099787,0.2620678,-0.007200866,-0.006054971,0.6691337,1.370747,0.6710572,1.806043,60,0.5,0,0,0,13.02499,0.4577114,0.15,0.5817139,0.4077565,0.0005436848,0.0001708594,27.14736,0.002032366,5.536562e-11,0.001410729,7.795217e-05,0.01480927,0,0.1,0,0.0001708594,-0.01345323,0.1669954,1.347475,1.55664,33849,1.13207,851.42,101.5261
14989,1790246381.148,-0.5240228,-0.7719771,1.498514,-0.05504974,-1.661166,-0.003012404,-0.005,-0.1756735,-0.01098147,-0.02362368,-0.110517,-0.00180297,0,-0.000880103,1.468264,-0.03744886,0,0,-0.05333593,0.6793008,0,-0.0429648,-0.4457173,-0.07336088,-0.01718348,0.7747052,0.4396532,-0.007114825,-0.005665798,0.621444,1.420408,0.7916049,1.841639,60,0.3333333,0,0,0,17.48493,0.4577114,0.15,0.5210151,0.3380459,0.0005389091,0.0001708594,27.14113,0.001685969,5.31057e-11,0.001046513,0.0001005472,0.01493399,0,0.05,0,0.0001708594,-0.0129571,0.241564,1.348986,1.545021,33968,1.132095,825.51,101.003
14990,1790246384.078,-0.3948686,-0.5749701,1.132759,-0.03854093,-1.199077,-0.001402484,-0.009166668,-0.1315396,-0.007629483,-0.05041698,-0.08291066,-0.001391324,0,-0.0009489479,1.077225,-0.02704351,0,0,-0.03033923,0.4501476,-0.03333334,-0.09520902,-0.3255778,-0.06613845,-0.0141766,0.580521,0.3305033,-0.005324944,-0.004110472,0.4759781,1.065154,0.5598621,1.401202,60,0.1666667,0.3333333,0.3333333,0,14.96025,0.4577114,0.15,0.6903603,0.3795282,0.0005412539,0.0001139063,27.1466,0.001678185,4.915993e-11,0.001045053,9.187897e-05,0.01524361,0.05,0.05,0,0.0001139063,-0.01410797,0.2676957,1.368838,1.548522,33696,1.132464,793.42,93.11882
