step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
16842,1789924174.385,-0.2675294,-0.3548193,1.498514,-0.03302201,-0.002792101,-0.2324999,-0.08481567,-0.01446104,-0.04646363,-0.06514859,-0.001926891,-0.02783,-0.001873665,1.582016,-0.0302083,-0.04141853,0,-0.06600116,-0.1544127,-0.03178348,0.7128749,0.1558798,-0.00655776,-0.004162757,0.610028,0.8774289,1.099493,0.0003641543,20.1932,0.0009880378,1.236485e-06,0.00017842,0.000444227,1e-05,-0.003628232,0.2424478,1.03598,1.560776,37856,0.7539756,999,89.20067
16843,1789924177.004,-0.2721112,-0.3451506,1.498514,-0.03248277,-0.002723114,-0.12875,-0.08020377,-0.01377774,-0.04258378,-0.06394285,-0.001880438,-0.02153,-0.002317039,1.590792,-0.03054976,-0.03183812,-2.006622e-05,-0.06406784,-0.1525803,-0.03582973,0.7175509,0.2120621,-0.006735059,-0.003953205,0.5931588,0.7196387,1.332881,0.000365562,20.19525,0.001013821,1.338294e-06,0.0001752443,0.0004716769,1e-05,-0.002624738,0.2494744,1.034369,1.578969,37616,0.7540419,999,92.51225
16844,1789924179.617,-0.2693236,-0.3446579,1.498514,-0.03179231,-0.002073653,-0.006666667,-0.07912308,-0.0146409,-0.07415015,-0.06037962,-0.001920949,-0.01935334,-0.002267275,1.621884,-0.02898942,-0.03082483,-3.340893e-05,-0.06087178,-0.144956,-0.0299116,0.7179148,0.2123865,-0.006385419,-0.004089962,0.6002685,0.7940559,1.307595,0.0003563613,20.19651,0.0009889933,1.137125e-06,0.0001707222,0.0004607728,1e-05,-0.001785529,0.2131069,1.026033,1.574314,37804,0.7540835,999,92.37334
16845,1789924182.245,-0.2695365,-0.3437406,1.498514,-0.03520296,-0.001907638,-0.06500001,-0.08682996,-0.01404809,-0.07430991,-0.07028048,-0.001880785,-0.02648667,-0.002622218,1.585267,-0.03161014,-0.03958305,-0.004141498,-0.06328754,-0.1646515,-0.03373601,0.7220443,0.1418908,-0.006865825,-0.004266155,0.5763948,0.6735598,1.249947,0.0003524699,20.19744,0.0009147494,9.933273e-07,0.0001684539,0.0003928322,1e-05,-0.002738704,0.2274985,1.029486,1.593316,37480,0.7541121,999,95.35112
16846,1789924184.863,-0.2721013,-0.3468644,1.498514,-0.04240096,-0.006124853,-0.5493753,-0.09130143,-0.01372661,-0.4607838,-0.07391036,-0.001872636,-0.02983,-0.002804243,1.527577,-0.03137486,-0.04045579,-0.01016898,-0.06846727,-0.2098863,-0.03815491,0.6890115,0.1404848,-0.00725008,-0.004565475,0.5468765,0.7084256,1.208799,0.0003483349,20.19812,0.0008041805,9.934879e-07,0.000167661,0.0002871911,1e-05,-0.0009981421,0.225028,1.027427,1.585014,37629,0.7541419,999,91.5557
16847,1789924187.491,-0.2666927,-0.3472374,1.498514,-0.03061602,-0.001275598,-0.0025,-0.08541654,-0.01500018,-0.008743919,-0.06638707,-0.002001545,-0.03292,-0.002827608,1.582343,-0.02878764,-0.04747427,0,-0.061396,-0.1427149,-0.03249452,0.7319586,0.1070158,-0.006505339,-0.004176653,0.561812,0.710858,1.243942,0.0003532142,20.19896,0.000848787,1.008728e-06,0.0001648745,0.0003296897,1e-05,-0.00415847,0.2083938,1.032847,1.587826,37510,0.7541779,999,96.35259
16848,1789924190.181,-0.2712258,-0.3433766,1.498514,-0.03477877,-0.002569001,-0.2179999,-0.09226923,-0.01316724,-0.05844979,-0.07388269,-0.001846232,-0.034292,-0.002790621,1.528065,-0.03282299,-0.05133234,-0.0001125848,-0.06537221,-0.1692359,-0.0403434,0.719633,0.08418608,-0.006970552,-0.004519154,0.5582117,0.7907054,1.206729,0.0003571622,20.19982,0.0009381809,1.14405e-06,0.0001667672,0.0004131075,1e-05,-0.002446141,0.2076923,1.102299,1.581774,36624,0.7542099,999,98.89777
16849,1789924192.861,-0.2675628,-0.3491755,1.498514,-0.0323853,-0.00127973,-0.01625,-0.08855986,-0.01402556,-0.04159168,-0.07020481,-0.001931945,-0.03254,-0.002805874,1.558128,-0.03069838,-0.0481016,-6.075651e-06,-0.06086601,-0.1477769,-0.03572,0.7364105,0.1084268,-0.006624728,-0.004212053,0.5747041,0.7869412,1.159366,0.000341383,20.20069,0.0008614575,1.060621e-06,0.0001646005,0.0003544135,1e-05,-0.00257772,0.2004716,1.094254,1.578642,36778,0.7542502,999,97.55607
16850,1789924195.545,-0.2688138,-0.3464805,1.498514,-0.03428326,-0.001906235,-0.02,-0.08310153,-0.0141944,-0.01906262,-0.06563918,-0.001898691,-0.0261225,-0.002497451,1.583073,-0.03035732,-0.03979762,-2.716902e-05,-0.0635915,-0.1444565,-0.03208673,0.7228917,0.1593232,-0.006687086,-0.004161156,0.5945082,0.6995198,1.236728,0.000342511,20.2016,0.0008757703,9.346182e-07,0.000165669,0.0003666557,1e-05,-0.002117746,0.1933388,1.088584,1.588242,36724,0.7542858,999,99.82053
16851,1789924198.205,-0.2674229,-0.3473096,1.498514,-0.03149088,-0.001876269,-0.04000001,-0.08549316,-0.01449189,-0.002719013,-0.06793721,-0.001888902,-0.02322,-0.002488003,1.576167,-0.03064872,-0.03627408,-0.0002151211,-0.06206919,-0.1513612,-0.03009653,0.7200916,0.1604345,-0.006385941,-0.004138689,0.5574479,0.7528805,1.214736,0.0003354336,20.20237,0.0008711761,9.632269e-07,0.0001628173,0.000371962,1e-05,-0.002969026,0.1735757,1.076561,1.569205,37155,0.7543129,999,97.39563
16852,1789924200.872,-0.2682409,-0.3519677,1.498514,-0.0339784,-0.00223708,-0.06000001,-0.08459308,-0.01423324,-0.02160103,-0.06650203,-0.001862205,-0.025405,-0.002515414,1.585104,-0.03108823,-0.03987857,-0.000690961,-0.06206772,-0.1510681,-0.03076097,0.7204679,0.158856,-0.006650626,-0.004212232,0.5622813,0.7353689,1.12388,0.0003220377,20.20295,0.0008433401,9.241439e-07,0.000158489,0.0003618893,1e-05,-0.002490885,0.1866503,1.079577,1.581888,36936,0.7543434,999,101.6972
16853,1789924203.547,-0.2651578,-0.3492019,1.498514,-0.03243343,-0.00260846,-0.14,-0.08008008,-0.01370012,-0.1738237,-0.06222947,-0.001839445,-0.028115,-0.002053095,1.571779,-0.02954889,-0.04035049,-0.0001035942,-0.06115755,-0.147226,-0.02994304,0.7266664,0.1596914,-0.006547446,-0.004110125,0.5837513,0.7424288,1.236262,0.0003241206,20.20374,0.000842478,8.539912e-07,0.000162926,0.0003545774,1e-05,-0.00246247,0.177048,1.087706,1.579545,36855,0.7543841,999,102.135
16854,1789924206.201,-0.2753372,-0.345434,1.498514,-0.03815049,-0.002455512,-0.1778573,-0.09624284,-0.01361727,-0.1480395,-0.07594528,-0.001866995,-0.03001143,-0.003031715,1.564281,-0.03195645,-0.04557913,-0.0004709862,-0.06864964,-0.1778872,-0.03771328,0.7101711,0.1205764,-0.00705695,-0.004448216,0.5662457,0.8402616,1.094879,0.0003221877,20.20465,0.0007627369,7.975667e-07,0.0001618982,0.0002778534,1e-05,-0.001832322,0.1782022,1.081202,1.567275,37117,0.7544143,999,99.75413
16855,1789924208.881,-0.2680911,-0.3506027,1.498514,-0.03376935,-0.002486025,-0.05000001,-0.08322172,-0.01403882,-0.05530725,-0.06622289,-0.001870424,-0.026144,-0.002231752,1.578116,-0.03082205,-0.03887445,-3.575921e-05,-0.06312415,-0.1496903,-0.03134969,0.7200343,0.1699158,-0.006575206,-0.004113227,0.5950639,0.7191081,1.423501,0.0003251,20.20533,0.0007587291,7.597305e-07,0.0001591788,0.0002736905,1e-05,-0.003326943,0.1740186,1.089761,1.583108,36778,0.7544284,999,103.5421
16856,1789924211.555,-0.2723859,-0.3446516,1.498514,-0.03815867,-0.003641559,-0.3466668,-0.0869123,-0.01336304,-0.1909127,-0.06870033,-0.001845774,-0.02901,-0.002337804,1.561108,-0.03023447,-0.04021293,-0.000321807,-0.06774236,-0.1699702,-0.03211875,0.705182,0.154987,-0.006715778,-0.004163941,0.5896908,0.7944889,1.185871,0.0003140905,20.20589,0.0007182983,8.369088e-07,0.0001589709,0.0002444,1e-05,-0.003152251,0.1718999,1.080733,1.587277,36845,0.7544537,990.56,99.90517
16857,1789924214.215,-0.2688199,-0.348283,1.498514,-0.03575746,-0.002596785,-0.1275,-0.08827116,-0.01408019,-0.0581168,-0.07130329,-0.001918549,-0.03411,-0.002717347,1.571129,-0.03182885,-0.0484352,-8.827642e-05,-0.06588504,-0.1419151,-0.03799427,0.7249153,0.105924,-0.006951523,-0.004406327,0.5657141,0.8322561,1.264514,0.0003146301,20.20648,0.0007776233,9.43456e-07,0.0001575713,0.0003044785,1e-05,-0.0006353481,0.1585511,1.083223,1.56944,37058,0.7544667,999,101.4019
16858,1789924216.878,-0.2652744,-0.3453421,1.498514,-0.03115409,-0.003052925,-0.07499999,-0.07693142,-0.0145315,-0.09627701,-0.05815627,-0.001903491,-0.018455,-0.001775144,1.600867,-0.02860938,-0.02789218,-1.349364e-05,-0.05870384,-0.1285881,-0.02795067,0.7229311,0.2394293,-0.006422088,-0.004030274,0.6034007,0.7562327,1.437284,0.0003054017,20.20675,0.000735071,7.871635e-07,0.0001591783,0.0002697039,1e-05,-0.0029452,0.1574656,1.086071,1.570952,36997,0.7544852,999,103.8907
16859,1789924219.539,-0.2759693,-0.3415257,1.498514,-0.03109158,-0.001536265,-0.015,-0.08906333,-0.01463824,-0.0007619149,-0.06961148,-0.001947475,-0.03434001,-0.002325407,1.570967,-0.02932995,-0.04632421,0,-0.05798197,-0.1119282,-0.03424425,0.7421912,0.1079239,-0.006355601,-0.004299394,0.6307364,0.829533,1.303249,0.0002998644,20.20748,0.0007082537,7.281935e-07,0.0001584429,0.0002492182,1e-05,-0.001896427,0.1646147,1.089392,1.564767,37037,0.7545227,999,99.30845
16860,1789924222.199,-0.2685552,-0.3469731,1.498514,-0.03331032,-0.001468293,-0.01,-0.08328775,-0.01392633,-0.02584736,-0.06436484,-0.001848498,-0.03308,-0.00228506,1.554716,-0.02998122,-0.04875904,0,-0.06478161,-0.1482484,-0.0283615,0.7293042,0.1063225,-0.006606399,-0.004138296,0.5793949,0.7269893,0.8772656,0.0003053093,20.2087,0.0006945899,8.641737e-07,0.0001586264,0.0002297901,1e-05,-0.003123133,0.1539814,1.083407,1.56976,37051,0.7545769,999,101.3658
16861,1789924224.873,-0.2716863,-0.3463679,1.498514,-0.03330606,-0.001312318,-0.02666667,-0.0930621,-0.01394698,-0.04427619,-0.07513046,-0.001881373,-0.03228,-0.002756421,1.541066,-0.03219072,-0.05262006,-0.0002293699,-0.0641764,-0.1472548,-0.03361204,0.7289289,0.07137902,-0.006622846,-0.004436417,0.5591455,0.9186606,1.275631,0.0003084375,20.20972,0.0006167555,8.669077e-07,0.0001566835,0.0001507675,1e-05,-0.002585717,0.1699379,1.098852,1.569433,36841,0.7545857,999,104.9784
16862,1789924227.532,-0.2706079,-0.3511913,1.498514,-0.03662041,-0.002608122,-0.2316665,-0.09541728,-0.01361147,-0.304839,-0.0753974,-0.00186556,-0.03836667,-0.002867754,1.539116,-0.03115552,-0.05243554,-0.001452927,-0.06824476,-0.170105,-0.03861021,0.7214216,0.06868507,-0.006753102,-0.004368881,0.5297406,0.813769,1.032618,0.0003061324,20.2098,0.0006364263,8.401567e-07,0.0001586234,0.0001708304,1e-05,-0.00101965,0.1493305,1.076069,1.57532,37076,0.7545946,999,104.274
16863,1789924230.179,-0.2760859,-0.3507575,1.498514,-0.03577652,-0.00210363,-0.105,-0.09334692,-0.01408163,-0.09200209,-0.07265671,-0.0018934,-0.03499429,-0.002772867,1.552302,-0.03027085,-0.0512782,-0.0008818292,-0.06731388,-0.1460852,-0.0328907,0.7233633,0.09056228,-0.006597733,-0.00427357,0.5861486,0.8884354,1.036316,0.000305299,20.21023,0.0006217076,8.25644e-07,0.0001555918,0.0001599913,1e-05,-0.004126598,0.1523351,1.075325,1.564874,37233,0.7546217,999,101.9317
16864,1789924232.844,-0.2682206,-0.3517797,1.498514,-0.0328781,-0.001587155,-0.07666667,-0.08279149,-0.01429924,-0.01611244,-0.06512232,-0.001889356,-0.03432667,-0.002371583,1.553199,-0.02876861,-0.04886125,0,-0.06036495,-0.1097371,-0.02942968,0.7444989,0.1080904,-0.006349626,-0.004096571,0.5768436,0.7800991,1.150399,0.0003003671,20.21059,0.0006982036,9.061408e-07,0.0001516726,0.0002452577,1e-05,-0.003521358,0.1521766,1.077721,1.580801,36976,0.7546105,999,102.9646
16865,1789924235.469,-0.2714161,-0.3500242,1.498514,-0.03661932,-0.002969696,-0.12375,-0.08637975,-0.01377464,-0.02038992,-0.06779637,-0.001819091,-0.02936,-0.002631966,1.565278,-0.02944375,-0.04476375,-0.0005783654,-0.06389006,-0.157979,-0.03259791,0.7196392,0.131626,-0.006673404,-0.004385406,0.5773056,0.7744318,1.181245,0.0003009875,20.21035,0.000783722,8.306834e-07,0.0001523949,0.0003295089,1e-05,-0.003149126,0.1428229,1.06427,1.554248,37541,0.7546162,999,101.8069
16866,1789924238.086,-0.2748798,-0.3513461,1.498514,-0.03551709,-0.002083081,-0.1028571,-0.09534226,-0.0139169,-0.1055017,-0.07684433,-0.001885093,-0.03140001,-0.002967776,1.557316,-0.03244389,-0.04812314,-0.0001839175,-0.06548141,-0.1476668,-0.03727128,0.7253774,0.1078451,-0.006820221,-0.004386758,0.5446836,0.8809181,1.297104,0.0002998884,20.21081,0.0007373157,7.397774e-07,0.0001543567,0.0002823307,1e-05,-0.00400824,0.1521108,1.081049,1.529917,37650,0.7546387,999,103.3153
16867,1789924240.740,-0.2736207,-0.3506035,1.498514,-0.03247469,-0.003042619,-0.1799999,-0.07989489,-0.01328556,-0.05363156,-0.06183424,-0.001813158,-0.01738,-0.002582683,1.589168,-0.03085447,-0.03138176,0,-0.05997779,-0.1252355,-0.02837784,0.7205765,0.2119716,-0.006451476,-0.0040362,0.6268548,0.7590115,1.545004,0.0002942636,20.2113,0.0007340086,6.159126e-07,0.0001531704,0.0002859587,1e-05,-0.00292468,0.1488608,1.080379,1.566129,37144,0.7546576,999,102.7228
16868,1789924243.371,-0.2667751,-0.3478061,1.498514,-0.03153058,-0.00220898,-0.04125001,-0.07800661,-0.01474007,-0.06814469,-0.0591243,-0.00194227,-0.02492501,-0.001928892,1.573241,-0.02798567,-0.03720133,0,-0.05772388,-0.1132058,-0.02587163,0.7361123,0.1882635,-0.006285775,-0.00396886,0.6180609,0.8044726,1.269739,0.000290397,20.21197,0.0007411246,6.731458e-07,0.0001552359,0.0002948185,1e-05,-0.002577923,0.1379343,1.080524,1.544813,37444,0.7546951,999,103.8977
16869,1789924246.026,-0.2669992,-0.3502607,1.498514,-0.03183229,-0.002383656,-0.0425,-0.07294806,-0.01478723,-0.01718174,-0.05602281,-0.001899692,-0.017565,-0.001896091,1.623293,-0.02761451,-0.02780051,0,-0.06052672,-0.108375,-0.02313756,0.7310228,0.2398023,-0.006243313,-0.003699646,0.6069336,0.7943034,1.505289,0.0002866536,20.21259,0.000681727,6.673634e-07,0.000153318,0.0002410881,1e-05,-0.004107391,0.1535631,1.08046,1.568118,37115,0.7546905,999,104.3633
16870,1789924248.669,-0.2763299,-0.3468599,1.498514,-0.03361526,-0.002212384,-0.1333333,-0.09355861,-0.01423099,-0.09404129,-0.07211216,-0.001867334,-0.02902,-0.002851663,1.554717,-0.03020428,-0.04968407,-2.57776e-05,-0.06851679,-0.136454,-0.03612193,0.7244503,0.1038354,-0.00657005,-0.004223382,0.5826794,0.84661,1.27311,0.0002793038,20.21216,0.0005486599,6.196268e-07,0.000153561,0.0001151755,1e-05,-0.004291552,0.1382846,1.076398,1.560377,37281,0.7546631,998.56,105.0942
16871,1789924251.312,-0.2795158,-0.3454296,1.498514,-0.03533752,-0.004247998,-0.423751,-0.09521594,-0.01337903,-0.3063998,-0.07215098,-0.001853323,-0.02888001,-0.00213199,1.544477,-0.02906306,-0.04376554,-0.0001109178,-0.06789272,-0.1713789,-0.0312991,0.7065805,0.1311561,-0.006701254,-0.004356257,0.5990556,0.8605382,1.046598,0.0002815371,20.21169,0.0005803882,6.398587e-07,0.0001557333,0.000142478,1e-05,-0.003434297,0.132205,1.072517,1.56409,37284,0.7546554,999,105.6514
16872,1789924253.946,-0.2623843,-0.3559439,1.498514,-0.03149458,-0.002016246,-0.1016667,-0.07705434,-0.01342337,-0.02516232,-0.05901208,-0.001783712,-0.02992001,-0.001775101,1.583101,-0.027189,-0.04274763,0,-0.05977471,-0.1275198,-0.02815454,0.7375922,0.1431266,-0.006309529,-0.003939529,0.6037632,0.8029663,0.9887794,0.0002813516,20.21179,0.00060292,6.22914e-07,0.0001534362,0.0001675093,1e-05,-0.00326253,0.126077,1.070686,1.555992,37425,0.7546669,999,104.1039
16873,1789924256.569,-0.2749896,-0.348068,1.498514,-0.03358807,-0.003234592,-0.2091667,-0.09049718,-0.01380173,-0.186687,-0.0674195,-0.001817061,-0.02831667,-0.002210188,1.564899,-0.02894875,-0.04301197,-0.0001966554,-0.06352098,-0.1471518,-0.02785177,0.7213876,0.138614,-0.006335243,-0.004140587,0.5675069,0.8594145,1.240631,0.0002845573,20.21198,0.0005856444,5.451059e-07,0.0001567532,0.0001437888,1e-05,-0.003673831,0.1400771,1.071918,1.544416,37573,0.7546689,999,104.729
16874,1789924259.217,-0.2707615,-0.3460314,1.498514,-0.03244556,-0.002086061,-0.08142857,-0.08816145,-0.01396078,-0.07271461,-0.06740116,-0.001855861,-0.02992286,-0.002382474,1.581181,-0.02961774,-0.0455132,-2.939803e-05,-0.06420308,-0.1338545,-0.0290221,0.7306068,0.1213255,-0.00642266,-0.004114056,0.5779312,0.8865364,1.071272,0.0002813008,20.21186,0.0005281011,5.253391e-07,0.0001543056,9.196935e-05,1e-05,-0.003678741,0.1344323,1.076166,1.565487,37213,0.7546595,999,104.668
16875,1789924261.854,-0.2727428,-0.3560778,1.498514,-0.03309918,-0.0009716594,-0.006666667,-0.09164651,-0.01448785,-0.003376519,-0.07075121,-0.001915928,-0.03248668,-0.002758033,1.563599,-0.02946048,-0.05427154,-1.654178e-06,-0.06258622,-0.1284936,-0.03211269,0.7396256,0.0728689,-0.006425399,-0.004258954,0.5815766,0.8579186,1.097837,0.0002831678,20.21189,0.0005045139,5.42284e-07,0.0001484738,7.232997e-05,1e-05,1.690057e-05,0.1186878,1.064854,1.565491,37373,0.75467,999,106.2684
16876,1789924264.490,-0.2758685,-0.3462943,1.498514,-0.03144938,-0.001438287,-0.008333335,-0.08587106,-0.01445595,-0.004673564,-0.0641662,-0.001877942,-0.02878,-0.002402594,1.603251,-0.02840903,-0.04280748,-2.409682e-05,-0.06098816,-0.1186675,-0.02875686,0.7431297,0.144096,-0.006338563,-0.004070666,0.5999209,0.9883732,1.153003,0.0002771548,20.212,0.00050106,5.966876e-07,0.0001484223,7.488624e-05,1e-05,-0.001004897,0.1213345,1.055039,1.566967,37491,0.7546669,999,107.4054
16877,1789924267.127,-0.2690158,-0.3494794,1.498514,-0.0333437,-0.001510719,-0.02800001,-0.08667176,-0.01468635,-0.04745514,-0.06661455,-0.001879891,-0.027508,-0.002468477,1.582797,-0.02931359,-0.04178929,-0.0001858116,-0.06002251,-0.1276747,-0.02783621,0.7375738,0.150451,-0.006335744,-0.003996819,0.6103374,0.8158075,1.183073,0.0002768293,20.21205,0.0006543359,6.554801e-07,0.000147594,0.0002292571,1e-05,-0.001733939,0.1272806,1.063364,1.566886,37374,0.7546813,999,108.4375
16878,1789924269.761,-0.2733535,-0.3513817,1.498514,-0.03222967,-0.001366909,-0.008750001,-0.0913743,-0.01418092,-0.003512319,-0.06764315,-0.001860972,-0.030555,-0.002647565,1.574054,-0.02881916,-0.04941181,-0.0001848448,-0.06297296,-0.1131951,-0.02906256,0.7399391,0.1083086,-0.006450092,-0.004181991,0.5986718,0.8797741,1.244602,0.0002783157,20.21251,0.0006218225,5.512186e-07,0.0001477141,0.0001952414,1e-05,-0.002921929,0.1186283,1.065567,1.55508,37511,0.7546974,999,106.2908
16879,1789924272.416,-0.2759284,-0.3542103,1.498514,-0.03447936,-0.001430098,-0.025,-0.09336861,-0.01362527,-0.03867026,-0.07150468,-0.001840857,-0.03576499,-0.002405004,1.553254,-0.02913289,-0.05263139,-0.000111515,-0.06240357,-0.1231279,-0.02875884,0.737461,0.08073823,-0.006427677,-0.004225208,0.6047004,0.946557,1.098332,0.0002781788,20.21286,0.0006557845,5.36551e-07,0.0001464928,0.0002305764,1e-05,-0.001453414,0.1123315,1.067593,1.581175,37113,0.7547107,999,107.9463
16880,1789924275.071,-0.2685382,-0.3428935,1.498514,-0.02959118,-0.001701944,0,-0.07534875,-0.01521932,-5.527377e-05,-0.05527965,-0.001883706,-0.0203,-0.001571056,1.643768,-0.02611801,-0.03154722,0,-0.05635726,-0.1116989,-0.02505605,0.7400038,0.2148863,-0.006225873,-0.003879701,0.5658926,0.8318976,1.367283,0.0002670707,20.21277,0.0005395704,5.386348e-07,0.0001423689,0.0001295922,1e-05,-0.003653705,0.1222931,1.081749,1.566623,37118,0.7546829,999,107.8656
16881,1789924277.728,-0.2647426,-0.3482486,1.498514,-0.0311486,-0.002586144,-0.04750001,-0.07866399,-0.01359677,-0.163265,-0.05864482,-0.001754106,-0.02857,-0.001825582,1.599568,-0.02684001,-0.04142948,0,-0.05914696,-0.128981,-0.02361617,0.7303638,0.1570565,-0.006293537,-0.004091922,0.5934634,0.8790991,1.347793,0.0002647033,20.21219,0.0005608654,5.2093e-07,0.0001445617,0.0001510795,1e-05,-0.001980339,0.1246593,1.075476,1.575282,37085,0.7546765,999,108.8031
16882,1789924280.356,-0.2716507,-0.347419,1.498514,-0.03266244,-0.002825713,-0.143,-0.08425831,-0.01360644,-0.200097,-0.06254043,-0.001805288,-0.03235601,-0.001797601,1.567196,-0.02701211,-0.04598681,-0.0001961842,-0.06251523,-0.1334792,-0.02666012,0.7248165,0.1258698,-0.006323998,-0.004162753,0.5931655,0.8372225,1.093495,0.0002634662,20.21191,0.0005602975,5.819553e-07,0.0001445923,0.000151657,1e-05,-0.002973011,0.1188439,1.073797,1.548048,37494,0.7546497,999,108.5227
16883,1789924283.004,-0.2742462,-0.3534977,1.498514,-0.03611688,-0.001510961,-0.07833333,-0.09276064,-0.0136401,-0.04105426,-0.07273443,-0.001842739,-0.03224666,-0.003261337,1.566634,-0.03093062,-0.04824797,-1.914911e-05,-0.06376079,-0.1385725,-0.03094595,0.7331099,0.1077927,-0.006707338,-0.004264295,0.5601326,0.9594994,1.207749,0.0002665838,20.21135,0.000549794,5.716603e-07,0.0001432268,0.0001394118,1e-05,-0.001908371,0.114554,1.077743,1.562095,37238,0.754634,999,107.16
16884,1789924285.648,-0.2738494,-0.3541715,1.498514,-0.03347425,-0.00125034,-0.02,-0.08892437,-0.01406237,-0.02216119,-0.06721456,-0.001815182,-0.03202,-0.002601578,1.573566,-0.02856166,-0.04744561,0,-0.06295504,-0.120539,-0.02667286,0.739295,0.1079741,-0.006519391,-0.004180278,0.5957553,0.9308498,1.158523,0.0002610009,20.21101,0.0005415983,5.009026e-07,0.0001447196,0.0001353769,1e-05,-0.00313115,0.116565,1.074418,1.563006,37272,0.7546155,999,107.9412
16885,1789924288.283,-0.2626178,-0.3426938,1.498514,-0.02895295,-0.002005179,-0.011,-0.07044536,-0.01463428,-0.04889833,-0.05287659,-0.001859133,-0.020816,-0.001368036,1.584877,-0.02668161,-0.03247077,0,-0.05424731,-0.08912554,-0.01995904,0.744508,0.2154848,-0.00600594,-0.003685893,0.6237202,0.8970908,1.434678,0.0002680958,20.2104,0.0005427828,4.439083e-07,0.0001432342,0.0001310089,1e-05,-0.00312943,0.1178614,1.074887,1.554548,37385,0.7545891,999,108.72
16886,1789924290.924,-0.2696328,-0.3484678,1.498514,-0.03124079,-0.002385254,-0.064375,-0.08302365,-0.01362132,-0.08812682,-0.06123515,-0.001812672,-0.0289625,-0.001857824,1.57641,-0.02687867,-0.04014979,-1.864918e-05,-0.05914437,-0.1222047,-0.02243811,0.7325585,0.1595348,-0.006256654,-0.004163401,0.601105,0.8943766,1.218394,0.0002648574,20.20956,0.0005048056,4.765509e-07,0.0001431035,9.636808e-05,1e-05,-0.003053834,0.1111034,1.069198,1.565125,37316,0.7545398,999,109.4085
16887,1789924293.490,-0.2712782,-0.3494361,1.498514,-0.03336295,-0.001647908,-0.03500001,-0.08722596,-0.01405566,-0.02844745,-0.06623121,-0.001830907,-0.029984,-0.002282324,1.578117,-0.02890475,-0.04559024,-0.0005384601,-0.06338893,-0.1114953,-0.02659116,0.7324571,0.1286326,-0.006249224,-0.004032633,0.5809661,0.8570048,1.344226,0.0002584897,20.20821,0.0004898875,5.266896e-07,0.0001399469,9.092415e-05,1e-05,-0.002475781,0.1160895,1.049935,1.510077,38399,0.7544985,981.58,107.3858
16888,1789924296.115,-0.2706666,-0.3446022,1.498514,-0.03282065,-0.001451388,-0.05357143,-0.0903744,-0.0138906,-0.01619786,-0.06936961,-0.001840618,-0.03680285,-0.002371255,1.542366,-0.0299209,-0.05608545,-6.124365e-05,-0.06163183,-0.1175322,-0.02880332,0.7404544,0.06152193,-0.006421308,-0.004254291,0.588664,1.010812,1.233163,0.0002569634,20.2074,0.0005614927,4.514834e-07,0.0001390741,0.0001650037,1e-05,-0.001710524,0.1067897,1.056041,1.562237,37545,0.754473,995.61,110.0084
