step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
16793,1789924042.420,-0.2541475,-0.3513825,1.498514,-0.02619619,-0.0341957,-1.240003,-0.07655536,-0.01619064,-2.786626,-0.04980648,-0.001882281,-0.01396,-0.007596338,1.300557,-0.02427506,-0.01382577,0,-0.07083296,-0.2338187,-0.01657016,0.5663239,0.2849364,-0.008851839,-0.006875298,0.6223733,1.05541,1.73469,0.0005404078,20.11699,0.002048642,3.49806e-06,0.0003153303,0.001189406,1e-05,-0.003950526,0.4778927,1.197591,1.559847,35650,0.7509521,987.53,-4.612892
16794,1789924045.167,-0.2534082,-0.3504406,1.498514,-0.03371,-0.02892633,-2.356991,-0.08719049,-0.01403747,-3.032724,-0.06348481,-0.001790412,-0.02773201,-0.007820532,1.224899,-0.0270726,-0.0289149,-0.004463939,-0.07056023,-0.293254,-0.02617259,0.5895153,0.1205561,-0.01227483,-0.008696483,0.5222771,0.8442153,1.123862,0.0005341083,20.11912,0.001734718,3.231406e-06,0.0003160346,0.0008813437,1e-05,-0.005043931,0.4751464,1.187138,1.553509,35868,0.751041,984.53,-3.625891
16795,1789924047.931,-0.2621636,-0.352862,1.498514,-0.04359476,-0.01533097,-0.4242858,-0.09610912,-0.01377825,-1.573161,-0.08374193,-0.001879248,-0.03305428,-0.005839496,1.364074,-0.03344883,-0.04288293,-0.003432262,-0.06919497,-0.2547311,-0.04580707,0.6513829,0.0840525,-0.009778212,-0.006621166,0.4605649,0.8878373,0.9469558,0.0005172882,20.12186,0.001981502,2.914419e-06,0.0003181359,0.001143163,1e-05,-0.004471723,0.4832278,1.18562,1.564491,35745,0.7511653,997.92,10.7807
16796,1789924050.698,-0.2547206,-0.3554652,1.498514,-0.03099293,-0.03463964,-0.5250009,-0.09520348,-0.01244634,-4.014416,-0.07203789,-0.001582305,-0.02265332,-0.008501231,1.063523,-0.02658209,-0.03453755,-0.000924031,-0.07433491,-0.3689152,-0.0380474,0.5817231,0.1114896,-0.01167313,-0.01045795,0.4995623,0.6754227,1.261822,0.0005187356,20.12489,0.00174902,3.21475e-06,0.00031123,0.0009158397,1e-05,-0.005291741,0.4730816,1.182003,1.578056,35616,0.7512813,995.21,-6.074358
16797,1789924053.431,-0.2598661,-0.3589171,1.498514,-0.03449259,-0.02321711,-0.5030007,-0.09307935,-0.01428141,-2.251423,-0.06998126,-0.001866486,-0.02594799,-0.006479084,1.287429,-0.02807648,-0.03571643,-0.0002227095,-0.06787668,-0.2537205,-0.03419694,0.6219078,0.1308079,-0.01085586,-0.007791296,0.533328,0.6732721,1.124269,0.0005122891,20.12715,0.001655153,3.137535e-06,0.0003004101,0.0008393159,1e-05,-0.004313302,0.496678,1.18063,1.539049,36145,0.7513367,999,19.33818
16798,1789924056.183,-0.2632369,-0.3514231,1.498514,-0.03651365,-0.02926559,-0.2716666,-0.09821611,-0.01224216,-3.429824,-0.07724398,-0.00169168,-0.03451997,-0.009847146,1.166658,-0.02843543,-0.03861642,-0.001302381,-0.07507282,-0.3527421,-0.04435365,0.5848764,0.02758879,-0.01517431,-0.01030484,0.5468198,0.650063,1.070164,0.0005142497,20.12847,0.001682745,2.927394e-06,0.0002994395,0.0008661287,1e-05,-0.003903185,0.4483053,1.180436,1.565668,35797,0.7514018,999,19.32471
16799,1789924058.932,-0.260955,-0.3555705,1.498514,-0.03661738,-0.02687471,-0.4600007,-0.09130824,-0.01288321,-3.130183,-0.07225093,-0.001739591,-0.02991998,-0.008742276,1.224185,-0.02909456,-0.03883632,-0.0005819548,-0.07183518,-0.3185521,-0.03539622,0.5995877,0.07710692,-0.01160718,-0.008389114,0.4963581,0.7791643,1.119864,0.0005241437,20.13022,0.001663815,2.844771e-06,0.0002989618,0.0008378643,1e-05,-0.003871183,0.4677877,1.169139,1.572978,35849,0.7514636,999,16.91951
16800,1789924061.660,-0.258058,-0.357877,1.498514,-0.03481705,-0.02920335,-1.180826,-0.09079056,-0.01299364,-3.216133,-0.0704109,-0.001686399,-0.03163999,-0.009292487,1.173158,-0.02753001,-0.04387913,-0.000541075,-0.07156672,-0.3213672,-0.03394724,0.5983533,0.03274771,-0.01127781,-0.008877399,0.4959877,0.778964,1.077383,0.0005268519,20.1318,0.001648636,2.980248e-06,0.000293727,0.0008250766,1e-05,-0.005375515,0.5003793,1.155602,1.565913,36121,0.7515267,995.36,18.58033
16801,1789924064.409,-0.2577533,-0.3510058,1.498514,-0.03316785,-0.02484085,-0.5495006,-0.09159898,-0.01374714,-2.412477,-0.06708761,-0.00182446,-0.026258,-0.006941844,1.287885,-0.02711841,-0.03168495,-0.002205625,-0.06980809,-0.2695121,-0.03201945,0.609614,0.124833,-0.01215101,-0.008318266,0.5190672,0.759207,1.166308,0.0005230982,20.1334,0.001573564,2.637012e-06,0.0002892287,0.0007586001,1e-05,-0.005020096,0.4819187,1.150724,1.562809,36227,0.7515898,999,25.70392
16802,1789924067.145,-0.2508678,-0.3532725,1.498514,-0.03459081,-0.04588376,-2.224987,-0.08415148,-0.01089147,-4.730075,-0.06238777,-0.001446476,-0.02281142,-0.01280241,0.9556837,-0.02491688,-0.03228244,-0.002127213,-0.07795201,-0.3907713,-0.02944557,0.5224546,0.07149418,-0.01438978,-0.01198103,0.5491392,0.6790861,1.12998,0.0004998276,20.13516,0.001482486,2.548749e-06,0.0002856023,0.0006945073,1e-05,-0.004921167,0.4584632,1.162832,1.566834,36013,0.7516636,996.66,20.08453
16803,1789924069.887,-0.2536432,-0.3509881,1.498514,-0.0310269,-0.0248928,-0.3987499,-0.08389302,-0.01400975,-2.77435,-0.06015807,-0.001773687,-0.02482999,-0.00607838,1.288372,-0.0254963,-0.02483057,-5.044085e-05,-0.06678586,-0.2589608,-0.02445472,0.6208695,0.156912,-0.010795,-0.00847326,0.5704193,0.7736892,1.207969,0.0005042873,20.13713,0.001570363,2.862577e-06,0.0002842562,0.0007789567,1e-05,-0.005748566,0.4493795,1.16076,1.568152,36023,0.7517508,999,35.23525
16804,1789924072.616,-0.2670102,-0.350309,1.498514,-0.0380874,-0.007943033,-0.4720003,-0.09303282,-0.0143972,-0.5995135,-0.07623669,-0.001975463,-0.028308,-0.003765984,1.489323,-0.03223204,-0.03960089,-0.001047995,-0.06603132,-0.1759473,-0.04095465,0.6833369,0.1460874,-0.007874785,-0.005158355,0.515277,0.8139881,1.299732,0.000492379,20.13917,0.001730461,3.079661e-06,0.0002760285,0.0009589736,1e-05,-0.003453346,0.4603172,1.152662,1.569906,36107,0.7518155,987.03,13.3012
16805,1789924075.346,-0.2639364,-0.3519377,1.498514,-0.03744357,-0.02439695,-0.3324999,-0.09832325,-0.01364047,-2.474607,-0.07893832,-0.001837717,-0.03103,-0.00758489,1.332572,-0.03063128,-0.03452218,-0.001313361,-0.07125816,-0.2833375,-0.03966035,0.6064264,0.09967451,-0.01161717,-0.008114861,0.5178894,0.7960188,1.192598,0.0004870387,20.14064,0.001661135,3.263442e-06,0.0002684953,0.0009023381,1e-05,-0.005015281,0.4634575,1.158092,1.565777,36089,0.7518795,999,18.98423
16806,1789924078.069,-0.2506738,-0.3554666,1.498514,-0.03022053,-0.04624863,-1.841668,-0.08602294,-0.01103701,-5.17212,-0.06077242,-0.001520753,-0.01511994,-0.01147193,1.001988,-0.02426486,-0.02517696,-2.019666e-05,-0.07873163,-0.3936755,-0.02629342,0.5224828,0.1486728,-0.01356241,-0.0120627,0.5510876,0.7417745,1.344568,0.0004803908,20.14265,0.001688049,4.241365e-06,0.0002627278,0.0009406886,1e-05,-0.004574053,0.4112305,1.158978,1.557687,36185,0.7519665,995.89,26.29256
16807,1789924080.804,-0.2499135,-0.3528759,1.498514,-0.0290898,-0.04223981,-2.367489,-0.08721256,-0.01192683,-4.029412,-0.05968343,-0.001558986,-0.02226002,-0.01011199,1.09353,-0.02534525,-0.03050562,0,-0.07581785,-0.328342,-0.02009779,0.5390145,0.09876566,-0.01373681,-0.01058951,0.5083979,0.6457886,1.141027,0.0004751377,20.14471,0.001777221,4.697861e-06,0.0002592166,0.001038169,1e-05,-0.003414777,0.4357609,1.165037,1.563981,36021,0.7520369,999,26.19797
16808,1789924083.530,-0.2390358,-0.3220192,1.348083,-0.03640046,-0.01709357,-0.464286,-0.09307428,-0.01238609,-1.768718,-0.07380411,-0.001645218,-0.02560857,-0.005501165,1.20111,-0.02817795,-0.0337595,-0.0004464473,-0.06498893,-0.2234769,-0.03725279,0.5674521,0.122655,-0.009048866,-0.006459157,0.4900213,0.7207822,1.06628,0.0004874858,20.14635,0.001623058,2.55994e-06,0.0002604626,0.0008725501,1e-05,-0.003033009,0.4354134,1.159902,1.558764,36158,0.7521023,990.09,46.79784
16809,1789924086.266,-0.2778531,-0.3628334,1.498514,-0.0419945,-0.005042886,-0.4499999,-0.1087935,-0.0151484,-0.1050902,-0.08798095,-0.00201997,-0.03126001,-0.002554638,1.558616,-0.03415598,-0.04735886,-1.390725e-05,-0.06682451,-0.2160991,-0.04605883,0.6870059,0.1005315,-0.006991883,-0.004653649,0.5175098,0.87927,0.9298164,0.0004753224,20.14795,0.001674102,2.672814e-06,0.0002583433,0.0009377631,1e-05,-0.004007305,0.4251244,1.150167,1.580266,36003,0.7521693,990.67,53.61749
16810,1789924088.992,-0.2668177,-0.3546072,1.498514,-0.03320633,-0.02769434,-0.5287504,-0.09938663,-0.01470087,-2.436262,-0.07105488,-0.001886774,-0.02828001,-0.008234499,1.3199,-0.02883283,-0.03463967,-6.900732e-05,-0.07060312,-0.2602461,-0.02943873,0.5947891,0.1425919,-0.01114501,-0.008044858,0.5756813,0.9804138,1.15759,0.0004678566,20.14972,0.001380422,2.585379e-06,0.0002495193,0.0006604608,1e-05,-0.004227556,0.3973006,1.141067,1.571845,36235,0.7522433,999,38.37553
16811,1789924091.702,-0.2627486,-0.3487957,1.498514,-0.03282378,-0.01672576,-0.1899999,-0.08802065,-0.01413242,-2.159389,-0.06813435,-0.001846985,-0.02088,-0.005535919,1.335445,-0.02855786,-0.03164242,-8.65318e-06,-0.0694493,-0.2332488,-0.03557222,0.653068,0.1902101,-0.009831266,-0.0074512,0.5770448,0.7405777,1.553338,0.0004622677,20.1515,0.001444716,2.291396e-06,0.0002458378,0.0007343191,1e-05,-0.004608046,0.4131598,1.128536,1.574203,36372,0.7523055,999,56.53016
16812,1789924094.399,-0.2670151,-0.3536087,1.498514,-0.03893844,-0.0138819,-0.2983334,-0.1007033,-0.01431999,-1.523223,-0.07941733,-0.00195535,-0.02777332,-0.006121045,1.369245,-0.03238765,-0.04698326,-0.0004861072,-0.06935616,-0.2402815,-0.04094798,0.6570567,0.09350562,-0.009479778,-0.006508923,0.5150476,0.750466,1.164233,0.0004600903,20.15329,0.00151937,2.223993e-06,0.0002403057,0.0008167496,1e-05,-0.004303318,0.4143449,1.127271,1.564409,36521,0.7523795,999,52.53141
16813,1789924097.101,-0.2666542,-0.3572334,1.498514,-0.03912055,-0.01381964,-0.5080006,-0.09492239,-0.01431299,-1.188195,-0.07645588,-0.001948827,-0.03454001,-0.00525533,1.435633,-0.03144071,-0.04292906,-0.0003227538,-0.06760232,-0.2086614,-0.04010093,0.66175,0.1028267,-0.009716003,-0.006300579,0.5657634,0.8268861,1.139037,0.0004439755,20.15519,0.001897241,2.225314e-06,0.0002347297,0.00121631,1e-05,-0.003925058,0.385067,1.120665,1.574371,36475,0.7524568,999,60.38205
16814,1789924099.787,-0.278161,-0.3540344,1.498514,-0.0503608,-0.004341262,-0.5033336,-0.1115268,-0.01317759,-0.1867437,-0.1044865,-0.001919469,-0.03696666,-0.003415787,1.501199,-0.03852659,-0.04964127,-0.001297679,-0.07194533,-0.2433871,-0.05243474,0.6891059,0.06890719,-0.008044031,-0.004850373,0.5027709,0.8195242,0.795092,0.0004479764,20.15723,0.001606871,2.603234e-06,0.0002339397,0.0009223521,1e-05,-0.003772551,0.4066779,1.114503,1.565863,36675,0.7525558,999,46.84483
16815,1789924102.471,-0.2597141,-0.3565212,1.498514,-0.03294653,-0.01142569,-0.4033334,-0.07629087,-0.0141947,-0.9604341,-0.05914954,-0.001885289,-0.02286667,-0.004129102,1.494697,-0.02739093,-0.02750136,-0.0008974131,-0.06704503,-0.2029432,-0.02839629,0.6694457,0.2040073,-0.008927682,-0.00547282,0.5843993,0.7764317,1.50998,0.0004345828,20.15969,0.001414792,2.210913e-06,0.0002345335,0.0007434649,1e-05,-0.004015792,0.413572,1.118432,1.560135,36700,0.7526464,999,60.34319
16816,1789924105.163,-0.2652114,-0.3558386,1.498514,-0.03824894,-0.0160658,-0.736,-0.09015354,-0.01379759,-1.686694,-0.07185932,-0.001881438,-0.02826801,-0.005253266,1.396113,-0.03056718,-0.03404295,-0.002534972,-0.07036518,-0.2467921,-0.03672156,0.6403779,0.1415705,-0.01048305,-0.006934702,0.5602921,0.8011925,1.121564,0.0004493827,20.16159,0.001438083,2.160243e-06,0.0002331925,0.0007533476,1e-05,-0.001390422,0.3665554,1.115309,1.571339,36589,0.7527196,999,72.88171
16817,1789924107.861,-0.26348,-0.348528,1.498514,-0.03422439,-0.0118722,-0.7719993,-0.08603847,-0.01458907,-1.011166,-0.06626856,-0.001895979,-0.030688,-0.004315059,1.492054,-0.02860626,-0.04111728,-7.957753e-05,-0.06792506,-0.2156411,-0.03377806,0.670195,0.1208391,-0.008373028,-0.005573881,0.5770544,0.7904002,1.200051,0.0004484958,20.16328,0.001306843,2.506779e-06,0.0002299241,0.0006259164,1e-05,-0.003647632,0.3894896,1.115738,1.575845,36522,0.7527776,992.84,57.81891
16818,1789924110.545,-0.2654491,-0.3500306,1.498514,-0.03451757,-0.007859251,-0.4566673,-0.08671882,-0.01494779,-0.6036924,-0.06755583,-0.001976849,-0.02106667,-0.003428068,1.509865,-0.02897154,-0.03435952,-0.0005447686,-0.06207038,-0.1858168,-0.03175652,0.6880152,0.172951,-0.007740581,-0.005152019,0.5778545,0.7515962,1.322438,0.0004470592,20.16474,0.001342287,2.257948e-06,0.0002315282,0.0006614412,1e-05,-0.004431833,0.3754693,1.119479,1.556728,36732,0.7528454,986.29,70.14449
16819,1789924113.244,-0.2624184,-0.3537799,1.498514,-0.037086,-0.03130985,-0.6200005,-0.1111375,-0.01399418,-2.918118,-0.08014076,-0.001794543,-0.04548001,-0.008904971,1.206309,-0.03042499,-0.04670673,-0.00989232,-0.07182633,-0.289648,-0.02986759,0.5744162,0,-0.01357,-0.009532893,0.4313116,0.7073571,0.9735567,0.0004419524,20.16632,0.001511532,2.216335e-06,0.0002296545,0.0008377085,1e-05,-0.003275412,0.3732802,1.124539,1.568602,36501,0.7528948,993.05,73.05168
16820,1789924115.915,-0.2715562,-0.3487951,1.498514,-0.03706181,-0.003613359,-0.4100003,-0.09759866,-0.01502793,-0.1227867,-0.07767858,-0.00200922,-0.03156,-0.002853387,1.552441,-0.03194828,-0.04807541,-1.37713e-05,-0.06566717,-0.194738,-0.04011174,0.7009997,0.1007053,-0.006775593,-0.004504947,0.5467285,0.8043373,1.030071,0.0004449543,20.16743,0.001299588,2.166357e-06,0.0002294928,0.0006229747,1e-05,-0.003481206,0.3579333,1.122535,1.541549,36899,0.7529393,994.26,58.40085
16821,1789924118.604,-0.2708719,-0.3540906,1.498514,-0.03831638,-0.003110794,-0.16,-0.1000022,-0.01465774,-0.2324691,-0.08217698,-0.002007091,-0.03750667,-0.003909425,1.526657,-0.03329995,-0.0521729,-0.0009720625,-0.0646944,-0.1843513,-0.0444782,0.7108504,0.06991473,-0.007190811,-0.004645949,0.5332524,0.7554011,0.9929175,0.0004391405,20.16868,0.001301752,1.904542e-06,0.0002251233,0.0006355841,1e-05,-0.003954379,0.3575909,1.122626,1.553522,36733,0.7529908,994.26,65.22748
16822,1789924121.308,-0.2779779,-0.3659714,1.498514,-0.04384857,-0.001566571,-0.05000001,-0.1096446,-0.0146663,-0.02359192,-0.09349313,-0.002000471,-0.03545,-0.004067653,1.563816,-0.03651442,-0.05382494,-0.002205329,-0.06799349,-0.2038209,-0.04555554,0.7073497,0.0518402,-0.007114015,-0.004783814,0.5230508,0.8568408,0.9961469,0.0004525233,20.16989,0.001443163,1.836299e-06,0.0002202907,0.0007685122,1e-05,-0.00358241,0.3552786,1.124126,1.573109,36446,0.7530346,996.48,73.69765
16823,1789924123.994,-0.2661948,-0.3515964,1.498514,-0.03483364,-0.006248159,-0.261875,-0.08908962,-0.01475135,-0.5474347,-0.06909601,-0.001965173,-0.0253575,-0.003301304,1.51214,-0.03035833,-0.03775216,-0.0003122345,-0.06329377,-0.1944403,-0.03474291,0.6971054,0.1656728,-0.007351851,-0.004793277,0.5482194,0.8561049,1.252683,0.0004326917,20.17104,0.001420268,1.736172e-06,0.000222335,0.0007635051,1e-05,-0.003899883,0.3339463,1.122286,1.556407,36698,0.7530861,995.33,69.70493
16824,1789924126.691,-0.2703863,-0.3574623,1.498514,-0.04435958,-0.01422726,-1.0925,-0.102868,-0.01399475,-1.053484,-0.08453166,-0.001915053,-0.03562,-0.005174214,1.437714,-0.03422809,-0.04691533,-6.333098e-05,-0.07086673,-0.2715145,-0.03955764,0.6456026,0.101124,-0.007728044,-0.005091213,0.5288707,0.8857182,1.041404,0.0004183775,20.17224,0.001308664,1.570375e-06,0.0002205825,0.0006681336,1e-05,-0.00310318,0.3519065,1.130151,1.561254,36525,0.753129,999,79.42485
16825,1789924129.387,-0.2656878,-0.3536826,1.498514,-0.03953578,-0.01097979,-0.4887504,-0.1011224,-0.01480571,-0.8118888,-0.07978716,-0.001955552,-0.033695,-0.004600623,1.461927,-0.03283864,-0.04774966,-0.0002691799,-0.06545284,-0.2103883,-0.0360883,0.6714632,0.101084,-0.007607726,-0.005334007,0.54969,0.8657048,1.172085,0.0004234711,20.17348,0.001345307,1.792107e-06,0.000214767,0.000705277,1e-05,-0.004301215,0.3725443,1.123882,1.558198,36652,0.7531808,999,74.4594
16826,1789924132.075,-0.2760893,-0.3570928,1.498514,-0.04200461,-0.000935697,-0.015,-0.1108068,-0.01466618,-0.005581917,-0.09260508,-0.001988756,-0.03630001,-0.003539044,1.558617,-0.03673483,-0.0622527,-1.281694e-05,-0.06969868,-0.1971916,-0.05415238,0.7224516,0,-0.008137343,-0.005108786,0.5326864,0.8827245,1.278276,0.0004251798,20.17486,0.001362888,1.460536e-06,0.0002029714,0.000733276,1e-05,-0.004177015,0.3185873,1.117144,1.564205,36662,0.7532172,999,81.8684
16827,1789924134.762,-0.2654903,-0.3526755,1.498514,-0.03891961,-0.003898445,-0.1799999,-0.09078167,-0.01460899,-0.1733885,-0.0753385,-0.001955785,-0.02969,-0.002967236,1.559428,-0.03352585,-0.03946801,-0.0009107128,-0.06473633,-0.1747485,-0.03960464,0.7016001,0.1585023,-0.007125508,-0.004310791,0.5523915,0.7838162,1.169373,0.0004206284,20.17558,0.001236876,1.323647e-06,0.0001975726,0.0006173509,1e-05,-0.003373357,0.3497474,1.120994,1.559099,36679,0.7532508,999,77.35809
16828,1789924137.458,-0.2704871,-0.3531888,1.498514,-0.0385088,-0.01231925,-0.6741675,-0.09507357,-0.01365609,-1.021276,-0.0776073,-0.001868698,-0.03432,-0.004975319,1.443454,-0.03157113,-0.04917277,-0.0001402589,-0.06966846,-0.2276202,-0.03936211,0.6656449,0.08151266,-0.008487631,-0.005932638,0.545827,0.7963896,1.042871,0.0004123578,20.17687,0.001173791,1.413883e-06,0.0001980903,0.0005619294,1e-05,-0.002970628,0.3178367,1.11101,1.579061,36543,0.7533265,999,84.63567
16829,1789924140.137,-0.2712886,-0.3503436,1.498514,-0.03996667,-0.01257619,-0.4883336,-0.101271,-0.01402599,-1.078485,-0.07907465,-0.001924087,-0.04054667,-0.004859659,1.465448,-0.03158697,-0.05197085,-0.0002194997,-0.0662601,-0.2226136,-0.03692349,0.6694143,0.06996308,-0.008085148,-0.005474038,0.5393967,0.7959998,1.107889,0.0004135919,20.17884,0.001276563,1.468186e-06,0.0002017373,0.0006597658,1e-05,-0.003734896,0.3233266,1.115424,1.557138,36782,0.7533997,999,82.5309
16830,1789924142.817,-0.2692287,-0.3517853,1.498514,-0.03739249,-0.01499769,-0.5528581,-0.09303601,-0.01415701,-1.344304,-0.0722632,-0.001902896,-0.02986858,-0.00526355,1.455821,-0.03051727,-0.04060708,-0.0003439111,-0.06776537,-0.2220831,-0.03537632,0.6516811,0.1459003,-0.009001404,-0.006000878,0.5368457,0.7820703,1.232808,0.0004038705,20.18019,0.001347517,1.482747e-06,0.0002011423,0.0007410214,1e-05,-0.002786519,0.3164555,1.114961,1.559047,36762,0.7534314,999,84.5546
16831,1789924145.512,-0.2697318,-0.3517765,1.498514,-0.03595433,-0.00412481,-0.3350004,-0.09653914,-0.01491652,-0.1450379,-0.07863319,-0.001969455,-0.02742,-0.003090565,1.554283,-0.03276594,-0.04147008,-0.001307345,-0.06481051,-0.1783729,-0.0378178,0.6975335,0.1382883,-0.006818996,-0.004417647,0.5625024,0.893728,1.3271,0.0003932485,20.18093,0.001272492,1.565989e-06,0.0002019334,0.0006757444,1e-05,-0.003373301,0.3194544,1.12308,1.563818,36586,0.7534651,999,81.96738
16832,1789924148.183,-0.2727683,-0.3512587,1.498514,-0.03431638,-0.004390807,-0.1608333,-0.09543264,-0.01374678,-0.3701507,-0.07526122,-0.001915997,-0.03753,-0.003785688,1.530232,-0.0313387,-0.05208397,-0.0001019774,-0.06587067,-0.2034291,-0.04349624,0.7037368,0.06866027,-0.007460817,-0.004916697,0.552624,0.7099217,1.07189,0.000399223,20.18173,0.001249125,1.24081e-06,0.0001961849,0.0006524762,1e-05,-0.00272353,0.3133686,1.108566,1.556526,36885,0.7534949,999,85.30359
16833,1789924150.793,-0.2680252,-0.3447585,1.498514,-0.03194899,-0.003411892,-0.3050001,-0.07716389,-0.01492293,-0.06571642,-0.05897903,-0.001933434,-0.019288,-0.002153575,1.612178,-0.02886069,-0.02833574,-2.62781e-05,-0.06598227,-0.1760184,-0.0323189,0.7044429,0.2289547,-0.006662737,-0.004024978,0.5989469,0.7931451,1.303174,0.0003948172,20.18278,0.001189449,1.327875e-06,0.00019199,0.0006013142,1e-05,-0.002067748,0.3210866,1.048828,1.555037,37753,0.753554,999,93.32027
16834,1789924153.411,-0.2718179,-0.3600887,1.498514,-0.03760574,-0.006353585,-0.2250001,-0.09430137,-0.01518275,-0.3982695,-0.0737301,-0.001969377,-0.02875334,-0.00364369,1.536949,-0.03136688,-0.04368969,-0.001997493,-0.06545679,-0.1856305,-0.03560398,0.6964087,0.1326469,-0.007196994,-0.00473339,0.5989393,0.7880377,1.234492,0.000394356,20.18444,0.001111243,1.317816e-06,0.0001919969,0.0005235724,1e-05,-0.00411628,0.2855112,1.043689,1.567036,37653,0.7536395,999,87.13913
16835,1789924156.042,-0.2764369,-0.3532358,1.498514,-0.04168994,-0.008947808,-0.7262509,-0.09961589,-0.01431246,-0.6475695,-0.08200656,-0.001898666,-0.03178,-0.00421948,1.510515,-0.0338722,-0.04449068,-0.002152066,-0.07318094,-0.2302349,-0.04292991,0.66945,0.1255639,-0.008048143,-0.005070038,0.5459224,0.7707965,1.133882,0.000392501,20.18658,0.001193822,1.150392e-06,0.0001918959,0.0006082751,1e-05,-0.002816397,0.2894722,1.045279,1.572387,37554,0.7537146,999,90.05601
16836,1789924158.669,-0.2697581,-0.3498306,1.498514,-0.03644212,-0.003256084,-0.3,-0.09076854,-0.01467266,-0.1417687,-0.07248387,-0.001981216,-0.0274225,-0.002625383,1.561866,-0.03110849,-0.04187283,-0.0005021308,-0.06610151,-0.1825549,-0.03652152,0.70842,0.1438117,-0.006763466,-0.004254393,0.5760569,0.7951097,1.102189,0.0003847785,20.18807,0.001059265,1.117285e-06,0.0001905132,0.0004828562,1e-05,-0.002597041,0.2690719,1.042505,1.57764,37518,0.7537614,999,89.06975
16837,1789924161.300,-0.2730551,-0.3500545,1.498514,-0.03467631,-0.007893394,-0.196,-0.09782129,-0.01366019,-0.7297353,-0.07747252,-0.001895747,-0.03122001,-0.003988469,1.490884,-0.03185783,-0.04665607,-0.0002827109,-0.0682623,-0.2175519,-0.04360455,0.6915017,0.1030527,-0.008002642,-0.005287526,0.548755,0.660752,1.103471,0.0003812911,20.18911,0.0009898514,1.222509e-06,0.000181872,0.0004254658,1e-05,-0.002913082,0.2526598,1.04166,1.576255,37550,0.7537925,999,87.52374
16838,1789924163.926,-0.2682157,-0.3636302,1.498514,-0.03344328,-0.002006519,-0.02,-0.09329008,-0.01494003,-0.01490937,-0.07369597,-0.002041671,-0.03036,-0.003107978,1.591116,-0.03234983,-0.0474859,0,-0.06135454,-0.1655629,-0.0372008,0.7142643,0.1041797,-0.006624838,-0.004221247,0.6037862,0.7498931,1.314762,0.0003775322,20.18952,0.001011994,1.095221e-06,0.0001793158,0.0004540506,1e-05,-0.002955912,0.2611855,1.037252,1.582716,37521,0.7537924,999,93.59774
16839,1789924166.549,-0.2766764,-0.3531971,1.498514,-0.03519727,-0.001879405,-0.09928568,-0.09470691,-0.01434089,-0.02995862,-0.07688926,-0.001947095,-0.03181428,-0.003189415,1.564931,-0.03391417,-0.04765354,-5.414828e-05,-0.06701727,-0.1716938,-0.04012396,0.7134177,0.1058963,-0.006889725,-0.004352997,0.5759034,0.766997,1.097268,0.0003733273,20.18966,0.001092986,1.142442e-06,0.0001800404,0.0005384753,1e-05,-0.00254724,0.2694451,1.038073,1.578557,37568,0.7538068,999,93.83846
16840,1789924169.168,-0.273091,-0.3449144,1.498514,-0.03695111,-0.002207826,-0.07714285,-0.08818414,-0.01442097,-0.04749599,-0.07086389,-0.001926129,-0.02591143,-0.002572849,1.579509,-0.03148182,-0.04052869,-0.0006245666,-0.06554285,-0.1598978,-0.03637595,0.7143356,0.1508305,-0.006917477,-0.004324476,0.5795616,0.7298862,1.141727,0.0003653156,20.19045,0.001039355,1.108071e-06,0.0001779032,0.0004950282,1e-05,-0.003808371,0.2312634,1.032954,1.580212,37618,0.753853,999,91.59867
16841,1789924171.782,-0.2700397,-0.3496444,1.498514,-0.03688529,-0.003055501,-0.2508335,-0.08803022,-0.01387736,-0.1091149,-0.06995888,-0.001913854,-0.02563333,-0.002679848,1.548216,-0.03153792,-0.03915891,-0.001938712,-0.06546521,-0.1853886,-0.03460039,0.7103745,0.1574811,-0.006876058,-0.004233511,0.5786881,0.8509965,1.276842,0.0003629382,20.19178,0.00115969,1.137409e-06,0.0001802512,0.0006153636,1e-05,-0.003165483,0.2325655,1.037146,1.571134,37689,0.753897,999,92.02978
