step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
879,1789523179.588,-0.02555024,0.500002,-0.003632941,0,0,-0.002076839,1.979573,0.939928,-0.00654645,0,0,0,0,1,7.85595,0.0001708594,0.0003681416,4.312522e-05,0.01227618,0.4806895,0.03997421,94402,0.4553997,500,33.86023
880,1789523180.107,-0.02555024,0.500002,-0.003632941,0,0,-0.002076839,1.979573,0.939928,-0.00654645,0,0,0,0,1,7.854545,0.0001139063,0.0005841894,0.0001043605,0.01227618,0.4753234,0.04132628,95136,0.455516,500,33.86023
881,1789523180.627,-0.02555024,0.500002,-0.003632941,0,0,-0.002076839,1.979573,0.939928,-0.00654645,0,0,0,0,1,7.854405,5.0625e-05,0.0008205489,8.679075e-05,0.01227618,0.4764266,0.04008627,95161,0.4555701,500,33.86023
882,1789523181.150,-0.02471544,0.500002,-0.003947871,0,0,-0.002131794,1.975635,0.9381577,-0.007213074,0,0,0,0,1,7.850574,7.59375e-05,-0.002553739,5.022242e-05,0.007121441,0.4797378,0.03987741,94593,0.4555018,500,33.85826
883,1789523181.675,-0.02818927,0.500002,-0.003204524,0,0,-0.00203548,1.979725,0.9539699,-0.005386058,0,0,0,0,1,7.844265,7.59375e-05,0.0004098666,4.946613e-05,0.002461397,0.4807608,0.040977,94208,0.4554715,500,33.86046
884,1789523182.205,-0.02517463,0.500002,-0.003448207,0,0,-0.002164355,1.97527,0.9439759,-0.005563274,0,0,0,0,1,7.842059,5.0625e-05,-8.409903e-06,6.081222e-05,0.007762316,0.4867892,0.03993273,93316,0.4554699,500,33.86279
885,1789523182.764,-0.02540539,0.500002,-0.003582045,0,0,-0.002133377,1.976547,0.9487616,-0.005941093,0,0,0,0,1,7.842561,7.59375e-05,-0.0004336211,5.514446e-05,0.005148349,0.5150387,0.03975725,88594,0.4555468,500,33.87137
886,1789523183.308,-0.02545809,0.500002,-0.003498045,0,0,-0.002114989,1.978664,0.94618,-0.005574097,0,0,0,0,1,7.843194,0.0001139063,-0.0003850945,5.616141e-05,0.006326374,0.5009904,0.03997612,90859,0.4556293,500,33.86936
887,1789523183.873,-0.02603468,0.500002,-0.003480261,0,0,-0.002111231,1.976487,0.9468646,-0.005767081,0,0,0,0,1,7.845323,7.59375e-05,-0.0005629138,8.30983e-05,0.006775918,0.5207839,0.03980875,87678,0.4558056,500,33.88248
888,1789523184.440,-0.02588148,0.500002,-0.003583954,0,0,-0.00212674,1.977658,0.9469278,-0.005792431,0,0,0,0,1,7.847828,5.0625e-05,-0.001756742,4.842619e-05,0.006385023,0.5232172,0.04088235,87133,0.4558434,500,33.87362
889,1789523184.994,-0.02590555,0.500002,-0.003483112,0,0,-0.002068128,1.977248,0.9501457,-0.005669952,0,0,0,0,1,7.845194,7.59375e-05,-0.004182421,4.962987e-05,0.006116651,0.5093279,0.04003954,89470,0.4557731,500,33.88168
890,1789523185.555,-0.0254123,0.500002,-0.003585078,0,0,-0.002100492,1.976103,0.9472979,-0.006039511,0,0,0,0,1,7.840373,7.59375e-05,-0.001007758,6.678371e-05,0.006145059,0.5180919,0.03976679,88108,0.4557515,500,33.8917
891,1789523186.119,-0.02581448,0.500002,-0.003471685,0,0,-0.002068057,1.977125,0.9499471,-0.005689242,0,0,0,0,1,7.841764,7.59375e-05,-0.0005420278,7.133526e-05,0.00665112,0.5188727,0.04055429,87861,0.4559494,500,33.8924
892,1789523186.684,-0.02526914,0.500002,-0.003481637,0,0,-0.002083468,1.976428,0.9473196,-0.00590779,0,0,0,0,1,7.845582,7.59375e-05,-0.0001962634,6.475584e-05,0.008754559,0.5209911,0.04006529,87606,0.4560496,500,33.89138
893,1789523187.239,-0.02563265,0.500002,-0.003432274,0,0,-0.002075172,1.977882,0.9491652,-0.005638489,0,0,0,0,1,7.848306,0.0001139063,1.607142e-05,6.48088e-05,0.006883856,0.512078,0.03997803,89034,0.4562052,500,33.90749
894,1789523187.806,-0.02583562,0.500002,-0.003502282,0,0,-0.002099379,1.977146,0.9477141,-0.00589903,0,0,0,0,1,7.85316,3.375e-05,0.001473889,4.764997e-05,0.006983887,0.5229607,0.04019666,87279,0.4563127,500,33.89363
895,1789523188.354,-0.02579742,0.500002,-0.003499903,0,0,-0.002096315,1.977729,0.9492701,-0.005752827,0,0,0,0,1,7.854749,5.0625e-05,-0.001420398,8.26134e-05,0.005972551,0.5041754,0.04020309,90290,0.4563857,500,33.88185
896,1789523188.877,-0.02507194,0.500002,-0.003399353,0,0,-0.002110774,1.97664,0.9474961,-0.006097089,0,0,0,0,1,7.857916,7.59375e-05,-0.003640503,0.0001621096,0.006383482,0.4787288,0.04052401,94659,0.4564949,500,33.88226
897,1789523189.398,-0.02374212,0.500002,-0.003013235,0,0,-0.002186085,1.973858,0.9446041,-0.007283741,0,0,0,0,1,7.862141,7.59375e-05,-0.001987315,6.729651e-05,0.005866201,0.4768486,0.04076695,94958,0.4566245,500,33.88226
898,1789523189.918,-0.02374212,0.500002,-0.003013235,0,0,-0.002186085,1.973858,0.9446041,-0.007283741,0,0,0,0,1,7.865826,0.0001139063,0.0001149701,4.805431e-05,0.005866201,0.4767392,0.04022956,95077,0.4567572,500,33.88226
899,1789523190.436,-0.02374212,0.500002,-0.003013235,0,0,-0.002186085,1.973858,0.9446041,-0.007283741,0,0,0,0,1,7.867202,0.0001139063,-0.001214036,8.65257e-05,0.005866201,0.4738576,0.04046345,95566,0.4567827,500,33.88226
900,1789523190.955,-0.02374212,0.500002,-0.003013235,0,0,-0.002186085,1.973858,0.9446041,-0.007283741,0,0,0,0,1,7.866685,0.0001139063,-3.637215e-05,4.954583e-05,0.005866201,0.4757283,0.03972507,95356,0.4567988,500,33.88226
901,1789523191.481,-0.02374212,0.500002,-0.003013235,0,0,-0.002186085,1.973858,0.9446041,-0.007283741,0,0,0,0,1,7.865625,5.0625e-05,0.001141355,4.571075e-05,0.005866201,0.4779663,0.04077363,94752,0.4567959,500,33.88226
902,1789523192.000,-0.02374212,0.500002,-0.003013235,0,0,-0.002186085,1.973858,0.9446041,-0.007283741,0,0,0,0,1,7.866961,0.0001139063,-0.002792767,6.643464e-05,0.005866201,0.4761951,0.04007173,95206,0.456975,500,33.88226
903,1789523192.525,-0.02639189,0.500002,-0.003031353,0,0,-0.002072675,1.976477,0.9495854,-0.006581604,0,0,0,0,1,7.870258,7.59375e-05,-0.0003310462,5.587951e-05,0.006788695,0.4810438,0.04004288,94325,0.4570238,500,33.88231
904,1789523193.046,-0.02596974,0.500002,-0.002755436,0,0,-0.002041774,1.974856,0.9539818,-0.004501447,0,0,0,0,1,7.869852,2.25e-05,0.002563669,4.422096e-05,0.004049051,0.477915,0.03963494,94970,0.4570825,500,33.88356
905,1789523193.574,-0.02531218,0.500002,-0.003158485,0,0,-0.002011212,1.97963,0.9528288,-0.004703984,0,0,0,0,1,7.87085,5.0625e-05,-0.002509145,4.464213e-05,0.005446564,0.4847803,0.03969049,93717,0.4571273,500,33.89056
906,1789523194.129,-0.02470513,0.500002,-0.003573808,0,0,-0.002118902,1.97722,0.9493465,-0.006425914,0,0,0,0,1,7.872208,0.0001139063,-0.002729662,4.895583e-05,0.006251841,0.511821,0.0401473,89048,0.4573077,500,33.89565
907,1789523194.678,-0.02497271,0.500002,-0.003519007,0,0,-0.0021423,1.97811,0.9480578,-0.006221762,0,0,0,0,1,7.875541,2.25e-05,0.004191329,4.086919e-05,0.006079076,0.5055885,0.04003668,90083,0.4573659,500,33.89627
908,1789523195.251,-0.02552099,0.500002,-0.00337062,0,0,-0.002044313,1.977813,0.9488939,-0.005853719,0,0,0,0,1,7.875207,7.59375e-05,-0.003070019,7.003439e-05,0.005249366,0.5285933,0.04009843,86429,0.4574559,500,33.89921
909,1789523195.821,-0.02535932,0.500002,-0.003424898,0,0,-0.002080158,1.976189,0.9472507,-0.005575813,0,0,0,0,1,7.874822,0.0001139063,-0.0007320813,6.050668e-05,0.006456998,0.5258,0.03999257,86872,0.4575635,500,33.88699
910,1789523196.378,-0.02519467,0.500002,-0.003412517,0,0,-0.002054219,1.978114,0.949253,-0.005658097,0,0,0,0,1,7.874629,7.59375e-05,9.863969e-05,4.233757e-05,0.005740856,0.5127506,0.04030633,88873,0.4576297,500,33.88742
911,1789523196.947,-0.02495103,0.500002,-0.003313003,0,0,-0.002100375,1.977074,0.9482756,-0.005865404,0,0,0,0,1,7.872642,0.0001139063,-0.002101111,6.419155e-05,0.005529084,0.5237095,0.04175448,86923,0.4577468,500,33.89693
912,1789523197.510,-0.02497354,0.500002,-0.003508725,0,0,-0.002099567,1.976946,0.9478315,-0.005858788,0,0,0,0,1,7.871571,0.0001139063,0.0007931261,0.000282746,0.006240425,0.5184011,0.04084754,87889,0.4578854,500,33.89939
913,1789523198.084,-0.02469425,0.500002,-0.003439958,0,0,-0.002106999,1.977812,0.9475745,-0.005584154,0,0,0,0,1,7.871166,2.25e-05,0.004920194,6.596237e-05,0.005758669,0.5289524,0.04103279,86233,0.4579224,500,33.88959
914,1789523198.649,-0.02519338,0.500002,-0.003415227,0,0,-0.002096922,1.978235,0.9489677,-0.00557868,0,0,0,0,1,7.871074,5.0625e-05,-0.001660673,6.796596e-05,0.007276214,0.5196829,0.0412581,87624,0.4579417,500,33.89643
915,1789523199.219,-0.02524284,0.500002,-0.003460494,0,0,-0.002121446,1.977405,0.9487588,-0.005831269,0,0,0,0,1,7.869068,0.0001139063,-0.001028509,5.738882e-05,0.007074266,0.5243859,0.04143572,86868,0.4580184,500,33.88165
916,1789523199.765,-0.02480565,0.500002,-0.003388779,0,0,-0.002083316,1.976738,0.946456,-0.005542357,0,0,0,0,1,7.867919,3.375e-05,0.002182798,9.567245e-05,0.006243182,0.5035117,0.03951502,90514,0.4580765,500,33.88875
917,1789523200.291,-0.02538039,0.500002,-0.003062813,0,0,-0.002000669,1.978876,0.9511356,-0.005349649,0,0,0,0,1,7.870543,7.59375e-05,-0.002053601,0.0001494425,0.004806387,0.4814532,0.04020286,94223,0.4582123,500,33.89169
918,1789523200.811,-0.02591647,0.500002,-0.002501451,0,0,-0.001871524,1.981362,0.955734,-0.004630536,0,0,0,0,1,7.874219,0.0001139063,-1.295577e-05,7.139191e-05,0.002385063,0.4769585,0.04007196,95065,0.4583716,500,33.89169
919,1789523201.332,-0.02591647,0.500002,-0.002501451,0,0,-0.001871524,1.981362,0.955734,-0.004630536,0,0,0,0,1,7.877578,3.375e-05,0.005541504,3.797219e-05,0.002385063,0.4775078,0.03983617,95008,0.4584343,500,33.89169
920,1789523201.854,-0.02591647,0.500002,-0.002501451,0,0,-0.001871524,1.981362,0.955734,-0.004630536,0,0,0,0,1,7.876389,5.0625e-05,-0.001461024,5.124871e-05,0.002385063,0.4784656,0.04052353,94707,0.4584306,500,33.89169
921,1789523202.372,-0.02591647,0.500002,-0.002501451,0,0,-0.001871524,1.981362,0.955734,-0.004630536,0,0,0,0,1,7.872329,7.59375e-05,-0.00178613,4.941456e-05,0.002385063,0.4750154,0.03946137,95537,0.4584153,500,33.89169
922,1789523202.894,-0.02591647,0.500002,-0.002501451,0,0,-0.001871524,1.981362,0.955734,-0.004630536,0,0,0,0,1,7.867455,7.59375e-05,-0.001130896,4.426839e-05,0.002385063,0.4783909,0.04017615,94784,0.4583991,500,33.89169
923,1789523203.413,-0.02591647,0.500002,-0.002501451,0,0,-0.001871524,1.981362,0.955734,-0.004630536,0,0,0,0,1,7.864882,5.0625e-05,0.001377476,4.717545e-05,0.002385063,0.4742973,0.04091477,95401,0.4584121,500,33.89169
924,1789523203.938,-0.02444129,0.500002,-0.002934113,0,0,-0.002009389,1.978938,0.9533827,-0.006039538,0,0,0,0,1,7.864779,3.375e-05,0.001091842,5.319218e-05,0.007972647,0.481586,0.04069424,94110,0.4585381,500,33.89255
925,1789523204.464,-0.02602664,0.500002,-0.003107619,0,0,-0.002035388,1.974164,0.9467871,-0.005833283,0,0,0,0,1,7.865602,7.59375e-05,-0.002037028,5.89157e-05,0.01214893,0.4817276,0.04093909,94040,0.4586126,500,33.89267
926,1789523204.996,-0.02353078,0.500002,-0.003521932,0,0,-0.002086912,1.977741,0.9477658,-0.005856313,0,0,0,0,1,7.865653,0.0001139063,-0.0008811457,4.993914e-05,0.00450905,0.4876146,0.04052997,93065,0.4586574,500,33.89515
927,1789523205.544,-0.02585553,0.500002,-0.003435934,0,0,-0.002090626,1.977084,0.9509779,-0.005565879,0,0,0,0,1,7.865339,7.59375e-05,0.000174799,6.012787e-05,0.00691401,0.5040319,0.03973603,90391,0.4587222,500,33.8997
928,1789523206.092,-0.02432049,0.500002,-0.003542864,0,0,-0.002068305,1.975684,0.9458878,-0.005344108,0,0,0,0,1,7.865205,7.59375e-05,-0.002265815,4.674538e-05,0.004700755,0.5048482,0.04014516,90188,0.4587232,500,33.89202
929,1789523206.663,-0.02457271,0.500002,-0.003388681,0,0,-0.002080536,1.97689,0.9485385,-0.005602798,0,0,0,0,1,7.863634,0.0001139063,-0.001706348,5.445324e-05,0.005821365,0.5263047,0.04005051,86786,0.4587368,500,33.90195
930,1789523207.221,-0.02452092,0.500002,-0.003427823,0,0,-0.002092829,1.976058,0.9470693,-0.005897947,0,0,0,0,1,7.864395,2.25e-05,0.000201293,5.819476e-05,0.006257827,0.5138307,0.04105687,88580,0.4588041,500,33.8909
931,1789523207.783,-0.02500761,0.500002,-0.003508219,0,0,-0.002115925,1.976288,0.9462981,-0.005865161,0,0,0,0,1,7.864887,5.0625e-05,-0.003181689,5.117775e-05,0.005879908,0.5166016,0.0413444,88094,0.4588822,500,33.87931
932,1789523208.349,-0.02468995,0.500002,-0.003393074,0,0,-0.00208127,1.977862,0.9499876,-0.00575965,0,0,0,0,1,7.862769,7.59375e-05,-0.0027421,5.25044e-05,0.005304374,0.5222836,0.03981256,87444,0.4588329,500,33.89504
933,1789523208.911,-0.024457,0.500002,-0.003460063,0,0,-0.002094129,1.977768,0.9490795,-0.005716122,0,0,0,0,1,7.857729,7.59375e-05,-0.001942941,5.617888e-05,0.005366083,0.5173597,0.04112864,88008,0.4587369,500,33.91257
934,1789523209.475,-0.02445387,0.500002,-0.003566545,0,0,-0.002136223,1.97604,0.9461334,-0.005526315,0,0,0,0,1,7.856417,7.59375e-05,-0.001262676,5.405349e-05,0.0058963,0.5201831,0.03981256,87772,0.4587858,500,33.88664
935,1789523210.038,-0.02455925,0.500002,-0.003409481,0,0,-0.002106383,1.977344,0.9492978,-0.005684003,0,0,0,0,1,7.858334,0.0001708594,-5.049906e-05,6.065845e-05,0.00671388,0.5187893,0.03979945,87993,0.4589845,500,33.88915
936,1789523210.602,-0.02442709,0.500002,-0.003372,0,0,-0.0020646,1.978105,0.9480183,-0.00561011,0,0,0,0,1,7.861462,3.375e-05,0.003875917,5.243768e-05,0.006269713,0.5200114,0.04006934,87758,0.459037,500,33.90179
937,1789523211.141,-0.02505703,0.500002,-0.0035213,0,0,-0.002091113,1.978205,0.9499781,-0.005951765,0,0,0,0,1,7.862467,3.375e-05,-0.001541996,0.0001333993,0.006018464,0.495501,0.04016328,91758,0.4591194,500,33.88528
938,1789523211.668,-0.02548851,0.500002,-0.003525307,0,0,-0.00207421,1.97785,0.9527556,-0.005672674,0,0,0,0,1,7.865316,7.59375e-05,-0.004177409,0.0001085603,0.005642707,0.483932,0.03958607,93887,0.4591901,500,33.88517
939,1789523212.193,-0.02606445,0.500002,-0.003555983,0,0,-0.002062266,1.97813,0.9558775,-0.005578046,0,0,0,0,1,7.866481,7.59375e-05,-0.001731383,9.086078e-05,0.005092411,0.4817367,0.04008102,94193,0.4592628,500,33.88517
940,1789523212.719,-0.02606445,0.500002,-0.003555983,0,0,-0.002062266,1.97813,0.9558775,-0.005578046,0,0,0,0,1,7.867048,7.59375e-05,-0.0006050505,4.581885e-05,0.005092411,0.4824719,0.03964329,94140,0.4592926,500,33.88517
941,1789523213.237,-0.02606445,0.500002,-0.003555983,0,0,-0.002062266,1.97813,0.9558775,-0.005578046,0,0,0,0,1,7.868061,7.59375e-05,-0.000959419,5.649983e-05,0.005092411,0.4749179,0.04011679,95434,0.4594744,500,33.88517
942,1789523213.765,-0.02606445,0.500002,-0.003555983,0,0,-0.002062266,1.97813,0.9558775,-0.005578046,0,0,0,0,1,7.873293,7.59375e-05,-0.0006500864,7.417112e-05,0.005092411,0.484252,0.04001403,93753,0.4596663,500,33.88517
943,1789523214.285,-0.02606445,0.500002,-0.003555983,0,0,-0.002062266,1.97813,0.9558775,-0.005578046,0,0,0,0,1,7.875497,0.0001139063,-0.001597103,5.551045e-05,0.005092411,0.4768198,0.03979754,95141,0.4597518,500,33.88517
944,1789523214.808,-0.02606445,0.500002,-0.003555983,0,0,-0.002062266,1.97813,0.9558775,-0.005578046,0,0,0,0,1,7.875893,0.0001139063,-0.0007432388,0.0002223128,0.005092411,0.4804895,0.0398283,94465,0.4597906,500,33.88517
945,1789523215.336,-0.02396954,0.500002,-0.003349897,0,0,-0.00201225,1.979479,0.9514863,-0.004873469,0,0,0,0,1,7.879061,7.59375e-05,6.085514e-05,0.0001231313,0.00502294,0.4841459,0.04016376,93746,0.4599352,500,33.88465
946,1789523215.867,-0.02375735,0.500002,-0.003522897,0,0,-0.002086591,1.977478,0.9495448,-0.005449038,0,0,0,0,1,7.880175,0.0001139063,-0.0007021449,3.821588e-05,0.004387185,0.4869201,0.04064655,93167,0.4599837,500,33.88146
947,1789523216.407,-0.02394464,0.500002,-0.003497953,0,0,-0.002086177,1.975974,0.9468123,-0.006094727,0,0,0,0,1,7.878187,0.0001139063,-0.0002425379,5.242633e-05,0.005341562,0.4950731,0.04115129,91663,0.4600778,500,33.88359
948,1789523216.960,-0.02515841,0.500002,-0.003356088,0,0,-0.002080291,1.977362,0.950185,-0.00578849,0,0,0,0,1,7.878928,2.25e-05,0.004101947,6.739039e-05,0.006476613,0.5092123,0.03972125,89540,0.4601213,500,33.89307
949,1789523217.511,-0.0239278,0.500002,-0.003451513,0,0,-0.002081622,1.975706,0.9471102,-0.005707595,0,0,0,0,1,7.877193,5.0625e-05,-0.002782488,4.01569e-05,0.006324356,0.5075846,0.04008102,89748,0.4600536,500,33.88912
950,1789523218.085,-0.02458669,0.500002,-0.003444244,0,0,-0.002071703,1.976585,0.9476513,-0.00596468,0,0,0,0,1,7.870985,0.0001139063,-0.003197496,4.25078e-05,0.005943036,0.5308762,0.03982925,86124,0.4599561,500,33.88647
951,1789523218.647,-0.0249494,0.500002,-0.003393602,0,0,-0.00207042,1.978074,0.9513688,-0.005653708,0,0,0,0,1,7.867407,7.59375e-05,-0.0009951676,6.336313e-05,0.006689972,0.5136042,0.04110098,88609,0.460081,500,33.90384
952,1789523219.208,-0.02484698,0.500002,-0.003509433,0,0,-0.002065643,1.977863,0.9495382,-0.005751198,0,0,0,0,1,7.867632,0.0001139063,-0.002079748,4.775367e-05,0.005913596,0.5166924,0.04032207,88241,0.46025,500,33.91272
953,1789523219.771,-0.02428369,0.500002,-0.003512971,0,0,-0.002103559,1.976547,0.9467956,-0.005742441,0,0,0,0,1,7.871646,0.0001708594,-0.0007610803,5.816137e-05,0.00621657,0.5196126,0.0401237,87812,0.4605669,500,33.90836
954,1789523220.330,-0.02445079,0.500002,-0.003486477,0,0,-0.002119239,1.977484,0.9482603,-0.005701879,0,0,0,0,1,7.876858,3.375e-05,0.002899662,5.587028e-05,0.007011422,0.5145881,0.0397253,88671,0.4606323,500,33.89857
955,1789523220.890,-0.02437718,0.500002,-0.003492248,0,0,-0.002081502,1.975393,0.9470591,-0.005431688,0,0,0,0,1,7.874944,7.59375e-05,-0.003901414,5.430111e-05,0.00651925,0.5164046,0.04012203,88319,0.4606159,500,33.89104
956,1789523221.447,-0.02457774,0.500002,-0.003448713,0,0,-0.002045135,1.977959,0.9499172,-0.005637085,0,0,0,0,1,7.874527,0.0001139063,-0.001714456,4.94682e-05,0.005718335,0.5135143,0.03974771,88840,0.4607325,500,33.88999
957,1789523222.008,-0.02506743,0.500002,-0.003478072,0,0,-0.002073671,1.977843,0.9489797,-0.005787665,0,0,0,0,1,7.876596,5.0625e-05,-0.0007887143,5.401255e-05,0.005799419,0.5174518,0.03993702,88182,0.4608507,500,33.90112
958,1789523222.544,-0.02471818,0.500002,-0.003470528,0,0,-0.002078579,1.978046,0.9499973,-0.005569998,0,0,0,0,1,7.877666,7.59375e-05,-0.00199123,0.0001573398,0.006042208,0.4915111,0.04033566,92417,0.4609481,500,33.92125
959,1789523223.072,-0.02642549,0.500002,-0.003412269,0,0,-0.00208227,1.974847,0.9496779,-0.005206069,0,0,0,0,1,7.881124,5.0625e-05,-0.00147936,8.19281e-05,0.006757939,0.4848118,0.03957391,93732,0.4611051,500,33.92015
960,1789523223.590,-0.02722603,0.500002,-0.003374888,0,0,-0.002078688,1.9738,0.9499596,-0.005001457,0,0,0,0,1,7.888149,0.0001139063,-0.000958366,9.401851e-05,0.006941065,0.4751785,0.0395813,95485,0.4615369,500,33.92015
961,1789523224.108,-0.02722603,0.500002,-0.003374888,0,0,-0.002078688,1.9738,0.9499596,-0.005001457,0,0,0,0,1,7.899161,0.0001139063,-0.0004801178,5.458517e-05,0.006941065,0.4749568,0.0397234,95500,0.4618317,500,33.92015
962,1789523224.630,-0.02722603,0.500002,-0.003374888,0,0,-0.002078688,1.9738,0.9499596,-0.005001457,0,0,0,0,1,7.904521,7.59375e-05,-0.0009007381,5.57391e-05,0.006941065,0.4778764,0.04025054,94864,0.4619985,500,33.92015
963,1789523225.153,-0.02722603,0.500002,-0.003374888,0,0,-0.002078688,1.9738,0.9499596,-0.005001457,0,0,0,0,1,7.907942,7.59375e-05,-0.0009776901,6.359474e-05,0.006941065,0.4801693,0.03985763,94518,0.4621338,500,33.92015
964,1789523225.686,-0.02722603,0.500002,-0.003374888,0,0,-0.002078688,1.9738,0.9499596,-0.005001457,0,0,0,0,1,7.910167,0.0001139063,-0.001214672,4.649548e-05,0.006941065,0.4883444,0.04113531,92830,0.4623285,500,33.92015
965,1789523226.212,-0.02655979,0.500002,-0.00337614,0,0,-0.002062391,1.975224,0.9519262,-0.004869859,0,0,0,0,1,7.911993,3.375e-05,0.00448556,4.223871e-05,0.006164213,0.4823792,0.03992796,94105,0.4623638,500,33.92288
966,1789523226.739,-0.02338133,0.500002,-0.003525066,0,0,-0.002184681,1.980504,0.952715,-0.005047956,0,0,0,0,1,7.91151,7.59375e-05,-0.002073015,4.818106e-05,0.004185381,0.4843121,0.03995585,93753,0.4624021,500,33.9235
967,1789523227.272,-0.02324034,0.500002,-0.003601313,0,0,-0.002261976,1.974782,0.9419287,-0.005685804,0,0,0,0,1,7.91118,7.59375e-05,0.000168311,5.219424e-05,0.006394952,0.4895158,0.03998828,92826,0.4625148,500,33.92011
968,1789523227.821,-0.02380972,0.500002,-0.00355145,0,0,-0.002093412,1.974352,0.9456269,-0.005445724,0,0,0,0,1,7.912654,7.59375e-05,-0.001762005,4.518231e-05,0.006247637,0.5043867,0.04058909,90191,0.4626661,500,33.92498
969,1789523228.370,-0.02443502,0.500002,-0.003489173,0,0,-0.002109666,1.97459,0.9455711,-0.005542415,0,0,0,0,1,7.914921,0.0001139063,-0.00238999,4.275255e-05,0.005513723,0.5044956,0.04092979,90116,0.4628675,500,33.91346
970,1789523228.931,-0.02453402,0.500002,-0.003499204,0,0,-0.002069542,1.975837,0.9467907,-0.005631343,0,0,0,0,1,7.918576,0.0001139063,0.000341959,4.782181e-05,0.006041045,0.5166037,0.04012585,88287,0.463046,500,33.90149
971,1789523229.492,-0.02446914,0.500002,-0.003526372,0,0,-0.00207581,1.976823,0.948378,-0.005673083,0,0,0,0,1,7.919637,0.0001139063,0.001132867,4.316733e-05,0.00667845,0.518296,0.03947401,88122,0.4630764,500,33.88755
972,1789523230.056,-0.02454798,0.500002,-0.003530496,0,0,-0.002102112,1.976082,0.9456924,-0.005750859,0,0,0,0,1,7.918114,0.0001139063,-0.00116107,0.0001104075,0.005866842,0.5198541,0.03995132,87801,0.463084,500,33.89983
973,1789523230.622,-0.02442564,0.500002,-0.003598118,0,0,-0.002110057,1.976725,0.9472677,-0.005477659,0,0,0,0,1,7.920156,5.0625e-05,-0.0006429818,5.656008e-05,0.006362432,0.5200136,0.04158592,87521,0.463203,500,33.88858
974,1789523231.185,-0.02436225,0.500002,-0.003576757,0,0,-0.002093641,1.976961,0.9484506,-0.005540377,0,0,0,0,1,7.923172,0.0001139063,-0.002788869,4.841247e-05,0.006597668,0.5189505,0.04042411,87869,0.4633897,500,33.9002
975,1789523231.746,-0.02487275,0.500002,-0.003488567,0,0,-0.002092325,1.977364,0.9472442,-0.005681361,0,0,0,0,1,7.926692,7.59375e-05,0.0004006902,6.469344e-05,0.006750088,0.5178363,0.04002786,88107,0.4635408,500,33.90089
976,1789523232.311,-0.02456493,0.500002,-0.003539007,0,0,-0.002078579,1.978203,0.948563,-0.005595309,0,0,0,0,1,7.930424,0.0001139063,-0.00408083,5.736112e-05,0.006168711,0.519192,0.04113841,87719,0.4637481,500,33.90379
977,1789523232.874,-0.02408247,0.500002,-0.003523192,0,0,-0.002088989,1.975718,0.9470229,-0.005368594,0,0,0,0,1,7.934978,7.59375e-05,5.092069e-05,4.984826e-05,0.006780591,0.5194268,0.03990388,87876,0.4639123,500,33.89296
978,1789523233.429,-0.02415723,0.500002,-0.003488634,0,0,-0.002076332,1.978105,0.9506311,-0.005107143,0,0,0,0,1,7.935565,2.25e-05,0.00206901,5.372811e-05,0.005957774,0.5103087,0.04099894,89155,0.4639624,500,33.91457
979,1789523233.965,-0.02454092,0.500002,-0.003515504,0,0,-0.002076082,1.977432,0.9491185,-0.005549625,0,0,0,0,1,7.936064,5.0625e-05,-0.002433569,0.0001911914,0.00619051,0.492548,0.04008651,92280,0.4640372,500,33.91286
980,1789523234.494,-0.02297437,0.500002,-0.004002702,0,0,-0.002221804,1.976898,0.9402941,-0.00616684,0,0,0,0,1,7.938719,7.59375e-05,-0.0006715742,6.288585e-05,0.0200854,0.4858019,0.04010105,93462,0.4641668,500,33.91199
981,1789523235.014,-0.02277517,0.500002,-0.004070522,0,0,-0.002241579,1.976826,0.9390368,-0.006242577,0,0,0,0,1,7.941923,5.0625e-05,0.0005066645,6.957976e-05,0.02206935,0.4753048,0.04084516,95228,0.4642625,500,33.91199
982,1789523235.531,-0.02277517,0.500002,-0.004070522,0,0,-0.002241579,1.976826,0.9390368,-0.006242577,0,0,0,0,1,7.945325,5.0625e-05,-0.00177998,6.497203e-05,0.02206935,0.473515,0.0402503,95670,0.4643959,500,33.91199
983,1789523236.048,-0.02277517,0.500002,-0.004070522,0,0,-0.002241579,1.976826,0.9390368,-0.006242577,0,0,0,0,1,7.945008,0.0001139063,-0.001898229,3.388511e-05,0.02206935,0.473372,0.03995228,95752,0.4644522,500,33.91199
984,1789523236.571,-0.02277517,0.500002,-0.004070522,0,0,-0.002241579,1.976826,0.9390368,-0.006242577,0,0,0,0,1,7.942286,7.59375e-05,0.0002384417,4.147526e-05,0.02206935,0.4797459,0.04043984,94489,0.4645036,500,33.91199
