step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
18,1789522715.209,-0.07696532,0.4432924,-0.005529848,-0.004,0,-0.004116694,0.7369164,0.02431387,-0.04470804,0.1705322,0,0,0,0,14.29285,0.0005766504,-0.01260712,0.01917049,0.4822269,0.5288303,0.04122376,86223,0.5362737,427.21,9.988132
19,1789522715.782,-0.08100241,0.4661262,-0.005729823,-0.004,0,-0.004349258,0.7191183,0.02245322,-0.05043555,0.1923625,0,0,0,0,14.34767,0.001297463,-0.01176183,0.01726648,0.4712727,0.5296254,0.04001045,86286,0.5381246,452.71,10.6466
20,1789522716.332,-0.08576071,0.4910018,-0.005583912,-0.003166667,0,-0.00426488,0.8185188,0.02643747,-0.04419057,0.2103882,0,0,0,0.1636759,14.38672,0.0005766504,-0.01133851,0.01362179,0.4031191,0.5068495,0.03980875,89913,0.5391215,500,14.03586
21,1789522716.844,-0.08739697,0.500002,-0.004894874,0,0,-0.003767802,1.028781,0.04210917,-0.02147198,0.2143555,0,0,0,0.7856445,14.44324,0.0008649756,-0.009139319,0.02568319,0.1110203,0.4681005,0.04011798,96714,0.5410567,500,14.03586
22,1789522717.361,-0.08739697,0.500002,-0.004894874,0,0,-0.003767802,1.028781,0.04210917,-0.02147198,0.2143555,0,0,0,0.7856445,14.49418,0.0005766504,-0.009470139,0.0144918,0.1110203,0.4733653,0.04001546,95741,0.5425739,500,14.03586
23,1789522717.882,-0.08739697,0.500002,-0.004894874,0,0,-0.003767802,1.028781,0.04210917,-0.02147198,0.2143555,0,0,0,0.7856445,14.53542,0.0005766504,-0.01203413,0.01152893,0.1110203,0.4777358,0.03979182,94974,0.543584,500,14.03586
24,1789522718.398,-0.08739697,0.500002,-0.004894874,0,0,-0.003767802,1.028781,0.04210917,-0.02147198,0.2143555,0,0,0,0.7856445,14.57445,0.0005766504,-0.01202935,0.01040282,0.1110203,0.4722717,0.04074335,95810,0.5450436,500,14.03586
25,1789522718.915,-0.08739697,0.500002,-0.004894874,0,0,-0.003767802,1.028781,0.04210917,-0.02147198,0.2143555,0,0,0,0.7856445,14.63356,0.001297463,-0.01092583,0.01050101,0.1110203,0.4731259,0.04055572,95685,0.5470126,500,14.03586
26,1789522719.432,-0.08739697,0.500002,-0.004894874,0,0,-0.003767802,1.028781,0.04210917,-0.02147198,0.2143555,0,0,0,0.7856445,14.65688,0.0008649756,-0.0114039,0.009904345,0.1110203,0.4730365,0.04058194,95697,0.5470227,500,14.03586
27,1789522719.947,-0.08739697,0.500002,-0.004894874,0,0,-0.003767802,1.028781,0.04210917,-0.02147198,0.2143555,0,0,0,0.7856445,14.67331,0.0008649756,-0.01084291,0.009966549,0.1110203,0.4719393,0.0399673,96017,0.5478896,500,14.03586
28,1789522720.466,-0.08790954,0.500002,-0.00482838,0,0,-0.003801553,1.099474,0.05257502,-0.02228197,0.2142741,0,0,0,0.785726,14.69252,0.001297463,-0.01013675,0.01014623,0.09712701,0.4706995,0.04470706,95365,0.5484385,500,14.06316
29,1789522720.985,-0.09041978,0.500002,-0.004487394,0,0,-0.003896048,1.450369,0.1023635,-0.02560373,0.2138062,0,0,0,0.7861938,14.73083,0.0008649756,-0.009995927,0.009705624,0.03412108,0.4756622,0.03967476,95378,0.5501185,500,14.08171
30,1789522721.509,-0.09220069,0.500002,-0.004622368,0,0,-0.003696364,1.358596,0.1018214,-0.01989105,0.2122803,0,0,0,0.7877197,14.78733,0.0008649756,-0.01047426,0.008950367,0.05698353,0.4815264,0.03964257,94311,0.5517936,500,14.35509
31,1789522722.065,-0.09225535,0.500002,-0.004781791,0,0,-0.003888636,1.392671,0.1055116,-0.0212055,0.2050781,0,0,0,0.7949219,14.82534,0.001297463,-0.00998384,0.008822617,0.08124239,0.5118315,0.04043341,89000,0.5531359,500,15.38997
32,1789522722.615,-0.0923842,0.500002,-0.004458112,0,0,-0.003907362,1.448897,0.1213639,-0.02055433,0.1952108,0,0,0,0.8047892,14.86557,0.0008649756,-0.01033023,0.009600823,0.0570777,0.5050547,0.04110098,89996,0.5542397,500,16.64582
33,1789522723.172,-0.09299289,0.500002,-0.004492249,0,0,-0.003858499,1.470819,0.1299286,-0.02122693,0.1799316,0,0,0,0.8200684,14.89732,0.0008649756,-0.0108186,0.007551605,0.06695585,0.5139735,0.04003024,88721,0.5551834,500,19.02323
34,1789522723.728,-0.0935727,0.500002,-0.004588931,0,0,-0.003866159,1.462567,0.1365045,-0.02061391,0.1587931,0,0,0,0.8412069,14.9205,0.001297463,-0.009050422,0.007316259,0.06627844,0.5123477,0.0397408,89029,0.5562924,500,19.87036
35,1789522724.280,-0.09363705,0.500002,-0.004407764,0,0,-0.00383444,1.520048,0.1558922,-0.02130015,0.1384277,0,0,0,0.8615723,14.96704,0.0008649756,-0.009135321,0.008800221,0.05506399,0.5080149,0.04022527,89654,0.5575795,500,20.12159
36,1789522724.852,-0.09399037,0.500002,-0.004460794,0,0,-0.003848813,1.529385,0.1628668,-0.0205957,0.1129557,0,0,0,0.8870443,14.9818,0.0008649756,-0.01002282,0.006440331,0.05670422,0.5261204,0.0420959,86502,0.5579934,500,20.56157
37,1789522725.409,-0.09448256,0.500002,-0.004418196,0,0,-0.003842071,1.543723,0.1715427,-0.02048824,0.0851237,0,0,0,0.9148763,15.0126,0.0008649756,-0.01021744,0.006513215,0.05266737,0.5082111,0.04443479,88939,0.5594243,500,20.80474
38,1789522725.982,-0.09465776,0.500002,-0.004531216,0,0,-0.003876655,1.549521,0.1735118,-0.02035683,0.0604655,0,0,0,0.9395345,15.05794,0.001297463,-0.008249168,0.006183535,0.04873249,0.5275989,0.04085159,86466,0.5612387,500,20.96951
39,1789522726.538,-0.09561805,0.500002,-0.004415553,0,0,-0.003942566,1.590936,0.1946774,-0.02097839,0.04103597,0,0,0,0.958964,15.07471,0.001297463,-0.009363544,0.00655761,0.05102126,0.5111098,0.04104161,89019,0.5611074,500,21.27437
40,1789522727.096,-0.09566848,0.500002,-0.004254417,0,0,-0.003808692,1.594364,0.20113,-0.02031365,0.01824951,0,0,0,0.9817505,15.08882,0.0008649756,-0.009342671,0.005088333,0.04535235,0.5147157,0.03997016,88612,0.5617339,500,21.61596
41,1789522727.634,-0.09610959,0.500002,-0.00423391,0,0,-0.003843604,1.615914,0.2111879,-0.02043121,0.002482096,0,0,0,0.9975179,15.1084,0.0005766504,-0.007172695,0.01572337,0.04539747,0.4935331,0.03984189,92152,0.5628598,500,22.13652
42,1789522728.146,-0.09614022,0.500002,-0.004287768,0,0,-0.003883819,1.618015,0.2138489,-0.02031165,0,0,0,0,1,15.14396,0.0003844336,-0.006450259,0.005686292,0.04653144,0.4692197,0.03940225,96637,0.5638981,500,22.13652
43,1789522728.668,-0.09614022,0.500002,-0.004287768,0,0,-0.003883819,1.618015,0.2138489,-0.02031165,0,0,0,0,1,15.16946,0.0008649756,-0.01039382,0.006049661,0.04653144,0.4786298,0.04039979,94699,0.5645145,500,22.13652
44,1789522729.186,-0.09614022,0.500002,-0.004287768,0,0,-0.003883819,1.618015,0.2138489,-0.02031165,0,0,0,0,1,15.1756,0.0008649756,-0.009821855,0.004680644,0.04653144,0.4736505,0.04077029,95548,0.5649894,500,22.13652
45,1789522729.705,-0.09614022,0.500002,-0.004287768,0,0,-0.003883819,1.618015,0.2138489,-0.02031165,0,0,0,0,1,15.18987,0.0005766504,-0.009175177,0.00452039,0.04653144,0.4746342,0.04153132,95225,0.5655001,500,22.13652
46,1789522730.220,-0.09614022,0.500002,-0.004287768,0,0,-0.003883819,1.618015,0.2138489,-0.02031165,0,0,0,0,1,15.18829,0.001297463,-0.008672855,0.005058288,0.04653144,0.4716649,0.03974605,96110,0.5652613,500,22.13652
47,1789522730.735,-0.09614022,0.500002,-0.004287768,0,0,-0.003883819,1.618015,0.2138489,-0.02031165,0,0,0,0,1,15.18336,0.0008649756,-0.008444877,0.004232394,0.04653144,0.4715595,0.04053855,95981,0.5654832,500,22.13652
48,1789522731.254,-0.09614022,0.500002,-0.004287768,0,0,-0.003883819,1.618015,0.2138489,-0.02031165,0,0,0,0,1,15.18543,0.0008649756,-0.008175559,0.004457893,0.04653144,0.4756243,0.03973985,95373,0.5658926,500,22.13652
49,1789522731.773,-0.09617063,0.500002,-0.004321197,0,0,-0.003869213,1.642874,0.2262683,-0.02101326,0,0,0,0,1,15.20082,0.0008649756,-0.008465375,0.004280651,0.03698038,0.4757416,0.0400064,95302,0.5666572,500,22.14934
50,1789522732.288,-0.0971927,0.500002,-0.004346784,0,0,-0.003785268,1.720182,0.2790675,-0.02150289,0,0,0,0,1,15.21108,0.001297463,-0.008040501,0.004238156,0.03212932,0.4720817,0.0396924,96042,0.5670879,500,22.17817
51,1789522732.823,-0.09817839,0.500002,-0.00449093,0,0,-0.003888551,1.761647,0.3517351,-0.01977323,0,0,0,0,1,15.22267,0.0008649756,-0.007805082,0.003497696,0.02411244,0.4895687,0.03974962,92859,0.5674601,500,22.43392
52,1789522733.361,-0.0997517,0.500002,-0.003932948,0,0,-0.003921971,1.761229,0.3414848,-0.01954187,0,0,0,0,1,15.21745,0.001297463,-0.00780933,0.003955358,0.04326066,0.4942608,0.03995204,92008,0.5674275,500,22.9596
53,1789522733.909,-0.09881052,0.500002,-0.004238162,0,0,-0.00403369,1.763847,0.3393423,-0.02092165,0,0,0,0,1,15.23482,0.0008649756,-0.007777713,0.003339964,0.03123547,0.5047793,0.03962946,90285,0.56827,500,23.56049
54,1789522734.464,-0.09933232,0.500002,-0.004213437,0,0,-0.004003583,1.772976,0.3521878,-0.02092487,0,0,0,0,1,15.23961,0.0008649756,-0.008627568,0.003717448,0.04131693,0.5111277,0.03994989,89192,0.5686244,500,24.66016
55,1789522735.009,-0.1003281,0.500002,-0.004209572,0,0,-0.003995085,1.783761,0.3660801,-0.02021178,0,0,0,0,1,15.24532,0.0008649756,-0.009163488,0.003545508,0.03607013,0.5015335,0.03969359,90815,0.5687613,500,25.01194
56,1789522735.563,-0.1001629,0.500002,-0.004136235,0,0,-0.003986696,1.7944,0.3814578,-0.02069806,0,0,0,0,1,15.23872,0.0005766504,-0.008164675,0.00355513,0.03909963,0.5099669,0.04003477,89367,0.5686857,500,25.32121
57,1789522736.119,-0.099814,0.500002,-0.004153389,0,0,-0.004011423,1.797613,0.3878828,-0.01990922,0,0,0,0,1,15.23014,0.0005766504,-0.00889156,0.003396217,0.03212129,0.5121393,0.04039168,88957,0.5683735,500,25.52865
58,1789522736.677,-0.1003062,0.500002,-0.00418639,0,0,-0.004060852,1.799641,0.3939899,-0.02115885,0,0,0,0,1,15.2298,0.0008649756,-0.007547398,0.003546752,0.03469629,0.5134394,0.03995156,88819,0.5689899,500,25.53455
59,1789522737.229,-0.1009462,0.500002,-0.003940237,0,0,-0.004058759,1.809916,0.4067872,-0.02084593,0,0,0,0,1,15.2282,0.0008649756,-0.008303079,0.003512041,0.03316779,0.5091734,0.03982496,89530,0.5685504,500,25.69057
60,1789522737.792,-0.1005595,0.500002,-0.003979408,0,0,-0.004038162,1.809484,0.410148,-0.02004531,0,0,0,0,1,15.23013,0.0008649756,-0.007697866,0.003335669,0.03121576,0.5180292,0.04048514,88004,0.5695438,500,25.86826
61,1789522738.344,-0.1007057,0.500002,-0.004048487,0,0,-0.004114647,1.813708,0.4175954,-0.02085876,0,0,0,0,1,15.23189,0.0008649756,-0.008039065,0.003055862,0.03289174,0.5085068,0.03989148,89628,0.5689674,500,25.95101
62,1789522738.875,-0.100417,0.500002,-0.004001222,0,0,-0.004091299,1.816049,0.4167516,-0.02017138,0,0,0,0,1,15.22001,0.0002562891,-0.003444738,0.003289327,0.0330263,0.4875324,0.03995776,93180,0.569187,500,26.11759
63,1789522739.389,-0.1009462,0.500002,-0.003978147,0,0,-0.004089572,1.821158,0.4263026,-0.0202608,0,0,0,0,1,15.23049,0.0005766504,-0.006479666,0.003083556,0.03471338,0.4695873,0.0408318,96297,0.5697657,500,26.11759
64,1789522739.902,-0.1009462,0.500002,-0.003978147,0,0,-0.004089572,1.821158,0.4263026,-0.0202608,0,0,0,0,1,15.24231,0.0008649756,-0.007212126,0.002912523,0.03471338,0.4694512,0.04041982,96400,0.5701351,500,26.11759
65,1789522740.414,-0.1009462,0.500002,-0.003978147,0,0,-0.004089572,1.821158,0.4263026,-0.0202608,0,0,0,0,1,15.23196,0.0008649756,-0.007160516,0.002650357,0.03471338,0.4664378,0.04191947,96687,0.569933,500,26.11759
66,1789522740.925,-0.1009462,0.500002,-0.003978147,0,0,-0.004089572,1.821158,0.4263026,-0.0202608,0,0,0,0,1,15.23426,0.0008649756,-0.00672737,0.00234897,0.03471338,0.4679863,0.03966451,96822,0.5703673,500,26.11759
67,1789522741.436,-0.1009462,0.500002,-0.003978147,0,0,-0.004089572,1.821158,0.4263026,-0.0202608,0,0,0,0,1,15.23563,0.0005766504,-0.008827141,0.00245555,0.03471338,0.4677813,0.04006958,96784,0.5706579,500,26.11759
68,1789522741.953,-0.1009462,0.500002,-0.003978147,0,0,-0.004089572,1.821158,0.4263026,-0.0202608,0,0,0,0,1,15.23977,0.0008649756,-0.006912231,0.002477964,0.03471338,0.4739025,0.0395472,95728,0.5708725,500,26.11759
69,1789522742.466,-0.1009462,0.500002,-0.003978147,0,0,-0.004089572,1.821158,0.4263026,-0.0202608,0,0,0,0,1,15.22314,0.0005766504,-0.007350205,0.002295336,0.03471338,0.4700344,0.04021549,96329,0.5702134,500,26.11759
70,1789522742.986,-0.1042686,0.500002,-0.003946951,0,0,-0.004026509,1.838905,0.4658558,-0.01822742,0,0,0,0,1,15.19925,0.0008649756,-0.007015752,0.002418271,0.03783344,0.4770489,0.03992319,95076,0.570125,500,26.12721
71,1789522743.505,-0.1044972,0.500002,-0.003928293,0,0,-0.003904649,1.852895,0.4928833,-0.01661124,0,0,0,0,1,15.19947,0.0008649756,-0.005810894,0.00210743,0.03483661,0.4760242,0.03953886,95336,0.5700906,500,26.15287
72,1789522744.034,-0.1033014,0.500002,-0.003945006,0,0,-0.004188156,1.851256,0.4908373,-0.018379,0,0,0,0,1,15.18606,0.0005766504,-0.006253197,0.002192666,0.03587869,0.4852798,0.03982282,93604,0.5701398,500,26.27398
73,1789522744.577,-0.1019124,0.500002,-0.003815637,0,0,-0.004423856,1.863949,0.5135569,-0.01997583,0,0,0,0,1,15.19602,0.0005766504,-0.00789232,0.002190633,0.02615212,0.4998684,0.03990221,91060,0.5705019,500,26.53052
74,1789522745.118,-0.1025992,0.500002,-0.003749083,0,0,-0.004259546,1.860126,0.506001,-0.01970379,0,0,0,0,1,15.18928,0.0005766504,-0.007164287,0.002196074,0.02933498,0.4976375,0.0399971,91422,0.5706822,500,26.91334
75,1789522745.680,-0.1028539,0.500002,-0.003828648,0,0,-0.004332977,1.861235,0.5079594,-0.01936066,0,0,0,0,1,15.18612,0.0008649756,-0.006266409,0.002203288,0.03197894,0.5180631,0.04009199,88061,0.5707356,500,27.4171
76,1789522746.228,-0.102916,0.500002,-0.003728945,0,0,-0.004244561,1.863591,0.519797,-0.01935082,0,0,0,0,1,15.19144,0.0005766504,-0.006982326,0.002122827,0.03474153,0.5036867,0.04048133,90325,0.5711204,500,27.46722
77,1789522746.785,-0.102047,0.500002,-0.003783348,0,0,-0.004217864,1.865093,0.5178826,-0.01966631,0,0,0,0,1,15.18588,0.0008649756,-0.007263962,0.002035847,0.03072497,0.5136447,0.039922,88791,0.5712488,500,27.56123
78,1789522747.342,-0.1027638,0.500002,-0.00374044,0,0,-0.004277738,1.87487,0.5398263,-0.018994,0,0,0,0,1,15.18223,0.0008649756,-0.005121615,0.002247698,0.02851655,0.5131624,0.04019761,88824,0.5711379,500,27.70052
79,1789522747.902,-0.1030489,0.500002,-0.003748938,0,0,-0.004286035,1.870368,0.5353354,-0.01942509,0,0,0,0,1,15.17591,0.0005766504,-0.006493442,0.002465666,0.0277387,0.5155694,0.04018354,88442,0.5712221,500,27.80233
80,1789522748.458,-0.1025649,0.500002,-0.003752341,0,0,-0.00440514,1.874432,0.5452121,-0.01923032,0,0,0,0,1,15.17499,0.0008649756,-0.007516962,0.001963784,0.02608317,0.5119655,0.04039741,88984,0.5715919,500,27.85926
81,1789522749.009,-0.1035796,0.500002,-0.003760105,0,0,-0.004186907,1.879508,0.5536718,-0.01888554,0,0,0,0,1,15.17144,0.0003844336,-0.007596478,0.001794582,0.0301892,0.5071146,0.03979874,89871,0.5715506,500,27.93498
82,1789522749.567,-0.1024799,0.500002,-0.003759091,0,0,-0.004469959,1.877286,0.5515374,-0.01930192,0,0,0,0,1,15.16693,0.0008649756,-0.007786766,0.001841543,0.02675683,0.5147731,0.0401895,88568,0.5718923,500,27.95972
83,1789522750.106,-0.1032331,0.500002,-0.003695291,0,0,-0.004328897,1.880725,0.5580721,-0.01916049,0,0,0,0,1,15.1714,0.0002562891,-0.002636699,0.002590098,0.02881111,0.4948461,0.03986526,91922,0.5722407,500,28.05797
84,1789522750.624,-0.1037387,0.500002,-0.003730277,0,0,-0.004344414,1.879995,0.5568779,-0.01896886,0,0,0,0,1,15.17631,0.0003844336,-0.006193134,0.002097033,0.0288379,0.4737217,0.04056191,95573,0.5724238,500,28.05797
85,1789522751.148,-0.1037387,0.500002,-0.003730277,0,0,-0.004344414,1.879995,0.5568779,-0.01896886,0,0,0,0,1,15.17101,0.0005766504,-0.006740587,0.001832819,0.0288379,0.4815583,0.03992724,94253,0.5724007,500,28.05797
86,1789522751.676,-0.1037387,0.500002,-0.003730277,0,0,-0.004344414,1.879995,0.5568779,-0.01896886,0,0,0,0,1,15.17089,0.0008649756,-0.005208545,0.001814628,0.0288379,0.4845989,0.0397718,93735,0.5727162,500,28.05797
87,1789522752.203,-0.1037387,0.500002,-0.003730277,0,0,-0.004344414,1.879995,0.5568779,-0.01896886,0,0,0,0,1,15.17057,0.0005766504,-0.006380398,0.002105759,0.0288379,0.4840438,0.03982091,93825,0.5727866,500,28.05797
88,1789522752.737,-0.1037387,0.500002,-0.003730277,0,0,-0.004344414,1.879995,0.5568779,-0.01896886,0,0,0,0,1,15.15399,0.0008649756,-0.006743212,0.001787417,0.0288379,0.4900401,0.0400362,92726,0.5724404,500,28.05797
89,1789522753.261,-0.1037387,0.500002,-0.003730277,0,0,-0.004344414,1.879995,0.5568779,-0.01896886,0,0,0,0,1,15.13692,0.0005766504,-0.005853476,0.001567377,0.0288379,0.4801037,0.04085064,94349,0.572037,500,28.05797
90,1789522753.795,-0.09103604,0.4466684,-0.003428651,-0.0006666667,-0.002588701,-0.003950805,1.667378,0.4749551,-0.01941548,0,0,8.138021e-05,0,0.9999186,15.13856,0.0003844336,-0.002580434,0.006044619,0.03451978,0.4908729,0.039922,92600,0.5729322,496.81,27.85568
91,1789522754.320,-0.07416832,0.3933346,-0.003078586,-0.001333333,-0.005177403,-0.00346871,1.468334,0.430901,-0.01734638,0,0,0.0004882812,0,0.9995117,15.16086,0.0005766504,-0.007860539,0.001595932,0.0343471,0.482213,0.03985643,94148,0.5730758,496.81,27.86247
92,1789522754.856,-0.1008299,0.500002,-0.003821059,0,0,-0.004718945,1.896507,0.5961696,-0.01582355,0,0,0.0004882812,0,0.9995117,15.14155,0.0005766504,-0.006406611,0.001535229,0.02511977,0.4920838,0.04093099,92215,0.5728025,496.81,27.87967
93,1789522755.415,-0.1042534,0.500002,-0.003880157,0,0,-0.004804523,1.894051,0.5925896,-0.01902955,0,0,0.0004882812,0,0.9995117,15.13599,0.0003844336,-0.00687347,0.001452459,0.02492761,0.513551,0.0409255,88645,0.5727359,496.81,27.9309
94,1789522755.974,-0.1061796,0.500002,-0.003807672,0,0,-0.00450365,1.896729,0.6018798,-0.01795428,0,0,0.0004882812,0,0.9995117,15.12015,0.0008649756,-0.005723029,0.001533453,0.02581089,0.5140488,0.03980088,88746,0.5725133,496.81,28.06426
95,1789522756.529,-0.1047811,0.500002,-0.003767294,0,0,-0.004469521,1.893248,0.6001419,-0.01876126,0,0,0.0004882812,0,0.9995117,15.12107,0.0005766504,-0.00187961,0.001490946,0.022786,0.5121114,0.04001784,89022,0.5728148,496.81,28.28179
96,1789522757.091,-0.1033012,0.498127,-0.003784783,-4.166667e-05,-0.0003964814,-0.004678235,1.889262,0.6022393,-0.01869404,0,0,0.0006510417,0,0.999349,15.12563,0.0001708594,-0.00223118,0.005130848,0.02462417,0.5177155,0.04038763,88069,0.5734454,498.21,28.55997
97,1789522757.649,-0.1063659,0.500002,-0.0038118,0,0,-0.004493158,1.898539,0.6108024,-0.0184063,0,0,0.0009765625,0,0.9990234,15.14286,0.0003844336,-0.00914863,0.001430391,0.02436173,0.5113754,0.04310799,88644,0.5738373,498.21,28.61535
98,1789522758.208,-0.1058556,0.500002,-0.003792188,0,0,-0.004578562,1.89538,0.6051468,-0.0184365,0,0,0.0009765625,0,0.9990234,15.12231,0.0005766504,-0.004924406,0.001432362,0.02358605,0.514657,0.03987956,88636,0.5730929,500,28.7679
99,1789522758.772,-0.1051055,0.500002,-0.003773481,0,0,-0.004566988,1.901679,0.6223277,-0.01786489,0,0,0.0009765625,0,0.9990234,15.10967,0.0005766504,-0.006321289,0.001360888,0.02644503,0.5205431,0.03975725,87724,0.5729412,500,28.81738
100,1789522759.324,-0.1053334,0.500002,-0.003739086,0,0,-0.004770733,1.900796,0.6141636,-0.01747927,0,0,0.0009765625,0,0.9990234,15.0969,0.0008649756,-0.005765837,0.001413981,0.02623934,0.5089128,0.03974867,89585,0.5725994,500,28.89764
101,1789522759.884,-0.1045622,0.500002,-0.003748591,0,-0.0002366363,-0.004718549,1.899904,0.6196148,-0.01831771,0,0,0.0009765625,0,0.9990234,15.07624,0.0005766504,-0.005601394,0.002061889,0.02561989,0.5126154,0.04045486,88871,0.5721114,500,28.86595
102,1789522760.439,-0.1052308,0.500002,-0.003781742,0,0,-0.00467597,1.90381,0.6241374,-0.01749803,0,0,0.0009765625,0,0.9990234,15.05958,0.0005766504,-0.006318305,0.001446377,0.02295165,0.5113227,0.04022193,89116,0.5720917,500,28.90863
103,1789522760.991,-0.1048512,0.500002,-0.003753872,0,0,-0.004798707,1.90515,0.6286888,-0.01732033,0,0,0.0009765625,0,0.9990234,15.06885,0.0005766504,-0.005610535,0.001509161,0.02498853,0.5073221,0.04063177,89700,0.5728393,500,29.00848
