step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
265,1789943967.325,-0.4211704,-0.3822564,1.498514,-0.06060658,-0.004124157,-0.0025,-0.1423432,-0.01378269,-5.565912e-05,-0.09202947,-0.002011412,-0.04821,-0.002045599,1.423088,-0.02916162,-0.05223212,0,-0.05406008,-0.05260222,-0.02240686,0.7995992,0.1137079,-0.006048085,-0.004148799,0.4963679,1.033939,1.503371,0.0008205681,24.05025,0.001017509,1.202559e-05,1.109668e-05,0.0001738182,0.01861576,0.25,0,1e-05,-0.006157603,0.0896378,2.776455,0.4810085,7544,0.9219617,973.05,103.4435
266,1789943970.349,-0.4156796,-0.3789565,1.498514,-0.05387396,-0.003410951,-0.005,-0.1197877,-0.01424474,-0.1596685,-0.07944503,-0.002002927,-0.01718,-0.001958413,1.450714,-0.02925091,-0.01662689,0,-0.04901063,-0.03445617,-0.02272452,0.8107855,0.3379789,-0.006117282,-0.003757805,0.5515422,0.8609499,1.68314,0.0008060827,24.04871,0.0009959736,1.183101e-05,1.087915e-05,0.0001671807,0.0162663,0.2,0,1e-05,-0.006720949,0.07839256,1.780208,1.192762,8266,0.92189,992.29,107.1467
267,1789943972.557,-0.4314048,-0.3931832,1.498514,-0.05538204,-0.003177318,-0.0075,-0.1389442,-0.01393191,-0.001353881,-0.09069617,-0.002043435,-0.03314,-0.001988033,1.440963,-0.02926458,-0.03427618,0,-0.04959773,-0.04067139,-0.02249135,0.8089458,0.2270016,-0.005938204,-0.003937386,0.5184735,1.066943,1.459043,0.0008521083,24.04709,0.001050821,1.180207e-05,1.095896e-05,0.0001759519,0.01270911,0,0.05,1.5e-05,-0.007911052,0.09869517,1.670728,0.514817,11244,0.9217903,990.73,107.9808
268,1789943975.825,-0.4303523,-0.3777053,1.498514,-0.06257381,-0.005236158,-0.01,-0.1585435,-0.0132459,-0.01202435,-0.1004436,-0.002020845,-0.07009999,-0.002909498,1.395462,-0.02691691,-0.06944445,0,-0.05956864,-0.04861439,-0.02522179,0.7875728,0,-0.006334212,-0.004596875,0.5186746,1.060974,1.21949,0.0008607426,24.04503,0.001054656,1.182189e-05,1.073735e-05,0.0001713545,0.01648207,0.15,0,1e-05,-0.008308265,0.09748902,2.789148,0.4601314,7563,0.9216971,988.69,108.458
269,1789943977.779,-0.4326486,-0.3920595,1.498514,-0.06069785,-0.004021131,-0.005,-0.1553753,-0.01445318,-0.09271206,-0.1004899,-0.002067235,-0.07321998,-0.002700998,1.392212,-0.028334,-0.06861394,0,-0.05549053,-0.04305054,-0.02153806,0.8072805,0,-0.00591218,-0.004265422,0.5048212,0.9562416,0.9643452,0.0008249031,24.04348,0.001013625,1.145521e-05,1.05742e-05,0.0001666921,0.01624606,0.15,0,1e-05,-0.006312646,0.07203104,1.398137,0.5323813,12730,0.9216309,988.69,107.9496
270,1789943981.061,-0.4237867,-0.367967,1.498514,-0.05211033,-0.003924382,0,-0.1378135,-0.01413121,0,-0.08745628,-0.002030084,-0.04321999,-0.001917087,1.419838,-0.02733534,-0.04339367,0,-0.05314733,-0.04227789,-0.02456092,0.8077011,0.1691954,-0.00599283,-0.004098007,0.5154146,1.038103,1.376716,0.0008525665,24.04225,0.001045959,1.148749e-05,1.065491e-05,0.0001712499,0.01898531,0.4,0,1e-05,-0.006738695,0.09089287,2.749223,0.516715,7524,0.9215781,985.98,106.8152
271,1789943984.348,-0.4269556,-0.378346,1.498514,-0.06565722,-0.005267767,-0.03333334,-0.1390998,-0.01349996,-0.1910304,-0.09010907,-0.001940076,-0.04032,-0.002073176,1.432947,-0.02918397,-0.04524049,0,-0.05422789,-0.0563174,-0.02383117,0.7898597,0.1503237,-0.006358297,-0.004182701,0.5038842,1.073563,1.302927,0.0008266937,24.04065,0.001052677,1.125817e-05,1.033058e-05,0.0002043941,0.01388723,0.2,0.1,1e-05,-0.007714257,0.09072293,2.325799,0.9445195,7514,0.9214698,996.29,108.2982
272,1789943986.228,-0.4173405,-0.3853865,1.498514,-0.05650532,-0.002744962,-0.005,-0.1319775,-0.01361941,-4.763961e-05,-0.08604068,-0.002050567,-0.03266001,-0.002219,1.450064,-0.02823058,-0.03449435,0,-0.04986367,-0.03826289,-0.02158647,0.8122508,0.2276287,-0.006099494,-0.00394469,0.539345,1.17919,1.430246,0.0008508303,24.0387,0.001078064,1.108283e-05,1.023566e-05,0.0002059149,0.01399664,0.05,0,1e-05,-0.005931673,0.1020395,1.349387,0.5140254,13188,0.9213817,990.06,106.4426
273,1789943989.460,-0.4252797,-0.3900456,1.498514,-0.05647328,-0.003655165,-0.12,-0.1442147,-0.01474913,0,-0.09424767,-0.002059733,-0.03916001,-0.002031004,1.404563,-0.02943664,-0.04654824,-0.0003669177,-0.05117368,-0.05490844,-0.02339137,0.8007938,0.1136847,-0.006147166,-0.004235878,0.4970448,1.080327,1.428582,0.0008679914,24.03705,0.001140567,1.115193e-05,1.040344e-05,0.0002510201,0.0198348,0.45,0,1e-05,-0.006728866,0.1368316,2.740453,0.4799671,7631,0.921308,979.93,105.5856
274,1789943991.311,-0.4221961,-0.3914761,1.498514,-0.0609693,-0.002556608,-0.0025,-0.1240145,-0.0131556,-0.01543842,-0.08110447,-0.002006111,-0.02789,-0.002367479,1.393512,-0.0289956,-0.02670537,0,-0.04880704,-0.037232,-0.02252997,0.8174872,0.2847658,-0.006085653,-0.003732077,0.5272217,1.120327,1.451645,0.0008433323,24.03583,0.001053809,1.12535e-05,1.058981e-05,0.0001886336,0.01032194,0,0,1e-05,-0.0064024,0.09564132,1.290373,0.549808,13355,0.9212589,982.64,106.2912
275,1789943994.613,-0.4227285,-0.3889101,1.498514,-0.06347652,-0.00318683,0,-0.1492271,-0.01487832,-0.1432797,-0.09562695,-0.002057589,-0.05539998,-0.002497724,1.427312,-0.02669582,-0.05011609,0,-0.05137449,-0.03962926,-0.02331349,0.8147575,0.1137209,-0.005978236,-0.004137765,0.5234002,1.033449,1.31694,0.0008386598,24.03489,0.001023531,1.153094e-05,1.088833e-05,0.0001624517,0.01316988,0,0,1e-05,-0.006127596,0.1485021,2.762901,0.5229628,7479,0.9212223,966.53,103.2934
276,1789943997.921,-0.4333316,-0.3866597,1.498514,-0.05900088,-0.005727987,-0.05500001,-0.1411431,-0.01376244,-0.0009717489,-0.09071078,-0.00197919,-0.04797999,-0.001957923,1.394163,-0.02931069,-0.0479519,0,-0.052796,-0.05046602,-0.02850328,0.7894241,0.114039,-0.006357232,-0.004381665,0.4632427,1.130226,1.307349,0.0008595905,24.03421,0.001040568,1.128464e-05,1.032001e-05,0.0001593724,0.01329902,0.2,0.05,1e-05,-0.007502845,0.1251785,2.631591,0.6569681,7473,0.9211841,966.53,103.5303
277,1789943999.917,-0.4134552,-0.3843323,1.498514,-0.05793129,-0.004462196,0,-0.1420131,-0.01388726,-0.1070721,-0.09102105,-0.002004087,-0.04759999,-0.002095309,1.473465,-0.02658301,-0.05169183,0,-0.05650752,-0.04573911,-0.02539442,0.7969075,0.1134019,-0.00612078,-0.004184709,0.4713591,1.092019,1.539085,0.0008951147,24.03339,0.00110712,1.073726e-05,1.020294e-05,0.0001910656,0.02237584,0.5,0,1e-05,-0.005828456,0.1570687,1.437434,0.5324521,12475,0.9211438,959.91,102.1887
278,1789944003.160,-0.2360756,-0.2133537,0.8235067,-0.03228378,-0.001977777,-0.015,-0.07454907,-0.007885076,-0.002061727,-0.04755343,-0.001107466,-0.01807,-0.001273349,0.7775567,-0.01568411,-0.01694793,0,-0.02850958,-0.01985326,-0.01486449,0.4437449,0.1353727,-0.003276258,-0.002171259,0.282537,0.6206521,0.8119304,0.0008362408,24.03267,0.001033259,1.066305e-05,9.689414e-06,0.0001766658,0.01370131,0,0,1e-05,-0.006028585,0.1306203,2.75662,0.4696033,7617,0.9211149,947.22,100.6592
279,1789944005.002,-0.4165966,-0.3815162,1.498514,-0.06280207,-0.005488252,-0.08500002,-0.1361703,-0.01413402,-0.001307927,-0.08721661,-0.001973747,-0.03589999,-0.001880037,1.454613,-0.02903129,-0.03471935,0,-0.0543268,-0.05686296,-0.02172987,0.7907937,0.2244411,-0.00616032,-0.004062119,0.4890351,0.7762336,1.258339,0.0007987125,24.03178,0.0009649,1.063576e-05,9.813356e-06,0.0001457383,0.01456634,0.2,0,1e-05,-0.006405037,0.09240995,1.298993,0.5294356,13441,0.921043,957.19,101.393
280,1789944008.236,-0.4123735,-0.3770438,1.498514,-0.05073709,-0.00439381,0,-0.1428606,-0.01452725,-0.003900366,-0.09078352,-0.002071382,-0.05064,-0.002134215,1.397411,-0.02883135,-0.05266295,0,-0.05245114,-0.04261517,-0.02302284,0.8048935,0.1144044,-0.005947336,-0.004138294,0.5258566,0.9374865,1.476693,0.0008036399,24.02986,0.0009727035,1.087176e-05,1.023766e-05,0.0001479542,0.01215793,0.15,0.1,1e-05,-0.009119561,0.09707839,2.704163,0.5107055,7644,0.920938,957.19,101.7306
281,1789944011.534,-0.4308242,-0.3770634,1.498514,-0.0604357,-0.003492948,-0.015,-0.1408088,-0.01342505,-0.001044968,-0.09023885,-0.001995923,-0.05217999,-0.002721188,1.396762,-0.02855385,-0.05272431,0,-0.05470568,-0.04332602,-0.02414597,0.8055242,0.1134183,-0.006352558,-0.004161728,0.5323635,1.067252,1.652982,0.0007755353,24.02793,0.0009525544,1.078199e-05,1.004983e-05,0.0001561873,0.01654238,0.2,0,1e-05,-0.006381014,0.08244581,2.792777,0.4881403,7490,0.9208359,966.34,102.4075
282,1789944013.384,-0.4254404,-0.3983443,1.498514,-0.06432326,-0.005808873,-0.1749999,-0.1439322,-0.01314543,-0.01043707,-0.09017967,-0.001963171,-0.0268,-0.001586418,1.444214,-0.0294611,-0.03158831,-0.0002912354,-0.05480225,-0.05802419,-0.02643559,0.7800634,0.2204527,-0.006479278,-0.004444677,0.5110447,1.092978,1.446197,0.0007996372,24.0259,0.0009725001,1.098799e-05,1.006445e-05,0.0001518105,0.01811237,0.35,0,1e-05,-0.006550447,0.09988534,1.327045,0.5045166,13418,0.9207454,980.17,103.843
283,1789944016.578,-0.206514,-0.1827917,0.7049985,-0.02927851,-0.00326982,-0.005,-0.07880351,-0.005477909,-0.01525886,-0.05125418,-0.0009591958,-0.03272001,-0.001840097,0.6176018,-0.01376563,-0.03333502,-0.004937946,-0.03080343,-0.0298801,-0.02058171,0.3682842,0,-0.003289625,-0.002191414,0.2394267,0.5474874,0.5905676,0.0008366284,24.02447,0.001022407,1.107637e-05,1.016319e-05,0.0001645394,0.01364865,0.1,0,1e-05,-0.005484489,0.1208154,2.723619,0.4518814,7739,0.9206915,993.71,106.0649
284,1789944018.773,-0.416566,-0.3922075,1.498514,-0.06237542,-0.003569949,-0.2075002,-0.1300946,-0.01328161,-0.3824859,-0.08362035,-0.00194263,-0.03160501,-0.001892756,1.438037,-0.02799425,-0.03363588,-0.0006407647,-0.05233011,-0.0478502,-0.02417211,0.8026114,0.2263736,-0.006394695,-0.003928706,0.5153836,1.094071,1.590042,0.0008373317,24.02325,0.001114884,1.103122e-05,1.007007e-05,0.0002564512,0.01824513,0.4,0,1e-05,-0.00613938,0.1084208,1.388669,0.7552574,11463,0.9206138,993.71,106.8273
285,1789944021.837,-0.4284166,-0.3763636,1.498514,-0.05704753,-0.0059922,-0.0225,-0.1428526,-0.01374951,-0.1642553,-0.09100531,-0.001996696,-0.05157999,-0.002132487,1.398387,-0.02949445,-0.05150964,0,-0.05532331,-0.05176549,-0.02193187,0.7917676,0.1135507,-0.006143866,-0.0043368,0.4782407,0.9254309,1.287297,0.0007919815,24.02135,0.001109975,1.082213e-05,9.98937e-06,0.0002971818,0.01289771,0,0.05,1.5e-05,-0.008384041,0.1001177,2.525134,0.5106828,8095,0.9204948,989.67,106.8523
286,1789944025.155,-0.4259289,-0.3824136,1.498514,-0.05245681,-0.004585424,-0.15,-0.1482742,-0.01361651,-0.02548693,-0.09555765,-0.002020409,-0.04522,-0.002584326,1.383112,-0.02968502,-0.04825046,-0.004705641,-0.05481678,-0.05435837,-0.0285453,0.7943942,0.1120951,-0.006115854,-0.004224862,0.4537176,1.067155,1.380074,0.0008147236,24.01926,0.001042061,1.059106e-05,9.981019e-06,0.0002067652,0.01468211,0.25,0,1e-05,-0.007542258,0.1535631,2.840147,0.4605327,7445,0.9204261,984.91,106.3313
287,1789944027.031,-0.3288296,-0.2971313,1.173756,-0.05099322,-0.003071342,-0.02,-0.1066591,-0.01037941,-0.002967666,-0.06928801,-0.001566764,-0.02958,-0.001940046,1.102858,-0.02360008,-0.03563464,-0.006817303,-0.04328384,-0.03976431,-0.02105987,0.6243836,0.1125294,-0.004738074,-0.003240957,0.4257089,0.7810259,1.091157,0.0008251804,24.01844,0.001033739,1.072657e-05,1.003936e-05,0.0001877924,0.01391487,0.35,0.1,1e-05,-0.008718059,0.133248,1.348191,0.5085404,13236,0.9204054,976.82,105.0602
288,1789944030.270,-0.4161538,-0.3926412,1.498514,-0.07473223,-0.00645508,-0.05000001,-0.1355775,-0.01247808,-0.8715619,-0.08679678,-0.001783602,-0.04124,-0.002052358,1.420162,-0.03042794,-0.04910589,-0.001303568,-0.05540417,-0.06762882,-0.02524431,0.7771605,0.113784,-0.006513591,-0.004227167,0.4636922,0.8095044,1.464305,0.0008469743,24.01799,0.001033389,1.063371e-05,9.865523e-06,0.000165915,0.01624034,0.3,0,1e-05,-0.006306428,0.1278891,2.769835,0.4503269,7631,0.9203696,972.8,104.1343
289,1789944032.140,-0.4261313,-0.3821957,1.498514,-0.05006202,-0.005863466,-0.05,-0.1637409,-0.01408919,-0.06884482,-0.1031331,-0.002028652,-0.06806,-0.002366975,1.401962,-0.02871922,-0.06849213,0,-0.05694721,-0.0508053,-0.02611231,0.7955551,0,-0.006140864,-0.00473016,0.5135002,1.112005,1.237437,0.0008359461,24.01712,0.0010129,1.034541e-05,9.775166e-06,0.0001568338,0.01472741,0.25,0.1,1e-05,-0.006709401,0.1650853,1.303912,0.5185452,13485,0.9203312,964.28,101.717
290,1789944035.347,-0.4241748,-0.3902512,1.498514,-0.07012151,-0.006794726,-0.07500001,-0.161002,-0.01346275,-0.00875083,-0.1035709,-0.001956977,-0.06062001,-0.002960536,1.395462,-0.03051747,-0.06824922,0,-0.06015542,-0.06501092,-0.02227083,0.7742813,0,-0.006355722,-0.004578586,0.4609059,1.129777,1.144601,0.0008756806,24.01662,0.001060876,1.030449e-05,9.54451e-06,0.0001653461,0.01165135,0,0.05,1.5e-05,-0.007579955,0.1230949,2.667261,0.505729,7745,0.9203304,963.74,100.4941
291,1789944038.677,-0.4143151,-0.385704,1.498514,-0.04993875,-0.005876667,0,-0.1454655,-0.01395063,-0.011564,-0.09394632,-0.002102297,-0.06757998,-0.002685613,1.364261,-0.02922312,-0.05252075,0,-0.05592211,-0.04322914,-0.02556667,0.7948695,0.113255,-0.005932202,-0.004606476,0.5254134,1.276511,1.007293,0.000811252,24.01632,0.001019383,1.021998e-05,9.52443e-06,0.0001883863,0.0154652,0.15,0,1e-05,-0.006747322,0.1186561,2.82681,0.4899442,7409,0.9202939,957.68,99.10316
292,1789944040.535,-0.4203776,-0.3967904,1.498514,-0.05973033,-0.005361739,-0.115,-0.1285775,-0.01199956,-0.07196718,-0.08214007,-0.001905644,-0.03292,-0.001735722,1.422113,-0.02878253,-0.03365154,0,-0.05015735,-0.06283997,-0.02284341,0.7961029,0.2275902,-0.006714139,-0.003964276,0.5145916,0.8078084,1.672006,0.000816887,24.01558,0.001054897,1.020638e-05,9.460649e-06,0.0002183432,0.01550028,0.1,0,1e-05,-0.006339071,0.1091025,1.31892,0.524863,13329,0.9202691,965.77,100.1529
293,1789944043.806,-0.426295,-0.3787745,1.498514,-0.04410415,-0.003309665,0,-0.1344174,-0.01337486,-0.00503266,-0.08458909,-0.002056704,-0.03808,-0.002006154,1.410413,-0.0279358,-0.03378438,0,-0.0478272,-0.04473047,-0.02708411,0.8202097,0.2285471,-0.005874177,-0.003963373,0.5360941,1.058082,1.496239,0.0008470049,24.01523,0.001109706,1.00506e-05,9.415005e-06,0.0002432358,0.01719156,0.25,0,1e-05,-0.006268862,0.1492378,2.797574,0.4614096,7541,0.9202522,964.91,100.2703
294,1789944046.017,-0.4231798,-0.389649,1.498514,-0.06499207,-0.004056745,-0.065,-0.1470706,-0.01318149,-0.01182588,-0.09353907,-0.001987556,-0.04819999,-0.002127868,1.404562,-0.02903671,-0.05024586,-1.912728e-05,-0.05476834,-0.05393139,-0.02733299,0.7988555,0.1137307,-0.006289666,-0.004200768,0.5113279,1.010709,1.30537,0.000811255,24.01451,0.001022183,1.008046e-05,9.334934e-06,0.0001915122,0.01771089,0.4,0,1e-05,-0.005800801,0.1113587,1.329759,0.8304734,11376,0.9201896,973.8,102.4744
295,1789944048.894,-0.4246413,-0.3883348,1.498514,-0.05680761,-0.004442745,-0.0175,-0.143059,-0.01256977,-0.04470666,-0.09105895,-0.001961808,-0.05791,-0.002836549,1.397413,-0.02812988,-0.06217951,0,-0.05582383,-0.04835853,-0.0259384,0.797322,0.05694291,-0.006624937,-0.004406048,0.5032059,1.043536,1.142853,0.0007590652,24.01308,0.0009997139,1.010636e-05,9.390827e-06,0.0002211515,0.01531633,0.15,0,1e-05,-0.006285777,0.1158298,2.395138,0.4562371,8619,0.9201251,983.82,103.6281
296,1789944052.222,-0.4227886,-0.3758969,1.498514,-0.06766273,-0.004522185,-0.06999998,-0.1444955,-0.01264545,-0.552669,-0.09034946,-0.001909903,-0.05662666,-0.002333357,1.440747,-0.02773117,-0.05654586,0,-0.05455819,-0.04913993,-0.02264747,0.7969941,0.07582155,-0.006342519,-0.004337159,0.4958457,1.044124,1.386894,0.0008198328,24.0121,0.001150843,9.891217e-06,9.195709e-06,0.0003119236,0.02108335,0.55,0,1e-05,-0.006142738,0.1312096,2.849577,0.4623146,7420,0.9200923,975.9,101.8721
297,1789944054.162,-0.4125409,-0.3774511,1.498514,-0.04646968,-0.004957587,-0.015,-0.1377864,-0.01302984,-0.003157966,-0.0892258,-0.002070274,-0.05473999,-0.002670188,1.373362,-0.0280863,-0.05123531,0,-0.05565215,-0.04316019,-0.02770231,0.7988983,0.1146733,-0.006114658,-0.004425376,0.5186348,1.07367,1.207288,0.0008112711,24.01152,0.001033816,9.688963e-06,9.05368e-06,0.0002038018,0.02138788,0.6,0,1e-05,-0.005537025,0.1301254,1.394571,0.5349929,12736,0.9200682,987.17,102.6359
298,1789944057.298,-0.4184832,-0.3864445,1.498514,-0.05889012,-0.003575788,-0.03250001,-0.1284984,-0.01323911,-0.1263221,-0.08256397,-0.001952386,-0.03949,-0.002218351,1.424063,-0.02790178,-0.04364355,0,-0.05287543,-0.0469549,-0.0216349,0.7996167,0.1699343,-0.006342133,-0.003955737,0.4939464,0.9676721,1.577703,0.0007883437,24.01092,0.0009855245,9.613756e-06,8.715327e-06,0.0001788517,0.01768734,0.35,0,1e-05,-0.006558297,0.1098391,2.660174,0.4662483,7860,0.9200283,983.46,101.2811
299,1789944059.705,-0.4129694,-0.3912373,1.498514,-0.05252581,-0.003618803,-0.015,-0.1320884,-0.01394927,-0.003891088,-0.08484343,-0.002043586,-0.03941,-0.002307266,1.421139,-0.02686439,-0.04353793,0,-0.0516042,-0.05077337,-0.0238161,0.8065529,0.1712798,-0.00606216,-0.004063369,0.5033405,1.052296,1.461126,0.0007469525,24.01002,0.0009369091,9.449148e-06,8.709656e-06,0.0001717977,0.01808036,0.25,0.05,1e-05,-0.005607107,0.09716167,1.320121,1.042439,10402,0.9199787,987.97,101.4662
300,1789944062.513,-0.4237598,-0.3812288,1.498514,-0.0650215,-0.004611795,-0.04500001,-0.1492079,-0.01292979,-0.08536516,-0.09688541,-0.001982687,-0.05249998,-0.00236416,1.390913,-0.02907497,-0.05864464,-0.0002075265,-0.05580826,-0.06363587,-0.02555324,0.7969449,0.05711993,-0.006391271,-0.004530164,0.4825025,1.067865,1.406978,0.0007506651,24.0088,0.001079,9.247806e-06,8.656625e-06,0.0003104303,0.01999537,0.45,0,1e-05,-0.005774652,0.09520548,2.278411,0.5049238,8829,0.9199036,987.97,101.5229
301,1789944065.725,-0.4157357,-0.3827444,1.498514,-0.06475002,-0.005319921,-0.02,-0.1379783,-0.01266521,-0.007467696,-0.08934637,-0.001965057,-0.04616998,-0.002076332,1.411713,-0.02863217,-0.04336996,0,-0.0545778,-0.04600753,-0.02607621,0.7937186,0.1688212,-0.006273539,-0.004354826,0.4925629,0.9610529,1.249594,0.0007322087,24.00725,0.000906018,9.016956e-06,8.448869e-06,0.0001563435,0.01570171,0.2,0,1e-05,-0.006220748,0.08957624,2.733668,0.4567978,7702,0.9198306,993.78,103.017
302,1789944067.607,-0.4128905,-0.384734,1.498514,-0.05438935,-0.002968297,-0.0125,-0.1271059,-0.01359253,-0.003972785,-0.082809,-0.002044455,-0.03292,-0.001988143,1.405862,-0.02728785,-0.03469121,0,-0.05049637,-0.04288315,-0.02295075,0.8153563,0.2279024,-0.006058747,-0.003943031,0.5173817,1.071648,1.517095,0.000720596,24.00574,0.0008843635,8.865166e-06,8.513826e-06,0.0001463885,0.01814194,0.45,0,1e-05,-0.006068738,0.07661507,1.34629,0.5182021,13181,0.919749,993.78,103.8901
303,1789944070.895,-0.4228327,-0.3833281,1.498514,-0.06108333,-0.003981256,0,-0.1363125,-0.01358925,-0.009985467,-0.08963393,-0.002025997,-0.05952,-0.002579104,1.400662,-0.02813995,-0.05202178,0,-0.05383639,-0.05040085,-0.02115519,0.80477,0.1141612,-0.006562814,-0.00441805,0.5123445,1.217539,1.265796,0.0007481136,24.00419,0.0009356504,8.966685e-06,8.414509e-06,0.0001701557,0.02031673,0.4,0,1e-05,-0.00577634,0.1325147,2.768618,0.5008221,7516,0.9196871,992.47,103.8168
304,1789944074.220,-0.4152011,-0.3802485,1.498514,-0.05274271,-0.003871491,-0.03250001,-0.1365961,-0.01338075,-0.009730223,-0.08950071,-0.002064364,-0.04928,-0.002353552,1.413013,-0.02902496,-0.05088977,0,-0.05451654,-0.04734098,-0.02444577,0.7986444,0.1122132,-0.006170085,-0.004418459,0.4958456,1.096622,1.389643,0.0007779215,24.00313,0.000948591,8.903911e-06,8.106317e-06,0.0001536593,0.01949324,0.65,0.05,1e-05,-0.006517759,0.1012085,2.464461,0.8447404,7426,0.9196379,990.28,103.5799
305,1789944076.180,-0.4152166,-0.3806695,1.498514,-0.05197943,-0.003180193,-0.035,-0.1250667,-0.01396743,-0.002654604,-0.08096843,-0.002044878,-0.03272001,-0.001591305,1.414963,-0.02898313,-0.03337644,0,-0.05081777,-0.04563566,-0.02016613,0.8112938,0.2289085,-0.006157164,-0.004075966,0.5078502,1.112608,1.480839,0.0007775048,24.00195,0.0009323106,8.546425e-06,7.998868e-06,0.0001382606,0.02001384,0.45,0,1e-05,-0.005515887,0.09123497,1.418082,0.53161,12605,0.919569,990.28,103.1955
306,1789944079.451,-0.3202764,-0.2905937,1.161006,-0.05294614,-0.00234243,-0.0075,-0.1098677,-0.009660294,-0.0181323,-0.06996767,-0.00150147,-0.03321002,-0.001742956,1.084233,-0.02127779,-0.03509193,0,-0.04259003,-0.03421215,-0.01977921,0.6273618,0.1244418,-0.004891074,-0.003097162,0.3926058,0.6989148,1.134238,0.0007721397,24.00042,0.0009296082,8.416925e-06,7.741603e-06,0.00014131,0.0193981,0.25,0,1e-05,-0.005618779,0.1074395,2.775687,0.4729447,7565,0.9194885,974.15,101.3513
307,1789944082.016,-0.4149769,-0.3785495,1.498514,-0.06408869,-0.004642821,-0.025,-0.1434292,-0.01260452,-0.1324342,-0.09184338,-0.001918514,-0.05720999,-0.001943117,1.436089,-0.026489,-0.06036803,-0.0002331556,-0.05771344,-0.05494083,-0.02194682,0.794255,0.0561998,-0.006340889,-0.004415589,0.4820872,1.084524,1.389507,0.0007466573,23.99873,0.0008992463,8.424093e-06,7.814331e-06,0.0001363506,0.01687809,0.15,0,1e-05,-0.006221212,0.08673602,1.361203,1.159245,9750,0.9194,976.87,100.9155
308,1789944084.734,-0.4080404,-0.3792887,1.498514,-0.06004883,-0.003359832,-0.07749998,-0.1284409,-0.01313534,-0.001070733,-0.08248676,-0.001976538,-0.03585,-0.001616682,1.431538,-0.02757903,-0.03503352,0,-0.05267076,-0.04410182,-0.0240135,0.8032033,0.2263214,-0.006261041,-0.004116231,0.5275953,0.9342692,1.555626,0.0007374625,23.99692,0.0008796401,8.320583e-06,7.612708e-06,0.0001262443,0.0145105,0.25,0.1,1e-05,-0.006804063,0.1025858,2.175442,0.5105302,9149,0.9193177,976.87,102.3554
309,1789944087.977,-0.418357,-0.3877724,1.498514,-0.05936239,-0.005042655,-0.08249998,-0.1468458,-0.01285324,-0.03784223,-0.09360959,-0.002007525,-0.05299,-0.002287879,1.381812,-0.02877751,-0.05050282,-0.0005095077,-0.05724941,-0.05048145,-0.02428227,0.7913504,0.1134962,-0.006249353,-0.004408826,0.5037451,0.8575504,1.188713,0.000702935,23.99546,0.0008411367,8.189502e-06,7.458159e-06,0.000122554,0.0191067,0.55,0.05,1e-05,-0.005452606,0.07520126,2.765548,0.4577115,7624,0.9192448,981.27,102.5291
310,1789944089.932,-0.4171112,-0.3817123,1.498514,-0.06957345,-0.004217702,-0.04500001,-0.1410105,-0.01225227,-0.13883,-0.08927029,-0.001892651,-0.04002666,-0.001976648,1.403696,-0.02827899,-0.04697756,0,-0.05572029,-0.04949437,-0.02346104,0.7950814,0.1514976,-0.006419423,-0.003999216,0.5062517,0.8832363,1.328153,0.0006999329,23.99394,0.0008348587,7.995051e-06,7.395311e-06,0.0001195354,0.01699846,0.4,0.05,1e-05,-0.006097626,0.07770971,1.435474,0.5037739,12672,0.9191673,994.54,104.1199
311,1789944093.180,-0.4159196,-0.3880437,1.498514,-0.06204652,-0.0046533,-0.04500001,-0.1429694,-0.01341141,-0.08021359,-0.09209082,-0.001976486,-0.05032001,-0.002380806,1.403262,-0.02986335,-0.05069623,-1.838867e-05,-0.05544012,-0.05211804,-0.02488316,0.7911808,0.1135571,-0.006363861,-0.004248738,0.4738769,1.021299,1.237321,0.0007175843,23.99244,0.0008587569,8.061373e-06,7.365231e-06,0.0001257459,0.02101839,0.35,0,1e-05,-0.006012525,0.1068771,2.720148,0.5136287,7599,0.9190997,990.67,103.1362
