step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
312,1789944096.488,-0.4103726,-0.380105,1.498514,-0.05916842,-0.003281135,-0.02700001,-0.1245363,-0.01313703,-0.1036147,-0.08044224,-0.001966884,-0.032924,-0.001779653,1.445903,-0.02716775,-0.03823292,0,-0.05367243,-0.04522924,-0.02265225,0.8044152,0.2044848,-0.006198998,-0.003905399,0.5157088,0.9340667,1.545238,0.0006844229,23.99101,0.0008099809,7.970699e-06,7.390685e-06,0.0001101966,0.0196032,0.45,0,1e-05,-0.005962905,0.07738163,2.49409,0.8045104,7450,0.919018,989.94,102.7441
313,1789944098.349,-0.420877,-0.3854166,1.498514,-0.05216792,-0.004538981,-0.03875001,-0.1439023,-0.01363432,-0.005855424,-0.09195864,-0.00203785,-0.05037,-0.002191419,1.406188,-0.02827103,-0.04971179,-0.0004378973,-0.0563225,-0.05487984,-0.02250319,0.7963063,0.1136292,-0.006086391,-0.004375107,0.5074885,0.9925512,1.367999,0.0007050427,23.98933,0.0008358906,7.864806e-06,7.300468e-06,0.0001156826,0.01490998,0.15,0,1e-05,-0.006571809,0.0840868,1.337215,0.5088232,13312,0.9189412,989.94,104.1104
314,1789944101.587,-0.4128249,-0.3800423,1.498514,-0.05289502,-0.004831288,-0.01,-0.141495,-0.01334823,-0.02213545,-0.09074231,-0.002032748,-0.05207499,-0.002349071,1.411063,-0.02749851,-0.05170108,-9.793584e-06,-0.05639437,-0.05506982,-0.02505063,0.7963747,0.1131446,-0.006232116,-0.004324545,0.5003071,1.018168,1.242274,0.0007078937,23.98776,0.0008436151,7.927439e-06,7.167542e-06,0.0001206264,0.02112046,0.65,0.05,1e-05,-0.006250829,0.09484986,2.75544,0.4600587,7642,0.918856,988.54,103.948
315,1789944103.430,-0.4164494,-0.387567,1.498514,-0.06756322,-0.005884694,-0.09000002,-0.1505129,-0.01298476,-0.02349075,-0.09809415,-0.001970329,-0.04849998,-0.00249015,1.386362,-0.02796403,-0.05219188,0,-0.06006407,-0.06397808,-0.02378544,0.7831936,0.1123661,-0.006232894,-0.004357641,0.4725135,0.882425,1.17537,0.0007357294,23.98603,0.0008623117,7.894505e-06,7.274812e-06,0.000111413,0.01410399,0,0,1e-05,-0.006103087,0.1176529,1.317178,0.5112796,13440,0.9187665,983.65,103.2573
316,1789944106.657,-0.3766677,-0.3435107,1.34026,-0.05952951,-0.005400809,-0.2624999,-0.1350394,-0.01125275,-0.2169763,-0.08565691,-0.001649285,-0.04823999,-0.002057109,1.234835,-0.02414411,-0.05172135,-0.008745341,-0.05487333,-0.05658492,-0.02316403,0.7000892,0.05706365,-0.006001005,-0.003877352,0.4418287,0.6462617,1.066419,0.0007362334,23.98427,0.0008658711,7.825871e-06,6.964688e-06,0.0001148472,0.01452746,0.15,0,1e-05,-0.005524219,0.08643301,2.700083,0.5040879,7670,0.9186727,986.73,103.1522
317,1789944110.007,-0.4173904,-0.3813487,1.498514,-0.06343268,-0.007028114,-0.06500001,-0.1476739,-0.01134867,-0.01304113,-0.09455338,-0.001897828,-0.07105996,-0.002298005,1.371413,-0.02799416,-0.07041335,0,-0.06353816,-0.06687,-0.0263851,0.773411,0,-0.00641473,-0.004513749,0.473248,0.8462598,1.104417,0.0007216492,23.98255,0.0008497395,7.545944e-06,7.017932e-06,0.0001135266,0.01534953,0.15,0,1e-05,-0.005670608,0.1171763,2.68661,0.6444857,7377,0.9186131,974.48,100.9646
318,1789944111.950,-0.412448,-0.3850715,1.498514,-0.05270224,-0.002697971,-0.0075,-0.1291634,-0.0129686,-0.0005788917,-0.083692,-0.002039941,-0.04223999,-0.001778416,1.420813,-0.02808784,-0.04312881,0,-0.05126072,-0.04465505,-0.02070075,0.8129495,0.1709904,-0.006037242,-0.004018961,0.5023969,1.048411,1.531562,0.0007099911,23.98171,0.0008425431,7.48182e-06,6.973522e-06,0.0001180966,0.0212228,0.7,0,1e-05,-0.005898982,0.09401264,1.420055,0.5111547,12725,0.9185753,967.17,100.9529
319,1789944115.181,-0.415704,-0.3749485,1.498514,-0.05478744,-0.0019337,0,-0.1136175,-0.01348513,-0.004734599,-0.07562174,-0.002000993,-0.01154,-0.00217004,1.435763,-0.02913918,-0.01781682,0,-0.0470408,-0.0350754,-0.02174388,0.8175322,0.3414528,-0.006048334,-0.003687317,0.5364347,0.9696447,1.625893,0.0006939093,23.98064,0.0008225889,7.564497e-06,7.021052e-06,0.000114094,0.01992492,0.4,0,1e-05,-0.005734932,0.07700238,2.752297,0.4662397,7635,0.9185063,975.93,102.3312
320,1789944117.471,-0.4111227,-0.3925633,1.498514,-0.05291925,-0.00148222,-0.035,-0.1157511,-0.01366833,-0.0008633937,-0.07741563,-0.002028668,-0.01212,-0.001588843,1.422762,-0.02851409,-0.01503936,-0.0001878009,-0.0456108,-0.03262826,-0.02397059,0.8250302,0.3425299,-0.006097294,-0.003641554,0.5517362,1.050787,1.75127,0.0007215594,23.97904,0.0008565063,7.389462e-06,6.894268e-06,0.0001206632,0.01547946,0.15,0,1e-05,-0.005990245,0.1031291,1.293459,0.9512224,10948,0.918413,978.04,103.204
321,1789944120.072,-0.4158177,-0.3897007,1.498514,-0.07179172,-0.004298087,-0.155,-0.1422472,-0.01278392,-0.1668692,-0.09275748,-0.00193843,-0.04513999,-0.001835408,1.372712,-0.03049876,-0.04947884,-0.0002524381,-0.05872245,-0.05643893,-0.02530671,0.786531,0.113742,-0.006223525,-0.004119475,0.502046,0.6886007,1.339144,0.0007202037,23.97709,0.0008654554,7.606381e-06,7.165208e-06,0.0001304801,0.01392937,0,0,1e-05,-0.005849194,0.1001803,2.119771,0.4515986,9557,0.9183174,988.17,104.7847
322,1789944123.356,-0.2817063,-0.2653723,1.028257,-0.03922155,-0.002427745,-0.0175,-0.09865477,-0.00875508,-0.00754396,-0.0633153,-0.001376809,-0.03577999,-0.001754756,0.9673566,-0.01897996,-0.03703798,-0.002076546,-0.03737615,-0.0377653,-0.01869481,0.5455491,0.05688119,-0.004241342,-0.002969491,0.3599367,0.7256987,1.020591,0.0007245394,23.97545,0.0008807945,7.549587e-06,7.010342e-06,0.0001416952,0.01546008,0.15,0,1e-05,-0.005082665,0.1038506,2.804839,0.467303,7510,0.9182575,987.27,104.5901
323,1789944125.123,-0.407724,-0.3774628,1.498514,-0.07609299,-0.00259783,-0.05500001,-0.1182238,-0.01236743,-0.7627176,-0.075208,-0.001767617,-0.0161,-0.001494682,1.474764,-0.02723075,-0.01704822,0,-0.05046022,-0.03862147,-0.01883197,0.8113949,0.3386933,-0.006300387,-0.003696062,0.540575,0.8217554,1.525845,0.0007305908,23.97444,0.0008731419,7.61201e-06,7.023261e-06,0.0001279158,0.01594207,0.25,0,1e-05,-0.005882167,0.1105912,1.310061,0.4421313,14025,0.9182141,980.58,103.6097
324,1789944128.343,-0.4095373,-0.3783849,1.498514,-0.06302333,-0.002958321,-0.04,-0.130865,-0.01249059,-0.1114734,-0.08268148,-0.001892632,-0.02878,-0.001917749,1.435113,-0.02676479,-0.03413425,0,-0.05497433,-0.04557484,-0.0233554,0.8014455,0.2271595,-0.006262123,-0.003923336,0.5078809,1.076318,1.639544,0.0007145678,23.97329,0.0008470107,7.483695e-06,6.906032e-06,0.0001180531,0.01719608,0.35,0.05,1e-05,-0.006501233,0.08419669,2.740161,0.4651089,7667,0.9181336,975.98,103.2737
325,1789944130.103,-0.4144524,-0.3769883,1.498514,-0.06331544,-0.004402892,-0.03500001,-0.1316253,-0.01234243,-0.2828171,-0.08505895,-0.001935856,-0.03738666,-0.00185815,1.410413,-0.02783032,-0.04114374,-8.982421e-06,-0.05487115,-0.04834997,-0.02408446,0.8029885,0.1897619,-0.006438195,-0.004150212,0.5152496,0.8334181,1.383409,0.0006992245,23.97164,0.0008245072,7.461067e-06,6.960452e-06,0.0001108611,0.01264317,0,0,1e-05,-0.005771395,0.1095303,1.270528,0.458483,14213,0.9180545,978.1,102.966
326,1789944133.330,-0.4138207,-0.3837212,1.498514,-0.06183843,-0.004540601,-0.005,-0.1375628,-0.01265937,-0.07745488,-0.08926397,-0.002008465,-0.04917999,-0.002588084,1.421463,-0.02903513,-0.05211091,0,-0.05673975,-0.05660878,-0.0273097,0.7937758,0.1138412,-0.006199622,-0.004374024,0.4945529,0.9160399,1.232834,0.000706932,23.97027,0.0008308329,7.543028e-06,7.058532e-06,0.0001092993,0.01837843,0.4,0,1e-05,-0.005599906,0.1053405,2.722639,0.4724424,7691,0.918002,977.58,103.6456
327,1789944136.512,-0.4184236,-0.3739819,1.498514,-0.06870761,-0.005065479,-0.13,-0.1398861,-0.01241917,-0.3384267,-0.09048768,-0.001912921,-0.05589999,-0.001761098,1.407812,-0.02647962,-0.05107044,0,-0.05690086,-0.05927178,-0.02487647,0.7894759,0.1131356,-0.006527875,-0.004481658,0.5151868,0.829824,1.352095,0.00071685,23.96931,0.0008389055,7.624178e-06,6.882761e-06,0.0001075485,0.01408922,0.05,0,1e-05,-0.005622538,0.1062955,2.696009,0.4715073,7758,0.9179536,981.67,104.4213
328,1789944138.333,-0.4064445,-0.3718675,1.498514,-0.06608146,-0.006360458,-0.07000002,-0.1506325,-0.01306536,-0.07681611,-0.09646657,-0.001977423,-0.06095998,-0.00268967,1.398063,-0.0275476,-0.06875668,-0.0008047855,-0.06157978,-0.07062727,-0.02485568,0.7714702,0,-0.006347522,-0.004641172,0.4679391,0.8470261,0.8761711,0.0007159189,23.96828,0.0008416672,7.465331e-06,7.01976e-06,0.0001112632,0.0161504,0.2,0,1e-05,-0.006068321,0.131076,1.345527,0.4546626,13651,0.9179046,990.29,105.7758
329,1789944141.533,-0.4172406,-0.374363,1.498514,-0.06293761,-0.004713854,-0.135,-0.1410668,-0.01288951,-0.2250399,-0.09193598,-0.001865463,-0.04697999,-0.001980613,1.423412,-0.02949538,-0.048492,-0.0002475255,-0.05783896,-0.05982753,-0.0237999,0.7885826,0.1119487,-0.00632405,-0.004258718,0.5215044,0.7898036,1.168093,0.0006932248,23.96733,0.0008223145,7.544219e-06,6.982329e-06,0.0001145632,0.01436236,0.1,0,1e-05,-0.006225684,0.09696819,2.716669,0.4702132,7711,0.9178569,989.59,104.7495
330,1789944143.281,-0.4135185,-0.3815332,1.498514,-0.05557905,-0.004334873,-0.0075,-0.1397156,-0.01320634,-0.001487258,-0.09173264,-0.002045901,-0.05472,-0.002229002,1.388312,-0.02740664,-0.04982491,-0.001938164,-0.05496852,-0.04621456,-0.0238063,0.8031194,0.1142966,-0.006405471,-0.004568298,0.4824999,1.155311,1.407179,0.0006879396,23.96617,0.0008139313,7.387107e-06,7.069044e-06,0.0001115355,0.01552831,0.4,0.1,1e-05,-0.006287955,0.1012547,1.270336,0.4688458,14130,0.9177952,985.42,104.0626
331,1789944146.528,-0.4094898,-0.3857609,1.498514,-0.05870615,-0.001811873,0,-0.1122553,-0.01325737,-0.0031674,-0.07416223,-0.002019698,-0.01660001,-0.001354719,1.428614,-0.0267451,-0.01701242,-0.001601425,-0.0483042,-0.04152773,-0.02159004,0.825745,0.3419735,-0.005965365,-0.003649537,0.5734738,1.026038,1.654964,0.0007231917,23.96499,0.0008571394,7.459134e-06,7.203644e-06,0.0001192849,0.01676438,0.3,0,1e-05,-0.006251764,0.09643474,2.761828,0.4755876,7591,0.9177358,979.68,103.321
332,1789944149.763,-0.4174157,-0.3786353,1.498514,-0.05646927,-0.002937292,-0.02,-0.1290564,-0.01301503,-0.002872062,-0.08240394,-0.001983471,-0.03262667,-0.001837132,1.437497,-0.02737891,-0.03453366,0,-0.05233204,-0.04398356,-0.02069891,0.8103356,0.2274405,-0.006196929,-0.004075018,0.5149084,0.9237388,1.537914,0.0007188885,23.96391,0.0008519282,7.339047e-06,7.001642e-06,0.0001186991,0.01719569,0.5,0.05,1e-05,-0.006007633,0.1090328,2.740013,0.4833822,7624,0.9176959,977.12,102.9936
333,1789944151.644,-0.4045255,-0.3843596,1.498514,-0.06343656,-0.004070654,-0.05000001,-0.1221425,-0.01220093,-0.1744445,-0.07953876,-0.00189507,-0.03310001,-0.001473485,1.427313,-0.02612343,-0.03508603,0,-0.05429044,-0.0493912,-0.02361546,0.7998161,0.2271202,-0.006389195,-0.003914504,0.5408685,0.9230077,1.326129,0.0007218752,23.96313,0.0008533792,7.22198e-06,6.909629e-06,0.0001173723,0.01603908,0.1,0,1e-05,-0.005653521,0.0942449,1.381143,0.4829431,13183,0.9176509,979.79,102.9511
334,1789944154.868,-0.4186366,-0.3951231,1.498514,-0.06449939,-0.004055272,-0.005,-0.1541051,-0.01287676,0,-0.0997602,-0.002025098,-0.06755997,-0.002942318,1.453314,-0.02678428,-0.06864049,0,-0.06057328,-0.05624643,-0.02291458,0.7899963,0,-0.006430331,-0.004491649,0.5203196,1.102129,1.176584,0.0007049722,23.96212,0.0008378904,7.208739e-06,6.893449e-06,0.000118816,0.0166027,0.25,0,1e-05,-0.006458199,0.08715457,2.733002,0.4770484,7655,0.9175972,978.01,103.187
335,1789944157.405,-0.4143872,-0.3823079,1.498514,-0.05854213,-0.005114503,-0.005,-0.1372127,-0.01303002,-0.01152814,-0.08816528,-0.001977926,-0.05789999,-0.002053179,1.466964,-0.02748731,-0.05145105,0,-0.05668921,-0.05120447,-0.02241432,0.7945649,0.1135627,-0.006245264,-0.00458073,0.5277962,0.9179096,1.465049,0.0006793877,23.96103,0.0008276823,7.213008e-06,6.853745e-06,0.0001342278,0.02168682,0.45,0,1e-05,-0.006156429,0.09514118,1.441668,1.040942,9899,0.9175412,982.18,104.0195
336,1789944160.196,-0.4143307,-0.382641,1.498514,-0.05497786,-0.003997358,-0.0075,-0.1240039,-0.01352251,-0.01306407,-0.08143391,-0.001995828,-0.03365999,-0.001846286,1.452339,-0.0280821,-0.03405588,0,-0.05493243,-0.04927413,-0.01980164,0.8043446,0.22648,-0.006045964,-0.004076462,0.470396,0.9125134,1.565455,0.0006753897,23.95988,0.0008248007,6.960618e-06,6.424925e-06,0.0001360255,0.02183077,0.7,0,1e-05,-0.006199304,0.1468169,2.245303,0.5111856,8915,0.9174854,989.74,104.9041
337,1789944163.554,-0.4153774,-0.3805629,1.498514,-0.05638424,-0.004833179,-0.015,-0.1370194,-0.01299755,-0.04988283,-0.08784524,-0.001998156,-0.05191998,-0.001905065,1.437712,-0.02707203,-0.05145909,-0.0001776385,-0.05764947,-0.0517092,-0.02307084,0.7918186,0.1115669,-0.006277608,-0.00448377,0.4870379,0.9289207,1.439063,0.0006935811,23.95884,0.0008455128,6.849506e-06,6.390349e-06,0.0001386918,0.01875252,0.4,0,1e-05,-0.005952084,0.126363,2.860992,0.4803348,7355,0.917433,977.98,103.6719
338,1789944165.567,-0.4036512,-0.3757068,1.498514,-0.06070634,-0.003291622,-0.01,-0.1143331,-0.01311622,-0.2256018,-0.07493445,-0.001963733,-0.02992,-0.001903793,1.426013,-0.02556574,-0.03530569,0,-0.05384558,-0.05987024,-0.02647801,0.8036985,0.2253485,-0.006231538,-0.00384662,0.5330487,0.8333148,1.430613,0.0006892864,23.95763,0.0008398987,6.616283e-06,6.394442e-06,0.0001376015,0.02852833,0.95,0,1e-05,-0.006271549,0.114114,1.479699,0.5227957,12272,0.9173615,978.75,103.1458
339,1789944168.863,-0.4171222,-0.3715349,1.498514,-0.06255887,-0.004301437,-0.035,-0.1419258,-0.01253668,-0.004378733,-0.09168176,-0.001970859,-0.04420001,-0.002560798,1.394162,-0.02800124,-0.05147028,0,-0.05944598,-0.04808925,-0.02586618,0.7934303,0.1138904,-0.006191656,-0.004436379,0.5042093,0.9618971,1.116191,0.0006682093,23.95621,0.0008093679,6.6045e-06,6.293968e-06,0.0001282601,0.0187435,0.25,0,1e-05,-0.006197055,0.1184024,2.773729,0.5075629,7489,0.9172935,980.92,103.277
340,1789944172.184,-0.4030514,-0.3770823,1.498514,-0.06970694,-0.003671349,-0.03,-0.1264156,-0.01268349,-0.1115569,-0.08074047,-0.001879902,-0.02916001,-0.001713929,1.446163,-0.0270077,-0.03520136,0,-0.05805948,-0.05334681,-0.0180012,0.7968203,0.2263258,-0.006334343,-0.003899674,0.5342251,0.85604,1.613702,0.0006705717,23.95487,0.0008178427,6.487102e-06,6.230733e-06,0.0001345532,0.02500773,1,0,1e-05,-0.00631935,0.09122854,2.123365,1.153163,7500,0.9172257,985.89,103.7252
341,1789944174.253,-0.4157592,-0.3695578,1.498514,-0.06623305,-0.003317702,-0.025,-0.1258645,-0.01217965,-0.08328232,-0.08399155,-0.001925554,-0.0316,-0.001708371,1.419513,-0.02879797,-0.03429815,0,-0.05357798,-0.05763435,-0.02208519,0.7948732,0.2260478,-0.006133049,-0.004019079,0.5253465,0.931488,1.550429,0.0006441994,23.95354,0.0007711055,6.370243e-06,6.149576e-06,0.0001143863,0.02258769,0.75,0,1e-05,-0.005884314,0.08697731,1.508808,0.5367172,12014,0.9171662,997.03,105.0153
342,1789944177.738,-0.417892,-0.3865877,1.498514,-0.05462778,-0.006205192,-0.05500001,-0.1570511,-0.01301339,-0.03574139,-0.09989759,-0.002002776,-0.06275999,-0.002058518,1.369462,-0.02954005,-0.06800209,-0.001996095,-0.06148927,-0.05833019,-0.02356578,0.7824452,0,-0.006348471,-0.004763351,0.4993156,0.9809784,0.9635646,0.000661531,23.95217,0.0007714709,6.33177e-06,5.933291e-06,9.767492e-05,0.02015626,0.5,0,1e-05,-0.005658494,0.0969642,3.015632,0.4576921,7075,0.9170812,988.14,104.9365
343,1789944179.639,-0.4252242,-0.3971142,1.498514,-0.05456785,-0.006023465,-0.07000002,-0.1611168,-0.01347142,-0.0021765,-0.1030693,-0.002048879,-0.05864001,-0.002693684,1.432513,-0.02842151,-0.06188979,0,-0.06359245,-0.06361321,-0.02680162,0.7722499,0,-0.006335426,-0.004874397,0.4656844,1.141902,1.154103,0.000634701,23.95056,0.0007448112,6.260423e-06,5.891783e-06,9.795796e-05,0.01772307,0.25,0,1e-05,-0.006124579,0.1097606,1.370126,0.5175486,13019,0.9170147,986.16,104.9122
344,1789944182.950,-0.4091056,-0.3800282,1.498514,-0.06014396,-0.003323664,-0.0275,-0.1162169,-0.0132774,-0.09153336,-0.07676902,-0.001961276,-0.02611,-0.001957001,1.463389,-0.02794022,-0.02654861,0,-0.0538133,-0.05142602,-0.01945863,0.800433,0.2826092,-0.006156724,-0.003819512,0.5398642,0.8750021,1.413611,0.0006339047,23.94914,0.0007405618,6.22472e-06,5.780049e-06,9.465225e-05,0.02148741,0.45,0,1e-05,-0.005865762,0.09460212,2.762974,0.516706,7493,0.9169301,986.16,105.2561
345,1789944186.369,-0.4178296,-0.3684883,1.498514,-0.06163018,-0.00393551,-0.005,-0.1435137,-0.01221765,-0.004662125,-0.09130067,-0.001992643,-0.04985999,-0.002166521,1.431213,-0.02652908,-0.05148995,0,-0.05305969,-0.04623262,-0.02857878,0.8035216,0.1146225,-0.006246418,-0.004382856,0.530003,1.095208,1.369513,0.0006499921,23.94759,0.0007638535,6.198805e-06,5.8727e-06,0.0001017899,0.0308605,1,0,1e-05,-0.006504171,0.09856874,2.922335,0.48118,7220,0.9168707,980.35,104.6143
346,1789944188.292,-0.3902019,-0.3623198,1.418262,-0.06871164,-0.003476673,-0.08250001,-0.1271324,-0.01151068,-0.2466496,-0.08146252,-0.001761133,-0.0269,-0.001763841,1.355736,-0.02616007,-0.02612211,0,-0.05130219,-0.04711843,-0.02391842,0.7631962,0.259703,-0.006036212,-0.003757603,0.5112177,0.9020719,1.439622,0.0006627587,23.94642,0.000772962,6.260637e-06,6.054558e-06,9.788805e-05,0.01877089,0.4,0,1e-05,-0.005389476,0.1179736,1.371637,0.5343597,12894,0.9168038,992.12,105.4772
347,1789944191.603,-0.4129829,-0.3775923,1.498514,-0.069221,-0.004361893,-0.02666667,-0.1365232,-0.012492,-0.09775081,-0.08797559,-0.001886042,-0.03912666,-0.002053936,1.453531,-0.02716388,-0.04006864,-0.0005527792,-0.05722994,-0.0583174,-0.02342102,0.7918239,0.1880791,-0.006339419,-0.004128975,0.5149636,0.8998206,1.505018,0.0006754341,23.94505,0.0007885228,6.350031e-06,5.990812e-06,0.0001007478,0.02054746,0.6,0,1e-05,-0.004806634,0.09990758,2.827653,0.4652338,7463,0.9167361,982.74,104.4831
348,1789944194.099,-0.412311,-0.3879039,1.498514,-0.07080754,-0.003706545,-0.01,-0.1245251,-0.01280707,-0.09169266,-0.08064385,-0.001805662,-0.02102,-0.001219924,1.508565,-0.02645379,-0.01683126,0,-0.0544801,-0.05225759,-0.0220216,0.7978112,0.33485,-0.006115654,-0.003878389,0.5190469,0.9037363,1.550905,0.0006736026,23.94348,0.0007897628,6.556469e-06,6.062768e-06,0.0001035409,0.02595047,0.75,0,1e-05,-0.004247583,0.09074655,1.442264,1.008267,10028,0.9166411,970.7,103.0304
349,1789944197.021,-0.4059251,-0.3813095,1.498514,-0.07035088,-0.005009062,-0.06250001,-0.1403532,-0.01234206,-0.2164153,-0.09039148,-0.001916236,-0.04782,-0.00209598,1.453313,-0.02788157,-0.04918503,0,-0.05857332,-0.05894019,-0.02566384,0.7881734,0.1136978,-0.006606804,-0.004432307,0.5305783,0.9483773,1.407252,0.0006564154,23.94165,0.0007638835,6.193148e-06,5.975346e-06,9.529958e-05,0.02380902,0.9,0,1e-05,-0.005088159,0.1059766,2.360165,0.527941,8509,0.9165701,970.7,101.5685
350,1789944200.540,-0.4251769,-0.379661,1.498514,-0.07368761,-0.004869315,-0.015,-0.1610117,-0.01221083,-0.00212772,-0.09938712,-0.001878491,-0.06299999,-0.002142796,1.475414,-0.02664288,-0.06854277,0,-0.06157889,-0.06378168,-0.02575104,0.7811406,0,-0.006289044,-0.004481233,0.5219945,0.8677983,1.063094,0.0006546943,23.94024,0.0007547713,6.198111e-06,5.866091e-06,8.801272e-05,0.01946155,0.3,0,1e-05,-0.005225659,0.08877326,3.011319,0.4852402,7028,0.916486,970.97,101.8693
351,1789944202.460,-0.4095892,-0.372612,1.498514,-0.06730827,-0.005156779,-0.04500001,-0.1589796,-0.01249053,-0.01414357,-0.1018757,-0.00195468,-0.06605998,-0.002593794,1.423413,-0.02819509,-0.06789156,-0.00244985,-0.06115859,-0.05682845,-0.02570377,0.7837884,0,-0.006492528,-0.004768685,0.4539666,1.007974,1.183275,0.0006503091,23.93856,0.0007565431,6.121644e-06,5.829044e-06,9.42833e-05,0.01835341,0.5,0,1e-05,-0.005862093,0.09227253,1.351629,0.5544894,12893,0.9164112,980.35,102.7589
352,1789944205.825,-0.4142793,-0.383118,1.498514,-0.06359934,-0.005318508,-0.04500001,-0.1587893,-0.01293319,-0.06137589,-0.1017153,-0.001974493,-0.06531998,-0.002773037,1.44833,-0.02794146,-0.06724688,0,-0.06215255,-0.06301762,-0.02346877,0.7800481,0,-0.006321295,-0.004661507,0.4734466,0.9226196,1.117874,0.0006419173,23.93704,0.0007537542,6.191838e-06,5.849448e-06,9.979562e-05,0.02247086,0.7,0,1e-05,-0.005613547,0.09404039,2.845732,0.5029116,7339,0.9163191,996.88,103.5181
353,1789944208.723,-0.4101922,-0.3837955,1.498514,-0.06691387,-0.005385304,-0.05500001,-0.1360879,-0.01271911,-0.2357041,-0.0870934,-0.001891015,-0.04273,-0.002063226,1.415613,-0.0272974,-0.04232292,0,-0.06100078,-0.057337,-0.02443025,0.7858146,0.1676847,-0.006497993,-0.004324937,0.5184397,0.826503,1.236867,0.0006736703,23.93523,0.0007934361,6.087638e-06,5.819973e-06,0.0001078582,0.02301966,0.5,0,1e-05,-0.005395488,0.1200866,1.662909,1.185168,8628,0.9162513,988.81,103.1737
354,1789944211.061,-0.4098737,-0.3880639,1.498514,-0.07401087,-0.005275163,-0.035,-0.1303567,-0.01236395,-0.008015253,-0.08347424,-0.001801155,-0.03565999,-0.00212571,1.408463,-0.02802828,-0.0347488,0,-0.05641767,-0.05155259,-0.02551492,0.7965042,0.2270825,-0.006269522,-0.004078524,0.4671347,0.969223,1.337583,0.0006688658,23.93407,0.0007887925,6.238073e-06,6.05393e-06,0.0001076347,0.02380457,0.7,0,1e-05,-0.00588983,0.1410995,1.773629,0.5316036,10660,0.9161955,968.49,100.9299
355,1789944214.406,-0.4002255,-0.385923,1.498514,-0.07130818,-0.006798953,-0.2799999,-0.1257794,-0.01113759,-0.3009581,-0.08310206,-0.001803479,-0.05069999,-0.00260951,1.397412,-0.02781101,-0.05133966,-0.009194195,-0.06295093,-0.07309715,-0.02984324,0.7730934,0.1138626,-0.006711642,-0.004264894,0.5088521,0.6955705,1.079145,0.0006621393,23.93283,0.0007887902,6.008281e-06,5.859188e-06,0.0001147834,0.01930854,0.6,0,1e-05,-0.005525181,0.09041876,2.869007,0.462909,7375,0.9161275,959.22,100.0725
356,1789944216.313,-0.413521,-0.3775721,1.498514,-0.06922926,-0.005846499,-0.025,-0.1498574,-0.01305811,-0.2707039,-0.09732145,-0.001973268,-0.06560998,-0.002642649,1.399037,-0.02752067,-0.0592529,-0.001434641,-0.06032719,-0.06226771,-0.02657969,0.7891576,0.05671022,-0.006350405,-0.004745893,0.4849921,1.096645,1.249073,0.0006415109,23.93139,0.000776281,6.273592e-06,5.920966e-06,0.0001225756,0.02765548,0.8,0,1e-05,-0.005637187,0.08423522,1.357424,0.5377936,12967,0.9160584,960.54,99.79018
357,1789944219.602,-0.4163246,-0.3783921,1.498514,-0.05926486,-0.003657045,0,-0.1254261,-0.0125257,-0.08247741,-0.08321531,-0.001916736,-0.03092,-0.001800581,1.435113,-0.02849045,-0.03458645,0,-0.05312201,-0.04831618,-0.02165092,0.8047503,0.2278789,-0.006218003,-0.003919276,0.5254182,0.8248959,1.367515,0.0006137231,23.92986,0.0007352585,6.333004e-06,5.857259e-06,0.0001093451,0.01400003,0,0,1e-05,-0.005372254,0.09381957,2.774865,0.4971468,7510,0.915973,968.61,101.687
358,1789944222.053,-0.4100718,-0.3764411,1.498514,-0.06297304,-0.003535074,-0.015,-0.1306671,-0.01315773,-0.05753395,-0.08432101,-0.001964736,-0.03144,-0.001852888,1.439013,-0.02703755,-0.03429586,0,-0.05474363,-0.04058814,-0.02317731,0.8031215,0.2255824,-0.006357659,-0.004304626,0.5359453,0.9436683,1.466433,0.0006277438,23.92822,0.0007529811,6.195737e-06,5.749078e-06,0.0001132924,0.02211373,0.65,0,1e-05,-0.005383701,0.09490652,1.327001,1.070629,10250,0.9158981,986.54,103.5714
