step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n,base_x_m,base_y_m,base_yaw_deg
99,0.264997,1.80544,0.070956,0.362791,0.0107398,9.07757,0,-0.070956,-3.88622e-05,-0.00177587
100,0.264986,1.76087,0.0716447,0.36147,0.0108086,9.02176,0,-0.0716447,-3.7998e-05,-0.00173644
101,0.265096,1.69552,0.0723428,0.359074,0.0108472,8.93915,0,-0.0723428,-3.69251e-05,-0.0018166
102,0.265306,1.61329,0.0730449,0.355804,0.0108555,8.84339,0,-0.0730448,-3.62545e-05,-0.00200907
103,0.265589,1.51885,0.0737449,0.351886,0.0108337,8.73259,0,-0.0737449,-3.5882e-05,-0.00230046
104,0.265917,1.41735,0.0744362,0.347582,0.0107879,8.61844,0,-0.0744362,-3.59267e-05,-0.00263398
105,0.26626,1.31405,0.0751128,0.343155,0.0107199,8.50448,0,-0.0751128,-3.64184e-05,-0.00301046
106,0.26659,1.21397,0.0757686,0.338863,0.0106372,8.40069,0,-0.0757685,-3.73721e-05,-0.00334748
107,0.266882,1.12168,0.0763985,0.334942,0.0105456,8.30944,0,-0.0763985,-3.87579e-05,-0.00362655
108,0.267114,1.041,0.0769965,0.331588,0.0104504,8.23645,0,-0.0769965,-4.01288e-05,-0.00389604
109,0.26727,0.974755,0.0775581,0.328954,0.0103596,8.18403,0,-0.077558,-4.18127e-05,-0.00417281
110,0.267341,0.92493,0.0780801,0.327136,0.0102781,8.15401,0,-0.0780801,-4.35561e-05,-0.00440303
111,0.267322,0.892348,0.0785584,0.326181,0.0102089,8.1464,0,-0.0785584,-4.57466e-05,-0.00456295
112,0.267218,0.876763,0.0789908,0.326071,0.010158,8.15947,0,-0.0789908,-4.79668e-05,-0.00469534
113,0.267035,0.876565,0.0793743,0.326732,0.0101257,8.19049,0,-0.0793743,-5.00828e-05,-0.00477038
114,0.266786,0.889859,0.0797078,0.328057,0.0101147,8.23631,0,-0.0797077,-5.22882e-05,-0.00480242
115,0.26649,0.914253,0.0799911,0.329912,0.0101227,8.2925,0,-0.079991,-5.47469e-05,-0.00477259
116,0.266163,0.947009,0.0802232,0.332134,0.0101476,8.35409,0,-0.0802232,-5.71609e-05,-0.00468643
117,0.265827,0.985107,0.080405,0.334553,0.0101874,8.41926,0,-0.080405,-5.94705e-05,-0.00463034
118,0.2655,1.02537,0.0805362,0.337009,0.0102388,8.47989,0,-0.0805361,-6.19888e-05,-0.00459307
119,0.265202,1.06513,0.0806185,0.339343,0.0102975,8.53698,0,-0.0806185,-6.41644e-05,-0.00456278
120,0.264948,1.10192,0.0806532,0.341424,0.0103588,8.58355,0,-0.0806532,-6.62357e-05,-0.00457021
121,0.264749,1.13385,0.0806414,0.343141,0.0104204,8.62037,0,-0.0806414,-6.82771e-05,-0.00462636
122,0.264616,1.15941,0.0805845,0.344426,0.010478,8.64445,0,-0.0805845,-7.01249e-05,-0.00472435
123,0.264552,1.17774,0.0804843,0.345231,0.0105287,8.65558,0,-0.0804842,-7.1764e-05,-0.00487106
124,0.264557,1.18848,0.0803429,0.345548,0.0105692,8.65437,0,-0.0803428,-7.30604e-05,-0.00501918
125,0.26463,1.19222,0.0801608,0.345401,0.0105982,8.64207,0,-0.0801608,-7.45654e-05,-0.00515921
126,0.264762,1.18987,0.0799413,0.344843,0.0106152,8.62008,0,-0.0799413,-7.5683e-05,-0.00532604
127,0.264945,1.1821,0.0796847,0.343937,0.0106209,8.59085,0,-0.0796847,-7.64281e-05,-0.00551487
128,0.265166,1.1702,0.0793929,0.342773,0.0106143,8.5569,0,-0.0793928,-7.69347e-05,-0.00571562
129,0.265414,1.15585,0.0790688,0.341438,0.0105978,8.52048,0,-0.0790687,-7.72476e-05,-0.00593013
130,0.265675,1.14104,0.0787145,0.340049,0.0105715,8.4837,0,-0.0787144,-7.72476e-05,-0.00611478
131,0.265937,1.12749,0.0783326,0.338697,0.0105372,8.45097,0,-0.0783326,-7.72476e-05,-0.0062841
132,0.266188,1.11716,0.0779285,0.337477,0.0104985,8.42378,0,-0.0779285,-7.6592e-05,-0.00642681
133,0.26642,1.11125,0.0775041,0.336465,0.0104585,8.40074,0,-0.0775041,-7.58171e-05,-0.00653072
134,0.266624,1.11097,0.077063,0.335726,0.0104179,8.38861,0,-0.077063,-7.50422e-05,-0.0066091
135,0.266794,1.117,0.0766089,0.335299,0.0103805,8.38271,0,-0.0766089,-7.40141e-05,-0.00660027
136,0.266927,1.12942,0.0761456,0.3352,0.0103492,8.38729,0,-0.0761455,-7.25687e-05,-0.00653152
137,0.267024,1.14803,0.0756762,0.335423,0.0103233,8.39938,0,-0.0756762,-7.09146e-05,-0.00642517
138,0.267085,1.17231,0.0752055,0.335948,0.0103058,8.41863,0,-0.0752054,-6.88732e-05,-0.00626698
139,0.267113,1.20132,0.0747373,0.336734,0.0102949,8.44336,0,-0.0747372,-6.68764e-05,-0.00607243
140,0.267116,1.23394,0.0742755,0.337725,0.0102919,8.47201,0,-0.0742755,-6.47306e-05,-0.00586393
141,0.267097,1.26899,0.0738237,0.338858,0.010297,8.50257,0,-0.0738237,-6.26147e-05,-0.00565175
142,0.267065,1.30522,0.0733857,0.340075,0.0103072,8.53512,0,-0.0733857,-6.0305e-05,-0.00546595
143,0.267028,1.34113,0.0729643,0.341303,0.0103232,8.56583,0,-0.0729643,-5.78761e-05,-0.0052342
144,0.26699,1.37532,0.0725642,0.342474,0.0103426,8.59241,0,-0.0725641,-5.54919e-05,-0.0049679
145,0.266958,1.40661,0.0721858,0.343537,0.0103644,8.61805,0,-0.0721858,-5.33909e-05,-0.00468347
146,0.266937,1.43421,0.0718337,0.344446,0.0103862,8.63867,0,-0.0718337,-5.11706e-05,-0.00437501
147,0.266931,1.45735,0.0715094,0.345163,0.010407,8.65302,0,-0.0715094,-4.90546e-05,-0.00407738
148,0.266941,1.47566,0.0712158,0.34567,0.0104248,8.66013,0,-0.0712158,-4.67151e-05,-0.00380218
149,0.266969,1.48913,0.0709542,0.345961,0.01044,8.66476,0,-0.0709541,-4.47333e-05,-0.00357126
150,0.267014,1.49761,0.0707254,0.34604,0.0104513,8.6627,0,-0.0707254,-4.27663e-05,-0.00342338
151,0.267073,1.50137,0.0705311,0.345923,0.0104575,8.65614,0,-0.0705311,-4.07845e-05,-0.0033623
152,0.267144,1.50083,0.0703724,0.345628,0.0104597,8.64572,0,-0.0703724,-3.88622e-05,-0.00334492
153,0.267223,1.49665,0.0702481,0.345196,0.0104562,8.63228,0,-0.0702481,-3.72827e-05,-0.00335076
154,0.267304,1.48989,0.07016,0.344681,0.0104482,8.61764,0,-0.07016,-3.5882e-05,-0.00335353
155,0.267381,1.48115,0.0701074,0.344117,0.0104364,8.60205,0,-0.0701073,-3.48836e-05,-0.00335971
156,0.267453,1.47142,0.0700887,0.343543,0.0104229,8.58816,0,-0.0700887,-3.41833e-05,-0.00340891
157,0.267514,1.46115,0.0701047,0.342988,0.0104087,8.57473,0,-0.0701047,-3.37362e-05,-0.00341253
158,0.267561,1.45072,0.0701531,0.342487,0.0103942,8.56301,0,-0.0701531,-3.3468e-05,-0.00334899
159,0.267592,1.44026,0.0702323,0.342052,0.0103811,8.55346,0,-0.0702323,-3.31849e-05,-0.00330699
160,0.267605,1.43001,0.0703418,0.341698,0.0103695,8.54589,0,-0.0703418,-3.32147e-05,-0.00329432
161,0.2676,1.42034,0.0704794,0.341438,0.0103584,8.54102,0,-0.0704794,-3.36319e-05,-0.00327043
162,0.267577,1.41147,0.0706443,0.341272,0.0103489,8.53899,0,-0.0706443,-3.4228e-05,-0.00324266
163,0.267537,1.40393,0.070835,0.341203,0.0103414,8.53912,0,-0.070835,-3.4973e-05,-0.00321028
164,0.267481,1.39772,0.0710502,0.341226,0.0103372,8.54137,0,-0.0710501,-3.57181e-05,-0.00318602
165,0.267413,1.39254,0.071287,0.341323,0.0103356,8.54518,0,-0.071287,-3.66867e-05,-0.00318556
166,0.267334,1.38814,0.0715426,0.341481,0.0103371,8.55006,0,-0.0715426,-3.76701e-05,-0.00321548
167,0.267246,1.38405,0.071816,0.341676,0.0103416,8.55498,0,-0.071816,-3.92795e-05,-0.00327421
168,0.267153,1.37974,0.0721036,0.341883,0.0103491,8.56029,0,-0.0721035,-4.05014e-05,-0.00340347
169,0.267057,1.37471,0.072403,0.342085,0.0103583,8.56585,0,-0.072403,-4.16487e-05,-0.0035095
170,0.266962,1.36873,0.0727111,0.342258,0.0103677,8.56976,0,-0.0727111,-4.29153e-05,-0.00365085
171,0.266869,1.36155,0.073026,0.342385,0.0103781,8.57116,0,-0.073026,-4.4167e-05,-0.00383395
172,0.266782,1.35299,0.0733443,0.342454,0.0103883,8.57185,0,-0.0733443,-4.54336e-05,-0.00406983
173,0.266701,1.34302,0.073665,0.342454,0.0103981,8.57132,0,-0.073665,-4.67449e-05,-0.00429878
174,0.266628,1.33159,0.0739843,0.342383,0.0104068,8.5682,0,-0.0739842,-4.85033e-05,-0.00456052
175,0.266564,1.31889,0.0743005,0.342236,0.0104141,8.56321,0,-0.0743004,-5.00083e-05,-0.00484276
176,0.26651,1.3051,0.0746114,0.34202,0.0104197,8.5562,0,-0.0746113,-5.16623e-05,-0.00505417
177,0.266465,1.29055,0.0749137,0.341746,0.0104221,8.54754,0,-0.0749137,-5.34505e-05,-0.00519099
178,0.266427,1.27563,0.0752057,0.341431,0.0104235,8.53861,0,-0.0752057,-5.503e-05,-0.00529961
179,0.266395,1.26073,0.0754862,0.341086,0.0104235,8.52986,0,-0.0754862,-5.68032e-05,-0.00541126
180,0.266368,1.24608,0.0757518,0.340735,0.010422,8.52153,0,-0.0757517,-5.90235e-05,-0.00549104
181,0.266344,1.23192,0.0760017,0.340386,0.0104192,8.51278,0,-0.0760017,-6.0901e-05,-0.00549826
182,0.266323,1.21861,0.0762333,0.340051,0.0104169,8.50374,0,-0.0762332,-6.24806e-05,-0.00542542
183,0.266304,1.20616,0.0764458,0.339738,0.0104136,8.49703,0,-0.0764457,-6.39409e-05,-0.00527725
184,0.266286,1.1947,0.0766378,0.33945,0.010411,8.48971,0,-0.0766378,-6.46859e-05,-0.00512058
185,0.26627,1.18458,0.0768083,0.3392,0.0104074,8.48514,0,-0.0768083,-6.50585e-05,-0.00499649
186,0.266254,1.17603,0.0769553,0.338997,0.0104046,8.48037,0,-0.0769552,-6.52671e-05,-0.00491754
187,0.266238,1.16903,0.0770799,0.338843,0.0104021,8.47765,0,-0.0770799,-6.53714e-05,-0.00489414
188,0.266223,1.16394,0.0771807,0.338745,0.0103981,8.47663,0,-0.0771807,-6.50585e-05,-0.00494139
189,0.266206,1.16077,0.0772579,0.33871,0.010395,8.47698,0,-0.0772578,-6.44624e-05,-0.0050934
190,0.266188,1.1593,0.077311,0.338735,0.0103934,8.47796,0,-0.077311,-6.40154e-05,-0.00526844
191,0.26617,1.15956,0.0773404,0.338814,0.0103929,8.48172,0,-0.0773404,-6.34789e-05,-0.00542886
192,0.266153,1.16166,0.0773464,0.33894,0.0103931,8.4854,0,-0.0773463,-6.26743e-05,-0.0055945
193,0.266139,1.16522,0.0773305,0.339101,0.0103949,8.4903,0,-0.0773305,-6.18398e-05,-0.00572998
194,0.266129,1.17007,0.0772914,0.339285,0.0103977,8.49536,0,-0.0772913,-6.10203e-05,-0.00579488
195,0.266122,1.17569,0.077231,0.33948,0.0104017,8.50058,0,-0.077231,-6.0156e-05,-0.00577553
196,0.266121,1.18196,0.0771508,0.339675,0.0104055,8.50553,0,-0.0771508,-5.91576e-05,-0.00570619
197,0.266126,1.18874,0.0770512,0.339865,0.0104088,8.51017,0,-0.0770511,-5.83827e-05,-0.00553323
198,0.266137,1.19613,0.0769342,0.340044,0.0104119,8.51446,0,-0.0769342,-5.73844e-05,-0.0052734
199,0.266156,1.20389,0.076801,0.340203,0.0104153,8.51813,0,-0.076801,-5.65946e-05,-0.00497538
200,0.266182,1.21177,0.0766527,0.340339,0.0104182,8.52104,0,-0.0766526,-5.58496e-05,-0.00464884
201,0.266214,1.21947,0.07649,0.340448,0.0104209,8.52321,0,-0.07649,-5.53429e-05,-0.00432489
202,0.266252,1.22688,0.0763145,0.34053,0.0104229,8.52477,0,-0.0763145,-5.47618e-05,-0.00403368
203,0.266295,1.23387,0.0761279,0.340587,0.0104239,8.52575,0,-0.0761279,-5.42402e-05,-0.00383808
204,0.266341,1.24037,0.0759321,0.34062,0.0104248,8.52627,0,-0.0759321,-5.36144e-05,-0.00370278
205,0.266391,1.24638,0.0757281,0.340636,0.0104242,8.52627,0,-0.0757281,-5.3063e-05,-0.00366751
206,0.266442,1.25232,0.0755185,0.340643,0.010422,8.52624,0,-0.0755185,-5.21988e-05,-0.0037235
207,0.266495,1.25831,0.075304,0.340645,0.0104192,8.52489,0,-0.075304,-5.12749e-05,-0.00383923
208,0.266549,1.26456,0.0750878,0.340653,0.0104153,8.5267,0,-0.0750878,-5.03957e-05,-0.00404312
209,0.266601,1.27124,0.0748708,0.340674,0.0104111,8.52743,0,-0.0748708,-4.95315e-05,-0.0042587
210,0.266653,1.27839,0.0746557,0.340708,0.0104068,8.52851,0,-0.0746557,-4.86523e-05,-0.00448378
211,0.266701,1.28598,0.0744432,0.340761,0.0104031,8.53006,0,-0.0744432,-4.80413e-05,-0.0047123
212,0.266747,1.2939,0.0742355,0.340832,0.0104003,8.53214,0,-0.0742355,-4.74751e-05,-0.00492307
213,0.266789,1.30191,0.0740335,0.340922,0.010397,8.53413,0,-0.0740335,-4.70132e-05,-0.00507615
214,0.266826,1.30999,0.0738386,0.341029,0.0103943,8.53721,0,-0.0738385,-4.63128e-05,-0.00515437
215,0.266859,1.31796,0.0736521,0.341151,0.0103921,8.54116,0,-0.0736521,-4.6134e-05,-0.00515875
216,0.266888,1.32587,0.0734752,0.341288,0.0103908,8.54473,0,-0.0734752,-4.61489e-05,-0.00507154
217,0.266912,1.33338,0.0733095,0.341429,0.0103903,8.54836,0,-0.0733095,-4.62979e-05,-0.00494577
218,0.266932,1.34039,0.0731553,0.341575,0.0103896,8.5521,0,-0.0731552,-4.68045e-05,-0.00481876
219,0.266949,1.34691,0.0730149,0.341718,0.0103892,8.55575,0,-0.0730148,-4.74453e-05,-0.00467707
220,0.266963,1.35299,0.0728885,0.341858,0.0103888,8.55923,0,-0.0728885,-4.81457e-05,-0.00450939
221,0.266975,1.35875,0.0727764,0.341984,0.0103893,8.56225,0,-0.0727764,-4.83841e-05,-0.00441067
222,0.266986,1.36417,0.0726802,0.3421,0.0103896,8.5651,0,-0.0726801,-4.87417e-05,-0.00434285
223,0.266997,1.3693,0.0726006,0.3422,0.0103899,8.56729,0,-0.0726005,-4.89503e-05,-0.00431641
224,0.267007,1.37372,0.0725367,0.34228,0.0103912,8.56884,0,-0.0725367,-4.85629e-05,-0.00430774
225,0.267015,1.37707,0.0724884,0.342334,0.0103927,8.56992,0,-0.0724884,-4.8399e-05,-0.00423584
226,0.267021,1.37914,0.0724552,0.342365,0.010394,8.57008,0,-0.0724552,-4.84437e-05,-0.00415815
227,0.267024,1.37988,0.0724383,0.342371,0.0103951,8.5697,0,-0.0724382,-4.85778e-05,-0.00407625
228,0.267025,1.37937,0.0724357,0.342354,0.0103957,8.5689,0,-0.0724356,-4.85778e-05,-0.00401151
229,0.267024,1.37783,0.0724493,0.342317,0.0103957,8.56752,0,-0.0724492,-4.85033e-05,-0.00402669
230,0.267022,1.37561,0.0724773,0.342261,0.0103952,8.56575,0,-0.0724773,-4.82053e-05,-0.00412309
231,0.267018,1.37265,0.0725188,0.34219,0.0103948,8.56358,0,-0.0725188,-4.79668e-05,-0.00425213
232,0.267012,1.3689,0.0725737,0.342106,0.0103945,8.56112,0,-0.0725737,-4.76986e-05,-0.00435702
233,0.267003,1.36446,0.0726409,0.342014,0.0103936,8.55856,0,-0.0726409,-4.74751e-05,-0.00440215
234,0.266992,1.35951,0.0727204,0.341917,0.0103923,8.55624,0,-0.0727204,-4.72814e-05,-0.00443054
235,0.266978,1.3545,0.0728107,0.341823,0.0103904,8.55395,0,-0.0728107,-4.71026e-05,-0.00446322
