step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n,base_x_m,base_y_m,base_yaw_deg
131,0.265898,1.1417,0.079078,0.338077,0.0105413,8.43605,0,-0.0790779,-6.95512e-05,-0.00544628
132,0.266153,1.13275,0.0786494,0.336891,0.0105024,8.4091,0,-0.0786492,-6.86198e-05,-0.00550823
133,0.266387,1.12842,0.0781995,0.335918,0.0104619,8.38909,0,-0.0781994,-6.76252e-05,-0.00554102
134,0.266592,1.12986,0.0777321,0.335223,0.0104216,8.37708,0,-0.077732,-6.64238e-05,-0.00554504
135,0.266764,1.1377,0.077251,0.334843,0.010385,8.37281,0,-0.0772509,-6.497e-05,-0.00549688
136,0.266899,1.15193,0.0767604,0.334791,0.0103536,8.3786,0,-0.0767602,-6.31507e-05,-0.00541428
137,0.266997,1.17231,0.0762641,0.335059,0.0103286,8.39117,0,-0.0762639,-6.13043e-05,-0.00530871
138,0.26706,1.19824,0.0757658,0.335624,0.0103117,8.41105,0,-0.0757657,-5.95683e-05,-0.00517314
139,0.267091,1.22878,0.0752707,0.336444,0.0103017,8.43666,0,-0.0752706,-5.7952e-05,-0.0050169
140,0.267096,1.2628,0.0747817,0.337466,0.0102993,8.4655,0,-0.0747816,-5.61606e-05,-0.00483494
141,0.26708,1.29902,0.0743031,0.338623,0.0103046,8.49738,0,-0.074303,-5.42277e-05,-0.00466575
142,0.267052,1.33624,0.0738396,0.339855,0.0103154,8.52976,0,-0.0738395,-5.22011e-05,-0.00451594
143,0.267018,1.37302,0.0733937,0.341091,0.0103312,8.56061,0,-0.0733936,-5.03049e-05,-0.00435225
144,0.266985,1.40803,0.0729692,0.342267,0.0103505,8.58836,0,-0.0729691,-4.84074e-05,-0.00415909
145,0.266958,1.44012,0.0725693,0.343329,0.0103721,8.61321,0,-0.0725692,-4.65922e-05,-0.00396971
146,0.266942,1.46836,0.072196,0.344233,0.0103936,8.63318,0,-0.0721959,-4.49126e-05,-0.00378462
147,0.266941,1.49209,0.0718522,0.344944,0.010414,8.64719,0,-0.0718521,-4.32758e-05,-0.00361482
148,0.266956,1.51094,0.0715401,0.345443,0.0104318,8.65501,0,-0.07154,-4.17326e-05,-0.00344782
149,0.266989,1.52473,0.0712611,0.345725,0.0104464,8.65866,0,-0.071261,-4.03603e-05,-0.00330728
150,0.267038,1.53352,0.0710176,0.345796,0.0104569,8.65634,0,-0.0710175,-3.89437e-05,-0.00320807
151,0.267101,1.53759,0.07081,0.345669,0.0104629,8.64953,0,-0.0708099,-3.78825e-05,-0.00314167
152,0.267175,1.53732,0.0706395,0.345371,0.0104646,8.63852,0,-0.0706394,-3.68278e-05,-0.00309859
153,0.267256,1.53344,0.0705064,0.344938,0.0104607,8.62594,0,-0.0705063,-3.59751e-05,-0.00308535
154,0.267339,1.52692,0.0704107,0.344423,0.010452,8.61117,0,-0.0704107,-3.53088e-05,-0.0030712
155,0.267418,1.51852,0.0703522,0.343864,0.0104401,8.59651,0,-0.0703521,-3.47123e-05,-0.00307177
156,0.26749,1.50908,0.0703306,0.343298,0.0104262,8.58222,0,-0.0703305,-3.43104e-05,-0.00307968
157,0.26755,1.49898,0.0703449,0.342755,0.0104121,8.56893,0,-0.0703448,-3.40538e-05,-0.00306719
158,0.267596,1.48851,0.0703942,0.342263,0.0103976,8.55768,0,-0.0703942,-3.38582e-05,-0.00308749
159,0.267625,1.47802,0.0704761,0.341842,0.0103843,8.54839,0,-0.0704761,-3.36966e-05,-0.00313051
160,0.267635,1.46765,0.0705897,0.341501,0.0103727,8.54126,0,-0.0705896,-3.37129e-05,-0.00318784
161,0.267627,1.45777,0.0707336,0.34125,0.0103621,8.53659,0,-0.0707336,-3.39947e-05,-0.00323187
162,0.267601,1.44875,0.0709066,0.341091,0.0103531,8.53459,0,-0.0709065,-3.45171e-05,-0.00325536
163,0.267559,1.44098,0.0711077,0.341027,0.0103459,8.53477,0,-0.0711077,-3.51672e-05,-0.00326552
164,0.267502,1.43448,0.0713349,0.341049,0.0103416,8.53701,0,-0.0713348,-3.57716e-05,-0.00326903
165,0.267431,1.429,0.0715856,0.341146,0.0103403,8.54073,0,-0.0715855,-3.66932e-05,-0.00328346
166,0.26735,1.42414,0.0718568,0.341298,0.0103423,8.54546,0,-0.0718567,-3.75975e-05,-0.00330154
167,0.26726,1.41942,0.0721451,0.341482,0.0103474,8.55044,0,-0.0721451,-3.83309e-05,-0.00332748
168,0.267164,1.41431,0.0724491,0.341676,0.0103549,8.5549,0,-0.072449,-3.91435e-05,-0.00337404
169,0.267066,1.40845,0.0727656,0.341861,0.0103638,8.55994,0,-0.0727655,-4.01423e-05,-0.00345116
170,0.266968,1.40156,0.0730923,0.342015,0.0103737,8.56317,0,-0.0730922,-4.11905e-05,-0.00356823
171,0.266873,1.39338,0.0734258,0.342123,0.010384,8.56429,0,-0.0734257,-4.24194e-05,-0.00372571
172,0.266783,1.38379,0.0737644,0.34217,0.0103943,8.56488,0,-0.0737643,-4.35817e-05,-0.00389333
173,0.2667,1.37278,0.0741047,0.342149,0.0104039,8.56314,0,-0.0741046,-4.48427e-05,-0.00407699
174,0.266625,1.36036,0.074445,0.342056,0.0104122,8.55924,0,-0.0744449,-4.63347e-05,-0.00428948
175,0.266559,1.34665,0.0747811,0.341889,0.0104196,8.55381,0,-0.074781,-4.8148e-05,-0.0045008
176,0.266502,1.33187,0.0751124,0.341655,0.0104253,8.54661,0,-0.0751123,-4.98318e-05,-0.00465812
177,0.266453,1.31642,0.0754354,0.341364,0.0104278,8.5381,0,-0.0754354,-5.13508e-05,-0.00476746
178,0.266412,1.30067,0.0757474,0.341034,0.0104291,8.52867,0,-0.0757473,-5.31101e-05,-0.00483352
179,0.266376,1.28495,0.0760471,0.340681,0.0104289,8.52008,0,-0.076047,-5.47608e-05,-0.00484492
180,0.266346,1.26959,0.0763318,0.340322,0.010427,8.51102,0,-0.0763318,-5.62477e-05,-0.00483288
181,0.266318,1.25488,0.0765994,0.339969,0.0104245,8.50222,0,-0.0765993,-5.77471e-05,-0.00478915
182,0.266293,1.24102,0.0768478,0.339633,0.010422,8.49361,0,-0.0768477,-5.87106e-05,-0.00469497
183,0.266269,1.22811,0.0770756,0.339322,0.0104195,8.48639,0,-0.0770755,-5.94123e-05,-0.00458893
184,0.266247,1.21627,0.0772816,0.339038,0.0104175,8.48012,0,-0.0772815,-5.9878e-05,-0.00449485
185,0.266227,1.20578,0.0774653,0.338792,0.0104146,8.47478,0,-0.0774653,-6.00964e-05,-0.00443771
186,0.266208,1.19684,0.0776248,0.338591,0.010412,8.47028,0,-0.0776248,-6.01783e-05,-0.00440997
187,0.266189,1.18944,0.0777598,0.338436,0.0104097,8.4674,0,-0.0777597,-6.01583e-05,-0.0044336
188,0.266171,1.18389,0.0778697,0.338335,0.0104062,8.46605,0,-0.0778696,-6.00754e-05,-0.00449597
189,0.266152,1.18033,0.0779549,0.338297,0.0104031,8.4664,0,-0.0779549,-5.99781e-05,-0.00460989
190,0.266133,1.17857,0.0780148,0.338316,0.0104015,8.46782,0,-0.0780147,-5.9695e-05,-0.00473427
191,0.266115,1.17864,0.0780496,0.338387,0.0104009,8.47061,0,-0.0780495,-5.91078e-05,-0.00484076
192,0.266099,1.18053,0.0780592,0.338503,0.0104014,8.47443,0,-0.0780591,-5.8772e-05,-0.00492607
193,0.266086,1.18392,0.0780445,0.338654,0.0104032,8.47904,0,-0.0780445,-5.81685e-05,-0.00499173
194,0.266077,1.18849,0.0780061,0.338828,0.0104059,8.48378,0,-0.078006,-5.7525e-05,-0.00499175
195,0.266072,1.194,0.077945,0.339013,0.0104093,8.48875,0,-0.0779449,-5.68093e-05,-0.00493744
196,0.266072,1.2003,0.0778619,0.339203,0.0104126,8.49363,0,-0.0778619,-5.6013e-05,-0.00484998
197,0.266078,1.20724,0.0777588,0.33939,0.0104158,8.49824,0,-0.0777587,-5.52065e-05,-0.00470491
198,0.266092,1.21488,0.0776368,0.339567,0.0104187,8.50251,0,-0.0776367,-5.46738e-05,-0.0044926
199,0.266112,1.22291,0.0774969,0.339728,0.0104218,8.50625,0,-0.0774968,-5.41662e-05,-0.0042472
200,0.266139,1.2311,0.0773402,0.339868,0.0104247,8.50933,0,-0.0773401,-5.36153e-05,-0.00399652
201,0.266173,1.2391,0.077168,0.339983,0.0104276,8.51166,0,-0.077168,-5.30072e-05,-0.00375715
202,0.266212,1.24673,0.0769824,0.340071,0.0104297,8.5134,0,-0.0769823,-5.25573e-05,-0.00355138
203,0.266256,1.25403,0.0767847,0.340135,0.0104306,8.51452,0,-0.0767846,-5.20698e-05,-0.00342305
204,0.266304,1.26094,0.0765766,0.340178,0.0104307,8.515,0,-0.0765765,-5.13969e-05,-0.0033678
205,0.266356,1.2676,0.0763599,0.340205,0.0104301,8.51557,0,-0.0763598,-5.0731e-05,-0.00338766
206,0.266409,1.27422,0.0761365,0.340225,0.010428,8.51591,0,-0.0761364,-5.00735e-05,-0.00348368
207,0.266464,1.28098,0.0759087,0.340242,0.010425,8.51625,0,-0.0759086,-4.92898e-05,-0.00364103
208,0.26652,1.28805,0.0756782,0.340264,0.0104215,8.51674,0,-0.0756782,-4.84763e-05,-0.00384705
209,0.266575,1.29549,0.0754469,0.340296,0.0104175,8.51782,0,-0.0754468,-4.77131e-05,-0.0040802
210,0.266628,1.30335,0.0752172,0.340342,0.0104135,8.51941,0,-0.0752171,-4.70984e-05,-0.00432985
211,0.26668,1.31163,0.0749894,0.340406,0.0104095,8.52131,0,-0.0749893,-4.66122e-05,-0.00455753
212,0.266728,1.32025,0.0747663,0.340487,0.0104063,8.52365,0,-0.0747663,-4.64171e-05,-0.00474002
213,0.266773,1.32904,0.0745493,0.340587,0.0104032,8.5263,0,-0.0745492,-4.62644e-05,-0.00485319
214,0.266813,1.33781,0.07434,0.340702,0.0104006,8.52943,0,-0.07434,-4.61848e-05,-0.00487604
215,0.266849,1.34642,0.0741388,0.340829,0.0103986,8.5331,0,-0.0741388,-4.6148e-05,-0.0048323
216,0.26688,1.35483,0.0739472,0.34097,0.0103973,8.53689,0,-0.0739471,-4.62988e-05,-0.00473788
217,0.266907,1.36289,0.0737672,0.341117,0.0103964,8.54066,0,-0.0737672,-4.64558e-05,-0.00462636
218,0.26693,1.3705,0.0736,0.341267,0.0103956,8.54456,0,-0.0735999,-4.66066e-05,-0.00450428
219,0.26695,1.37766,0.0734471,0.341416,0.010395,8.54824,0,-0.0734471,-4.67901e-05,-0.0043608
220,0.266966,1.38434,0.0733091,0.341558,0.0103947,8.55135,0,-0.073309,-4.69587e-05,-0.00420135
221,0.266981,1.39059,0.0731868,0.34169,0.0103949,8.55478,0,-0.0731867,-4.70886e-05,-0.00408419
222,0.266994,1.39641,0.0730812,0.341811,0.0103953,8.55774,0,-0.0730811,-4.72208e-05,-0.00401892
223,0.267005,1.40169,0.0729927,0.341914,0.0103958,8.56019,0,-0.0729926,-4.71217e-05,-0.00398768
224,0.267016,1.40621,0.0729208,0.341998,0.0103968,8.56181,0,-0.0729208,-4.7009e-05,-0.00396638
225,0.267024,1.40958,0.0728659,0.342057,0.0103981,8.56286,0,-0.0728658,-4.69903e-05,-0.00391036
226,0.26703,1.41171,0.0728276,0.342091,0.0103992,8.56324,0,-0.0728275,-4.6982e-05,-0.00384069
227,0.267034,1.41256,0.0728061,0.342102,0.0104001,8.56304,0,-0.072806,-4.7111e-05,-0.00376522
228,0.267035,1.41219,0.0728015,0.342089,0.0104005,8.56234,0,-0.0728014,-4.72334e-05,-0.00370305
229,0.267034,1.41083,0.072813,0.342055,0.0104005,8.56105,0,-0.072813,-4.70961e-05,-0.00368638
230,0.267032,1.40862,0.0728402,0.342001,0.0104003,8.55927,0,-0.0728402,-4.6887e-05,-0.00371999
231,0.267028,1.40559,0.0728824,0.341929,0.0104001,8.55704,0,-0.0728823,-4.6703e-05,-0.00377927
232,0.267022,1.40169,0.0729387,0.341844,0.0103997,8.55462,0,-0.0729387,-4.65764e-05,-0.00383653
233,0.267013,1.39707,0.0730085,0.34175,0.0103988,8.55212,0,-0.0730085,-4.65596e-05,-0.0038743
234,0.267001,1.39201,0.0730914,0.341652,0.0103972,8.54964,0,-0.0730913,-4.65582e-05,-0.00390832
235,0.266987,1.3869,0.0731864,0.341556,0.0103951,8.54726,0,-0.0731863,-4.65848e-05,-0.00394686
