step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/fixture_seat,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/press_lost_fraction,Fixture/press_slip_radius_m,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14060,1790243557.728,-0.144197,-0.1935551,0.2602503,-0.01121649,-0.05763079,-0.0001786035,0,-0.05347233,-0.001569927,-0.00370755,-0.03542242,-0.0003461925,0,-0.0009048476,0.2098498,-0.008015154,0,0,-0.006349194,0.04443499,-0.08333334,-0.003905626,-0.008937772,-0.006242516,0.143126,0.07877143,-0.001452483,-0.001243172,0.09940182,0.2232853,0.1214558,0.307685,30,0.6666667,0.8333334,0.1666667,0,5.401381,0.9507389,0.14,0.284828,0.4757926,0.001076387,5.0625e-05,31.81689,0.002041754,6.283797e-13,0.0008713008,9.406563e-05,0.01446041,0.15,0.1,0,5.0625e-05,-0.0141583,0.5573864,1.264672,1.554542,34869,1.453173,196.58,19.53439
14061,1790243560.567,-0.172577,-0.2280114,0.3100718,-0.01571884,-0.06327342,-0.0002891535,0,-0.06652759,-0.001846378,-0.004765805,-0.04613518,-0.000411704,-0.003028571,-0.0009439737,0.2691283,-0.00903183,-0.001601786,-0.001321433,-0.008001667,0.04970994,-0.07142858,-0.01348711,-0.01427616,-0.008103831,0.1670635,0.07467738,-0.001955947,-0.001714109,0.1148855,0.2688783,0.1369996,0.3622188,30,0.6666667,0.8333334,0,0.1666667,1.613835,0.965,0.14,0.2741216,0.4561728,0.001062184,0.0001139063,31.82159,0.002032462,6.170613e-13,0.0008760137,9.426419e-05,0.01007799,0,0.15,0,0.0001139063,-0.01407702,0.5701378,1.282978,1.54375,34776,1.453668,210.96,20.91312
14062,1790243563.440,-0.1914099,-0.2430454,0.341667,-0.01574111,-0.1224165,-0.0002573281,-0.001111111,-0.07460429,-0.002004616,-0.006621902,-0.05011245,-0.0004527809,-0.002093334,-0.001105008,0.2912497,-0.01012683,-0.001278023,-0.0006635489,-0.009225282,0.07334486,-0.07777779,-0.03813197,-0.0144273,-0.009047417,0.1838528,0.08680145,-0.002048342,-0.001803271,0.1286813,0.3142512,0.1465997,0.3998649,30,0.25,0.875,0.375,0.25,4.150518,0.965,0.14,0.410289,0.4876085,0.001083086,0.0001139063,31.82762,0.002091212,6.233136e-13,0.0009145035,9.362208e-05,0.01349353,0.05,0.1,0,0.0001139063,-0.014261,0.5388588,1.314286,1.545295,34377,1.453925,212.87,20.81903
14063,1790243566.314,-0.1753687,-0.2274514,0.310393,-0.01498538,-0.08513932,-0.0002903481,-0.0003571429,-0.06679343,-0.001837432,-0.008455552,-0.04440533,-0.000413175,-0.001781429,-0.001085276,0.2576248,-0.009291485,-0.0009457771,-0.00030931,-0.008269957,0.05232004,-0.07857143,-0.01137337,-0.01421018,-0.008259345,0.1673222,0.08255254,-0.001917456,-0.001657289,0.1129194,0.2662964,0.1375471,0.362651,30,0.3076923,0.8461539,0.3076923,0.2307692,4.453584,0.965,0.14,0.701418,0.4678293,0.001084123,0.0001139063,31.83034,0.002134476,6.257675e-13,0.0009364808,0.0001138725,0.01419807,0.05,0.1,0,0.0001139063,-0.01339081,0.6317343,1.313855,1.54817,34347,1.454208,223.3,22.24101
14064,1790243569.180,-0.2069018,-0.2608565,0.3670003,-0.01778823,-0.2039179,-0.0003472043,-0.001111111,-0.07719158,-0.002095748,-0.01501395,-0.05101105,-0.0004779277,0,-0.001401242,0.2945497,-0.01085658,0,0,-0.01019552,0.1207821,-0.06666668,-0.01969841,-0.01876127,-0.009696906,0.1962882,0.1095263,-0.002053651,-0.001801917,0.1356055,0.3226339,0.150371,0.4343432,35,0.2222222,0.6666667,0.1111111,0.3333333,3.743469,0.965,0.14,0.3870118,0.3430042,0.001078579,0.0001139063,31.83604,0.002136491,6.330804e-13,0.000925844,0.0001320684,0.0142458,0.05,0.1,0,0.0001139063,-0.01434432,0.5598024,1.309529,1.544379,34445,1.454919,237.45,23.88237
14065,1790243572.035,-0.2104962,-0.2719205,0.3715001,-0.01700253,-0.1672971,-0.000319602,-0.0004166667,-0.07635619,-0.002187002,-0.008697942,-0.04999556,-0.0004874116,0,-0.001136311,0.3005498,-0.0109234,0,0,-0.009693315,0.107882,-0.06666668,-0.009206604,-0.01638156,-0.008373521,0.2013602,0.1116232,-0.00199876,-0.001776534,0.1368611,0.3321692,0.160213,0.4413033,35,0.3333333,0.6666667,0.08333334,0.25,3.889596,0.965,0.14,0.3331307,0.4186499,0.001063633,0.0001139063,31.84727,0.002150824,6.45853e-13,0.0009588359,0.0001283547,0.01409611,0.05,0.1,0,0.0001139063,-0.01558231,0.5945736,1.297002,1.546034,34577,1.455779,243.78,24.12905
14066,1790243574.890,-0.2060434,-0.2674902,0.3664618,-0.01766771,-0.1653122,-0.0002547137,0,-0.07781567,-0.002165206,-0.005172302,-0.05068691,-0.0004794113,0,-0.001099176,0.2991652,-0.01108502,0,0,-0.009536747,0.1017426,-0.08461539,-0.03590048,-0.01651632,-0.008928015,0.1987758,0.1101456,-0.001965907,-0.001786522,0.1362477,0.3098634,0.1720062,0.4337154,35,0.3076923,0.8461539,0.3076923,0.2307692,3.904579,0.9925559,0.14,0.4240181,0.4176798,0.001043765,0.0001139063,31.85644,0.002180833,6.281211e-13,0.0009701539,0.000166914,0.01409084,0.05,0.1,0,0.0001139063,-0.01471328,0.6528046,1.29909,1.543287,34585,1.4563,258.08,25.61839
14067,1790243577.752,-0.2197735,-0.2860275,0.3902498,-0.01672372,-0.09837767,-0.0002712932,0,-0.08380866,-0.00216325,-0.01365482,-0.05638624,-0.0005205331,-0.001746667,-0.001213023,0.3262,-0.0115263,-0.001484007,-0.0004648938,-0.0106805,0.05787118,-0.06666668,-0.002903152,-0.01665705,-0.01059175,0.2091642,0.1032359,-0.002193701,-0.001992151,0.1417315,0.3360926,0.1566657,0.4547122,35,0.4,0.8000001,0.2,0.2,2.215359,0.9925559,0.14,0.3010944,0.3687137,0.00104181,0.0001139063,31.8636,0.002163969,6.71285e-13,0.0009989958,0.0001231635,0.01352183,0.05,0.1,0,0.0001139063,-0.01636788,0.6145988,1.302269,1.547414,34496,1.45684,247.29,24.51413
14068,1790243580.624,-0.2112341,-0.2796888,0.3755624,-0.01957815,-0.09143648,-0.0002246641,0,-0.08272332,-0.002162847,-0.04202054,-0.05572701,-0.0004944731,-0.003637501,-0.001121619,0.3233,-0.01075142,-0.0025618,-0.0001483597,-0.01009534,0.0774937,-0.075,-0.004842126,-0.01614295,-0.008735664,0.2023762,0.08718308,-0.00224118,-0.002009761,0.1373374,0.3342212,0.1647776,0.437152,35,0.8571429,0.8571429,0,0,8.355482,0.9925559,0.14,0.7663,0.3737805,0.001008663,0.0001708594,31.86858,0.002083307,6.356316e-13,0.0009759198,9.872498e-05,0.01301229,0,0.1,0,0.0001708594,-0.0164036,0.401866,1.322836,1.537305,34370,1.456818,277.66,27.70514
14069,1790243583.619,-0.2707239,-0.3477625,0.4772997,-0.02513848,-0.1799537,-0.0003036991,0,-0.1031648,-0.002932827,-0.009453679,-0.06724592,-0.0006246024,-0.00362,-0.001686835,0.4063001,-0.01352415,-0.002153371,-6.230338e-05,-0.01326154,0.0973203,-0.06,-0.01637612,-0.02241838,-0.01141184,0.2566567,0.1204753,-0.00269395,-0.002430158,0.1748192,0.4169047,0.2059138,0.550469,35,0.25,0.75,0,0.5,6.578726,0.9925559,0.14,0.3219512,0.3825034,0.0009932433,0.0001708594,31.86811,0.002088439,6.268737e-13,0.0009895237,0.0001056721,0.01248389,0,0.05,0,0.0001708594,-0.01598104,0.4260212,1.344988,1.638471,32949,1.456796,299.69,30.23613
14070,1790243586.500,-0.2635142,-0.3487086,0.4699495,-0.02453863,-0.1702834,-0.0002711533,0,-0.1035497,-0.00291394,-0.00980428,-0.06998023,-0.0006159289,-0.005893999,-0.001361739,0.4093053,-0.01384687,-0.002864149,-0.001869006,-0.01334702,0.1004467,-0.06,-0.01446271,-0.02205179,-0.01181276,0.2513059,0.1067899,-0.002804375,-0.00251071,0.1756182,0.430427,0.2163317,0.5502311,35,0.25,0.75,0.5,0,2.817462,0.9925559,0.14,0.324786,0.3776456,0.0009972077,0.0001708594,31.86654,0.002070943,6.264848e-13,0.0009792035,9.453211e-05,0.01384718,0,0.05,0,0.0001708594,-0.01532296,0.3840984,1.316054,1.553478,34257,1.456561,327.6,32.87403
14071,1790243589.370,-0.3120529,-0.3862284,0.5416657,-0.02790636,-0.2491722,-0.0003560762,-0.002222223,-0.1205947,-0.00343447,-0.00900838,-0.08212765,-0.0007008183,-0.009013334,-0.001604357,0.4846117,-0.01563515,-0.00494623,-0.001545899,-0.01657179,0.1572052,-0.05555556,-0.02867841,-0.02551005,-0.01260403,0.2863025,0.1090271,-0.003593809,-0.003088964,0.2011015,0.5042828,0.2545072,0.6283867,35,0.1428572,0.7142857,0.4285715,0.1428572,2.245921,0.9925559,0.14,0.3183846,0.3855083,0.00100603,0.0001708594,31.86156,0.002084312,6.442445e-13,0.0009803063,9.797535e-05,0.01409099,0,0.05,0,0.0001708594,-0.01503655,0.3346057,1.312821,1.545721,34389,1.455998,324.43,32.30995
14072,1790243592.235,-0.2101124,-0.2839259,0.3760001,-0.01709409,-0.1555021,-0.0002363177,0,-0.07491463,-0.002240367,-0.003663382,-0.04979741,-0.0004921886,0,-0.00110161,0.306875,-0.01118474,0,0,-0.009787772,0.1073441,-0.08333334,-0.004546023,-0.0160921,-0.01078516,0.2025649,0.1126278,-0.002141197,-0.001863999,0.1417312,0.3151189,0.1772451,0.4412263,35,0.3333333,0.8333334,0.3333333,0.1666667,3.212889,0.9975001,0.14,0.3236121,0.3612564,0.00101991,0.0001139063,31.85391,0.00207875,6.685346e-13,0.0009572802,0.0001015598,0.01450425,0.05,0.05,0,0.0001139063,-0.01426969,0.3322016,1.319459,1.535422,34433,1.455501,355.34,35.71473
14073,1790243595.104,-0.3532192,-0.4465231,0.6179995,-0.03535094,-0.3376708,-0.0004310775,0,-0.1396549,-0.00366254,-0.01098286,-0.09410619,-0.0008025955,-0.007912002,-0.00160178,0.5452813,-0.01747372,-0.004841468,-0.002088913,-0.01767256,0.1988544,-0.04,-0.001728069,-0.02636552,-0.01377498,0.3290799,0.1332334,-0.003798283,-0.00333951,0.2212949,0.5951716,0.2837103,0.7113042,35,0,0.5,0.5,0,1.343099,0.9975001,0.14,0.2796012,0.3556834,0.001013328,0.0001139063,31.84718,0.002088268,6.357829e-13,0.0009483018,0.0001266379,0.01331525,0.05,0.1,0,0.0001139063,-0.01521306,0.370955,1.307808,1.548979,34410,1.455074,335.99,33.25586
14074,1790243597.962,-0.2266558,-0.2983963,0.3997502,-0.01991904,-0.04201284,-0.0002559339,0,-0.09168726,-0.002518114,-0.008802107,-0.06249973,-0.0005329225,-0.008656002,-0.001318541,0.3652355,-0.0115733,-0.005383976,-0.001206654,-0.01145098,0.02862114,-0.08000001,-0.006780515,-0.01910977,-0.01053196,0.213155,0.06586078,-0.002517163,-0.002248453,0.1411287,0.3585823,0.1754732,0.4490682,35,0.125,1,0.625,0.25,6.123584,0.9975001,0.14,0.4270678,0.3131115,0.001003789,0.0001708594,31.84121,0.002074661,6.200899e-13,0.0009683262,0.0001025457,0.01305779,0,0.1,0,0.0001708594,-0.01498061,0.3283417,1.316825,1.530494,34525,1.454466,352.62,35.24096
14075,1790243600.845,-0.3718952,-0.4988966,0.6472508,-0.03707862,-0.08862427,-0.0003566955,0,-0.1563329,-0.004072201,-0.007912027,-0.1053935,-0.0008565475,-0.01837,-0.002119754,0.6199018,-0.01796357,-0.01032388,-0.004004007,-0.01763306,0.04330334,-0.05,-0.0278649,-0.03181467,-0.01428209,0.3472852,0.08259951,-0.004270921,-0.003795002,0.2337922,0.5777187,0.3067928,0.7528715,35,0,1,0,1,7.792763,0.9975001,0.14,0.59364,0.3453057,0.001002827,0.0001139063,31.83342,0.002077368,6.346315e-13,0.0009755454,9.899552e-05,0.01594811,0.1,0.1,0,0.0001139063,-0.0164436,0.3807444,1.333256,1.530854,34322,1.454167,376.1,38.14521
14076,1790243603.751,-0.388746,-0.4862166,0.6788582,-0.03711043,-0.2902358,-0.0005080199,-0.003571429,-0.1515672,-0.004149861,-0.02546743,-0.1028165,-0.0008722299,-0.01066572,-0.00203606,0.613759,-0.01967973,-0.006382513,-0.0004899552,-0.02057821,0.1890026,-0.04285715,-0.003211585,-0.03069505,-0.01559436,0.3590227,0.1352116,-0.004208326,-0.003695072,0.2472614,0.6288694,0.3202578,0.78988,35,0.4,0.6,0,0.2,5.875103,0.9975001,0.14,0.2787794,0.3497238,0.001003987,0.0001139063,31.83156,0.002092848,6.144013e-13,0.0009918136,9.70472e-05,0.01347225,0.05,0.1,0,0.0001139063,-0.01525333,0.4326086,1.367093,1.52738,33962,1.454199,355.87,36.2179
14077,1790243606.741,-0.4704855,-0.5991384,0.831752,-0.04621708,-0.2590287,-0.0005832,0,-0.1841477,-0.004982268,-0.01122453,-0.1232393,-0.001081157,-0.013985,-0.002559545,0.7404529,-0.02495255,-0.006489835,-0.004366185,-0.02443967,0.1505806,-0.025,-0.0002339766,-0.04040918,-0.01936954,0.4406765,0.1725674,-0.005307779,-0.004605247,0.3114622,0.77688,0.3615925,0.9440289,35,0,0.5,0.5,0,3.416568,0.9975001,0.14,0.3294636,0.3105336,0.001023009,0.0001708594,31.83189,0.002116151,6.152433e-13,0.0009853489,0.0001077933,0.01340916,0,0.1,0,0.0001708594,-0.01528583,0.3501784,1.347366,1.62406,33083,1.454052,369,37.04221
14078,1790243609.638,-0.3262185,-0.4128692,0.5740515,-0.03096177,-0.3268194,-0.0005073703,-0.0025,-0.1237809,-0.003450415,-0.0104834,-0.08075481,-0.0007306898,-0.00126,-0.001481907,0.4797263,-0.01747618,-0.0007275917,-0.0005693891,-0.01647928,0.2278068,-0.07000001,-0.06934159,-0.02560405,-0.01376504,0.3042106,0.1619207,-0.003403771,-0.002969292,0.2069704,0.5265278,0.2684099,0.6804013,35,0.3333333,0.7777779,0.3333333,0.1111111,3.394203,0.9975001,0.14,0.2815725,0.3018621,0.001021269,0.0001139063,31.82708,0.002120932,6.002819e-13,0.0009952026,0.0001044604,0.01482225,0.1,0.1,0,0.0001139063,-0.01580034,0.3513781,1.354646,1.530659,34070,1.453535,394.15,39.98006
14079,1790243612.529,-0.4643265,-0.6016101,0.8186268,-0.04287257,-0.494513,-0.0005873094,0,-0.1882678,-0.005067062,-0.004786867,-0.1233657,-0.001056773,-0.007685,-0.002321788,0.6984153,-0.02300464,-0.005057017,-0.0007045045,-0.02236863,0.4105625,-0.05,-0.03470667,-0.0344147,-0.02071087,0.4410638,0.1926558,-0.004797719,-0.004410665,0.3058318,0.7898358,0.3675537,0.9641182,35,0,0.6666667,0.3333333,0.3333333,1.588628,0.9975001,0.14,0.3718763,0.3419087,0.0009920317,0.0001708594,31.81853,0.002087327,5.949634e-13,0.0009951591,0.000100136,0.01351035,0,0.1,0,0.0001708594,-0.01651707,0.3100028,1.349335,1.52953,34146,1.452473,461.3,46.76422
14080,1790243615.590,-0.5095446,-0.6470221,0.8899323,-0.04850776,-0.5216281,-0.0005578999,-0.08499996,-0.2029748,-0.005691266,-0.01602177,-0.1361639,-0.001113723,-0.01430286,-0.002618195,0.7879397,-0.02576577,-0.007418053,-0.002660823,-0.0265829,0.3265668,-0.02857143,-0.001686097,-0.04150548,-0.01978273,0.4712364,0.1861974,-0.005607913,-0.004860057,0.3226348,0.8279471,0.3920073,1.018042,35,0,0.4,0.2,0.2,2.018083,0.9975001,0.14,0.3075578,0.3191361,0.0009872824,0.0001139063,31.80433,0.00208386,5.935018e-13,0.0009965809,9.999626e-05,0.01542367,0.1,0.1,0,0.0001139063,-0.01475206,0.2951365,1.404447,1.644747,32239,1.451483,444.55,44.09871
14081,1790243618.614,-0.3333007,-0.4334187,0.5857522,-0.03179249,-0.256781,-0.0004643907,-0.03083332,-0.1308215,-0.003593661,-0.01628351,-0.08874609,-0.0007460708,-0.006476668,-0.001685112,0.5078933,-0.01783186,-0.003456942,-0.002256301,-0.01741663,0.1504783,-0.06666668,-0.01180543,-0.02863979,-0.01540424,0.3089886,0.1359194,-0.003929199,-0.003336083,0.2151366,0.5387533,0.2635816,0.6661255,35,0.4,0.8000001,0.2,0.2,0.6058446,0.9975001,0.14,0.3212479,0.3096932,0.001010978,0.0001139063,31.7937,0.002101838,5.856019e-13,0.0009896804,0.0001011798,0.01401347,0.05,0.1,0,0.0001139063,-0.0142517,0.3019563,1.35875,1.654178,32627,1.45075,460.56,46.79771
14082,1790243621.631,-0.4521227,-0.5477018,0.7800038,-0.04449443,-0.7470022,-0.000594237,0,-0.1671764,-0.004892176,-0.006046244,-0.1066876,-0.0009640018,0,-0.002057564,0.6548775,-0.02524821,0,0,-0.02306431,0.5181535,-0.05,-0.007964907,-0.03577635,-0.01870782,0.4110366,0.2310918,-0.004157842,-0.003873614,0.2996706,0.7774447,0.3890611,0.9166561,35,0,0.5,0.5,0,1.685061,0.9975001,0.14,0.2342349,0.3093877,0.001007359,0.0001139063,31.78441,0.002095719,8.314192e-13,0.0009817178,0.0001066423,0.01492951,0.05,0.1,0,0.0001139063,-0.0148829,0.3352349,1.355397,1.649047,32719,1.449976,447.8,45.12667
