step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
113,2.26,0.216293,0.154761,0.0152834,0.0462486,0.273169,0,3.45749,0.0121261,-0.000227779,0.00419252,0.00193405,0.00384806,0.5,0.117622,0,0.274655,-0.0161179,0.502427,0,7.67707
114,2.28,0.218127,0.156541,0.0152667,0.0463195,0.273248,0,3.49289,0.00829891,-0.000247557,0.0041533,0.00188619,0.00419759,0.5,0.113103,0,0.273518,-0.0161178,0.500111,0,7.65085
115,2.3,0.220149,0.158436,0.0152665,0.0464459,0.27327,0,3.54074,0.0044302,-0.000175837,0.00453618,0.00189088,0.00425372,0.5,0.108584,0,0.271942,-0.0161198,0.497739,0,7.64502
116,2.32,0.222187,0.160415,0.015272,0.0465001,0.273226,0,3.60195,0.000835118,-0.000231334,0.00475154,0.00189797,0.00400727,0.5,0.104064,0,0.269972,-0.0161167,0.495438,0,7.66081
117,2.34,0.224264,0.162467,0.0152682,0.046529,0.273117,0,3.6746,-0.00235183,-0.000242488,0.00469012,0.00187916,0.00349992,0.5,0.0995447,0,0.267644,-0.0161074,0.493161,0,7.69611
118,2.36,0.226406,0.164573,0.0152713,0.0465614,0.272957,0,3.7572,-0.00485498,-0.000235271,0.00451616,0.00189389,0.00280168,0.5,0.0950252,0,0.265022,-0.0161081,0.49088,0,7.74636
119,2.38,0.228586,0.166716,0.0152727,0.0465975,0.272759,0,3.84713,-0.00634794,-0.000259901,0.00443032,0.00189284,0.00199459,0.5,0.0905058,0,0.262193,-0.0161149,0.488594,0,7.80581
120,2.4,0.230909,0.168979,0.015287,0.046643,0.272529,0,3.94328,-0.00700614,-0.000212235,0.00475127,0.00193676,0.000979966,0.5,0.0859864,0,0.259155,-0.0161294,0.486297,0,7.8767
121,2.42,0.233031,0.171142,0.0152957,0.0465931,0.272307,0,4.04427,-0.00693846,-0.000334422,0.00418623,0.00192816,4.68714e-05,0.5,0.0814669,0,0.256178,-0.0161486,0.484095,0,7.94308
122,2.44,0.235193,0.173318,0.0152917,0.0465833,0.2721,0,4.14141,-0.00574099,-0.00028311,0.00427661,0.00193694,-0.000875126,0.5,0.0769475,0,0.253232,-0.0161603,0.481853,0,8.00654
123,2.46,0.237418,0.175531,0.0153067,0.0465798,0.271908,0,4.23518,-0.00372927,-0.000355466,0.00473249,0.0019598,-0.00171323,0.5,0.072428,0,0.25037,-0.0161837,0.479603,0,8.05996
