step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
10,1789555633.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6815,0.0008649756,-0.01216245,0.01395533,0,0.4818907,0.03856897,94439,0.5183529,,
11,1789555634.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76002,0.001297463,-0.01132463,0.01354489,0,0.4782364,0.03821421,95172,0.5209399,,
12,1789555634.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.82439,0.0008649756,-0.01190807,0.01214945,0,0.478358,0.0380075,95188,0.5226176,,
13,1789555635.393,-0.04613065,0.2686248,-0.02559326,-0.005734117,-0.003333333,0,-0.002234177,0.2892956,0.004641427,-0.02049783,0.0009155273,0,0,0,0,13.88607,0.0005766504,-0.01198043,0.01420406,0.382288,0.7873538,0.03877282,59496,0.5243093,322,5.090365
14,1789555635.912,-0.05875593,0.3378747,-0.03333561,-0.007250594,-0.004,0,-0.002918437,0.4762351,0.009968288,-0.02546457,0.002095541,0,0,0,0,13.92944,0.0003844336,-0.01205826,0.01405973,0.4729244,0.4774113,0.03838325,95293,0.5253127,339.8571,5.577435
15,1789555636.689,-0.0635968,0.3682497,-0.03175936,-0.006715292,-0.004,0,-0.003006001,0.4787185,0.008912446,-0.0266121,0.004964193,0,0,0,0,13.95549,0.0001708594,-0.01082816,0.01688111,0.5047468,0.7342877,0.0385859,63596,0.5260224,358.8667,6.145087
16,1789555637.220,-0.06784759,0.394708,-0.04516187,-0.007027133,-0.004,0,-0.003164257,0.4395423,0.007325978,-0.03197208,0.01251221,0,0,0,0,13.99561,0.0005766504,-0.0108378,0.02133045,0.4466679,0.4899747,0.03819537,93060,0.5280282,383.825,7.121783
17,1789555637.763,-0.07266256,0.4191668,-0.03568805,-0.007164619,-0.004,0,-0.003308558,0.552085,0.01115305,-0.0317964,0.02868652,0,0,0,0,14.07732,0.0008649756,-0.007070195,0.02306907,0.4369843,0.5007122,0.03829408,91190,0.5301836,403.1605,7.631684
18,1789555638.312,-0.0762747,0.443334,-0.04423225,-0.007396869,-0.004,0,-0.003502714,0.5403336,0.009409219,-0.03375279,0.05326335,0,0,0,0,14.1354,0.0005766504,-0.008845188,0.02411329,0.4428656,0.5060821,0.03859377,90240,0.5319213,435.92,8.269829
19,1789555638.873,-0.08115172,0.4675013,-0.05701181,-0.007714817,-0.004,0,-0.003742871,0.5520918,0.01307139,-0.03753413,0.09531657,0,0,0,0,14.21553,0.0005766504,-0.006222553,0.02893701,0.4382522,0.5193644,0.03839684,88123,0.5346792,469.86,8.201708
20,1789555639.416,-0.08543755,0.4912926,-0.0591973,-0.007395943,-0.003170166,0,-0.003775931,0.5983765,0.01583399,-0.03659103,0.1618246,0,0,0,0.169576,14.30358,0.0005766504,-0.009706696,0.02398565,0.3682753,0.5004375,0.03863835,91178,0.5372458,500,11.31452
21,1789555639.892,-0.08692318,0.4999978,-0.05086527,-0.005739645,-1.679664e-05,0,-0.003476946,0.7399561,0.02299242,-0.02354766,0.1894531,0,0,0,0.8139648,14.38084,0.001297463,-0.01086367,0.01518005,0.1659437,0.4329538,0.03856826,104241,0.5397355,500,11.31452
22,1789555640.373,-0.05752726,0.3229988,-0.03473009,-0.005130318,-0.002008399,0,-0.002841059,0.4394677,0.01156996,-0.02312671,0.1894531,0,0,0,0.8139648,14.42621,0.0008649756,-0.01166081,0.01193096,0.3821753,0.4396021,0.03842425,102822,0.5405008,496.47,11.293
23,1789555640.858,-0.02925558,0.1544999,-0.02019987,-0.004407463,-0.004,0,-0.002099124,0.168321,0.004112936,-0.02373337,0.1894531,0,0,0,0.8139648,14.46265,0.0002562891,-0.01362403,0.01108791,0.5638568,0.4427338,0.03836465,102166,0.5416679,489.97,11.06061
24,1789555641.354,-0.02634232,0.1457291,-0.01920815,-0.004628075,-0.004,0,-0.001837775,0.1513967,0.003296191,-0.02250853,0.1896566,0,0,0,0.8137614,14.49476,5.0625e-05,-0.01225648,0.01305176,0.5647556,0.4539807,0.03822875,99859,0.5424426,466.73,10.31701
25,1789555641.861,-0.02898612,0.1549582,-0.01982674,-0.004087096,-0.004,0,-0.001792837,0.205517,0.004974633,-0.0216572,0.1916301,0,0,0,0.811788,14.51853,3.375e-05,-0.008617709,0.01425656,0.5159444,0.4651778,0.03832674,97619,0.5432697,423.36,9.037127
26,1789555642.369,-0.03080922,0.1671249,-0.02017998,-0.00435307,-0.004,0,-0.001818803,0.2291975,0.004587831,-0.02501941,0.1945394,0,0,0,0.8088786,14.54825,1e-05,-0.007428506,0.01445046,0.5251564,0.4663188,0.0385406,97357,0.5442493,390.33,8.110679
27,1789555642.873,-0.0310744,0.1635624,-0.02612114,-0.004017001,-0.004,0,-0.002023291,0.1879964,0.00952429,-0.02674893,0.2000936,0,0,0,0.8033244,14.56863,0.0001139063,-0.006610993,0.01512176,0.5163262,0.4622569,0.03805923,98241,0.5447327,336.73,7.279206
28,1789555643.357,-0.03452712,0.1821249,-0.02939749,-0.003798901,-0.004,0,-0.002085957,0.2211447,0.004943543,-0.02855614,0.2026164,0,0,0,0.8008016,14.60224,0.0005766504,-0.008774541,0.01367832,0.5254266,0.4416811,0.03836989,102389,0.5462816,328.21,6.920952
29,1789555643.845,-0.04465094,0.2390832,-0.03186923,-0.004515848,-0.004,0,-0.002534253,0.3299312,0.006032395,-0.02880223,0.2046712,0,0,0,0.7987468,14.65524,0.0005766504,-0.01082703,0.01408109,0.4873207,0.4459531,0.0383451,101491,0.547687,311.47,6.489372
30,1789555644.337,-0.04218937,0.2241248,-0.03258818,-0.004201047,-0.004,0,-0.003365688,0.2961206,0.01463861,-0.04144754,0.2057495,0,0,0,0.7976685,14.72014,0.001297463,-0.01036672,0.01180775,0.5298851,0.4496617,0.03864956,100657,0.5503559,303.49,6.244938
31,1789555644.816,-0.0468663,0.2481248,-0.046417,-0.004259097,-0.004,0,-0.003194895,0.319493,0.008580579,-0.04884561,0.2068481,0,0,0,0.7965698,14.7681,0.001297463,-0.0104803,0.02506786,0.4769857,0.43753,0.03840733,103274,0.5512558,301.03,6.248981
32,1789555645.298,-0.04932211,0.2600832,-0.04672818,-0.004151007,-0.004,0,-0.003128353,0.2931941,0.01079307,-0.05469379,0.207133,0,0,0,0.796285,14.82357,0.001297463,-0.008788782,0.01233681,0.4569313,0.4388478,0.0393827,102778,0.5534782,298.91,6.218885
33,1789555645.781,-0.05546218,0.2869998,-0.02833886,-0.003945706,-0.004,0,-0.003037585,0.4172134,0.0161184,-0.03512308,0.2075195,0,0,0,0.7958984,14.88235,0.001297463,-0.009251918,0.009407826,0.5075818,0.4407921,0.03864813,102519,0.5553385,298.91,6.218885
34,1789555646.262,-0.09673198,0.500002,-0.03090518,-0.0045261,0,0,-0.003680648,1.256462,0.08671229,-0.02047242,0.2066244,0,0,0,0.7967936,14.93133,0.001946195,-0.007676698,0.008187476,0.03125486,0.4383404,0.03876019,103022,0.5567574,298.91,6.346619
35,1789555646.745,-0.09634846,0.500002,-0.03189242,-0.004704687,0,0,-0.003634229,1.230026,0.07875472,-0.01922158,0.2057902,0,0,0,0.7976278,14.95438,0.001297463,-0.007862518,0.008568372,0.0494993,0.4410827,0.03815651,102562,0.5571014,298.91,6.499568
36,1789555647.236,-0.09533396,0.500002,-0.03030638,-0.004811538,0,0,-0.003453786,1.271022,0.09369956,-0.01791229,0.2035116,0,0,0,0.7999064,14.97089,0.0008649756,-0.009035973,0.006792666,0.07590339,0.4492998,0.03849506,100763,0.5581016,298.91,6.920799
37,1789555647.742,-0.09565075,0.500002,-0.03174435,-0.004774943,0,0,-0.003684484,1.350952,0.1032746,-0.01865272,0.1966756,0,0,0,0.8067424,15.00288,0.001297463,-0.01047664,0.007538229,0.06350031,0.4637744,0.03800154,97956,0.5588979,298.91,8.326838
38,1789555648.254,-0.09622695,0.500002,-0.03104206,-0.00473881,0,0,-0.00363422,1.373872,0.1033942,-0.01813542,0.1809286,0,0,0,0.8224894,15.0116,0.001297463,-0.008727903,0.007157194,0.06643541,0.470628,0.03798556,96639,0.5595286,438.95,14.86576
39,1789555648.769,-0.09725909,0.500002,-0.02938532,-0.004633867,0,0,-0.003654392,1.381861,0.106434,-0.01778949,0.1570028,0,0,0,0.8464152,15.04291,0.0008649756,-0.009373274,0.006319441,0.06279826,0.471962,0.03830481,96326,0.5606099,500,18.25112
40,1789555649.296,-0.09753607,0.500002,-0.02989417,-0.004671856,0,0,-0.003632928,1.399823,0.1102516,-0.01787564,0.1126912,0,0,0,0.8907267,15.07066,0.001297463,-0.009562953,0.007498134,0.06001247,0.4850459,0.038692,93848,0.5617566,500,18.59414
41,1789555649.804,-0.09760954,0.500002,-0.02919238,-0.004619826,0,0,-0.003645339,1.420342,0.1225599,-0.01764344,0.04779053,0,0,0,0.9543457,15.09527,0.0003844336,-0.005930093,0.01049081,0.06269218,0.4652214,0.03883505,97512,0.5624575,500,18.90777
42,1789555650.281,-0.09774294,0.500002,-0.02912214,-0.004614925,0,0,-0.003643949,1.427407,0.1226265,-0.01765989,0.03027344,0,0,0,0.9697266,15.12184,0.0008649756,-0.009100046,0.008323153,0.06233318,0.4336979,0.03951526,103868,0.5635673,500,18.90777
43,1789555650.759,-0.09753299,0.500002,-0.02803881,-0.00439851,0,0,-0.00368366,1.515781,0.1594649,-0.0185449,0.02994792,0,0,0,0.9700521,15.1572,0.0008649756,-0.009145389,0.00664613,0.04462604,0.43554,0.03864884,103654,0.5648888,500,18.9391
44,1789555651.239,-0.09748664,0.500002,-0.02625228,-0.004315385,0,0,-0.003824218,1.542171,0.1654746,-0.01877894,0.02941895,0,0,0,0.9705811,15.19745,0.001297463,-0.00905901,0.005849293,0.05045187,0.4381113,0.03813267,103207,0.5663795,500,18.96125
45,1789555651.732,-0.09911313,0.500002,-0.02607225,-0.004325011,0,0,-0.003595635,1.541432,0.1585775,-0.01741702,0.02642822,0,0,0,0.9735718,15.24262,0.0008649756,-0.008715062,0.0050309,0.05244385,0.4518905,0.03823137,100285,0.5679733,500,19.08555
46,1789555652.236,-0.0994577,0.500002,-0.02647161,-0.004423294,0,0,-0.003567022,1.566376,0.1722922,-0.01769862,0.02130127,0,0,0,0.9786987,15.2635,0.001297463,-0.009358094,0.00676336,0.05738252,0.461849,0.03818464,98297,0.5683995,500,19.35836
47,1789555652.731,-0.09966327,0.500002,-0.02810481,-0.004714179,0,0,-0.003672406,1.548269,0.1570422,-0.0183274,0.01599121,0,0,0,0.9840088,15.26284,0.001297463,-0.008720886,0.004927814,0.05029299,0.4538002,0.03809929,99922,0.5685083,500,19.55072
48,1789555653.224,-0.09998596,0.500002,-0.02498215,-0.004073662,0,0,-0.00370136,1.601969,0.1778221,-0.01706361,0.008300781,0,0,0,0.9916992,15.26291,0.001297463,-0.008683665,0.005122604,0.05897816,0.4501891,0.03872418,100533,0.5688,500,19.80353
49,1789555653.709,-0.09853838,0.500002,-0.02931564,-0.004449586,0,0,-0.003668115,1.614191,0.1914179,-0.01775339,0.00592041,0,0,0,0.9940796,15.26469,0.0008649756,-0.008571995,0.00459951,0.04946256,0.4430408,0.03834438,102105,0.5688743,500,19.93108
50,1789555654.193,-0.09966596,0.500002,-0.02416553,-0.004161667,0,0,-0.003822676,1.59428,0.1783302,-0.01727204,0.002705892,0,0,0,0.9972941,15.27173,0.001297463,-0.007639557,0.006057278,0.05092944,0.4417918,0.03838944,102361,0.5697215,500,20.01294
51,1789555654.677,-0.09995082,0.500002,-0.02435105,-0.00430894,0,0,-0.004376952,1.62124,0.1905754,-0.01876701,0.001607259,0,0,0,0.9983928,15.30423,0.001297463,-0.007264291,0.004252087,0.06108935,0.4397418,0.03836155,102806,0.5712661,500,20.10991
52,1789555655.158,-0.1029686,0.500002,-0.02148032,-0.004260338,0,0,-0.003654926,1.684602,0.2636112,-0.01689505,0.0005900065,0,0,0,0.99941,15.32838,0.001297463,-0.007199261,0.004429684,0.04214726,0.4378166,0.03907609,103067,0.5718495,500,20.15795
53,1789555655.635,-0.1037745,0.500002,-0.0201677,-0.004168393,0,0,-0.003553069,1.686801,0.2620109,-0.01616473,0.0003051758,0,0,0,0.9996948,15.32534,0.0008649756,-0.008788344,0.004735652,0.04383726,0.4357455,0.03816915,103714,0.5716019,500,20.19125
54,1789555656.116,-0.1037144,0.500002,-0.01890311,-0.003910238,0,0,-0.003702831,1.681731,0.2430211,-0.01563366,0,0,0,0,1,15.33267,0.001297463,-0.008854609,0.005112153,0.04861842,0.4387829,0.03825545,103035,0.5728975,500,20.23689
55,1789555656.602,-0.1035287,0.500002,-0.02116286,-0.00388534,0,0,-0.003478788,1.728749,0.2731206,-0.0165919,0,0,0,0,1,15.34992,0.001297463,-0.007720198,0.003976806,0.02782379,0.4442921,0.0382843,101853,0.5730453,500,20.29144
56,1789555657.087,-0.102966,0.500002,-0.02219493,-0.004427921,0,0,-0.003646934,1.713003,0.2794614,-0.01581324,0,0,0,0,1,15.36698,0.0008649756,-0.008195796,0.004936614,0.04471382,0.4437485,0.03822136,101981,0.5745243,500,20.46246
57,1789555657.581,-0.1012805,0.500002,-0.02296641,-0.004334924,0,0,-0.003787091,1.711551,0.2862326,-0.01597907,0,0,0,0,1,15.39179,0.0008649756,-0.009110556,0.005237925,0.04515843,0.4518487,0.03918099,100099,0.5749218,500,20.80577
58,1789555658.089,-0.103467,0.500002,-0.02113685,-0.00395537,0,0,-0.003863915,1.715335,0.2852342,-0.0164251,0,0,0,0,1,15.4052,0.0008649756,-0.00912759,0.005083625,0.04143688,0.4652805,0.0387702,97513,0.5759448,500,22.00677
59,1789555658.606,-0.1032043,0.500002,-0.02284472,-0.004082878,0,0,-0.003777869,1.719227,0.2904446,-0.01633661,0,0,0,0,1,15.42176,0.0005766504,-0.008480344,0.004102709,0.04217955,0.4738746,0.03866959,95898,0.5763311,500,23.26242
60,1789555659.127,-0.1044757,0.500002,-0.02052412,-0.004117167,0,0,-0.00385381,1.731095,0.2951573,-0.01641404,0,0,0,0,1,15.42115,0.001297463,-0.007445154,0.003981363,0.04197858,0.4786506,0.03862619,95020,0.5767875,500,23.74954
61,1789555659.654,-0.1041519,0.500002,-0.02008532,-0.004055991,0,0,-0.003861447,1.737951,0.306221,-0.01631388,0,0,0,0,1,15.43904,0.0005766504,-0.007408238,0.003636569,0.04200396,0.4853144,0.03859162,93818,0.5773171,500,23.98482
62,1789555660.160,-0.1042068,0.500002,-0.0201896,-0.004037339,0,0,-0.003861176,1.745122,0.3141708,-0.01586827,0,0,0,0,1,15.43975,0.0005766504,-0.006402766,0.003018173,0.04350076,0.46384,0.03808188,97927,0.5777052,500,24.10311
63,1789555660.642,-0.1043268,0.500002,-0.02001534,-0.004074577,0,0,-0.003881751,1.74622,0.3164299,-0.01602734,0,0,0,0,1,15.45799,0.0008649756,-0.005673291,0.003550841,0.04163548,0.4404423,0.0381012,102711,0.578648,500,24.10311
64,1789555661.128,-0.1015037,0.500002,-0.01984291,-0.004378547,0,0,-0.004694806,1.717897,0.278234,-0.01906164,0,0,0,0,1,15.46374,0.0008649756,-0.007383794,0.003297321,0.06478681,0.4442477,0.03792429,101938,0.578852,500,24.10017
65,1789555661.616,-0.1045711,0.500002,-0.01982204,-0.004301442,0,0,-0.004291559,1.731461,0.3053161,-0.01691695,0,0,0,0,1,15.47948,0.0008649756,-0.007421115,0.003632871,0.06986761,0.4462287,0.03821516,101460,0.5797481,500,24.123
66,1789555662.110,-0.103317,0.500002,-0.01841146,-0.004284848,0,0,-0.004101731,1.781666,0.3631622,-0.01590243,0,0,0,0,1,15.47851,0.0005766504,-0.008073696,0.003223658,0.04903091,0.4527361,0.03829956,100098,0.5796244,500,24.17146
67,1789555662.611,-0.1044531,0.500002,-0.01609724,-0.00412014,0,0,-0.003967938,1.791727,0.3729506,-0.0162748,0,0,0,0,1,15.47325,0.0008649756,-0.008932774,0.003311069,0.03892905,0.4583738,0.03870702,98881,0.5799115,500,24.32321
68,1789555663.119,-0.1049145,0.500002,-0.01647259,-0.004156569,0,0,-0.003928416,1.795492,0.3802308,-0.01522605,0,0,0,0,1,15.47556,0.0008649756,-0.008451504,0.003652829,0.03571396,0.4656639,0.038661,97460,0.5798766,500,24.50609
69,1789555663.607,-0.1037213,0.500002,-0.01316737,-0.0040937,0,0,-0.004015734,1.792851,0.3732075,-0.01555504,0,0,0,0,1,15.45437,0.0005766504,-0.009149197,0.002760147,0.02985452,0.445677,0.03889465,101433,0.5794667,500,24.59081
70,1789555664.099,-0.1076231,0.500002,-0.01369866,-0.00397203,0,0,-0.003957584,1.782438,0.3631558,-0.01576331,0,0,0,0,1,15.4547,0.0008649756,-0.009563565,0.002856131,0.03411569,0.449477,0.03846288,100733,0.5797244,500,24.64846
71,1789555664.592,-0.1044696,0.500002,-0.01770364,-0.004084413,0,0,-0.003999769,1.800642,0.3755072,-0.01386057,0,0,0,0,1,15.44834,0.0008649756,-0.008446465,0.003203547,0.02754104,0.451442,0.03869343,100282,0.5798371,500,24.68431
72,1789555665.072,-0.1070059,0.500002,-0.01904695,-0.004018008,0,0,-0.004069075,1.81965,0.4132757,-0.01452222,0,0,0,0,1,15.45504,0.0008649756,-0.007002635,0.002665266,0.03935665,0.4379103,0.03811431,103255,0.5805596,500,24.7253
73,1789555665.553,-0.1080148,0.500002,-0.02075598,-0.004041383,0,0,-0.004217164,1.826516,0.4264109,-0.01754549,0,0,0,0,1,15.46793,0.0008649756,-0.008020535,0.002447583,0.01409364,0.4394877,0.03808236,102921,0.5810296,500,24.74359
74,1789555666.039,-0.1079388,0.500002,-0.01789161,-0.003904275,0,0,-0.004137218,1.828232,0.431814,-0.01635754,0,0,0,0,1,15.45983,0.0008649756,-0.008831663,0.002369025,0.01022495,0.4439049,0.03881121,101823,0.5804843,500,24.76156
75,1789555666.524,-0.1088114,0.500002,-0.01746305,-0.003926425,0,0,-0.004002399,1.822473,0.4287573,-0.0154545,0,0,0,0,1,15.4391,0.0008649756,-0.007565539,0.002458075,0.01132048,0.4425576,0.03881121,102108,0.58047,500,24.78955
76,1789555667.002,-0.1137059,0.500002,-0.01953811,-0.004518889,0,0,-0.003907804,1.800934,0.3966134,-0.01393017,0,0,0,0,1,15.42205,0.0005766504,-0.007612437,0.002374364,0.01800825,0.436017,0.0386343,103553,0.5798494,500,24.78955
77,1789555667.485,-0.1080522,0.500002,-0.01873046,-0.004422169,0,0,-0.004359783,1.820384,0.4242031,-0.01582928,0,0,0,0,1,15.40534,0.0008649756,-0.007302872,0.002408006,0.03492191,0.4413664,0.03838634,102452,0.5798821,500,24.85491
78,1789555667.978,-0.1066415,0.500002,-0.01705336,-0.004223266,0,0,-0.004225358,1.824792,0.4305454,-0.01547423,0,0,0,0,1,15.40468,0.0008649756,-0.006300041,0.002167802,0.03704031,0.4495039,0.03928351,100559,0.5801278,500,25.0885
79,1789555668.487,-0.1071761,0.500002,-0.01540705,-0.00421183,0,0,-0.004196442,1.826755,0.4368231,-0.01509419,0,0,0,0,1,15.38835,0.0008649756,-0.007187853,0.002337691,0.03493072,0.4671047,0.03845811,97222,0.5794805,500,25.66733
80,1789555669.002,-0.1069432,0.500002,-0.01751188,-0.004188388,0,0,-0.004268899,1.835432,0.4481709,-0.01484927,0,0,0,0,1,15.35671,0.0005766504,-0.006975407,0.002545141,0.03134479,0.4716964,0.03937674,96174,0.578396,500,26.23137
81,1789555669.528,-0.1070023,0.500002,-0.01653191,-0.004323349,0,0,-0.004259959,1.838689,0.4582329,-0.01419195,0,0,0,0,1,15.33478,0.0008649756,-0.006359044,0.002239483,0.03419749,0.4837978,0.0384481,94116,0.5788555,500,26.50907
82,1789555670.059,-0.1070863,0.500002,-0.01585672,-0.004277844,0,0,-0.004250818,1.845124,0.4692342,-0.01445337,0,0,0,0,1,15.3435,0.0005766504,-0.006353222,0.002112587,0.03509003,0.4883432,0.03920937,93169,0.5789194,500,26.64398
83,1789555670.564,-0.1073936,0.500002,-0.01522419,-0.004250833,0,0,-0.004248909,1.844345,0.469875,-0.01444226,0,0,0,0,1,15.33893,0.0003844336,-0.002006721,0.003715835,0.0330248,0.4616957,0.03893709,98179,0.579055,500,26.70572
84,1789555671.045,-0.1072294,0.500002,-0.01570181,-0.004262823,0,0,-0.004249395,1.845401,0.4717094,-0.01438667,0,0,0,0,1,15.35039,0.0008649756,-0.007250896,0.002703653,0.03199687,0.4391901,0.03790736,103022,0.5799848,500,26.70572
85,1789555671.530,-0.1074317,0.500002,-0.01165511,-0.003674599,0,0,-0.003656101,1.835586,0.4488784,-0.01146979,0,0,0,0,1,15.36761,0.0005766504,-0.006681941,0.00255134,0.02022874,0.4435389,0.03832412,102004,0.5802064,500,26.70479
86,1789555672.012,-0.1058063,0.500002,-0.01258021,-0.004159859,0,0,-0.004239697,1.827838,0.4460996,-0.0133258,0,0,0,0,1,15.35923,0.0008649756,-0.007398639,0.002041538,0.03085027,0.4407921,0.03829527,102595,0.5805005,500,26.69235
87,1789555672.508,-0.1057252,0.500002,-0.01583577,-0.0044004,0,0,-0.00456754,1.857466,0.5011013,-0.01371703,0,0,0,0,1,15.35992,0.0008649756,-0.00379458,0.001960144,0.03233512,0.4537592,0.03860307,99828,0.5804539,500,26.73054
88,1789555673.004,-0.1077688,0.500002,-0.01486156,-0.004279835,0,0,-0.004296648,1.856646,0.5023693,-0.01383907,0,0,0,0,1,15.34796,0.0005766504,-0.005010082,0.002076609,0.02799845,0.4538732,0.03848743,99829,0.5800356,500,26.78088
89,1789555673.507,-0.1073898,0.500002,-0.01288463,-0.004137661,0,0,-0.00434028,1.864943,0.5065456,-0.01364241,0,0,0,0,1,15.33129,0.0008649756,-0.006936985,0.001953757,0.03167214,0.4602337,0.03845072,98563,0.5803591,500,26.88233
90,1789555673.991,-0.1107576,0.500002,-0.01565497,-0.00475551,0,0,-0.00439207,1.847409,0.4932164,-0.01473121,0,0,0,0,1,15.34843,0.0008649756,-0.005470641,0.002155255,0.03116013,0.4421356,0.03817058,102334,0.5811928,500,26.89902
91,1789555674.496,-0.1074013,0.500002,-0.01516578,-0.004420584,0,0,-0.004519809,1.861802,0.5060079,-0.01414031,0,0,0,0,1,15.35125,0.0005766504,-0.005710045,0.001631024,0.03215723,0.4568677,0.03874111,99174,0.5813403,500,26.9412
92,1789555674.981,-0.1090355,0.500002,-0.01422636,-0.004904648,0,0,-0.004293334,1.867347,0.5069757,-0.0130526,0,0,0,0,1,15.34867,0.0005766504,-0.007093151,0.001768864,0.05017991,0.4419994,0.03913474,102158,0.5815405,500,26.95021
93,1789555675.470,-0.1097831,0.500002,-0.008459976,-0.004342389,0,0,-0.00418549,1.868546,0.5226296,-0.01261123,0,0,0,0,1,15.3407,0.0005766504,-0.007188214,0.001683844,0.04628533,0.4476011,0.03795648,101227,0.581553,500,26.97906
94,1789555675.957,-0.1062111,0.500002,-0.005943047,-0.00460156,0,0,-0.004085592,1.887639,0.5475498,-0.01169192,0,0,0,0,1,15.33017,0.0005766504,-0.007133535,0.001721254,0.02684028,0.4452629,0.03830624,101644,0.5810021,500,26.97906
95,1789555676.442,-0.1052533,0.500002,-0.01042457,-0.004574223,0,0,-0.004167569,1.882316,0.5482553,-0.01295704,0,0,0,0,1,15.31234,0.0008649756,-0.007223823,0.001704947,0.02234802,0.4433846,0.03814101,102075,0.5809688,500,26.99858
96,1789555676.925,-0.1054,0.500002,-0.01162327,-0.0044727,0,0,-0.004394782,1.878035,0.5386481,-0.01326975,0,0,0,0,1,15.30421,0.0005766504,-0.006862288,0.001788793,0.0214006,0.4406877,0.03888726,102490,0.5806912,500,27.02143
97,1789555677.404,-0.1058411,0.500002,-0.01232453,-0.004337841,0,0,-0.004805162,1.862078,0.5001396,-0.01330253,0,0,0,0,1,15.29396,0.0008649756,-0.004973021,0.001730079,0.02362175,0.4371526,0.03858542,103317,0.5808422,500,27.02143
98,1789555677.893,-0.1064617,0.500002,-0.01211632,-0.004534596,0,0,-0.004254634,1.876928,0.5446489,-0.01283062,0,0,0,0,1,15.29185,0.0005766504,-0.003186537,0.001771417,0.03588834,0.4473822,0.0381031,101243,0.5808605,500,27.08887
99,1789555678.390,-0.1078712,0.500002,-0.0144545,-0.004584301,0,0,-0.004479793,1.884444,0.5635977,-0.01363779,0,0,0,0,1,15.28911,0.0005766504,-0.005387441,0.001540189,0.02666689,0.4554832,0.03821445,99558,0.5812454,500,27.27058
100,1789555678.901,-0.1082855,0.500002,-0.01333802,-0.004497237,0,0,-0.004449607,1.87925,0.5523181,-0.01299191,0,0,0,0,1,15.29008,0.0003844336,-0.007008392,0.001591336,0.0269298,0.4686179,0.0382483,96972,0.5812932,500,27.60903
101,1789555679.427,-0.1083924,0.500002,-0.01274315,-0.004532543,0,0,-0.004555395,1.881971,0.5584103,-0.01317218,0,0,0,0,1,15.2753,0.0005766504,-0.006734196,0.001648326,0.03093912,0.4813757,0.03833628,94575,0.5809523,500,27.95064
