step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
38,1789552601.284,-0.09428703,0.500002,-0.03476036,-0.004127429,0,0,-0.003557569,1.55495,0.1705985,-0.01950836,0.03983561,0,0,0,0.9601644,14.89226,0.0008649756,-0.008943385,0.006811687,0.04720751,0.4776742,0.03807163,95302,0.5566716,500,20.36248
39,1789552601.791,-0.09507041,0.500002,-0.03412826,-0.004222094,0,0,-0.003688827,1.54357,0.1695701,-0.01969405,0.02075195,0,0,0,0.979248,14.93848,0.001297463,-0.008836295,0.006110908,0.0551347,0.4655638,0.03811073,97586,0.5586106,500,20.54786
40,1789552602.294,-0.09444271,0.500002,-0.03330485,-0.004164966,0,0,-0.003570187,1.581799,0.1912741,-0.01943828,0.008666992,0,0,0,0.991333,14.95144,0.001297463,-0.008136701,0.008982108,0.04990534,0.4603882,0.03887606,98448,0.5581893,500,20.68051
41,1789552602.795,-0.09533276,0.500002,-0.03373356,-0.004133906,0,0,-0.003657368,1.591533,0.1949507,-0.02028072,0.0009969076,0,0,0,0.9990031,14.95998,0.0003844336,-0.006069359,0.00687786,0.05189602,0.4573913,0.0396564,98887,0.5591904,500,21.36449
42,1789552603.273,-0.09556472,0.500002,-0.03445963,-0.004135964,0,0,-0.003622876,1.593059,0.1980736,-0.01962184,0,0,0,0,1,14.99363,0.0005766504,-0.00698342,0.005361996,0.0503054,0.4347956,0.03970909,103585,0.5604517,500,21.36449
43,1789552603.752,-0.09556472,0.500002,-0.03445963,-0.004135964,0,0,-0.003622876,1.593059,0.1980736,-0.01962184,0,0,0,0,1,15.0251,0.0008649756,-0.008760099,0.005235535,0.0503054,0.4374244,0.03821278,103339,0.5611147,500,21.36449
44,1789552604.230,-0.09556472,0.500002,-0.03445963,-0.004135964,0,0,-0.003622876,1.593059,0.1980736,-0.01962184,0,0,0,0,1,15.04111,0.0008649756,-0.01013192,0.005289348,0.0503054,0.4360445,0.03827286,103626,0.5620211,500,21.36449
45,1789552604.709,-0.09556472,0.500002,-0.03445963,-0.004135964,0,0,-0.003622876,1.593059,0.1980736,-0.01962184,0,0,0,0,1,15.05711,0.0005766504,-0.008910356,0.004940322,0.0503054,0.4372303,0.03816223,103392,0.5623443,500,21.36449
46,1789552605.187,-0.09556472,0.500002,-0.03445963,-0.004135964,0,0,-0.003622876,1.593059,0.1980736,-0.01962184,0,0,0,0,1,15.06836,0.0008649756,-0.009890015,0.004216854,0.0503054,0.4364769,0.03838515,103507,0.5630425,500,21.36449
47,1789552605.665,-0.09556472,0.500002,-0.03445963,-0.004135964,0,0,-0.003622876,1.593059,0.1980736,-0.01962184,0,0,0,0,1,15.09307,0.001297463,-0.007875421,0.004635297,0.0503054,0.43577,0.03863621,103607,0.5640632,500,21.36449
48,1789552606.146,-0.09614287,0.500002,-0.03143957,-0.003937776,0,0,-0.003677281,1.617821,0.2107216,-0.02071137,0,0,0,0,1,15.11029,0.0008649756,-0.007715669,0.003828774,0.04940509,0.4372444,0.04004097,102982,0.5646749,500,21.37739
49,1789552606.628,-0.09916288,0.500002,-0.02855643,-0.003810252,0,0,-0.003753273,1.695806,0.2667476,-0.02142194,0,0,0,0,1,15.12088,0.001297463,-0.008450846,0.004325302,0.04274222,0.4403882,0.03820801,102700,0.5649864,500,21.4018
50,1789552607.108,-0.09985127,0.500002,-0.02952971,-0.00414493,0,0,-0.003628258,1.730713,0.2923958,-0.01694012,0,0,0,0,1,15.11911,0.0003844336,-0.008002385,0.003800157,0.01443188,0.4384904,0.03851366,103043,0.5650729,500,21.43264
51,1789552607.610,-0.09985789,0.500002,-0.03074211,-0.003823439,0,0,-0.003719187,1.739091,0.3074664,-0.02024004,0,0,0,0,1,15.12819,0.0008649756,-0.01013893,0.004105966,0.04336817,0.4569201,0.03841996,99228,0.5660011,500,21.72342
52,1789552608.108,-0.09840553,0.500002,-0.02600775,-0.003959105,0,0,-0.003721064,1.726757,0.2883675,-0.02003984,0,0,0,0,1,15.14756,0.0008649756,-0.008850991,0.003594272,0.04740375,0.4561071,0.03861809,99352,0.5663518,500,22.05746
53,1789552608.617,-0.09901299,0.500002,-0.02738184,-0.004099282,0,0,-0.003715361,1.73389,0.3061859,-0.01910293,0,0,0,0,1,15.14139,0.001297463,-0.00779714,0.003488764,0.04096963,0.4662046,0.03875446,97338,0.5667201,500,22.53231
54,1789552609.123,-0.09905897,0.500002,-0.02746522,-0.003972736,0,0,-0.003723113,1.754832,0.3304443,-0.01978225,0,0,0,0,1,15.17104,0.0008649756,-0.0080779,0.003529069,0.036429,0.4635403,0.03862572,97879,0.5682597,500,23.4572
55,1789552609.642,-0.09997444,0.500002,-0.02406137,-0.004073664,0,0,-0.00384452,1.750527,0.3220225,-0.01913247,0,0,0,0,1,15.20795,0.0008649756,-0.008323971,0.003709649,0.03778385,0.4773855,0.03813314,95344,0.5694768,500,24.20515
56,1789552610.166,-0.1000001,0.500002,-0.02493429,-0.004026261,0,0,-0.003822955,1.763879,0.3390093,-0.01923858,0,0,0,0,1,15.23433,0.0005766504,-0.009971263,0.003693479,0.03794809,0.4794402,0.03987598,94647,0.570394,500,24.44797
57,1789552610.686,-0.09979137,0.500002,-0.02513981,-0.003920726,0,0,-0.003786499,1.768474,0.3473254,-0.01966654,0,0,0,0,1,15.25646,0.0008649756,-0.009067578,0.003593247,0.04414674,0.4772494,0.03860664,95282,0.5713364,500,24.60123
58,1789552611.200,-0.09978827,0.500002,-0.02569644,-0.003975526,0,0,-0.003822552,1.781912,0.358775,-0.01903219,0,0,0,0,1,15.27979,0.0008649756,-0.008759736,0.003483001,0.04359934,0.472023,0.03806257,96360,0.5721198,500,24.69744
59,1789552611.713,-0.1009072,0.500002,-0.02309032,-0.004036409,0,0,-0.003974102,1.776685,0.3605334,-0.0201397,0,0,0,0,1,15.29946,0.0008649756,-0.008070017,0.003023165,0.04058769,0.4711168,0.03882456,96387,0.5731938,500,24.8357
60,1789552612.221,-0.1007023,0.500002,-0.02347738,-0.004025051,0,0,-0.003854929,1.785533,0.3679792,-0.01852971,0,0,0,0,1,15.30611,0.0008649756,-0.008194656,0.003096998,0.03520556,0.4654634,0.03817439,97593,0.5729123,500,24.90185
61,1789552612.727,-0.1010328,0.500002,-0.02317391,-0.00383988,0,0,-0.003738645,1.792349,0.3766388,-0.01759299,0,0,0,0,1,15.2809,0.0008649756,-0.009099322,0.002917144,0.03349126,0.4634659,0.0385797,97903,0.5722101,500,24.98533
62,1789552613.217,-0.100508,0.500002,-0.01945793,-0.004027581,0,0,-0.003986166,1.794898,0.3765303,-0.01816197,0,0,0,0,1,15.26914,0.0003844336,-0.004632952,0.01060914,0.0411236,0.4487548,0.03795886,100987,0.5723259,500,25.2795
63,1789552613.695,-0.1013102,0.500002,-0.02206199,-0.003972312,0,0,-0.003895649,1.794245,0.3835079,-0.01877188,0,0,0,0,1,15.26956,0.0002562891,-0.005933685,0.00415102,0.03702178,0.4349847,0.03940582,103610,0.5726131,500,25.2795
64,1789552614.173,-0.1013102,0.500002,-0.02206199,-0.003972312,0,0,-0.003895649,1.794245,0.3835079,-0.01877188,0,0,0,0,1,15.26883,0.0005766504,-0.009802764,0.003083066,0.03702178,0.4359794,0.03842783,103607,0.5726921,500,25.2795
65,1789552614.651,-0.1013102,0.500002,-0.02206199,-0.003972312,0,0,-0.003895649,1.794245,0.3835079,-0.01877188,0,0,0,0,1,15.26158,0.0005766504,-0.009521538,0.002752118,0.03702178,0.4363024,0.03810716,103606,0.5728753,500,25.2795
66,1789552615.132,-0.1013102,0.500002,-0.02206199,-0.003972312,0,0,-0.003895649,1.794245,0.3835079,-0.01877188,0,0,0,0,1,15.25458,0.0008649756,-0.007848368,0.002646519,0.03702178,0.4388952,0.03901839,102847,0.5728262,500,25.2795
67,1789552615.619,-0.1013102,0.500002,-0.02206199,-0.003972312,0,0,-0.003895649,1.794245,0.3835079,-0.01877188,0,0,0,0,1,15.23856,0.0003844336,-0.00796286,0.002481021,0.03702178,0.4443123,0.03840494,101823,0.5724399,500,25.2795
68,1789552616.101,-0.1013102,0.500002,-0.02206199,-0.003972312,0,0,-0.003895649,1.794245,0.3835079,-0.01877188,0,0,0,0,1,15.22354,0.0008649756,-0.008364781,0.002524568,0.03702178,0.4406145,0.03874326,102537,0.5723849,500,25.2795
69,1789552616.586,-0.1012571,0.500002,-0.01754644,-0.003816833,0,0,-0.003826366,1.813288,0.4106278,-0.01774662,0,0,0,0,1,15.23313,0.0008649756,-0.006283172,0.00248696,0.03400923,0.4430289,0.03847718,102079,0.5730314,500,25.29156
70,1789552617.078,-0.1017711,0.500002,-0.02097135,-0.003835228,0,0,-0.003869771,1.83117,0.4423321,-0.01864104,0,0,0,0,1,15.2301,0.0008649756,-0.007279835,0.002777517,0.0396709,0.4498436,0.03869319,100610,0.572971,500,25.30987
71,1789552617.569,-0.1017546,0.500002,-0.02357291,-0.003861219,0,0,-0.00431207,1.83111,0.4491553,-0.02079028,0,0,0,0,1,15.21641,0.0005766504,-0.00688709,0.002517767,0.01786259,0.4489896,0.03848386,100830,0.5721477,500,25.32543
72,1789552618.072,-0.101309,0.500002,-0.01946519,-0.003918249,0,0,-0.004224204,1.830412,0.4456636,-0.01805563,0,0,0,0,1,15.1796,0.0008649756,-0.007696452,0.002213643,0.03676518,0.4614568,0.0383904,98334,0.5713703,500,25.44952
73,1789552618.583,-0.1024595,0.500002,-0.0196454,-0.003808558,0,0,-0.003962839,1.831518,0.4477469,-0.01671677,0,0,0,0,1,15.17323,0.0005766504,-0.008213054,0.002098737,0.04609631,0.4687366,0.03821111,96956,0.5719724,500,25.59767
74,1789552619.094,-0.1018674,0.500002,-0.01701094,-0.004187108,0,0,-0.004087955,1.840366,0.4628564,-0.01667698,0,0,0,0,1,15.17007,0.0005766504,-0.008514667,0.001993668,0.02948811,0.4693651,0.0384202,96796,0.5717305,500,25.82346
75,1789552619.616,-0.1031252,0.500002,-0.01787888,-0.004021373,0,0,-0.00415135,1.838397,0.466979,-0.01795743,0,0,0,0,1,15.15459,0.0005766504,-0.007457407,0.002141057,0.02622398,0.4782131,0.03982735,94880,0.5716256,500,26.27392
76,1789552620.144,-0.1026169,0.500002,-0.01717144,-0.003892069,0,0,-0.004191944,1.842025,0.4695602,-0.0176952,0,0,0,0,1,15.15019,0.0005766504,-0.006484844,0.002047951,0.03188685,0.4842188,0.04028559,93711,0.5717802,500,26.66044
77,1789552620.671,-0.102628,0.500002,-0.01775806,-0.003982428,0,0,-0.004162809,1.844613,0.4765413,-0.01794425,0,0,0,0,1,15.14486,0.0008649756,-0.00670425,0.002234874,0.0409329,0.4839427,0.03874969,94036,0.5716543,500,26.74
78,1789552621.192,-0.102882,0.500002,-0.01695449,-0.003980719,0,0,-0.004164777,1.848965,0.4832192,-0.01827806,0,0,0,0,1,15.13569,0.0005766504,-0.00639833,0.002259929,0.03840896,0.4787929,0.03822398,95068,0.5718066,500,26.80607
79,1789552621.708,-0.1033811,0.500002,-0.01577489,-0.003996436,0,0,-0.004201327,1.854267,0.4904751,-0.01744942,0,0,0,0,1,15.12265,0.0005766504,-0.007372168,0.002044291,0.03565623,0.4728122,0.03925824,95986,0.5712837,500,26.89025
80,1789552622.228,-0.1022834,0.500002,-0.01653441,-0.00396918,0,0,-0.004115473,1.851879,0.4967558,-0.01714894,0,0,0,0,1,15.10198,0.0008649756,-0.005595329,0.002022916,0.03434242,0.4767029,0.03936529,95243,0.5711169,500,26.95545
81,1789552622.738,-0.1030285,0.500002,-0.01630118,-0.003883829,0,0,-0.004231928,1.857447,0.5000773,-0.01697202,0,0,0,0,1,15.10788,0.0008649756,-0.004948677,0.00171314,0.02821897,0.4669065,0.03960371,97040,0.5715741,500,27.00735
82,1789552623.243,-0.1028539,0.500002,-0.01309582,-0.003963171,0,0,-0.004264163,1.864888,0.5143391,-0.01598904,0,0,0,0,1,15.11064,0.0005766504,-0.005862813,0.001976801,0.03428347,0.4631026,0.03833532,98022,0.571824,500,27.08102
83,1789552623.731,-0.1036645,0.500002,-0.01589569,-0.004073767,0,-1.753117e-05,-0.004259292,1.858347,0.5083433,-0.01608643,0,0,0,0,1,15.10402,0.0003844336,-0.003725853,0.001660946,0.02933466,0.4448495,0.0387907,101629,0.5715819,500,27.26034
84,1789552624.207,-0.1031006,0.500002,-0.01524997,-0.003970631,0,-2.474989e-05,-0.004276493,1.860649,0.5088547,-0.01687617,0,0,0,0,1,15.0919,0.0003844336,-0.007366571,0.002073581,0.03032465,0.4338672,0.0394671,103842,0.5714663,500,27.26034
85,1789552624.685,-0.1031006,0.500002,-0.01524997,-0.003970631,0,-2.474989e-05,-0.004276493,1.860649,0.5088547,-0.01687617,0,0,0,0,1,15.07851,0.0008649756,-0.007976898,0.001872691,0.03032465,0.4347417,0.03948474,103646,0.5711762,500,27.26034
86,1789552625.163,-0.1031006,0.500002,-0.01524997,-0.003970631,0,-2.474989e-05,-0.004276493,1.860649,0.5088547,-0.01687617,0,0,0,0,1,15.07541,0.0003844336,-0.006635403,0.002229468,0.03032465,0.4360948,0.03906226,103443,0.5715327,500,27.26034
87,1789552625.641,-0.1031006,0.500002,-0.01524997,-0.003970631,0,-2.474989e-05,-0.004276493,1.860649,0.5088547,-0.01687617,0,0,0,0,1,15.07578,0.0008649756,-0.00731069,0.001773523,0.03032465,0.435025,0.03951621,103577,0.5714588,500,27.26034
88,1789552626.125,-0.1031006,0.500002,-0.01524997,-0.003970631,0,-2.474989e-05,-0.004276493,1.860649,0.5088547,-0.01687617,0,0,0,0,1,15.0725,0.0005766504,-0.00647431,0.001859442,0.03032465,0.4409282,0.03898668,102418,0.5718537,500,27.26034
89,1789552626.607,-0.1031006,0.500002,-0.01524997,-0.003970631,0,-2.474989e-05,-0.004276493,1.860649,0.5088547,-0.01687617,0,0,0,0,1,15.07334,0.0008649756,-0.007888513,0.001668058,0.03032465,0.4398904,0.03957987,102513,0.5719036,500,27.26034
90,1789552627.092,-0.1038745,0.500002,-0.01629802,-0.004070169,0,-8.249965e-06,-0.004400566,1.877283,0.5369767,-0.01468003,0,0,0,0,1,15.05818,0.0008649756,-0.006182085,0.002292271,0.0303278,0.4374588,0.038481,103273,0.5716275,500,27.2684
91,1789552627.576,-0.1023625,0.500002,-0.01400556,-0.004030675,0,0,-0.004503388,1.879257,0.5478648,-0.01612569,0,0,0,0,1,15.05456,0.0003844336,-0.006132471,0.002166954,0.03168043,0.4424582,0.03839302,102218,0.5720111,500,27.27299
92,1789552628.060,-0.1037283,0.500002,-0.01130128,-0.004041954,0,0,-0.004481848,1.875121,0.5351195,-0.01679926,0,0,0,0,1,15.05043,0.0005766504,-0.008883399,0.001534512,0.03855922,0.4411023,0.0394969,102272,0.5718853,500,27.29428
93,1789552628.558,-0.1052071,0.500002,-0.01246109,-0.003961169,0,0,-0.004121741,1.886366,0.5687261,-0.01386862,0,0,0,0,1,15.04636,0.0005766504,-0.006285257,0.0015959,0.0215346,0.455122,0.03945613,99381,0.5723189,500,27.42131
94,1789552629.063,-0.1045893,0.500002,-0.01002135,-0.003886698,0,0,-0.004371807,1.886374,0.568446,-0.01469378,0,0,0,0,1,15.04935,0.0008649756,-0.0063063,0.001679512,0.03301217,0.462934,0.0386405,97995,0.5723073,500,27.55791
95,1789552629.572,-0.1033582,0.500002,-0.01206682,-0.004009844,0,0,-0.004432931,1.884604,0.5650678,-0.01500107,0,0,0,0,1,15.04327,0.0005766504,-0.005278407,0.004156852,0.0287902,0.466521,0.0380857,97406,0.5725401,500,27.75874
96,1789552630.083,-0.1037673,0.500002,-0.0149999,-0.004037551,0,0,-0.004366399,1.882978,0.5668056,-0.01635801,0,0,0,0,1,15.04919,0.0005766504,-0.005048245,0.001779326,0.02767574,0.4691002,0.03834224,96862,0.5731974,500,28.00491
97,1789552630.608,-0.1038121,0.500002,-0.01232513,-0.003983945,0,0,-0.004425486,1.884486,0.5683028,-0.01570534,0,0,0,0,1,15.06613,0.0005766504,-0.0049671,0.001425515,0.02816885,0.4833694,0.03792691,94288,0.5740651,500,28.11309
98,1789552631.136,-0.1036789,0.500002,-0.01391852,-0.003964302,0,0,-0.004427487,1.885482,0.5761199,-0.01601434,0,0,0,0,1,15.07198,0.0002562891,-0.004825129,0.001438246,0.03150942,0.4846897,0.03894758,93866,0.5744804,500,28.20089
99,1789552631.660,-0.1041458,0.500002,-0.01288782,-0.00403369,0,0,-0.00436556,1.887057,0.5764653,-0.0145063,0,0,0,0,1,15.07187,0.0005766504,-0.007903355,0.001454639,0.03169245,0.4815588,0.03823781,94560,0.5742863,500,28.25543
