step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_push,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
13810,1790258717.054,-0.06448853,-0.0940836,0.3960012,-0.009962654,-0.2044095,-0.004164977,-0.06000001,-0.01635901,-0.002680151,-0.0006480644,-0.01080089,-0.0004904772,0,-5.595178e-05,0.4594248,-0.006315032,0,0,-0.01349151,-0.03011417,-0.004765728,-0.005429735,-0.002108798,0.2692595,0.0007292611,0,0.1901089,0.111878,-0.001562757,-0.001031653,0.1831723,0.4146946,0.1077733,0.4904301,0.0003444232,5.0625e-05,19.77276,0.002287893,7.209752e-13,0.001890107,5.336341e-05,0.01021259,0,0.05,0,5.0625e-05,-0.007075332,0.1262297,0.5427241,1,nan,1,1,1,1,1,1,15,0,1.341489,1.586466,33574,0.744144,251.5,37.98548
13811,1790258720.031,-0.06958981,-0.1029694,0.432001,-0.0110802,-0.2180656,-0.005838921,-0.07666665,-0.01908344,-0.002918748,-0.002072579,-0.01249883,-0.0005308383,0,-3.796868e-05,0.4936666,-0.006643737,0,0,-0.01486289,-0.03879604,-0.005299131,-0.003368173,-0.00127473,0.1581671,0.01475502,0,0.2018162,0.1203821,-0.001684848,-0.001196474,0.2058411,0.4152043,0.1597913,0.5413488,0.0003316769,3.375e-05,19.7777,0.002153041,6.034423e-13,0.001770055,5.130894e-05,0.01067246,0.05,0.05,0,3.375e-05,-0.004766322,0.130506,0.6022059,1,1,1,1,1,1,1,1,15,0,1.341742,1.623802,33148,0.7443208,276.16,41.7504
13812,1790258723.073,-0.07225525,-0.1162686,0.4680006,-0.0115144,-0.3273302,-0.004213612,-0.02166667,-0.01733555,-0.003096785,-0.01660614,-0.01148128,-0.0005520954,0,-6.873271e-05,0.5438334,-0.006852457,0,0,-0.01557405,-0.04205142,-0.004688174,-0.00573525,-5.244687e-05,0.4519503,0.007284338,0,0.2248277,0.1322724,-0.002001732,-0.001460539,0.228484,0.4904602,0.164891,0.5922836,0.000327928,5.0625e-05,19.78287,0.002101033,5.032168e-13,0.001723813,4.929284e-05,0.01138273,0,0.1,0,5.0625e-05,-0.006968334,0.1231452,0.6231148,0.6666667,nan,0.6666667,1,1,1,1,0,15,0,1.441674,1.588938,32437,0.7445573,297.66,45.19314
13813,1790258726.039,-0.08216714,-0.1232009,0.5040003,-0.01359874,-0.2245531,-0.003033042,0,-0.03095721,-0.003419952,-0.01914712,-0.02235571,-0.0006246632,-0.005966666,-0.0003044576,0.5903167,-0.008032655,-0.005675673,0,-0.01600244,-0.04632792,-0.007237663,-0.002827941,-0.002958155,0.3674431,0.004702219,0,0.2459598,0.09493677,-0.002259612,-0.001775878,0.2359053,0.473386,0.1353946,0.6199754,0.0003232064,5.0625e-05,19.78856,0.002023899,4.432734e-13,0.001652569,4.812394e-05,0.01022407,0,0.05,0,5.0625e-05,-0.007297335,0.1237859,0.6390887,1,1,1,0.6666667,1,1,1,0,15,0,1.339052,1.615462,33272,0.7447877,324.25,48.55895
13814,1790258729.037,-0.08395758,-0.1260872,0.54,-0.01420853,-0.3966436,-0.006863602,-0.2325,-0.02058565,-0.003634348,-0.01178741,-0.01354469,-0.0006400731,0,-5.598414e-05,0.6358252,-0.008333667,0,0,-0.02007363,-0.04718527,-0.005956121,-0.007457687,-0.001547567,0.3888448,0.01530865,0,0.2480978,0.1492416,-0.002189688,-0.001446567,0.2591909,0.590861,0.2089428,0.6790158,0.0003111249,3.375e-05,19.79328,0.001942101,3.852564e-13,0.001583421,4.755495e-05,0.0103087,0.05,0.05,0,3.375e-05,-0.006350513,0.1144135,0.6945822,1,1,1,1,0.5,0,1,1,15,0,1.363905,1.616689,32981,0.7449287,348.37,53.41613
13815,1790258732.016,-0.09120664,-0.1376499,0.5759997,-0.01417643,-0.2761734,-0.00405321,-0.008333335,-0.03347742,-0.003969634,-0.003302005,-0.02337326,-0.0006963112,-0.00616,-0.0003357731,0.646017,-0.008916783,-0.006224585,0,-0.0171096,-0.03630414,-0.006945,-0.002793076,-8.80909e-08,0.3782863,0.002677453,0,0.286133,0.116217,-0.002231705,-0.001659048,0.2678313,0.5577083,0.1813297,0.7048647,0.0003071,5.0625e-05,19.79797,0.001920563,3.440226e-13,0.001567033,4.642992e-05,0.01045479,0,0.1,0,5.0625e-05,-0.007838955,0.108628,0.7740361,1,1,0.5,1,1,1,1,0,20,0,1.351715,1.605844,33238,0.7451727,373.15,56.44994
13816,1790258734.970,-0.0973992,-0.1522931,0.6119994,-0.01747864,0,-0.001790193,0,-0.04400963,-0.003799983,0,-0.03392464,-0.0007909175,-0.009420002,-0.0004675803,0.6821002,-0.009769957,-0.01405696,0,-0.01543777,-0.03330237,-0.01079084,0,0,0,0,0,0.3173479,0.06935522,-0.002682535,-0.001965083,0.2910336,0.4924663,0.1774419,0.743654,0.0002923301,5.0625e-05,19.80393,0.001862216,3.037926e-13,0.00152437,4.55161e-05,0.00989907,0,0.05,0,5.0625e-05,-0.008526455,0.09618236,0.7610615,1,1,0.75,0,0.6666667,1,1,1,20,0,1.337621,1.605031,33406,0.7453828,393.35,60.01821
13817,1790258737.882,-0.1022719,-0.1591212,0.647999,-0.01577367,-0.2838125,-0.00426085,-0.016,-0.04032177,-0.004256922,-0.02438609,-0.02807012,-0.0007874362,-0.007732002,-0.0003343852,0.7364709,-0.009137004,-0.009297863,0,-0.01937857,-0.0397104,-0.008164021,-0.005541671,-0.0002514901,0.4676635,0.002371874,0,0.3236941,0.1101352,-0.002577974,-0.002114998,0.2996209,0.613044,0.1980016,0.7972999,0.0002862466,3.375e-05,19.80811,0.00186853,2.775038e-13,0.001515699,6.658358e-05,0.01080302,0.05,0.05,0,3.375e-05,-0.005703172,0.09227037,0.6784989,1,1,1,1,1,1,1,0,20,0,1.289821,1.608797,33914,0.7454686,420.69,64.31203
13818,1790258740.801,-0.1066257,-0.1660509,0.6839988,-0.01719735,-0.5410258,-0.008510668,-0.1625,-0.02800405,-0.004956537,-0.02172842,-0.01838225,-0.0007790496,0,-5.124173e-05,0.7928885,-0.01044274,0,0,-0.02420516,-0.06736615,-0.005709743,-0.007165635,-4.93972e-05,0.6982906,0.01895406,0,0.314015,0.1890152,-0.002703083,-0.002033845,0.3287549,0.751531,0.2912627,0.8613693,0.0002810896,2.25e-05,19.80936,0.001814451,2.458155e-13,0.001484975,4.83864e-05,0.00964009,0.1,0.1,0,2.25e-05,-0.007329532,0.08701941,0.6937007,0.5,1,0.5,0.5,0.6666667,0.5,0,0.5,20,0,1.289002,1.619628,33797,0.7454934,442.76,67.58344
13819,1790258743.737,-0.1142025,-0.1706483,0.7199984,-0.01759217,-0.6302766,-0.006845487,-0.03250001,-0.03109962,-0.004818632,-0.02919444,-0.01995208,-0.0008357371,0,-4.414881e-05,0.8326015,-0.01131808,0,0,-0.02112349,-0.05212594,-0.006232921,-0.008008812,-0.0004929909,0.9000335,0.009228366,0,0.3465313,0.2037199,-0.002911263,-0.00202277,0.3492618,0.8057215,0.2300565,0.9102601,0.000267592,3.375e-05,19.80861,0.001764549,2.173185e-13,0.001450619,4.633867e-05,0.008164221,0,0.1,0,3.375e-05,-0.009689248,0.08665134,0.7009863,1,1,1,1,1,1,1,1,20,0,1.309928,1.614044,33620,0.7454299,465.88,73.40223
13820,1790258746.809,-0.1206891,-0.1794997,0.7559981,-0.01829218,-0.5741066,-0.006668452,-0.105,-0.03013742,-0.005613483,-0.009773336,-0.01990449,-0.0009042844,0,-7.909332e-05,0.8673856,-0.01122327,0,0,-0.02679012,-0.06686037,-0.006741865,-0.008443533,-0.00172253,0.7400317,0.01165822,0,0.3586597,0.2124225,-0.002924947,-0.002063854,0.3642768,0.8132557,0.313864,0.9538859,0.0002650651,5.0625e-05,19.80655,0.001753867,1.995777e-13,0.001430154,5.864789e-05,0.01045074,0,0.1,0,5.0625e-05,-0.008709191,0.08111341,0.7583596,0.6666667,1,1,1,1,1,1,0,20,0,1.468401,1.590192,32140,0.7453781,493.6,78.17697
13821,1790258749.869,-0.1239315,-0.1841476,0.7919978,-0.01982841,-0.7047507,-0.009379668,-0.10875,-0.03077696,-0.005812199,-0.03356076,-0.01987084,-0.0008955909,0,-5.849516e-05,0.942091,-0.01222087,0,0,-0.02587929,-0.07030776,-0.00709143,-0.009354766,-0.001895927,1.086843,0.005426538,0,0.3686287,0.2204253,-0.003091442,-0.002111654,0.3749739,0.9136188,0.292213,1.00533,0.000264699,5.0625e-05,19.80624,0.001746435,1.778573e-13,0.001438397,4.333884e-05,0.01286943,0.05,0.1,0,5.0625e-05,-0.007255865,0.08051955,0.7334787,0.5,1,0.75,1,1,0,1,0.5,20,0,1.454343,1.589762,32293,0.745352,513.02,81.33019
13822,1790258753.195,-0.1322559,-0.1980791,0.8279983,-0.02012805,-0.674164,-0.006592587,-0.0075,-0.03418837,-0.00619599,0,-0.02224004,-0.0009792603,0,-3.426318e-05,0.9561293,-0.0127428,0,0,-0.02455167,-0.05338649,-0.006485855,-0.006738832,-0.00259752,0.5574056,0.02265858,0,0.3990786,0.2345449,-0.003260023,-0.002287142,0.3982131,0.8724664,0.2608187,1.054098,0.0002524014,5.0625e-05,19.80621,0.001725593,1.61146e-13,0.001432772,4.042e-05,0.01081632,0,0.05,0,5.0625e-05,-0.008946573,0.07957824,0.6478075,1,nan,1,1,1,0,1,0,20,0,1.750777,1.556015,29727,0.7453129,539.52,85.11607
13823,1790258756.298,-0.1356412,-0.199,0.8639991,-0.02227854,-0.788363,-0.009764383,-0.2491668,-0.03563597,-0.00592424,-0.02283369,-0.02324691,-0.0009885103,0,-5.818449e-05,0.987555,-0.01273217,0,0,-0.0329096,-0.07683498,-0.007537445,-0.01754138,-0.002505887,1.005803,0.02460373,0,0.4021351,0.2403831,-0.003460059,-0.002474247,0.4180262,0.9783041,0.2825116,1.089605,0.0002519639,3.375e-05,19.80593,0.001688091,1.487703e-13,0.001397225,3.890282e-05,0.01092406,0.1,0.1,0,3.375e-05,-0.00524992,0.0803005,0.6785662,0.8000001,1,0.8333334,1,1,0.5,1,1,20,0,1.512096,1.575495,31838,0.7452822,563.33,88.89563
13824,1790258759.521,-0.1392777,-0.2086977,0.9,-0.02159781,-0.7989185,-0.01096663,-0.4241669,-0.03550208,-0.006160916,-0.0001244134,-0.02347123,-0.001017008,0,-6.544042e-05,1.040864,-0.01262539,0,0,-0.03651048,-0.07339744,-0.007507337,-0.01410984,-0.001014385,1.237582,0.0101041,0,0.4152848,0.2493861,-0.003557226,-0.002616468,0.4302377,1.043393,0.3185042,1.128868,0.0002499243,3.375e-05,19.80541,0.001672727,1.371838e-13,0.001384045,3.87572e-05,0.008334391,0,0.05,0,3.375e-05,-0.008986254,0.07785633,0.6992094,0.8000001,1,0.8333334,0,0.75,0,1,1,20,0,1.573913,1.624765,30732,0.7452609,587.56,92.29707
13825,1790258763.646,-0.1508897,-0.2206651,0.9360008,-0.02450175,-0.3939998,-0.004898407,0,-0.06502713,-0.006352726,-0.01041205,-0.04766819,-0.001162865,-0.01542,-0.0009979326,1.081931,-0.01490408,-0.0163672,0,-0.02629479,-0.05116208,-0.01115023,-0.003269577,-0.001122747,0.353722,0.008491679,0,0.4680302,0.1326716,-0.004027454,-0.003179475,0.4496146,0.8555026,0.2493638,1.141159,0.0002452773,5.0625e-05,19.80453,0.001669495,1.28843e-13,0.001386202,3.801568e-05,0.01010899,0,0.1,0,5.0625e-05,-0.008793741,0.07239565,0.7147412,0.6666667,1,1,1,1,1,0.5,1,20,0,2.320824,1.745448,24175,0.7451847,612.86,97.23579
13826,1790258767.912,-0.1555924,-0.2274555,0.9720016,-0.02620172,-0.9540112,-0.01380643,-0.08500002,-0.03904259,-0.007005255,-0.005533447,-0.02579542,-0.00112314,0,-5.261096e-05,1.155283,-0.01467709,0,0,-0.03390078,-0.07864365,-0.009263795,-0.007693317,-0.0003198234,1.117048,0.0307887,0,0.4457296,0.2685313,-0.003829742,-0.002748131,0.4633139,1.076112,0.3695965,1.234879,0.0002471358,5.0625e-05,19.80276,0.001650662,1.197489e-13,0.001364945,3.858098e-05,0.01422885,0.05,0.1,0,5.0625e-05,-0.008146472,0.07669457,0.7016555,1,nan,1,0.5,1,1,0.3333333,0,20,0,2.301968,1.895712,23418,0.7451546,637.4,101.3988
13827,1790258772.130,-0.1607875,-0.2415293,1.008003,-0.02524527,-0.6711599,-0.01106657,-0.1375,-0.05543756,-0.006888696,-0.022895,-0.0381988,-0.001214895,-0.008480001,-0.0003271553,1.173709,-0.0150645,-0.009784438,0,-0.0339373,-0.07657905,-0.011457,-0.007913261,-0.0002225797,0.8455663,0.02984176,0,0.4740884,0.2014261,-0.004066029,-0.003178287,0.4775465,1.045315,0.3414044,1.230019,0.0002417253,7.59375e-05,19.80283,0.001656559,1.105601e-13,0.001377034,3.780032e-05,0.01128447,0,0.1,0,7.59375e-05,-0.009876079,0.06947385,0.7789978,0.6666667,1,0.75,0.5,1,1,0,1,20,0,2.286521,1.894268,23513,0.7450932,661.87,106.3075
13828,1790258776.431,-0.1629589,-0.2443156,1.044003,-0.02354206,-1.019853,-0.01103076,-0.2083334,-0.0417072,-0.007704013,-0.005053931,-0.02733145,-0.001196508,0,-4.093126e-05,1.217376,-0.01654028,0,0,-0.03045445,-0.07458104,-0.008276545,-0.01373916,-0.003294736,1.060273,0.04996341,0,0.4949772,0.293299,-0.004039143,-0.002738514,0.4980003,1.156728,0.4311219,1.323178,0.0002390228,7.59375e-05,19.8004,0.001645947,1.04384e-13,0.001370153,3.677101e-05,0.01340543,0,0.05,0,7.59375e-05,-0.006823842,0.07015665,0.7547638,1,1,1,1,1,0,1,1,20,0,2.295695,1.96752,23058,0.7449732,686.5,109.4315
13829,1790258780.633,-0.1720262,-0.2534578,1.078504,-0.02708716,-0.5225393,-0.009581016,-0.03750001,-0.06651935,-0.007944651,-0.06403144,-0.04711669,-0.001296445,-0.01147,-0.000725001,1.242035,-0.01814541,-0.01187402,0,-0.0345651,-0.1118756,-0.01037912,-0.02367909,-9.858005e-06,0.9329623,0.002156067,0,0.5160029,0.2015493,-0.004570303,-0.003289822,0.5111073,1.085493,0.3455821,1.333903,0.0002383817,7.59375e-05,19.79633,0.001621698,9.968683e-14,0.001346809,3.650716e-05,0.01213709,0,0.05,0,7.59375e-05,-0.01113537,0.07441816,0.7914176,1,1,1,1,1,1,1,1,20,0,2.268396,1.894647,23613,0.7447421,707.04,115.6004
13830,1790258784.889,-0.1759162,-0.2647645,1.116005,-0.02839146,-0.9261479,-0.01097078,-0.2191668,-0.05117631,-0.008109173,-0.1688654,-0.03467245,-0.001310038,-0.003806667,-0.0002420398,1.31067,-0.01752878,-0.004518511,-1.541749e-06,-0.03764093,-0.1018234,-0.01021924,-0.01844856,-4.492253e-05,1.152028,0.01500553,0,0.5203145,0.2744507,-0.00443395,-0.003091186,0.5291578,1.205637,0.3421993,1.402974,0.0002376865,7.59375e-05,19.79205,0.001634834,9.413129e-14,0.001359638,3.75088e-05,0.01322888,0,0.05,0,7.59375e-05,-0.007453172,0.07686783,0.7701401,0.4,0.5,0.4,0,1,0.5,1,0.3333333,20,0,2.276626,1.928775,23375,0.7447008,732.39,118.6417
13831,1790258789.147,-0.1738139,-0.2664301,1.152006,-0.02860757,-1.110424,-0.01340745,-0.3200003,-0.0405788,-0.007888258,-0.005527083,-0.02701583,-0.00129419,0,-5.894275e-05,1.365388,-0.01639859,0,0,-0.04139112,-0.07958706,-0.009088028,-0.02295799,-3.570195e-05,1.49214,0.03765223,0,0.5371591,0.3209121,-0.004559416,-0.003170759,0.5582724,1.341643,0.4656064,1.464466,0.0002381861,7.59375e-05,19.79285,0.001637811,9.001818e-14,0.001362381,3.724349e-05,0.01256017,0,0.05,0,7.59375e-05,-0.008532643,0.07279823,0.8462309,1,nan,1,0.5,1,1,1,0,20,0,2.287401,1.930927,23304,0.7448115,754.84,123.4156
13832,1790258793.488,-0.188639,-0.2807079,1.188007,-0.027439,-0.839416,-0.009933375,-0.1028571,-0.06035182,-0.008673694,-0.04696191,-0.04280884,-0.001412328,-0.007865716,-0.0004168469,1.389106,-0.01993266,-0.007888185,0,-0.03894223,-0.1071024,-0.01276365,-0.01299769,-0.001174278,1.098815,0.01750971,0,0.564381,0.2689409,-0.004753626,-0.003444414,0.5624331,1.26386,0.3895602,1.465173,0.0002359113,7.59375e-05,19.79349,0.001606385,8.671222e-14,0.00133337,3.710296e-05,0.0139821,0,0.05,0,7.59375e-05,-0.005074739,0.06975733,0.8250282,0.75,1,0.8000001,1,1,1,1,0.5,20,0,2.249738,2.040032,22915,0.7448014,780.97,127.3341
13833,1790258797.743,-0.1929629,-0.2786437,1.224007,-0.02788779,-1.144562,-0.01240717,-0.115,-0.04280604,-0.009045261,-0.4042796,-0.02843588,-0.001435194,0,-0.0001257438,1.454564,-0.01972042,0,0,-0.03504994,-0.1027682,-0.009186345,-0.01121617,-0.0009479765,0.9756908,0.05111231,0,0.57824,0.3431372,-0.004768163,-0.002806321,0.5837902,1.305163,0.3980245,1.55357,0.0002327693,7.59375e-05,19.7917,0.001621487,8.307135e-14,0.001351063,3.765454e-05,0.01101508,0,0.05,0,7.59375e-05,-0.01063136,0.0767791,0.8232097,1,1,1,1,1,1,1,1,20,0,2.298767,1.91997,23301,0.7446446,804.2,128.3658
