step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
15,1789465518.807,-0.0513956,0.3129998,-0.01045348,-0.004,0,-0.003465771,0.4290025,0.0101703,-0.03458,0.15625,0,0,0,0,13.18772,1e-05,-0.03794402,0.01838008,0.6973792,0.3903701,0.03370237,3622,0.503632,261.8,4.696624
16,1789465519.219,-0.0513956,0.3129998,-0.01045348,-0.004,0,-0.003465771,0.4290025,0.0101703,-0.03458,0.15625,0,0,0,0,13.20376,1.5e-05,-0.03802587,0.02111664,0.6973792,0.3678682,0.04101658,3756,0.5041799,261.8,4.696624
17,1789465519.627,-0.0652572,0.3929166,-0.01052287,-0.004,0,-0.003886858,0.577271,0.007427277,-0.03190663,0.1692708,0,0,0,0,13.2178,1e-05,-0.03991239,0.02310164,0.5911657,0.3711069,0.03285766,3802,0.5043657,288.6667,5.470935
18,1789465520.028,-0.07072677,0.4310004,-0.01023758,-0.004,0,-0.004064133,0.6354197,0.01325948,-0.03857096,0.1875,0,0,0,0,13.22188,1e-05,-0.03698063,0.02654228,0.6291797,0.3657813,0.03253484,3856,0.5044472,288.6667,5.470935
19,1789465520.433,-0.07165013,0.4367505,-0.0103826,-0.004,0,-0.004100147,0.6590912,0.01296783,-0.03843124,0.1894531,0,0,0,0,13.22776,1e-05,-0.0340199,0.02469284,0.6220781,0.3666983,0.03539014,3820,0.5046963,303.2308,5.955786
20,1789465521.093,-0.07803953,0.4688348,-0.01092127,-0.003166667,0,-0.004184689,0.6818885,0.01061725,-0.0334676,0.2096354,0,0,0,0.1627604,13.23694,1e-05,-0.03655941,0.03033913,0.4857632,0.6219375,0.03407526,2341,0.5049437,457.1846,9.457929
21,1789465521.497,-0.0834346,0.500002,-0.009787133,0,0,-0.0037481,0.6478983,0.009572255,-0.0161119,0.21875,0,0,0,0.78125,13.24167,1e-05,-0.03238382,0.02996673,0.1884848,0.3690703,0.03249693,3825,0.5049711,457.1846,9.457929
22,1789465521.889,-0.0834346,0.500002,-0.009787133,0,0,-0.0037481,0.6478983,0.009572255,-0.0161119,0.21875,0,0,0,0.78125,13.24692,1.5e-05,-0.03901701,0.02993789,0.1884848,0.3565168,0.03247881,3948,0.5052578,457.1846,9.457929
23,1789465522.284,-0.0834346,0.500002,-0.009787133,0,0,-0.0037481,0.6478983,0.009572255,-0.0161119,0.21875,0,0,0,0.78125,13.25391,1e-05,-0.03881121,0.03153202,0.1884848,0.3578019,0.03338718,3926,0.5053271,457.1846,9.457929
24,1789465522.679,-0.0834346,0.500002,-0.009787133,0,0,-0.0037481,0.6478983,0.009572255,-0.0161119,0.21875,0,0,0,0.78125,13.2563,1e-05,-0.03709908,0.02781393,0.1884848,0.3573925,0.03410363,3923,0.5054179,457.1846,9.457929
25,1789465523.073,-0.01707168,0.09999993,-0.007789977,-0.004,0,-0.00186784,0.1123351,0.0007197421,-0.02561127,0.234375,0,0,0,0.765625,13.26154,1e-05,-0.03679552,0.03328949,0.5246053,0.357213,0.03373575,3928,0.5056216,451.7879,9.338371
26,1789465523.477,-0.05236253,0.3163331,-0.01028292,-0.004,0,-0.002882672,0.6630012,0.03134556,-0.02552656,0.234375,0,0,0,0.765625,13.26837,1e-05,-0.03501871,0.03177636,0.5064003,0.3627315,0.03778434,3835,0.5057909,450.0746,9.345951
27,1789465523.902,-0.05557079,0.3359997,-0.01050955,-0.004,0,-0.00297493,0.7130617,0.03412972,-0.02551886,0.234375,0,0,0,0.765625,13.27493,1e-05,-0.03885926,0.0311103,0.5047454,0.3847694,0.03429198,3665,0.5059952,450.0746,9.345951
28,1789465524.341,-0.07050858,0.4248343,-0.01016315,-0.001833333,0,-0.003372209,0.7402834,0.02131531,-0.02049487,0.2226562,0,0,0,0.7773438,13.28135,1e-05,-0.03657116,0.03982725,0.3252989,0.398371,0.0362699,3533,0.5061561,451.5217,9.420058
29,1789465524.758,-0.0820251,0.500002,-0.01047421,0,0,-0.003767554,0.904828,0.02628869,-0.01698617,0.203125,0,0,0,0.796875,13.28809,1e-05,-0.03488967,0.03406858,0.1903114,0.3799229,0.0340991,3709,0.5063716,451.5217,9.420058
30,1789465525.169,-0.0820251,0.500002,-0.01047421,0,0,-0.003767554,0.904828,0.02628869,-0.01698617,0.203125,0,0,0,0.796875,13.29692,1e-05,-0.03405089,0.03418553,0.1903114,0.3742652,0.0327816,3773,0.5066553,451.5217,9.420058
31,1789465525.568,-0.0820251,0.500002,-0.01047421,0,0,-0.003767554,0.904828,0.02628869,-0.01698617,0.203125,0,0,0,0.796875,13.30449,1e-05,-0.03386498,0.03702846,0.1903114,0.3609283,0.03565669,3873,0.5067912,451.5217,9.420058
32,1789465525.972,-0.08407515,0.4981269,-0.01083341,-0.0008333334,0,-0.003810143,0.614919,0.007662829,-0.02487459,0.1796875,0,0,0,0.8203125,13.31005,1e-05,-0.03289944,0.03715702,0.2505702,0.3658187,0.03404093,3841,0.5069842,454.0685,9.519191
33,1789465526.367,-0.06879304,0.4133344,-0.009728743,-0.001666667,0,-0.003565241,0.8228149,0.03879443,-0.02508227,0.1608073,0,0,0,0.8391927,13.31488,1e-05,-0.03389549,0.03424433,0.3545764,0.3590457,0.03289461,3918,0.5070522,453.1579,9.658898
34,1789465526.767,-0.08369013,0.500002,-0.008870563,0,0,-0.003608024,1.314354,0.06766798,-0.01612962,0.140625,0,0,0,0.859375,13.31843,1e-05,-0.03832384,0.02786335,0.09892575,0.3616824,0.03525805,3869,0.5071918,453.1579,9.658898
35,1789465527.159,-0.08369013,0.500002,-0.008870563,0,0,-0.003608024,1.314354,0.06766798,-0.01612962,0.140625,0,0,0,0.859375,13.32262,1e-05,-0.03064943,0.03267263,0.09892575,0.3564093,0.03269911,3947,0.5072895,453.1579,9.658898
36,1789465527.557,-0.0601647,0.3706248,-0.009750121,-0.003833334,0,-0.004324039,0.533602,0.02330921,-0.06606945,0.155599,0,0,0,0.8444011,13.32764,1e-05,-0.03064229,0.03148443,0.5449339,0.3587699,0.03533316,3897,0.507475,452.026,9.629629
37,1789465527.952,-0.06907438,0.3879997,-0.01062044,-0.004,0,-0.004321606,0.8725537,0.03035983,-0.03480126,0.171875,0,0,0,0.828125,13.33504,1e-05,-0.03273601,0.02230304,0.5123507,0.3571143,0.03462338,3920,0.5077,451.218,9.655928
38,1789465528.366,-0.08105738,0.4953352,-0.01044319,-0.0001666667,0,-0.003958106,0.8139684,0.01969656,-0.02020816,0.1536458,0,0,0,0.8463542,13.34142,1e-05,-0.03280774,0.03635918,0.1325506,0.3755951,0.03524327,3738,0.5078324,452.4375,9.731368
39,1789465528.780,-0.08589577,0.500002,-0.01037359,0,0,-0.003700091,0.9455287,0.03068591,-0.01648588,0.140625,0,0,0,0.859375,13.34617,1e-05,-0.02945366,0.02649189,0.1559372,0.3778808,0.03297114,3738,0.507981,452.4375,9.731368
40,1789465529.194,-0.08195381,0.4896684,-0.01029153,-0.001333333,0,-0.004183057,0.8880219,0.03039661,-0.03688312,0.1458333,0,0,0,0.8541667,13.35284,1e-05,-0.0271044,0.02914185,0.3339907,0.3744056,0.03529382,3749,0.5081961,453.2317,9.796323
41,1789465529.621,-0.08420666,0.500002,-0.01008953,0,0,-0.004106694,1.095438,0.04550462,-0.02687113,0.1210938,0,0,0,0.8789062,13.35999,1e-05,-0.02739532,0.03905714,0.2744493,0.3880272,0.0350914,3630,0.5083772,489.48,12.48852
42,1789465530.023,-0.08335041,0.500002,-0.01013464,0,0,-0.00400163,1.042607,0.04700213,-0.02232188,0.109375,0,0,0,0.890625,13.36268,1e-05,-0.03040722,0.03118983,0.1742379,0.3637726,0.03512549,3850,0.5083617,489.48,12.48852
43,1789465530.436,-0.08335041,0.500002,-0.01013464,0,0,-0.00400163,1.042607,0.04700213,-0.02232188,0.109375,0,0,0,0.890625,13.36136,1e-05,-0.03481857,0.01984658,0.1742379,0.3739257,0.03543162,3752,0.5083215,489.48,12.48852
44,1789465530.835,-0.05732077,0.3493339,-0.01013339,-0.002666667,0,-0.003745506,0.7150921,0.03512533,-0.02926095,0.1197917,0,0,0,0.8802084,13.36184,1e-05,-0.03032972,0.02484602,0.3878369,0.3634307,0.03235412,3880,0.5083797,487.23,12.43554
45,1789465531.231,-0.05107167,0.3116668,-0.00985668,-0.003333333,0,-0.003659327,0.6597683,0.03480494,-0.03095378,0.1223958,0,0,0,0.8776042,13.36434,1e-05,-0.03064474,0.01942435,0.4289725,0.3593249,0.03260255,3919,0.5084685,487.23,12.521
46,1789465531.628,-0.08470164,0.500002,-0.008571651,0,0,-0.003870797,1.160843,0.057774,-0.02197089,0.1080729,0,0,0,0.8919271,13.36833,1e-05,-0.02773033,0.01684077,0.1053895,0.361933,0.03241134,3895,0.508591,487.23,12.50233
47,1789465532.021,-0.08251753,0.500002,-0.009621182,0,0,-0.003893366,0.7088062,0.001442455,-0.02087788,0.09375,0,0,0,0.90625,13.37159,1e-05,-0.02595872,0.02008235,0.1574871,0.3545606,0.03499055,3942,0.5086545,487.23,12.50233
48,1789465532.421,-0.08205041,0.4932935,-0.009988572,-0.001166667,0,-0.004206909,0.7711883,0.0107281,-0.03039929,0.0983073,0,0,0,0.9016927,13.37369,1e-05,-0.02540249,0.02360241,0.3002279,0.3617196,0.03508472,3870,0.5087127,487.01,12.53193
49,1789465532.820,-0.08362462,0.4932935,-0.01055235,-0.001166667,0,-0.004433179,0.8755479,0.012917,-0.02960123,0.109375,0,0,0,0.890625,13.37888,1e-05,-0.02699678,0.01884743,0.3166336,0.3605108,0.03490973,3884,0.5089412,487.01,12.59478
50,1789465533.222,-0.07463393,0.4462508,-0.01125029,-0.002166667,0,-0.004172293,0.8390636,0.01626745,-0.03400094,0.125651,0,0,0,0.874349,13.38533,1e-05,-0.02358688,0.02225108,0.4062517,0.3631201,0.0353756,3854,0.5090729,485.35,12.61602
51,1789465533.644,-0.05629799,0.3420831,-0.009621609,-0.004,0,-0.003417879,0.6576924,0.03890216,-0.04175044,0.140625,0,0,0,0.859375,13.39042,1e-05,-0.02427479,0.02629955,0.5916444,0.3785229,0.03736258,3693,0.5092307,483.73,12.60574
52,1789465534.070,-0.05747806,0.3505833,-0.009354586,-0.003666667,0,-0.003391675,0.6607167,0.03906448,-0.03974132,0.1393229,0,0,0,0.8606771,13.39512,1e-05,-0.02149159,0.02520331,0.5532712,0.3843222,0.03627133,3651,0.5093381,483.73,12.62998
53,1789465534.487,-0.07998255,0.500002,-0.008622887,0,0,-0.003528631,0.9556159,0.01493075,-0.01904735,0.1223958,0,0,0,0.8776042,13.39781,1e-05,-0.0200629,0.0196811,0.1648864,0.3778439,0.03507972,3719,0.5093926,483.73,12.66083
54,1789465534.928,-0.07622125,0.4748767,-0.01091626,-0.0005,0,-0.003607505,0.7386669,0.01203585,-0.02384721,0.1230469,0,0,0,0.8769531,13.40046,0.0001139063,-0.02344945,0.02702161,0.2020144,0.3919866,0.04518628,3513,0.509513,481.73,12.61914
55,1789465535.327,-0.08031011,0.500002,-0.01133182,0,0,-0.00374461,0.7270818,0.008465501,-0.02360519,0.125,0,0,0,0.875,13.40378,1e-05,-0.03150492,0.01492869,0.1462109,0.3608673,0.03503251,3879,0.5095423,481.73,12.61914
56,1789465535.724,-0.07871598,0.4888351,-0.01109383,-0.0003333334,0,-0.003714749,0.7324535,0.01073524,-0.02491435,0.124349,0,0,0,0.8756511,13.40509,1.5e-05,-0.02126001,0.02221629,0.1781269,0.3599594,0.03327799,3906,0.5096167,480.4,12.61465
57,1789465536.132,-0.06133858,0.3703747,-0.009695176,-0.004,0,-0.003474934,0.6389435,0.02664066,-0.03719862,0.1282552,0,0,0,0.8717448,13.40805,1e-05,-0.01945637,0.01760433,0.5677199,0.3688743,0.03608251,3792,0.5096842,479.28,12.64359
58,1789465536.526,-0.06572849,0.401125,-0.01070354,-0.0035,0,-0.00369569,0.923265,0.05056002,-0.02923164,0.140625,0,0,0,0.859375,13.4086,1e-05,-0.0178452,0.01565663,0.5826399,0.3566957,0.03313398,3940,0.5096714,479.28,12.69335
59,1789465536.909,-0.08007443,0.500002,-0.008716295,0,0,-0.003823252,0.9220901,0.02053934,-0.02418991,0.140625,0,0,0,0.859375,13.40753,0.0001139063,-0.02109691,0.0130519,0.1697743,0.3465416,0.03353834,4041,0.5096234,479.28,12.71025
60,1789465537.288,-0.08088588,0.500002,-0.009655064,0,0,-0.004165731,1.030193,0.02503715,-0.02538963,0.140625,0,0,0,0.859375,13.40705,2.25e-05,-0.03325711,0.01198036,0.1155804,0.341902,0.03330898,4093,0.5096483,479.28,12.71025
61,1789465537.678,-0.07772875,0.500002,-0.009782336,0,0,-0.003800439,1.091354,0.03483337,-0.02428901,0.1282552,0,0,0,0.8717448,13.40953,5.0625e-05,-0.02917749,0.01440748,0.1075117,0.3519623,0.0348928,3970,0.5097436,479.28,12.82974
62,1789465538.076,-0.07679147,0.500002,-0.009680031,0,0,-0.003674309,1.168786,0.0479692,-0.02279066,0.125,0,0,0,0.875,13.41137,1e-05,-0.02665892,0.01866446,0.1051088,0.3590796,0.03503466,3897,0.5097636,489.8,14.57976
63,1789465538.467,-0.07758241,0.500002,-0.009678266,0,0,-0.00376309,1.138747,0.05082084,-0.02317574,0.125,0,0,0,0.875,13.41164,1e-05,-0.02863518,0.01963784,0.1109241,0.351536,0.03607655,3962,0.5097682,489.8,14.57976
64,1789465538.867,-0.07758241,0.500002,-0.009678266,0,0,-0.00376309,1.138747,0.05082084,-0.02317574,0.125,0,0,0,0.875,13.41259,1e-05,-0.03468969,0.01595384,0.1109241,0.3623028,0.03396869,3876,0.5098155,489.8,14.57976
65,1789465539.248,-0.07856146,0.500002,-0.01017604,0,0,-0.003646797,1.352602,0.0910065,-0.01992797,0.1119792,0,0,0,0.8880209,13.41374,1e-05,-0.02770919,0.01831225,0.04488521,0.3454876,0.03274703,4060,0.509836,489.8,14.61193
66,1789465539.623,-0.07779831,0.500002,-0.009953827,0,0,-0.003641397,1.368604,0.09983688,-0.02044453,0.109375,0,0,0,0.890625,13.41478,1e-05,-0.03181368,0.01536677,0.05757462,0.3380399,0.03334999,4135,0.5098751,489.8,14.67195
67,1789465539.997,-0.07754054,0.500002,-0.009393357,0,0,-0.003792587,1.308427,0.09389254,-0.02223511,0.109375,0,0,0,0.890625,13.41866,1e-05,-0.03243082,0.01413245,0.1016757,0.337183,0.03304148,4148,0.5100662,489.8,14.67931
68,1789465540.385,-0.08252107,0.500002,-0.009642578,0,0,-0.004138999,1.288508,0.07130002,-0.02061011,0.109375,0,0,0,0.890625,13.42348,1e-05,-0.03445689,0.01592684,0.07859586,0.3503039,0.03486681,3987,0.5101309,489.8,14.67931
69,1789465540.783,-0.08044233,0.500002,-0.01014657,0,0,-0.004060805,1.330919,0.1039208,-0.02183647,0.1022135,0,0,0,0.8977865,13.42418,1e-05,-0.03025103,0.01544615,0.08034252,0.3592894,0.03469038,3898,0.5101198,489.8,14.69181
70,1789465541.190,-0.07805769,0.500002,-0.009711213,0,0,-0.003661356,1.31362,0.07383452,-0.02303242,0.09375,0,0,0,0.90625,13.42505,1e-05,-0.02961388,0.01701627,0.1230961,0.3683519,0.03539181,3804,0.5101703,489.8,14.70151
71,1789465541.592,-0.07487135,0.500002,-0.009980559,0,0,-0.003629832,1.188769,0.0472014,-0.02151264,0.07096355,0,0,0,0.9290365,13.42731,3.375e-05,-0.03005891,0.01485138,0.05531611,0.3646784,0.03304553,3861,0.5102589,489.8,14.65262
72,1789465541.984,-0.07675901,0.500002,-0.01131577,0,0,-0.004104626,1.191195,0.02818584,-0.02228422,0.046875,0,0,0,0.953125,13.43071,1.5e-05,-0.03658758,0.01471904,0.1119985,0.3541944,0.03492284,3947,0.510357,489.8,14.65262
73,1789465542.383,-0.07623804,0.500002,-0.01099292,0,0,-0.004065583,1.210895,0.04151311,-0.02195588,0.046875,0,0,0,0.953125,13.43226,1e-05,-0.02752172,0.01150974,0.10541,0.3601949,0.03483272,3888,0.5103585,489.8,14.74661
74,1789465542.785,-0.08026499,0.500002,-0.01079438,0,0,-0.003938852,1.281058,0.06123576,-0.02039288,0.04622396,0,0,0,0.9537761,13.43382,0.0001708594,-0.0270443,0.01194779,0.07488311,0.3648999,0.03300786,3860,0.5104961,489.8,14.76401
75,1789465543.186,-0.07716343,0.500002,-0.01131053,0,0,-0.004038434,1.368297,0.06615912,-0.02110774,0.03125,0,0,0,0.96875,13.43968,1.5e-05,-0.01983847,0.009295493,0.1282034,0.3655074,0.03270459,3857,0.5105864,489.8,14.81097
76,1789465543.602,-0.07697591,0.500002,-0.01143774,0,0,-0.004025725,1.393795,0.06997438,-0.02107321,0.03125,0,0,0,0.96875,13.44106,0.0001139063,-0.02188681,0.01018502,0.1273295,0.3760233,0.03636742,3724,0.5106388,489.8,14.81097
77,1789465544.032,-0.07692492,0.500002,-0.01085168,0,0,-0.003995615,1.244449,0.05371577,-0.02095102,0.02734375,0,0,0,0.9726562,13.44262,1e-05,-0.01823874,0.01088957,0.1416557,0.3908131,0.0348866,3608,0.5106556,489.8,14.80862
78,1789465544.456,-0.07608706,0.500002,-0.009434639,0,0,-0.003924936,0.9046018,0.02433256,-0.02145519,0.009765625,0,0,0,0.9902344,13.44174,0.0001139063,-0.02184217,0.009705792,0.1731466,0.3848236,0.03611517,3648,0.5106015,489.8,14.77988
79,1789465544.904,-0.07500028,0.500002,-0.009754827,0,0,-0.003832394,1.075539,0.04736289,-0.02310313,0,0,0,0,1,13.4391,2.25e-05,-0.03127597,0.0101085,0.1499207,0.3916361,0.05194807,3462,0.5105457,489.8,14.84919
80,1789465545.307,-0.07531599,0.500002,-0.009539571,0,0,-0.00379407,1.28111,0.06623031,-0.02230689,0,0,0,0,1,13.44001,0.0001708594,-0.02866455,0.009429181,0.1340869,0.3643084,0.03413439,3855,0.5106568,489.8,14.87234
81,1789465545.705,-0.0744228,0.500002,-0.009884196,0,0,-0.004019178,1.348808,0.07936358,-0.02033511,0,0,0,0,1,13.44508,5.0625e-05,-0.03217021,0.01229003,0.0911863,0.3617604,0.03283358,3892,0.5107448,489.8,14.87234
82,1789465546.116,-0.07693835,0.500002,-0.01036274,0,0,-0.003718166,1.244894,0.06873199,-0.02196033,0,0,0,0,1,13.44606,1e-05,-0.02838849,0.01302231,0.1059701,0.3737185,0.03335953,3773,0.5107656,489.8,14.96656
83,1789465546.518,-0.07586979,0.500002,-0.01026471,0,0,-0.00396942,1.17777,0.05734081,-0.02183649,0,0,0,0,1,13.44651,1e-05,-0.02887662,0.02223006,0.1204293,0.365576,0.03303576,3853,0.5107741,500,16.04271
84,1789465546.917,-0.07636013,0.500002,-0.010305,0,0,-0.003950658,1.152005,0.0518507,-0.02188787,0,0,0,0,1,13.44556,1e-05,-0.02551165,0.02194744,0.1235683,0.3627863,0.03315878,3879,0.5107167,500,16.04271
85,1789465547.318,-0.07636013,0.500002,-0.010305,0,0,-0.003950658,1.152005,0.0518507,-0.02188787,0,0,0,0,1,13.44316,1e-05,-0.02965661,0.01412148,0.1235683,0.3633692,0.03372931,3868,0.5106484,500,16.04271
86,1789465547.720,-0.07401578,0.500002,-0.009332187,0,0,-0.004104614,0.9955029,0.03069957,-0.02364337,0,0,0,0,1,13.44199,3.375e-05,-0.0267476,0.01252004,0.1570017,0.3662851,0.03281164,3848,0.5106362,500,16.02829
87,1789465548.119,-0.0737531,0.500002,-0.0103753,0,0,-0.003795388,1.128292,0.05215866,-0.02123739,0,0,0,0,1,13.44234,1.5e-05,-0.02182355,0.009432699,0.119703,0.3627439,0.03225827,3888,0.5106698,500,16.01978
88,1789465548.525,-0.07455868,0.500002,-0.01108084,0,0,-0.003681882,1.199685,0.06420505,-0.01838634,0,0,0,0,1,13.44445,1e-05,-0.02388075,0.008867065,0.07699485,0.3680167,0.0341301,3819,0.5107436,500,16.05412
89,1789465548.935,-0.07605421,0.500002,-0.01060824,0,0,-0.00395589,1.11373,0.05102728,-0.01776325,0,0,0,0,1,13.44735,0.0001139063,-0.02540429,0.009978248,0.06942169,0.3742878,0.03311181,3770,0.5108698,500,16.05412
90,1789465549.338,-0.07601052,0.500002,-0.01102271,0,0,-0.003762143,0.9252502,0.03004981,-0.02020374,0,0,0,0,1,13.4553,1.5e-05,-0.02903483,0.009101393,0.1063577,0.3653185,0.03329635,3853,0.5110831,500,16.01639
91,1789465549.747,-0.07473518,0.500002,-0.01109486,0,0,-0.003966463,1.383899,0.102033,-0.02318396,0,0,0,0,1,13.45704,5.0625e-05,-0.02564316,0.01306169,0.1156919,0.3722315,0.0337522,3783,0.5110717,500,16.01639
92,1789465550.151,-0.07294007,0.500002,-0.01037695,0,0,-0.003733531,1.05156,0.02061916,-0.02240727,0,0,0,0,1,13.45606,1e-05,-0.02342147,0.01245741,0.1042062,0.3662479,0.03403139,3837,0.5110359,500,16.02177
93,1789465550.547,-0.07309546,0.500002,-0.010798,0,0,-0.004056759,1.158183,0.01887812,-0.02012157,0,0,0,0,1,13.45614,5.0625e-05,-0.0208317,0.01164149,0.1197808,0.3603661,0.03282189,3906,0.5110726,500,16.02177
94,1789465550.952,-0.07229423,0.500002,-0.01056158,0,0,-0.003971295,1.190454,0.0418811,-0.02122488,0,0,0,0,1,13.45697,1e-05,-0.01738853,0.01133227,0.1097644,0.3676438,0.03286362,3835,0.5110748,500,16.05589
95,1789465551.357,-0.07181372,0.500002,-0.01029208,0,0,-0.003748987,1.281384,0.06689645,-0.02202445,0,0,0,0,1,13.4564,1e-05,-0.01626196,0.01033169,0.1012914,0.3685122,0.0328238,3827,0.5110531,500,16.08686
96,1789465551.758,-0.07095881,0.500002,-0.009373361,0,0,-0.004082671,1.422218,0.09281894,-0.02190599,0,0,0,0,1,13.45689,1e-05,-0.01900742,0.01077728,0.09949724,0.3651164,0.03279614,3860,0.5110939,500,16.08686
97,1789465552.159,-0.07095881,0.500002,-0.009373361,0,0,-0.004082671,1.422218,0.09281894,-0.02190599,0,0,0,0,1,13.45838,0.0001139063,-0.02256226,0.009077511,0.09949724,0.3651214,0.03271556,3860,0.5111356,500,16.08686
98,1789465552.559,-0.072045,0.500002,-0.00986682,0,0,-0.004077767,1.374517,0.1012978,-0.02143054,0,0,0,0,1,13.46116,1e-05,-0.02762102,0.01010637,0.07557176,0.3632805,0.03263569,3879,0.5112325,500,16.0963
99,1789465552.957,-0.07261208,0.500002,-0.01031932,0,0,-0.004178008,1.414166,0.1213606,-0.02217507,0,0,0,0,1,13.46276,5.0625e-05,-0.02181614,0.01020758,0.06547843,0.3616793,0.03301048,3891,0.5112465,500,16.14683
