step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
68,1.36,0.427997,0.110982,0.0607972,0.256218,0.147106,0,9.1962,0.00500146,-0.0299595,0.00389374,2.17883,0.000885606,0.5,0.320997,0,0.766898,-0.427088,0.391539,9.51995,23.7
69,1.38,0.38422,0.0765135,0.0315372,0.276169,0.149832,0,8.84961,0.0397702,0.0229861,-0.274908,2.16334,0.0146787,0.5,0.316478,0,0.732918,-0.39906,0.369442,9.60842,23.7
70,1.4,0.343897,0.045184,0.00720575,0.291507,0.150899,0,8.45598,0.0261203,0.0111242,-0.126311,2.13164,0.0139262,0.5,0.311958,0,0.70529,-0.37917,0.351954,9.70086,23.7
71,1.42,0.341639,0.0162655,0.0111239,0.314249,0.152949,0,7.61291,0.0258213,0.0132186,-0.193792,2.11985,0.0218548,0.5,0.307439,0,0.679368,-0.364039,0.32706,9.58293,23.7
72,1.44,0.374786,0.012597,0.0238144,0.338374,0.154246,0,7.81287,0.0294376,0.00657048,-0.267896,2.11742,0.028124,0.5,0.302919,0,0.650931,-0.351389,0.30078,9.514,23.7
73,1.46,0.442607,0.0446337,0.0302283,0.367745,0.155977,0,8.56593,0.02458,0.0160114,-0.29585,2.12648,0.0399689,0.5,0.2984,0,0.617488,-0.341267,0.26925,9.28191,25.2364
74,1.48,0.504204,0.0882048,0.0288731,0.387126,0.156689,0,9.08672,0.0083745,0.0222741,-0.128488,2.1281,0.043785,0.5,0.29388,0,0.573697,-0.341386,0.247708,8.96026,29.1118
75,1.5,0.526844,0.107542,0.0236199,0.395682,0.157194,0,9.55874,0.00935998,0.0226943,-0.137597,2.14602,0.0491196,0.5,0.289361,0,0.553793,-0.344208,0.236988,8.69687,32.7402
76,1.52,0.527741,0.10645,0.0192491,0.402042,0.156833,0,10.3884,0.0023236,0.0308107,-0.180483,2.18949,0.0525729,0.5,0.284841,0,0.554298,-0.346679,0.228461,8.63624,35.4798
77,1.54,0.527653,0.104302,0.0143768,0.408974,0.153745,0,10.6647,-0.0888719,0.0387762,-0.218802,2.22687,0.0392397,0.5,0.280322,0,0.554649,-0.352441,0.219359,8.53815,36.2033
78,1.56,0.522641,0.102116,0.0101244,0.410401,0.152722,0,9.83344,0.0291841,0.017348,0.0851735,2.2643,0.0321653,0.5,0.275803,0,0.553967,-0.357324,0.215759,8.60428,35.9427
79,1.58,0.528358,0.10059,0.0110769,0.416691,0.153474,0,9.15196,0.0892947,-0.00870422,-0.276993,2.27236,0.0394597,0.5,0.271283,0,0.556833,-0.351578,0.207293,8.57144,34.303
