step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
6944,1790193210.614,-0.1151444,-0.1522181,1.498514,-0.01381658,-0.001221182,0,-0.03864634,-0.01877819,-0.0002423523,-0.03379668,-0.001937789,-0.02314001,-0.00061191,1.929311,-0.01353485,-0.02717768,0,-0.02524538,-0.02120234,-0.009805227,0.8832662,0.1696477,-0.005072501,-0.002567224,0.8810775,1.811836,0.842178,1.931081,4.198943e-05,5.0625e-05,11.3349,4.76913e-05,2.448247e-08,2.610772e-08,5.651281e-06,0.01287566,0,0.05,0,5.0625e-05,-0.007697315,0.01673618,1.022531,1.576589,37822,0.4660611,999,187.4272
6945,1790193213.231,-0.1173509,-0.1542429,1.498514,-0.01469359,-0.001231928,0,-0.04428834,-0.01871327,-5.557395e-05,-0.03875545,-0.001938936,-0.026628,-0.0006117648,1.940565,-0.01367632,-0.03069324,0,-0.02632429,-0.02557318,-0.01159193,0.8766491,0.1190403,-0.005074165,-0.002810846,0.8892271,1.814456,0.8438716,1.929845,4.251931e-05,3.375e-05,11.3362,4.805361e-05,2.342706e-08,2.582761e-08,5.485043e-06,0.01424362,0.05,0.05,0,3.375e-05,-0.006067294,0.01611762,1.038301,1.572704,37649,0.466122,995.56,186.8765
6946,1790193215.855,-0.1153762,-0.1540146,1.498514,-0.0141323,-0.001084074,0,-0.04195879,-0.0175136,-0.03263959,-0.03846127,-0.001890485,-0.02659001,-0.0009512154,1.9288,-0.01464273,-0.03194463,0,-0.02605688,-0.02636348,-0.01062871,0.8782901,0.1186878,-0.005325479,-0.002752556,0.8868381,1.792478,0.824053,1.921256,4.217881e-05,3.375e-05,11.33804,4.727466e-05,2.596273e-08,2.721427e-08,5.042676e-06,0.01448759,0.05,0.1,0,3.375e-05,-0.007646297,0.0166321,1.03273,1.578252,37650,0.4661332,999,186.351
6947,1790193218.485,-0.1140936,-0.1576729,1.498514,-0.01575088,-0.0009450646,0,-0.03850216,-0.01812356,-0.0002262342,-0.03432957,-0.001897603,-0.02266001,-0.0009856778,1.934813,-0.01411195,-0.02716204,0,-0.02702874,-0.02000625,-0.009530773,0.8783376,0.1769623,-0.005200837,-0.002591682,0.8773614,1.789646,0.8308384,1.934966,3.97226e-05,3.375e-05,11.33677,4.477979e-05,2.211504e-08,2.393748e-08,5.011146e-06,0.01532321,0.05,0.1,0,3.375e-05,-0.007404494,0.01608515,1.043265,1.579428,37482,0.4660512,997.49,186.2129
6948,1790193221.082,-0.1096009,-0.1540361,1.498514,-0.01693789,-0.0009438812,0,-0.02875006,-0.0190412,-0.002417655,-0.02576517,-0.001914012,-0.01274,-0.0005754778,1.91125,-0.01373546,-0.01640669,0,-0.02581732,-0.02081305,-0.009074802,0.8744475,0.2935049,-0.004990037,-0.00219002,0.887639,1.8238,0.8588027,1.939976,4.029167e-05,2.25e-05,11.33537,4.545703e-05,2.095737e-08,2.351149e-08,5.120882e-06,0.01481913,0.1,0.1,0,2.25e-05,-0.006912533,0.01667789,1.025862,1.558786,38033,0.4660501,999,187.3767
6949,1790193223.699,-0.112916,-0.1569226,1.498514,-0.01522219,-0.001043503,0,-0.03533886,-0.01787912,-0.0003245992,-0.03128072,-0.001915247,-0.01993,-0.0006955645,1.924575,-0.0135944,-0.02339571,0,-0.0251402,-0.02649245,-0.009099564,0.8727487,0.203772,-0.005245473,-0.002466456,0.8757219,1.77088,0.8162334,1.937969,4.326506e-05,2.25e-05,11.33881,4.858129e-05,2.148246e-08,2.452037e-08,5.270229e-06,0.01442455,0.05,0.1,0,2.25e-05,-0.002473177,0.04185711,1.023598,1.586368,37664,0.466262,999,187.7679
6950,1790193226.312,-0.1128796,-0.1535299,1.498514,-0.01403551,-0.001175374,0,-0.03258818,-0.01919269,0,-0.02766856,-0.001949903,-0.01722667,-0.0005159768,1.921108,-0.01224339,-0.02017979,0,-0.0236246,-0.01649731,-0.008641945,0.8960847,0.2381102,-0.005057179,-0.002272369,0.8858485,1.839836,0.8713392,1.945199,4.187182e-05,3.375e-05,11.34796,4.710624e-05,2.394846e-08,2.507792e-08,5.185389e-06,0.01099126,0,0.1,0,3.375e-05,-0.008315941,0.01780788,1.025765,1.581058,37710,0.4664074,989.82,185.8067
6951,1790193228.918,-0.1157379,-0.1538082,1.498514,-0.01532268,-0.001030968,0,-0.03955883,-0.01794395,-0.003566537,-0.03552362,-0.001925306,-0.02277001,-0.0006401414,1.928313,-0.01421091,-0.02628921,0,-0.02595363,-0.02402719,-0.01106403,0.8768076,0.1776619,-0.005206655,-0.002650295,0.8738256,1.776001,0.7991284,1.927836,3.999758e-05,5.0625e-05,11.34889,4.511122e-05,2.130872e-08,2.344446e-08,5.068886e-06,0.01430697,0,0.1,0,5.0625e-05,-0.007658534,0.0139976,1.018714,1.581272,37809,0.4663517,999,188.0642
6952,1790193231.517,-0.112615,-0.1571129,1.498514,-0.01559363,-0.001051417,0,-0.03509695,-0.01845789,-3.169e-05,-0.03309793,-0.001934388,-0.01760001,-0.000904721,1.92425,-0.0142882,-0.02207555,0,-0.02519522,-0.0180588,-0.009519666,0.8779628,0.2364433,-0.005040997,-0.002387325,0.8771253,1.81963,0.833003,1.929662,3.927221e-05,5.0625e-05,11.34712,4.425204e-05,2.131729e-08,2.427801e-08,4.934235e-06,0.01471251,0,0.05,0,5.0625e-05,-0.006270922,0.01492825,1.014534,1.577255,37929,0.4663318,999,187.7539
6953,1790193234.128,-0.111877,-0.1586612,1.498514,-0.01489217,-0.001018489,-0.009000001,-0.03442062,-0.01759866,-0.003032222,-0.03014459,-0.001910472,-0.01961201,-0.0006657715,1.920675,-0.01332167,-0.02365531,0,-0.02553274,-0.02638245,-0.009651825,0.8718135,0.2116663,-0.005225665,-0.002464091,0.8765706,1.748357,0.7777989,1.917316,3.954125e-05,5.0625e-05,11.3462,4.467867e-05,2.091301e-08,2.382698e-08,5.092678e-06,0.01328975,0,0.05,0,5.0625e-05,-0.006530024,0.01533137,1.02302,1.581115,37749,0.4662745,999,187.9576
6954,1790193236.735,-0.1180613,-0.1534303,1.498514,-0.01530602,-0.001290481,0,-0.04390681,-0.01853996,-1.487533e-05,-0.03818738,-0.001937471,-0.02628667,-0.0009216405,1.927825,-0.01401411,-0.03217013,0,-0.02520774,-0.02871273,-0.009992618,0.8724038,0.1181723,-0.005092983,-0.002829928,0.8835353,1.805058,0.8504636,1.92645,3.956627e-05,3.375e-05,11.34164,4.481085e-05,2.03775e-08,2.319265e-08,5.201013e-06,0.01469307,0.05,0.05,0,3.375e-05,-0.006651403,0.01609945,1.017323,1.584383,37784,0.4661897,999,187.711
6955,1790193239.360,-0.1146838,-0.1559709,1.498514,-0.01493742,-0.001096132,0,-0.03830573,-0.01816511,-0.003150041,-0.03354928,-0.001934417,-0.02229001,-0.0005716797,1.930317,-0.01324995,-0.02570059,0,-0.02470252,-0.02082816,-0.01089479,0.8831236,0.1780695,-0.005093449,-0.002564913,0.8858328,1.788917,0.8341998,1.932778,4.001685e-05,5.0625e-05,11.34041,4.540418e-05,2.056212e-08,2.319372e-08,5.343575e-06,0.01364426,0,0.1,0,5.0625e-05,-0.007227664,0.01793881,1.028041,1.589832,37551,0.4662274,999,187.6467
6956,1790193241.982,-0.1170955,-0.1558509,1.498514,-0.01455927,-0.001206204,0,-0.04523998,-0.01859077,0,-0.04050338,-0.001951664,-0.02910801,-0.001047594,1.942645,-0.01445465,-0.03421883,0,-0.02673516,-0.023397,-0.01067673,0.8801122,0.09541475,-0.005156322,-0.002869366,0.8870806,1.820629,0.8196172,1.920226,4.103735e-05,3.375e-05,11.34222,4.629559e-05,2.139645e-08,2.371831e-08,5.213124e-06,0.01372532,0.05,0.05,0,3.375e-05,-0.008169289,0.01495675,1.025418,1.590459,37579,0.466255,999,188.1018
6957,1790193244.601,-0.1222047,-0.1531143,1.498514,-0.01516898,-0.001102556,0,-0.04906274,-0.01900125,-0.0003685704,-0.04340641,-0.00194321,-0.03019667,-0.001024082,1.943209,-0.01507841,-0.03604417,0,-0.02710843,-0.02462968,-0.01105574,0.8732208,0.07893646,-0.005054404,-0.003013007,0.8865981,1.832703,0.8426659,1.921811,3.9485e-05,3.375e-05,11.34232,4.482975e-05,2.12565e-08,2.354825e-08,5.299948e-06,0.01264474,0.05,0.1,0,3.375e-05,-0.006821258,0.01313226,1.039304,1.573164,37628,0.4662496,999,187.504
6958,1790193247.217,-0.1121717,-0.1494285,1.435137,-0.01633322,-0.001205615,-0.2675006,-0.04173624,-0.01689553,-0.02886006,-0.0382797,-0.00173365,-0.02555501,-0.0009102092,1.833573,-0.01465157,-0.03041709,-0.002800045,-0.02790613,-0.03669899,-0.01118267,0.8220704,0.1151585,-0.004984922,-0.002759911,0.8388273,1.674098,0.7565025,1.826614,4.27344e-05,3.375e-05,11.34278,4.973528e-05,2.312265e-08,2.506055e-08,6.952694e-06,0.01320175,0.05,0.1,0,3.375e-05,-0.004844168,0.01741048,1.033035,1.57585,37680,0.4662111,997.31,186.9695
6959,1790193249.864,-0.1164221,-0.1549341,1.498514,-0.01379638,-0.001183523,0,-0.04143969,-0.01918847,0,-0.03539144,-0.001920966,-0.02674001,-0.0009742843,1.928475,-0.01341187,-0.03263358,0,-0.02520419,-0.02099289,-0.01014004,0.8885169,0.1193053,-0.005124569,-0.002650385,0.8881971,1.802686,0.837723,1.93484,3.837437e-05,3.375e-05,11.33997,5.155654e-05,2.168667e-08,2.527948e-08,1.313521e-05,0.01446698,0.05,0.1,0,3.375e-05,-0.005820431,0.01403323,1.047408,1.593563,37222,0.4661002,999,188.1159
6960,1790193252.499,-0.1127726,-0.154663,1.498514,-0.01544152,-0.001022006,0,-0.03540499,-0.01875759,0,-0.03169917,-0.001936876,-0.01719001,-0.0008430429,1.921324,-0.01387629,-0.02065967,0,-0.02392122,-0.02344238,-0.009350134,0.8817937,0.2373005,-0.005044141,-0.002350295,0.8788792,1.815474,0.8281705,1.937829,3.803306e-05,3.375e-05,11.33657,4.402559e-05,2.064355e-08,2.360016e-08,5.948285e-06,0.01087282,0,0.05,0,3.375e-05,-0.008275677,0.01345899,1.048315,1.579965,37402,0.4660267,999,187.94
6961,1790193255.152,-0.1183591,-0.1525477,1.498514,-0.01452965,-0.001264997,0,-0.04360157,-0.01872779,-0.002206523,-0.03906278,-0.00192607,-0.02688001,-0.0009614581,1.933583,-0.01412046,-0.03155149,0,-0.0263574,-0.0211128,-0.01136274,0.8834392,0.1192218,-0.005068475,-0.002760724,0.8842189,1.835791,0.8271796,1.926904,4.010489e-05,3.375e-05,11.33436,4.562296e-05,2.060691e-08,2.350543e-08,5.473958e-06,0.01010887,0,0.05,0,3.375e-05,-0.009380562,0.01445498,1.04668,1.599612,37147,0.4659607,999,187.206
6962,1790193257.790,-0.1190598,-0.1550753,1.498514,-0.01434896,-0.0009614968,0,-0.04767998,-0.01860683,-0.0001106934,-0.04260696,-0.001913183,-0.03002667,-0.001009277,1.948517,-0.01497,-0.03575388,0,-0.02775424,-0.02458495,-0.01079081,0.8749132,0.07925954,-0.005010452,-0.002990322,0.8874018,1.822318,0.8374094,1.930507,3.914015e-05,5.0625e-05,11.33305,4.482443e-05,2.076772e-08,2.369403e-08,5.639815e-06,0.01404753,0,0.1,0,5.0625e-05,-0.008729703,0.01604744,1.056224,1.575208,37357,0.4659987,999,187.4266
6963,1790193260.391,-0.1163692,-0.1498827,1.498514,-0.01463151,-0.001200476,0,-0.04119489,-0.01921234,-0.0001068676,-0.03826694,-0.001929389,-0.02465001,-0.0008334913,1.9301,-0.01466061,-0.03020821,0,-0.0257585,-0.02305417,-0.009730322,0.8782064,0.1482486,-0.004987576,-0.002746352,0.8845085,1.837278,0.8319886,1.92726,3.954779e-05,5.0625e-05,11.3371,4.558252e-05,2.098498e-08,2.340716e-08,5.99033e-06,0.01479054,0,0.05,0,5.0625e-05,-0.005662278,0.01867514,1.042095,1.552102,37893,0.4660988,999,187.2422
6964,1790193263.031,-0.118697,-0.1547261,1.498514,-0.01534138,-0.001207766,-0.0007142859,-0.04727788,-0.018211,-0.001132024,-0.04176859,-0.001926585,-0.02990572,-0.0009131319,1.939061,-0.01458075,-0.03495784,0,-0.02698449,-0.02669991,-0.01233329,0.8730118,0.08496927,-0.005117487,-0.002967214,0.8836287,1.800277,0.8299806,1.917225,3.93125e-05,3.375e-05,11.34035,4.56316e-05,2.052873e-08,2.370113e-08,6.274867e-06,0.01130802,0.05,0.05,0,3.375e-05,-0.006354938,0.01443627,1.055016,1.577724,37339,0.4660923,999,186.5243
6965,1790193265.664,-0.1175785,-0.1536456,1.498514,-0.01504742,-0.001166603,0,-0.04453541,-0.01800656,-0.0002361406,-0.03922969,-0.001922175,-0.02771112,-0.0008761407,1.939886,-0.01418715,-0.03244191,0,-0.02688727,-0.02384157,-0.01134791,0.8752755,0.1052791,-0.005149863,-0.002872295,0.882816,1.795352,0.8201765,1.922973,3.827708e-05,3.375e-05,11.33974,4.496199e-05,2.014535e-08,2.279034e-08,6.641969e-06,0.009855581,0,0.05,0,3.375e-05,-0.008025435,0.01538026,1.045161,1.580695,37436,0.4660904,999,187.038
6966,1790193268.310,-0.1174314,-0.1543851,1.498514,-0.01462579,-0.001219846,-0.005,-0.04255201,-0.01893809,-0.0001834879,-0.03851984,-0.001943646,-0.02492001,-0.0009766293,1.936492,-0.01451222,-0.02953209,0,-0.02593031,-0.02150213,-0.01163662,0.8750849,0.1380417,-0.005090672,-0.002755273,0.8854957,1.816716,0.8402708,1.931628,3.826971e-05,3.375e-05,11.33849,4.441007e-05,2.022036e-08,2.231676e-08,6.097827e-06,0.01101682,0,0.05,0,3.375e-05,-0.008222539,0.01528804,1.055323,1.58387,37247,0.4659947,999,187.2478
6967,1790193270.967,-0.1156628,-0.1546745,1.498514,-0.01538177,-0.0009268597,0,-0.04031127,-0.01839268,-0.0003768506,-0.03413767,-0.001918656,-0.02445334,-0.0007524483,1.937359,-0.01336221,-0.02926603,0,-0.02372864,-0.0205592,-0.008677716,0.88235,0.1570092,-0.004969638,-0.002653357,0.8854577,1.851052,0.8343913,1.939731,3.853229e-05,3.375e-05,11.33378,4.434729e-05,1.979547e-08,2.272798e-08,5.772477e-06,0.01044188,0,0.05,0,3.375e-05,-0.006454248,0.01569233,1.051373,1.592306,37184,0.4658725,999,188.021
6968,1790193273.594,-0.1145719,-0.1541353,1.498514,-0.01468003,-0.001189579,0,-0.03889278,-0.01878111,-0.03956867,-0.03393246,-0.00192633,-0.02311429,-0.0007729057,1.934604,-0.01366733,-0.02730369,0,-0.02456689,-0.02771832,-0.01026467,0.8775277,0.1679611,-0.005130108,-0.002587138,0.8838468,1.787682,0.83292,1.93049,3.994474e-05,5.0625e-05,11.32846,4.518056e-05,2.027255e-08,2.333279e-08,5.192215e-06,0.01463248,0,0.1,0,5.0625e-05,-0.006020936,0.01387178,1.052572,1.567813,37515,0.4657675,999,186.9127
6969,1790193276.215,-0.1152568,-0.1542924,1.498514,-0.01607198,-0.000941171,0,-0.03744135,-0.01816185,-0.002061732,-0.032524,-0.001929127,-0.02139334,-0.0007208018,1.920675,-0.0133184,-0.02522729,0,-0.02360719,-0.02780701,-0.009384451,0.8782226,0.1974585,-0.005079381,-0.002548681,0.878875,1.79292,0.8264689,1.934836,4.038805e-05,5.0625e-05,11.32507,4.561582e-05,1.97893e-08,2.347933e-08,5.184498e-06,0.01489401,0,0.05,0,5.0625e-05,-0.006955001,0.01491576,1.048415,1.558743,37705,0.4656163,999,187.992
6970,1790193278.854,-0.1184622,-0.1535293,1.498514,-0.01586904,-0.001130142,-0.001,-0.04381339,-0.01869191,-0.0002233565,-0.03937631,-0.001924144,-0.02476801,-0.00100212,1.937315,-0.01450665,-0.02919701,0,-0.02581157,-0.02486563,-0.01133336,0.8704553,0.141984,-0.005073931,-0.002748447,0.8830239,1.818461,0.8258152,1.922626,3.767687e-05,5.0625e-05,11.32067,4.306383e-05,2.02479e-08,2.278486e-08,5.343929e-06,0.01377851,0,0.05,0,5.0625e-05,-0.007820341,0.0148207,1.049629,1.582265,37351,0.4656008,999,187.9876
6971,1790193281.492,-0.1156674,-0.1548297,1.498514,-0.01445657,-0.001099954,0,-0.04084149,-0.01806181,-0.003002472,-0.03561806,-0.001915104,-0.02515667,-0.0007984536,1.927933,-0.01372926,-0.03042154,0,-0.02684037,-0.02471755,-0.01125927,0.8778839,0.1382544,-0.005214151,-0.002778491,0.8827888,1.787954,0.8143198,1.924421,3.864704e-05,3.375e-05,11.3245,4.371879e-05,2.085512e-08,2.333743e-08,5.027556e-06,0.01345594,0.05,0.05,0,3.375e-05,-0.003653171,0.03027331,1.046317,1.578691,37449,0.465753,999,186.981
6972,1790193284.117,-0.1173869,-0.1559595,1.498514,-0.01472371,-0.001264204,0,-0.04305065,-0.01826206,-0.006453434,-0.04060136,-0.001912969,-0.02725334,-0.0008087295,1.934975,-0.01446794,-0.03245147,0,-0.0280485,-0.03207228,-0.0118558,0.8675053,0.1183243,-0.005159249,-0.002866329,0.8828505,1.786086,0.8051383,1.914603,3.963538e-05,5.0625e-05,11.331,4.496058e-05,2.226675e-08,2.305715e-08,5.279878e-06,0.01387152,0,0.1,0,5.0625e-05,-0.00777653,0.01318537,1.047679,1.570711,37543,0.4658761,994.44,186.6497
6973,1790193286.750,-0.1207963,-0.154366,1.498514,-0.01547169,-0.001219765,0,-0.0478838,-0.01798639,-0.0005759739,-0.04343277,-0.001902293,-0.03017001,-0.001269427,1.938225,-0.01540012,-0.03610199,0,-0.02857794,-0.03138339,-0.0129405,0.8708901,0.07869284,-0.005168719,-0.003017984,0.8843651,1.794058,0.8257699,1.91127,3.907481e-05,5.0625e-05,11.33274,4.418416e-05,2.050021e-08,2.313425e-08,5.065715e-06,0.01289425,0,0.05,0,5.0625e-05,-0.009097868,0.01387111,1.048206,1.577548,37438,0.4658942,999,187.1931
6974,1790193289.379,-0.1119796,-0.1537089,1.498514,-0.01467033,-0.001000268,0,-0.03252961,-0.01895395,0,-0.02763347,-0.001942641,-0.01824,-0.0005898955,1.923437,-0.01276193,-0.02190673,0,-0.02369522,-0.02241724,-0.008184593,0.8806183,0.2347715,-0.004989156,-0.002293662,0.8854332,1.820797,0.8369588,1.939712,3.893728e-05,3.375e-05,11.33407,4.38909e-05,2.093233e-08,2.341676e-08,4.909276e-06,0.01381129,0.05,0.05,0,3.375e-05,-0.004126356,0.02126022,1.047565,1.574004,37498,0.4659829,999,187.4627
6975,1790193291.998,-0.1092757,-0.1519968,1.498514,-0.01400815,-0.000734513,0,-0.02119107,-0.01843421,0,-0.01895178,-0.001933241,-0.008520002,-0.0002665957,1.903124,-0.01255819,-0.01155584,0,-0.0237435,-0.02296269,-0.008195812,0.899783,0.3578329,-0.004985477,-0.001908527,0.8744852,1.847279,0.8304428,1.946551,4.117524e-05,3.375e-05,11.33579,4.632084e-05,2.106781e-08,2.363604e-08,5.1009e-06,0.0103147,0,0.05,0,3.375e-05,-0.007955259,0.01573453,1.036761,1.575636,37629,0.465974,999,188.1653
6976,1790193294.647,-0.1171831,-0.1539246,1.498514,-0.01540353,-0.001021179,0,-0.04239663,-0.01858838,-8.632921e-05,-0.03815047,-0.001938473,-0.02594501,-0.0007580627,1.93465,-0.01430052,-0.03043247,0,-0.02678557,-0.02378782,-0.01083823,0.8733115,0.1327965,-0.005035329,-0.002833501,0.8816016,1.817724,0.8313121,1.916242,4.012728e-05,3.375e-05,11.33534,4.503076e-05,2.383049e-08,2.53963e-08,4.85425e-06,0.01051949,0,0.05,0,3.375e-05,-0.008127636,0.01579528,1.051017,1.591078,37206,0.465985,994.51,186.66
6977,1790193297.276,-0.1132661,-0.1548081,1.498514,-0.01495326,-0.0009085274,0,-0.03531933,-0.01770777,-0.0006200086,-0.03284375,-0.001901014,-0.02000001,-0.0009769653,1.92425,-0.01449122,-0.02467819,0,-0.02636177,-0.02273018,-0.01233633,0.874944,0.2064909,-0.005199995,-0.0025373,0.8762587,1.766713,0.8061987,1.920428,3.990392e-05,5.0625e-05,11.33591,4.475735e-05,2.104418e-08,2.324382e-08,4.809143e-06,0.01417525,0,0.1,0,5.0625e-05,-0.007748851,0.01310414,1.040627,1.580966,37497,0.4660023,999,187.4373
6978,1790193299.894,-0.1159769,-0.1522822,1.498514,-0.01397741,-0.001267954,0,-0.0400358,-0.0195496,0,-0.03508357,-0.001947645,-0.02369334,-0.0008679519,1.935625,-0.01370886,-0.02803827,0,-0.02458457,-0.01617366,-0.009852696,0.8885138,0.1582276,-0.005035489,-0.002623586,0.8858661,1.840322,0.8525648,1.940319,4.116736e-05,5.0625e-05,11.33485,4.616857e-05,2.071447e-08,2.333092e-08,4.957168e-06,0.01370268,0,0.05,0,5.0625e-05,-0.007955964,0.01628708,1.038228,1.57245,37654,0.4659572,999,187.4279
6979,1790193302.525,-0.1136253,-0.1533286,1.498514,-0.01544113,-0.0009198752,0,-0.03768958,-0.01857978,-0.001205875,-0.03249247,-0.001919518,-0.02070001,-0.0007187963,1.933242,-0.01325358,-0.02401585,0,-0.02530447,-0.01835951,-0.008692592,0.8863344,0.1983313,-0.005013335,-0.002431128,0.8839492,1.831788,0.8372574,1.939168,4.3598e-05,2.25e-05,11.33416,4.861397e-05,2.084042e-08,2.351227e-08,4.971613e-06,0.01465817,0.1,0.05,0,2.25e-05,-0.006599586,0.01476177,1.046531,1.578033,37455,0.465931,999,187.2119
6980,1790193305.154,-0.1190641,-0.1530955,1.498514,-0.01723137,-0.0009311357,0,-0.04572585,-0.01819939,0,-0.03792457,-0.0018622,-0.02622001,-0.000695828,1.94765,-0.01401469,-0.03048402,0,-0.02763728,-0.02156433,-0.01049871,0.8742095,0.1161693,-0.005071703,-0.00282707,0.8770301,1.81183,0.837777,1.933878,4.046242e-05,3.375e-05,11.33222,4.541089e-05,2.081131e-08,2.330613e-08,4.904354e-06,0.01258529,0,0.1,0,3.375e-05,-0.006890743,0.01327028,1.049821,1.572894,37481,0.4658758,999,187.4496
6981,1790193307.733,-0.118673,-0.1492733,1.498514,-0.01472551,-0.001312349,0,-0.05016194,-0.01758815,-0.0002028621,-0.0455019,-0.001931256,-0.03112001,-0.0008535195,1.93985,-0.01427748,-0.03703077,0,-0.02918866,-0.02897453,-0.01144155,0.8655376,0.0598403,-0.005156793,-0.003074041,0.8863991,1.781746,0.832355,1.918133,3.945574e-05,3.375e-05,11.32977,4.433437e-05,2.020657e-08,2.290782e-08,4.835517e-06,0.01193346,0.05,0.1,0,3.375e-05,-0.008363607,0.01482719,1.045149,1.526722,38222,0.4658363,999,187.3575
6982,1790193310.365,-0.1175935,-0.1555599,1.498514,-0.01522522,-0.001190378,0,-0.04486481,-0.01811589,-0.003332986,-0.0391482,-0.00190053,-0.02650573,-0.0007949112,1.937761,-0.01398666,-0.0314391,0,-0.02647416,-0.02811521,-0.01070525,0.8745086,0.1179861,-0.005133857,-0.002791247,0.8848932,1.817183,0.8138951,1.925098,3.876938e-05,3.375e-05,11.32808,4.367854e-05,2.007362e-08,2.286195e-08,4.866228e-06,0.01052303,0,0.05,0,3.375e-05,-0.008192182,0.01482514,1.050879,1.574085,37449,0.4657923,999,187.301
6983,1790193312.986,-0.1199129,-0.1471351,1.498514,-0.01424505,-0.001301982,0,-0.04712049,-0.01892741,0,-0.03847514,-0.001936469,-0.03081001,-0.0008406256,1.958701,-0.01315425,-0.03601194,0,-0.02409678,-0.01932756,-0.009505004,0.8858558,0.05895349,-0.005089431,-0.002823847,0.8969561,1.842009,0.8350652,1.937469,3.862628e-05,5.0625e-05,11.32736,4.356349e-05,2.028309e-08,2.286223e-08,4.894058e-06,0.01343711,0,0.1,0,5.0625e-05,-0.008278924,0.01458758,1.047411,1.566593,37606,0.465837,999,186.7028
6984,1790193315.591,-0.1162886,-0.1529465,1.498514,-0.01448341,-0.001090235,0,-0.04007713,-0.01854832,-0.0008975402,-0.03630486,-0.001940887,-0.02367001,-0.0008345555,1.937142,-0.01380424,-0.02821766,0,-0.02597103,-0.02403366,-0.01051227,0.8771625,0.1579148,-0.005146598,-0.002689259,0.8849707,1.814127,0.8347585,1.92368,3.941722e-05,3.375e-05,11.32946,4.444168e-05,2.056493e-08,2.313197e-08,4.980764e-06,0.01348579,0.05,0.05,0,3.375e-05,-0.005375938,0.01447531,1.031023,1.567566,37829,0.4658584,999,186.8369
6985,1790193318.188,-0.1110453,-0.1545369,1.498514,-0.01428341,-0.0009876101,0,-0.03176735,-0.01962673,-6.306172e-06,-0.0260619,-0.001947183,-0.01744,-0.000402713,1.931075,-0.0122426,-0.01969061,0,-0.02242328,-0.01449138,-0.008720325,0.8937391,0.2372094,-0.004997434,-0.002310684,0.883783,1.858425,0.8648947,1.953609,3.854121e-05,3.375e-05,11.32977,4.345588e-05,2.083775e-08,2.336334e-08,4.870467e-06,0.01426539,0.05,0.1,0,3.375e-05,-0.007859231,0.01390717,1.029103,1.560843,37956,0.465863,999,187.8875
6986,1790193320.768,-0.1165742,-0.1522239,1.498514,-0.01360245,-0.001152965,0,-0.04329582,-0.01883155,-0.0004020638,-0.03844406,-0.001930611,-0.02714001,-0.0008043254,1.940825,-0.01454356,-0.03288313,0,-0.02692931,-0.01987343,-0.009791816,0.8815,0.1192653,-0.004981352,-0.002706533,0.887447,1.829849,0.8389551,1.926007,3.88286e-05,5.0625e-05,11.32826,4.390706e-05,2.062008e-08,2.376041e-08,5.034086e-06,0.01407876,0,0.1,0,5.0625e-05,-0.0075087,0.01369757,1.024681,1.549568,38187,0.4657888,999,187.4942
6987,1790193323.367,-0.1153365,-0.152992,1.498514,-0.01551967,-0.0008237604,0,-0.03954652,-0.01888425,-0.0002016151,-0.03428795,-0.001928441,-0.0219,-0.001008308,1.9366,-0.0136434,-0.02693804,0,-0.02574284,-0.02113123,-0.01082936,0.8697712,0.1777092,-0.005081756,-0.002582691,0.8788192,1.81435,0.8472936,1.937304,3.86947e-05,5.0625e-05,11.32575,4.379178e-05,2.092298e-08,2.374947e-08,5.052402e-06,0.01237469,0,0.05,0,5.0625e-05,-0.009505463,0.01544629,1.031815,1.5612,37911,0.4657532,999,187.1639
