step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
13647,1790258184.498,-0.2551493,-0.3861796,1.498514,-0.03516291,-1.220762,-0.002831708,-0.01444445,-0.06439441,-0.01186101,-0.003691398,-0.04549142,-0.001778719,-0.004764445,-0.0003380989,1.707975,-0.0228258,-0.005608618,-4.116421e-06,-0.03651895,-0.04900402,-0.01297129,-0.01998008,-0.0002662959,1.781399,0,0.8097352,0.3997748,-0.005852529,-0.003669765,0.7430943,1.712354,0.7675101,1.900029,0.0002243722,7.59375e-05,20.54436,0.001596455,6.240603e-12,0.001335748,3.633444e-05,0.01146324,0,0.05,0,7.59375e-05,-0.009343259,0.06702241,0.4167541,0.3333333,1,0.7142857,0.3333333,1,1,0,0,45,0,1.438946,1.721736,31102,0.7782325,999,186.0424
13648,1790258187.450,-0.2597327,-0.3970678,1.498514,-0.03519128,-0.7715496,-0.0007172631,0,-0.1010921,-0.01214684,-0.00806714,-0.07781335,-0.001872312,-0.02204,-0.0006848518,1.737695,-0.02190867,-0.02135005,-0.0008127111,-0.03489418,-0.03685677,-0.01711522,-0.01085904,0,1.505511,0,0.8383749,0.2307476,-0.00591319,-0.004209409,0.7623793,1.703623,0.7838284,1.865616,0.0002288552,7.59375e-05,20.53969,0.001616635,1.112981e-12,0.001350884,3.68958e-05,0.01042005,0,0.05,0,7.59375e-05,-0.01034178,0.06886751,0.3602806,0,nan,0,0.3333333,0.6666667,0,0,1,45,0,1.379287,1.559726,33447,0.7779828,997.15,185.0655
13649,1790258190.361,-0.2531506,-0.3849709,1.498514,-0.03258069,-1.144993,-0.001304808,-0.001875,-0.0664299,-0.01242245,-0.01674831,-0.04613235,-0.001835168,-0.005460001,-0.0003970059,1.675456,-0.02215648,-0.006093816,0,-0.02973455,-0.02911668,-0.0128831,-0.02559977,-0.0003397148,1.86605,0,0.8433921,0.4022154,-0.00573188,-0.003240861,0.7554355,1.776598,0.7998921,1.903304,0.0002263803,7.59375e-05,20.5337,0.001606249,4.331745e-11,0.001342822,3.704735e-05,0.01245059,0,0.05,0,7.59375e-05,-0.008766671,0.0622073,0.3224934,0,0.25,0.5,0,0.6666667,0,1,0,45,0,1.341713,1.550607,33987,0.7777205,999,184.4228
13650,1790258193.295,-0.2539719,-0.3831097,1.498514,-0.03153964,-1.33082,-0.001995068,-0.01,-0.06124368,-0.01165952,-0.01599952,-0.0422818,-0.001759006,-0.00318,-0.0003519239,1.673112,-0.02210764,-0.00316251,-4.071645e-05,-0.03443832,-0.04217409,-0.0121309,-0.01915615,-0.001347917,1.520802,0,0.817108,0.4187623,-0.005835379,-0.003528433,0.7435781,1.621864,0.7709059,1.909112,0.0002261691,7.59375e-05,20.52866,0.001589463,5.199134e-11,0.001327246,3.60478e-05,0.01153798,0,0.05,0,7.59375e-05,-0.008770197,0.05875864,0.3452838,0.5,nan,0.6666667,0.6,1,0,0,0.5,45,0,1.370467,1.551776,33639,0.7775158,999,181.4232
13651,1790258196.205,-0.2627798,-0.3935212,1.498514,-0.03406666,-0.6278946,-0.001794165,-0.024,-0.09175651,-0.01135794,-0.01056047,-0.06638755,-0.001850201,-0.01818,-0.0006561907,1.7206,-0.02148721,-0.0184896,-0.0002859096,-0.03261631,-0.03795938,-0.01617734,-0.01708518,-0.0006768219,1.055157,0,0.8296885,0.2734906,-0.005969375,-0.004110283,0.7633052,1.636039,0.7498555,1.87976,0.0002240134,7.59375e-05,20.52194,0.001551074,4.533478e-11,0.001290362,3.669856e-05,0.01218167,0,0.05,0,7.59375e-05,-0.008380431,0.06076337,0.3212075,0.5,1,0.5,0,1,0,0,0.5,45,0,1.342651,1.556968,33902,0.7772366,999,185.9884
13652,1790258199.139,-0.25328,-0.3940777,1.498514,-0.03257271,-1.53238,-0.001002124,-0.00125,-0.05312216,-0.01283627,-0.004033783,-0.03596786,-0.00176399,0,-0.0002166237,1.661643,-0.02206591,0,0,-0.02927874,-0.02387517,-0.01132966,-0.02896714,-2.547339e-07,2.676208,0,0.8461384,0.4595649,-0.005720953,-0.003217687,0.7586485,1.826996,0.796406,1.919956,0.0002280999,7.59375e-05,20.51383,0.001572443,6.92894e-12,0.001307297,3.704573e-05,0.01106112,0,0.05,0,7.59375e-05,-0.01077629,0.06647689,0.3084846,0,0.25,0.25,0,1,0,0,1,45,0,1.359817,1.564057,33621,0.776915,999,187.1366
13653,1790258202.054,-0.2539707,-0.3950845,1.498514,-0.03331117,-1.333704,-0.0006319311,-0.00125,-0.06524955,-0.01257174,-0.01333767,-0.04513086,-0.001789066,-0.005655,-0.0004021883,1.686425,-0.02177431,-0.005573792,0,-0.0280744,-0.02605311,-0.0135646,-0.02277375,-0.001132319,2.202069,0,0.8494908,0.4037167,-0.005710847,-0.00327452,0.7652744,1.796628,0.8066739,1.91154,0.0002252114,7.59375e-05,20.50551,0.001549697,1.383347e-12,0.001287679,3.68067e-05,0.01021382,0,0.05,0,7.59375e-05,-0.00964901,0.05834125,0.3118421,0.5,0.5,0.5714287,0.75,0.5,0.5,1,0.5,45,0,1.336957,1.567352,33847,0.7764798,999,183.4082
13654,1790258204.975,-0.2522092,-0.3817354,1.498514,-0.03507038,-1.57647,-0.001480738,0,-0.05122349,-0.01214401,0,-0.03394628,-0.001738931,0,-0.0001632233,1.710394,-0.02308508,0,0,-0.02876679,-0.02200669,-0.01215039,-0.02721597,-3.58294e-07,2.390542,0,0.837311,0.4570703,-0.005716655,-0.003152301,0.7468922,1.821064,0.7966353,1.922286,0.0002208043,7.59375e-05,20.49718,0.001546497,3.823361e-11,0.001288161,3.753116e-05,0.01448341,0.05,0.1,0,7.59375e-05,-0.01115291,0.06911845,0.3655954,0.4,nan,0.5,0.25,1,0,1,1,45,0,1.335185,1.574255,33787,0.7761894,999,184.2303
13655,1790258207.883,-0.2508987,-0.3811112,1.498514,-0.03435619,-1.53816,-0.0009480595,0,-0.05012788,-0.01201042,0,-0.03368663,-0.001714816,0,-0.0002003751,1.685152,-0.02159202,0,0,-0.02604374,-0.02137003,-0.01118809,-0.03480781,-4.435068e-05,2.544208,0,0.8487555,0.4602879,-0.00572978,-0.002976798,0.7555863,1.808979,0.8014011,1.922662,0.0002193046,7.59375e-05,20.49322,0.001531088,3.581458e-11,0.001273754,3.803012e-05,0.01242151,0,0.05,0,7.59375e-05,-0.009195894,0.08210107,0.3084996,0,0,0.3333333,1,1,0,0,0,45,0,1.32777,1.569374,33931,0.7759671,999,187.4716
13656,1790258210.797,-0.2483058,-0.3808514,1.498514,-0.03143099,-1.515126,-0.001748253,-0.005625001,-0.05064876,-0.01242394,-0.002649492,-0.03407418,-0.001766837,0,-0.0002500113,1.679925,-0.02193927,0,0,-0.02992203,-0.03349189,-0.01240022,-0.03412011,-0.002802923,2.354549,0,0.8359982,0.4566612,-0.005729118,-0.003124656,0.7582994,1.795576,0.7935862,1.916775,0.0002204427,7.59375e-05,20.48715,0.001559693,6.688698e-12,0.001296259,4.299161e-05,0.01035209,0,0.05,0,7.59375e-05,-0.01037875,0.07166429,0.3089133,0.3333333,0.6666667,0.375,0,0.5,0,0.5,0,45,0,1.337569,1.565349,33863,0.7756457,999,187.839
13657,1790258213.705,-0.2491181,-0.3848828,1.498514,-0.03526739,-1.352447,-0.003937515,-0.01625,-0.06011683,-0.01202248,-0.002205104,-0.0418014,-0.001743788,-0.004337502,-0.0002799558,1.724776,-0.02195038,-0.00421668,-1.502928e-05,-0.03685863,-0.04861247,-0.01312381,-0.02801256,-0.002855269,1.944537,0,0.8085026,0.4063993,-0.00587382,-0.0036248,0.7530878,1.750995,0.7899282,1.901427,0.00022296,7.59375e-05,20.47922,0.001541176,3.958502e-11,0.001278972,3.924451e-05,0.01283128,0,0.05,0,7.59375e-05,-0.009430451,0.06782307,0.3969603,0.3333333,1,0.5714287,0.6,0.8000001,0,0,1,45,0,1.339331,1.557126,33939,0.7753635,999,183.1919
13658,1790258216.663,-0.2578425,-0.3938771,1.498514,-0.03400805,-1.161688,-0.00173756,-0.02,-0.05887096,-0.01204911,-0.003284779,-0.04092788,-0.001775805,-0.002505,-0.0003089945,1.675131,-0.02234846,-0.002375032,-5.6364e-05,-0.03004528,-0.03382282,-0.01278024,-0.01822959,-0.0008625469,1.910033,0,0.8319343,0.4272253,-0.005682281,-0.003357938,0.7542113,1.730554,0.788407,1.909278,0.0002169012,7.59375e-05,20.472,0.001514537,2.005721e-11,0.001259651,3.798532e-05,0.009480839,0,0.05,0,7.59375e-05,-0.01137179,0.07316694,0.3832156,0,nan,0.6666667,0.5,0.5,1,1,0,45,0,1.391022,1.553237,33388,0.7750431,999,188.0602
13659,1790258219.606,-0.2611548,-0.3861163,1.498514,-0.03542283,0,-0.002990673,-0.001666667,-0.09401863,-0.0112956,-0.01721748,-0.06923451,-0.001935806,-0.01866667,-0.0006559837,1.751238,-0.02294495,-0.01837792,-6.17899e-06,-0.03791957,-0.05225834,-0.01666282,0,0,0,0,0.8078405,0.2595218,-0.00605403,-0.004371689,0.750231,1.473236,0.7136371,1.86393,0.0002186388,7.59375e-05,20.46564,0.001512997,2.24925e-12,0.00125633,3.802834e-05,0.01148357,0,0.05,0,7.59375e-05,-0.009196556,0.07046334,0.3873882,0.3333333,0.5,0.6,0.75,0.5,1,0.5,0.5,45,0,1.389097,1.541686,33541,0.7748783,999,185.5009
13660,1790258222.680,-0.2613549,-0.3820977,1.498514,-0.0321186,-0.8058133,-0.0009722919,0,-0.09055196,-0.01178913,-0.00445998,-0.06778079,-0.001850802,-0.01624,-0.0007404824,1.689594,-0.02171577,-0.01936107,-9.11618e-05,-0.02886414,-0.02915525,-0.01620449,-0.01373766,0,1.50114,0,0.8436782,0.2900228,-0.005750432,-0.003693236,0.757288,1.723946,0.7952497,1.897822,0.000217498,7.59375e-05,20.46218,0.001496295,7.233061e-13,0.001241856,3.694075e-05,0.01136892,0,0.05,0,7.59375e-05,-0.009429554,0.07704841,0.3274879,0,nan,0,0,0,0,0,1,45,0,1.413895,1.647193,32114,0.7747025,990.94,178.7552
13661,1790258225.837,-0.2504977,-0.3802349,1.498514,-0.0364496,-1.647772,-0.002150531,0,-0.0562581,-0.01209458,-0.01501294,-0.03726882,-0.001727588,0,-0.0002428872,1.665869,-0.02228515,0,0,-0.03071966,-0.03257007,-0.01273946,-0.0281773,0,2.328216,0,0.828562,0.4547257,-0.005803897,-0.00309598,0.7496707,1.846699,0.7589538,1.922269,0.0002197499,7.59375e-05,20.45625,0.001496607,2.402976e-13,0.001240719,3.613755e-05,0.01296399,0.05,0.1,0,7.59375e-05,-0.009803146,0.07070296,0.3151473,0,nan,0,0.5,1,0,0,0,45,0,1.459251,1.683179,31282,0.7744208,999,185.161
13662,1790258228.938,-0.250119,-0.3824573,1.498514,-0.03210774,-1.426583,-0.0008551733,0,-0.05115802,-0.01236944,-0.01450431,-0.03476294,-0.001761897,0,-0.0003054259,1.652218,-0.02079316,0,0,-0.02113689,-0.02189604,-0.01033825,-0.03316787,-0.000576537,2.611107,0,0.8588529,0.4630587,-0.005605893,-0.002672097,0.7866434,1.777297,0.8548363,1.928993,0.0002178961,7.59375e-05,20.45199,0.001498208,1.896158e-13,0.001243223,3.708944e-05,0.01057264,0,0.05,0,7.59375e-05,-0.009703512,0.06657294,0.382346,0,nan,1,0.6666667,1,0,0,0,45,0,1.439109,1.648688,31836,0.7742758,999,188.3592
13663,1790258232.051,-0.2615522,-0.3915378,1.498514,-0.03243118,-0.5036736,-0.001639154,-0.001666667,-0.1026611,-0.01165747,-0.00402971,-0.07700135,-0.001855215,-0.02271,-0.0009698141,1.718737,-0.02254455,-0.02347288,-0.0001268302,-0.03454115,-0.03966699,-0.01632937,-0.01065469,0,0.5533353,0,0.8216934,0.2261453,-0.006365106,-0.004618544,0.7624321,1.54968,0.745736,1.882295,0.000218893,7.59375e-05,20.4479,0.001492854,2.261478e-13,0.00123476,3.920063e-05,0.01006464,0,0.05,0,7.59375e-05,-0.01164025,0.06815539,0.3788996,0,0,0.5,0,1,0,1,0.6666667,45,0,1.451264,1.647764,31720,0.7739433,999,185.6498
13664,1790258235.121,-0.2549962,-0.3835991,1.498514,-0.03305116,-1.467712,-0.0005818395,0,-0.05069948,-0.01260486,-0.005135618,-0.03390775,-0.001732863,0,-0.0002069608,1.665002,-0.02075946,0,0,-0.02403618,-0.02491964,-0.01211025,-0.03057183,-0.000901614,2.840289,0,0.8558307,0.4622421,-0.005693681,-0.002994121,0.7690231,1.826146,0.8310577,1.922883,0.0002216708,7.59375e-05,20.43919,0.001509662,1.741409e-13,0.001250424,3.756728e-05,0.01099201,0,0.05,0,7.59375e-05,-0.01078096,0.07009899,0.4608787,1,1,1,1,1,1,1,1,45,0,1.436807,1.62128,32145,0.773589,999,184.9657
13665,1790258238.279,-0.2496023,-0.3833118,1.498514,-0.03434722,-1.242745,-0.002184062,-0.023,-0.06645477,-0.01151213,-0.01077483,-0.04643085,-0.001743059,-0.006559999,-0.0003608378,1.710265,-0.02248643,-0.006221827,0,-0.03519703,-0.03745624,-0.01289699,-0.02764798,-0.0008082785,1.813511,0,0.8201475,0.3835386,-0.005905864,-0.003708321,0.7495643,1.731743,0.7838275,1.906719,0.00022391,7.59375e-05,20.43186,0.001533469,2.141815e-13,0.001271148,3.841126e-05,0.01115485,0,0.05,0,7.59375e-05,-0.008174421,0.07015268,0.3351379,0.5,1,0.625,0.6666667,1,0.3333333,0.5,1,45,0,1.427514,1.719343,31238,0.7732559,999,184.8875
13666,1790258241.188,-0.2502725,-0.3824331,1.498514,-0.03595984,-1.01119,-0.001259523,0,-0.070825,-0.01206974,-0.005633572,-0.05023478,-0.001757677,-0.01116667,-0.0004086691,1.742787,-0.02158965,-0.01097576,-2.375506e-05,-0.03109179,-0.02807381,-0.01376791,-0.01798395,0,1.736905,0,0.8363175,0.3426422,-0.005804851,-0.003708137,0.7593582,1.756153,0.7927701,1.898065,0.0002275999,7.59375e-05,20.42539,0.001525136,3.250853e-13,0.001259302,3.823498e-05,0.01276605,0,0.05,0,7.59375e-05,-0.007701863,0.07272957,0.3106079,0.5,nan,0.5,0.5,0.5,0,0,1,45,0,1.352806,1.543771,33937,0.7731206,999,183.4395
13667,1790258244.244,-0.2544397,-0.3801123,1.498514,-0.03511446,-0.6597323,-0.003503665,-0.004,-0.09334084,-0.01155322,-0.01096839,-0.06988131,-0.001819931,-0.019696,-0.0008034566,1.786121,-0.02205412,-0.0201751,-1.75994e-05,-0.03783762,-0.04566016,-0.01574648,-0.01530995,0,1.140165,0,0.8031928,0.2430599,-0.005920244,-0.004395645,0.7529577,1.67426,0.711631,1.872044,0.0002213109,7.59375e-05,20.42328,0.001536243,2.06211e-13,0.001276691,3.824133e-05,0.01171051,0,0.05,0,7.59375e-05,-0.007990897,0.06640251,0.3180409,0,0,0,0,0,1,0,1,45,0,1.36105,1.683519,32288,0.7729534,999,183.2965
13668,1790258247.130,-0.2533742,-0.3859136,1.498514,-0.03460529,-1.059281,-0.001026062,0,-0.07324874,-0.01224019,-0.003920363,-0.05356568,-0.001815225,-0.01022667,-0.0004557075,1.72567,-0.02217094,-0.01085545,0,-0.03134861,-0.02683436,-0.01407247,-0.02956875,-0.0002915705,1.884373,0,0.8468837,0.3468071,-0.005796697,-0.003577214,0.759509,1.816385,0.7958245,1.894187,0.000223354,7.59375e-05,20.41941,0.001547163,4.912287e-12,0.001286477,3.733156e-05,0.01165248,0.05,0.1,0,7.59375e-05,-0.009274699,0.07093129,0.3979076,1,1,1,1,1,1,1,1,45,0,1.323738,1.548285,34228,0.7727955,999,184.7452
13669,1790258250.310,-0.2457668,-0.3757353,1.498514,-0.03318509,-1.549757,-0.001516385,-0.01333333,-0.04736447,-0.01145853,-0.01358291,-0.03208838,-0.001664804,0,-0.0002384287,1.700536,-0.0212333,0,0,-0.02834692,-0.02962979,-0.01122299,-0.04246446,-8.110855e-05,2.610789,0,0.8314629,0.4555624,-0.005784891,-0.00307234,0.7575935,1.80729,0.8274554,1.923143,0.000227189,7.59375e-05,20.41486,0.001594219,4.421701e-11,0.001329921,3.710874e-05,0.01102325,0,0.05,0,7.59375e-05,-0.01051418,0.0812126,0.3454532,0,1,0.6666667,0.5,1,0,1,0,45,0,1.498007,1.665327,31076,0.7725081,999,187.6078
13670,1790258253.260,-0.2507256,-0.383334,1.498514,-0.0330627,-1.181271,-0.001855488,0,-0.07530071,-0.0124881,-0.0191723,-0.05435188,-0.001817272,-0.010635,-0.0005733625,1.725345,-0.02188484,-0.01121115,-0.0001215308,-0.03299051,-0.03439329,-0.01427486,-0.02698579,-0.000135504,1.470089,0,0.8279604,0.3404704,-0.005801634,-0.0035011,0.7503602,1.760016,0.7820083,1.893852,0.0002285651,7.59375e-05,20.40792,0.00158413,1.224951e-11,0.001318924,3.664063e-05,0.01134599,0,0.05,0,7.59375e-05,-0.008966716,0.06561641,0.2736002,0,0.3333333,0.3333333,1,0.5,0,0,0,45,0,1.364367,1.566833,33537,0.7722602,999,187.3223
13671,1790258256.934,-0.254759,-0.3865534,1.498514,-0.03244079,-0.771547,-0.003154696,-0.0025,-0.08436,-0.01166527,-0.009651727,-0.06017334,-0.001860398,-0.012865,-0.00064401,1.706332,-0.02184417,-0.01357017,0,-0.03582541,-0.05588818,-0.01526781,-0.01485589,-0.0003910132,1.132184,0,0.8114583,0.3073897,-0.005858844,-0.003987943,0.7453804,1.61955,0.7438892,1.885441,0.0002319911,7.59375e-05,20.40547,0.001584897,1.98909e-11,0.00131634,3.656611e-05,0.01078283,0,0.05,0,7.59375e-05,-0.009637562,0.09183379,0.3154857,0,0,0.5,0.5,1,0.5,1,1,45,0,1.802623,1.851265,26903,0.7723252,992.22,185.3305
13672,1790258261.064,-0.251178,-0.3810729,1.498514,-0.03291851,-1.573604,-0.004433784,-0.00375,-0.05812469,-0.01200506,-0.01457551,-0.03889345,-0.001750998,0,-0.0003181455,1.656768,-0.0225587,0,0,-0.032882,-0.05750012,-0.01234349,-0.0281365,-0.001468864,2.05741,0,0.8143584,0.4504198,-0.005761415,-0.003333354,0.7562093,1.689868,0.7382111,1.915998,0.0002288495,7.59375e-05,20.40725,0.001585515,1.448118e-11,0.001320193,3.647249e-05,0.01177912,0,0.05,0,7.59375e-05,-0.00940585,0.06919483,0.3718956,0.5,1,0.75,0.5,1,0,0,1,45,0,2.456891,1.611947,24160,0.7722581,991.95,183.4762
13673,1790258265.197,-0.2453284,-0.3732025,1.498514,-0.03575386,-1.516653,-0.002372229,-0.003,-0.05187136,-0.01167054,-0.04443831,-0.03514041,-0.001718482,0,-0.0001449796,1.705909,-0.02265334,0,0,-0.03291631,-0.03512436,-0.01193068,-0.03829341,-0.0005936222,2.200615,0,0.8145053,0.4507842,-0.005807252,-0.003250996,0.743021,1.752371,0.7739575,1.912448,0.0002243527,7.59375e-05,20.40405,0.001583381,2.140013e-10,0.001320646,3.838232e-05,0.01030144,0,0.05,0,7.59375e-05,-0.01150223,0.07667074,0.4176336,0.6,1,0.6,0.6666667,0.6666667,0,0,1,45,0,2.444973,1.618709,24190,0.7719658,999,188.2212
13674,1790258269.399,-0.2525885,-0.3846747,1.498514,-0.03425888,-1.230987,-0.002634,0,-0.06629951,-0.01182084,-0.002564725,-0.04592029,-0.001755593,-0.006704002,-0.0002797131,1.71995,-0.02236428,-0.006352892,-7.149385e-06,-0.03233621,-0.04104295,-0.01249436,-0.0212117,-0.001547156,1.96122,0,0.8136147,0.3822194,-0.005790161,-0.003548943,0.7479285,1.756999,0.8024132,1.901714,0.0002226536,7.59375e-05,20.39631,0.001543952,4.974194e-11,0.001283845,3.745344e-05,0.01055125,0,0.05,0,7.59375e-05,-0.009545282,0.06752043,0.4378421,1,1,0.75,0.5,0.5,0,1,0,45,0,2.514394,1.629723,23721,0.7716818,999,184.23
13675,1790258273.604,-0.251637,-0.3804372,1.498514,-0.03541583,-1.613842,-0.004135578,-0.01833334,-0.0555447,-0.01151013,-0.007834861,-0.03683589,-0.001680001,0,-0.0001844287,1.683636,-0.02233532,0,0,-0.03631438,-0.06391205,-0.01146629,-0.02592578,-0.001545019,1.939588,0,0.7960509,0.4451861,-0.005883693,-0.003733082,0.7401764,1.751073,0.7396784,1.90767,0.0002210628,7.59375e-05,20.39001,0.001526304,5.772573e-12,0.001268125,3.711628e-05,0.01120626,0,0.05,0,7.59375e-05,-0.009104894,0.07306714,0.2837823,0.5,1,0.6666667,0.5,1,1,0,1,45,0,2.514535,1.628352,23728,0.7713532,999,182.5988
13676,1790258277.794,-0.2508917,-0.3702206,1.498514,-0.0333716,-1.576819,-0.004992754,-0.00125,-0.05663694,-0.0118034,-0.02885125,-0.03768135,-0.001698351,0,-0.0001804344,1.690569,-0.02394235,0,0,-0.03518876,-0.05930249,-0.01156657,-0.03197908,-2.874342e-05,2.004946,0,0.8026052,0.4472603,-0.005881707,-0.003429712,0.7439539,1.662565,0.7949364,1.912245,0.0002186243,7.59375e-05,20.38116,0.001500714,8.44753e-13,0.001244455,3.763455e-05,0.01059407,0,0.05,0,7.59375e-05,-0.009687408,0.0732024,0.3458978,0,0.5,0.5,0.5,0,1,0,1,45,0,2.50012,1.62052,23856,0.7709718,999,184.8825
13677,1790258282.008,-0.2548651,-0.378975,1.498514,-0.03707445,-1.033836,-0.002562658,-0.003333334,-0.08630659,-0.01154737,-0.002437973,-0.0603365,-0.001772665,-0.01522667,-0.0003974082,1.73022,-0.02070115,-0.01431183,-9.647966e-05,-0.02964206,-0.03637283,-0.014675,-0.01652282,-0.0005181272,1.767281,0,0.8270062,0.3012499,-0.005859069,-0.004234143,0.7707658,1.754574,0.7651994,1.899731,0.0002232467,7.59375e-05,20.37508,0.001485973,2.374279e-13,0.001225136,3.758997e-05,0.01028706,0,0.05,0,7.59375e-05,-0.01021879,0.07542516,0.3639721,1,1,1,1,0.6666667,1,1,1,45,0,2.528173,1.631067,23635,0.7708392,999,183.2905
13678,1790258286.240,-0.2579629,-0.3765842,1.498514,-0.03222134,-1.032097,-0.0006634628,0,-0.07794055,-0.01198324,-0.008324886,-0.05566312,-0.001794168,-0.01029333,-0.0005609572,1.705519,-0.02090194,-0.01090784,-5.653911e-05,-0.02841344,-0.03033157,-0.01377868,-0.02433554,0,1.923366,0,0.8464565,0.3462299,-0.005722892,-0.003584512,0.7741035,1.7336,0.7720883,1.886678,0.0002187702,7.59375e-05,20.37276,0.001465926,1.46285e-13,0.001209225,3.793061e-05,0.01257908,0,0.05,0,7.59375e-05,-0.008565516,0.07375986,0.3610173,0,nan,0.5,0.25,0.6,0.5,1,0,45,0,2.551456,1.623491,23546,0.7706796,999,185.3551
13679,1790258290.506,-0.2545449,-0.3881175,1.498514,-0.03084146,-1.48766,-0.001354037,0,-0.05322562,-0.01220954,-0.0006287491,-0.03661489,-0.001785208,0,-0.0001759772,1.694469,-0.02342711,0,0,-0.03217321,-0.03304534,-0.01240008,-0.02314878,-0.0004284933,2.046266,0,0.8286128,0.4546722,-0.005738999,-0.003269614,0.7503138,1.818248,0.8287659,1.919258,0.0002175356,2.25e-05,20.37005,0.001470361,1.806246e-13,0.001213706,3.911913e-05,0.01277709,0.15,0.05,0,2.25e-05,-0.00179333,0.07756925,0.3693454,0,nan,0.5,0.5,0,1,1,0,45,0,2.576213,1.626676,23389,0.770642,999,183.9271
13680,1790258294.777,-0.2440178,-0.3702137,1.498514,-0.02587502,-1.570173,-0.001253046,0,-0.05215202,-0.01148262,-0.001530453,-0.03573336,-0.001744979,0,-0.000217116,1.674644,-0.02261661,0,0,-0.03209203,-0.02953354,-0.01169116,-0.0303649,-1.876211e-05,2.345667,0,0.8271626,0.4543425,-0.005779543,-0.002993708,0.7405445,1.843953,0.8113173,1.918304,0.0002179041,3.375e-05,20.36799,0.001476428,1.876869e-11,0.00122045,3.807374e-05,0.007080464,0,0.1,0,3.375e-05,-0.008609788,0.07771306,0.4282975,0,0.5,0.5,0,0,1,0,0,45,0,2.574615,1.632541,23365,0.7704886,999,184.6194
13681,1790258298.081,-0.255218,-0.3853283,1.498514,-0.0322355,-0.712105,-0.001092353,0,-0.08952161,-0.01208767,-0.002639295,-0.06487358,-0.001837469,-0.01658,-0.000592285,1.706494,-0.02146067,-0.01537504,-0.0002304598,-0.02987151,-0.02761277,-0.01479967,-0.01071922,-0.0004254465,1.121137,0,0.8405952,0.2872878,-0.005722425,-0.003915575,0.7744701,1.611598,0.778475,1.894539,0.0002182561,5.0625e-05,20.36297,0.00147457,1.620037e-11,0.001219239,3.707493e-05,0.009429598,0,0.1,0,5.0625e-05,-0.008518402,0.07077805,0.4171897,1,nan,1,1,1,0,0,0,45,0,1.649802,1.59967,30252,0.7702357,999,184.3878
13682,1790258301.113,-0.2565858,-0.395561,1.498514,-0.03854817,-1.513812,-0.003965045,0,-0.06220138,-0.01133871,-0.0001849425,-0.04180982,-0.001732324,0,-0.0001429512,1.678218,-0.02479909,0,0,-0.0334007,-0.04261234,-0.01246688,-0.01583937,0,0.5533699,0,0.7736052,0.4392609,-0.006282595,-0.004478748,0.737826,1.508813,0.8444359,1.905642,0.0002191956,7.59375e-05,20.35619,0.001494008,2.576147e-12,0.001237827,3.69856e-05,0.01246399,0,0.1,0,7.59375e-05,-0.008986533,0.07452191,0.3413876,0,0,0,0,0.5,0,0,0,45,0,1.388216,1.632032,32548,0.7699285,999,186.6336
13683,1790258304.038,-0.2492895,-0.3769846,1.498514,-0.03030518,-1.222404,-0.0009737462,0,-0.06884613,-0.01242526,-0.003781933,-0.04770006,-0.001796045,-0.006152001,-0.0005328345,1.670809,-0.02134868,-0.006526151,0,-0.02769506,-0.03085228,-0.01339477,-0.02649176,-0.008292447,1.962949,0,0.8406048,0.3887596,-0.005746457,-0.003197109,0.767141,1.770445,0.7836806,1.909353,0.0002227691,7.59375e-05,20.35183,0.001503424,1.578401e-12,0.001243926,3.672891e-05,0.01243326,0,0.05,0,7.59375e-05,-0.007995499,0.07456799,0.3679492,1,1,1,1,1,0,1,0,45,0,1.348066,1.560358,33799,0.7698131,999,181.3879
