attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,fell,cup_lift_m,cup_tilt_deg
2,219,4.38,approach,0.04728,0.04195,-0.02183,0.04728,0.03,-31.04,0.41,0.3199,0,0.0,0.0
3,219,4.38,approach,0.05085,0.0378,-0.03402,0.05085,0.03,-34.92,0.49,0.3205,0,0.0,0.0
0,220,4.4,approach,0.04675,0.04065,-0.02308,0.04675,0.03,-35.76,0.13,0.3198,0,0.0,0.0
1,220,4.4,approach,0.04527,0.04004,-0.02113,0.04527,0.03,-32.12,2.42,0.3232,0,0.0,0.0
2,220,4.4,approach,0.04588,0.04181,-0.01888,0.04588,0.03,-30.81,0.46,0.3197,0,0.0,0.0
3,220,4.4,approach,0.04767,0.037,-0.03006,0.04767,0.03,-34.5,0.53,0.3203,0,0.0,0.0
0,221,4.42,approach,0.04608,0.04048,-0.02202,0.04608,0.03,-35.91,0.16,0.3196,0,0.0,0.0
1,221,4.42,approach,0.04375,0.03905,-0.01971,0.04375,0.03,-32.1,2.4,0.323,0,0.0,0.0
2,221,4.42,approach,0.04532,0.04218,-0.01657,0.04532,0.03,-30.64,0.38,0.3196,0,0.0,0.0
3,221,4.42,approach,0.04614,0.03793,-0.02626,0.04614,0.03,-34.13,0.51,0.3201,0,0.0,0.0
0,222,4.44,approach,0.04574,0.04062,-0.02104,0.04574,0.03,-36.08,0.17,0.3195,0,0.0,0.0
1,222,4.44,approach,0.04284,0.0386,-0.01859,0.04284,0.03,-32.21,2.31,0.3228,0,0.0,0.0
2,222,4.44,approach,0.04488,0.04193,-0.016,0.04488,0.03,-31.21,0.19,0.3195,0,0.0,0.0
3,222,4.44,approach,0.04406,0.03783,-0.0226,0.04406,0.03,-33.82,0.54,0.3199,0,0.0,0.0
0,223,4.46,approach,0.04515,0.04049,-0.01998,0.04515,0.03,-36.23,0.2,0.3193,0,0.0,0.0
1,223,4.46,approach,0.04242,0.03845,-0.01793,0.04242,0.03,-32.37,2.2,0.3226,0,0.0,0.0
2,223,4.46,approach,0.04358,0.04104,-0.01466,0.04358,0.03,-31.81,0.1,0.3194,0,0.0,0.0
3,223,4.46,approach,0.04368,0.03928,-0.01911,0.04368,0.03,-33.54,0.51,0.3197,0,0.0,0.0
0,224,4.48,settle,0.04486,0.04064,-0.01899,0.04486,0.03,-36.39,0.21,0.3191,0,0.0,0.0
1,224,4.48,settle,0.04256,0.03882,-0.01744,0.04256,0.03,-32.5,2.13,0.3223,0,0.0,0.0
2,224,4.48,settle,0.04243,0.04069,-0.01203,0.04243,0.03,-32.04,0.6,0.3194,0,0.0,0.0
3,224,4.48,settle,0.04239,0.03942,-0.01557,0.04239,0.03,-33.34,0.53,0.3195,0,0.0,0.0
0,225,4.5,settle,0.04461,0.04058,-0.01853,0.04461,0.03,-36.55,0.24,0.319,0,0.0,0.0
1,225,4.5,settle,0.04387,0.04044,-0.01702,0.04387,0.03,-32.58,2.17,0.3219,0,0.0,0.0
2,225,4.5,settle,0.04017,0.0392,-0.00879,0.04017,0.03,-31.8,1.01,0.3193,0,0.0,0.0
3,225,4.5,settle,0.04247,0.04058,-0.01251,0.04247,0.03,-33.19,0.5,0.3193,0,0.0,0.0
0,226,4.52,settle,0.04465,0.04053,-0.01872,0.04465,0.03,-36.59,0.25,0.3188,0,0.0,0.0
1,226,4.52,settle,0.04385,0.04076,-0.01615,0.04385,0.03,-32.45,2.16,0.3215,0,0.0,0.0
2,226,4.52,settle,0.03699,0.03652,-0.00585,0.03699,0.03,-31.45,1.25,0.3191,0,0.0,0.0
3,226,4.52,settle,0.04168,0.04043,-0.01013,0.04168,0.03,-32.99,0.5,0.3192,0,0.0,0.0
0,227,4.54,settle,0.04461,0.04021,-0.01931,0.04461,0.03,-36.42,0.29,0.3186,0,0.0,0.0
1,227,4.54,settle,0.04286,0.04009,-0.01517,0.04286,0.03,-32.06,2.1,0.321,0,0.0,0.0
2,227,4.54,settle,0.0353,0.03498,-0.00476,0.0353,0.03,-31.19,1.34,0.319,0,0.0,0.0
3,227,4.54,settle,0.04236,0.0415,-0.00849,0.04236,0.03,-32.63,0.45,0.319,0,0.0,0.0
0,228,4.56,settle,0.04459,0.04008,-0.01954,0.04459,0.03,-36.12,0.37,0.3184,0,0.0,0.0
1,228,4.56,settle,0.04168,0.03928,-0.01392,0.04168,0.03,-31.64,1.86,0.3204,0,0.0,0.0
2,228,4.56,settle,0.0346,0.0343,-0.0045,0.0346,0.03,-31.12,1.34,0.3189,0,0.0,0.0
3,228,4.56,settle,0.04302,0.04253,-0.0065,0.04302,0.03,-32.12,0.47,0.3188,0,0.0,0.0
0,229,4.58,settle,0.04444,0.04002,-0.01933,0.04444,0.03,-35.79,0.46,0.3182,0,0.0,0.0
1,229,4.58,settle,0.04162,0.03964,-0.0127,0.04162,0.03,-31.34,1.69,0.3199,0,0.0,0.0
2,229,4.58,settle,0.0342,0.03386,-0.0048,0.0342,0.03,-31.14,1.3,0.3188,0,0.0,0.0
3,229,4.58,settle,0.04342,0.04324,-0.00386,0.04342,0.03,-31.54,0.53,0.3186,0,0.0,0.0
0,230,4.6,settle,0.04449,0.04013,-0.01921,0.04449,0.03,-35.48,0.55,0.318,0,0.0,0.0
1,230,4.6,settle,0.04227,0.04048,-0.01218,0.04227,0.03,-31.11,1.54,0.3193,0,0.0,0.0
2,230,4.6,settle,0.03449,0.03403,-0.00561,0.03449,0.03,-31.16,1.28,0.3187,0,0.0,0.0
3,230,4.6,settle,0.04442,0.0444,-0.00134,0.04442,0.03,-31.01,0.56,0.3185,0,0.0,0.0
0,231,4.62,settle,0.04464,0.04027,-0.01927,0.04464,0.03,-35.14,0.64,0.3178,0,0.0,0.0
1,231,4.62,settle,0.04273,0.04097,-0.01213,0.04273,0.03,-30.83,1.38,0.3186,0,0.0,0.0
2,231,4.62,settle,0.03516,0.03455,-0.00653,0.03516,0.03,-31.13,1.24,0.3186,0,0.0,0.0
3,231,4.62,settle,0.04531,0.0453,0.00082,0.04531,0.03,-30.5,0.59,0.3183,0,0.0,0.0
0,232,4.64,settle,0.04496,0.04058,-0.01935,0.04496,0.03,-34.8,0.72,0.3176,0,0.0,0.0
1,232,4.64,settle,0.04325,0.04159,-0.01188,0.04325,0.03,-30.49,1.21,0.318,0,0.0,0.0
2,232,4.64,settle,0.03547,0.03471,-0.00728,0.03547,0.03,-31.08,1.17,0.3186,0,0.0,0.0
3,232,4.64,settle,0.04673,0.04666,0.00262,0.04673,0.03,-30.02,0.59,0.3182,0,0.0,0.0
0,233,4.66,settle,0.04526,0.04092,-0.01933,0.04526,0.03,-34.47,0.81,0.3175,0,0.0,0.0
1,233,4.66,settle,0.04377,0.04225,-0.01144,0.04377,0.03,-30.19,1.05,0.3173,0,0.0,0.0
2,233,4.66,settle,0.03591,0.03502,-0.00799,0.03591,0.03,-31.02,1.11,0.3185,0,0.0,0.0
3,233,4.66,settle,0.04732,0.04712,0.00437,0.04732,0.03,-29.55,0.62,0.318,0,0.0,0.0
0,234,4.68,settle,0.04561,0.04132,-0.01931,0.04561,0.03,-34.17,0.89,0.3173,0,0.0,0.0
1,234,4.68,settle,0.04427,0.04284,-0.01116,0.04427,0.03,-29.94,0.91,0.3167,0,0.0,0.0
2,234,4.68,settle,0.03633,0.03526,-0.00873,0.03633,0.03,-30.95,1.03,0.3184,0,0.0,0.0
3,234,4.68,settle,0.04895,0.04859,0.00588,0.04895,0.03,-29.14,0.59,0.3179,0,0.0,0.0
0,235,4.7,settle,0.04596,0.04168,-0.01937,0.04596,0.03,-33.88,0.96,0.3171,0,0.0,0.0
1,235,4.7,settle,0.04488,0.04348,-0.01112,0.04488,0.03,-29.68,0.77,0.316,0,0.0,0.0
2,235,4.7,settle,0.03683,0.0356,-0.00944,0.03683,0.03,-30.84,0.94,0.3183,0,0.0,0.0
3,235,4.7,settle,0.04927,0.04873,0.00727,0.04927,0.03,-28.77,0.6,0.3177,0,0.0,0.0
0,236,4.72,settle,0.0464,0.04211,-0.01947,0.0464,0.03,-33.6,1.03,0.3169,0,0.0,0.0
1,236,4.72,settle,0.04557,0.0442,-0.01108,0.04557,0.03,-29.43,0.63,0.3153,0,0.0,0.0
2,236,4.72,settle,0.03738,0.036,-0.01006,0.03738,0.03,-30.71,0.83,0.3182,0,0.0,0.0
3,236,4.72,settle,0.05031,0.04961,0.00837,0.05031,0.03,-28.43,0.56,0.3176,0,0.0,0.0
0,237,4.74,settle,0.04681,0.04252,-0.01956,0.04681,0.03,-33.34,1.11,0.3168,0,0.0,0.0
1,237,4.74,settle,0.04623,0.04492,-0.01095,0.04623,0.03,-29.2,0.49,0.3147,0,0.0,0.0
2,237,4.74,settle,0.03791,0.03642,-0.01055,0.03791,0.03,-30.59,0.71,0.3181,0,0.0,0.0
3,237,4.74,settle,0.0512,0.05037,0.00922,0.0512,0.03,-28.1,0.52,0.3175,0,0.0,0.0
0,238,4.76,settle,0.04718,0.04291,-0.0196,0.04718,0.03,-33.1,1.18,0.3166,0,0.0,0.0
1,238,4.76,settle,0.04687,0.04557,-0.01095,0.04687,0.03,-29.01,0.36,0.314,0,0.0,0.0
2,238,4.76,settle,0.03853,0.03694,-0.01096,0.03853,0.03,-30.49,0.59,0.3179,0,0.0,0.0
3,238,4.76,settle,0.05178,0.05079,0.01007,0.05178,0.03,-27.77,0.5,0.3173,0,0.0,0.0
0,239,4.78,settle,0.0475,0.04326,-0.01963,0.0475,0.03,-32.87,1.24,0.3165,0,0.0,0.0
1,239,4.78,settle,0.04759,0.04628,-0.01109,0.04759,0.03,-28.82,0.25,0.3134,0,0.0,0.0
2,239,4.78,settle,0.03901,0.03733,-0.01134,0.03901,0.03,-30.42,0.46,0.3178,0,0.0,0.0
3,239,4.78,settle,0.05198,0.05086,0.01072,0.05198,0.03,-27.5,0.52,0.3172,0,0.0,0.0
0,240,4.8,settle,0.04778,0.04356,-0.01964,0.04778,0.03,-32.67,1.31,0.3164,0,0.0,0.0
1,240,4.8,settle,0.04836,0.04704,-0.01122,0.04836,0.03,-28.63,0.13,0.3127,0,0.0,0.0
2,240,4.8,settle,0.03944,0.03767,-0.01169,0.03944,0.03,-30.39,0.34,0.3176,0,0.0,0.0
3,240,4.8,settle,0.05191,0.05078,0.01081,0.05191,0.03,-27.34,0.61,0.317,0,0.0,0.0
0,241,4.82,settle,0.04802,0.04381,-0.01966,0.04802,0.03,-32.49,1.37,0.3162,0,0.0,0.0
1,241,4.82,settle,0.04907,0.04775,-0.0113,0.04907,0.03,-28.46,0.02,0.3121,0,0.0,0.0
2,241,4.82,settle,0.03982,0.03793,-0.01212,0.03982,0.03,-30.38,0.22,0.3174,0,0.0,0.0
3,241,4.82,settle,0.05164,0.05062,0.01022,0.05164,0.03,-27.3,0.66,0.3169,0,0.0,0.0
0,242,4.84,settle,0.04824,0.04403,-0.0197,0.04824,0.03,-32.32,1.43,0.3161,0,0.0,0.0
1,242,4.84,settle,0.04987,0.04852,-0.01153,0.04987,0.03,-28.31,0.08,0.3115,0,0.0,0.0
2,242,4.84,settle,0.04032,0.03831,-0.01255,0.04032,0.03,-30.39,0.11,0.3172,0,0.0,0.0
3,242,4.84,settle,0.05135,0.05052,0.00918,0.05135,0.03,-27.31,0.68,0.3168,0,0.0,0.0
0,243,4.86,settle,0.04845,0.04425,-0.01973,0.04845,0.03,-32.17,1.48,0.316,0,0.0,0.0
1,243,4.86,settle,0.0509,0.04948,-0.01192,0.0509,0.03,-28.13,0.18,0.3108,0,0.0,0.0
2,243,4.86,settle,0.04182,0.03972,-0.01308,0.04182,0.03,-30.4,0.03,0.3171,0,0.0,0.0
3,243,4.86,settle,0.05113,0.05049,0.00808,0.05113,0.03,-27.3,0.7,0.3166,0,0.0,0.0
0,244,4.88,settle,0.04859,0.0444,-0.01973,0.04859,0.03,-32.04,1.54,0.3159,0,0.0,0.0
1,244,4.88,settle,0.05219,0.05073,-0.01226,0.05219,0.03,-27.91,0.28,0.3102,0,0.0,0.0
2,244,4.88,settle,0.04374,0.04168,-0.01327,0.04374,0.03,-30.3,0.1,0.3169,0,0.0,0.0
3,244,4.88,settle,0.05091,0.05038,0.00731,0.05091,0.03,-27.22,0.69,0.3165,0,0.0,0.0
0,245,4.9,settle,0.04868,0.0445,-0.01974,0.04868,0.03,-31.93,1.59,0.3159,0,0.0,0.0
1,245,4.9,settle,0.05361,0.05212,-0.01259,0.05361,0.03,-27.69,0.38,0.3095,0,0.0,0.0
2,245,4.9,settle,0.04401,0.04237,-0.01188,0.04401,0.03,-29.91,0.03,0.3166,0,0.0,0.0
3,245,4.9,settle,0.0506,0.05014,0.00681,0.0506,0.03,-27.09,0.73,0.3163,0,0.0,0.0
0,246,4.92,settle,0.04873,0.04454,-0.01976,0.04873,0.03,-31.82,1.63,0.3158,0,0.0,0.0
1,246,4.92,settle,0.05511,0.05356,-0.01299,0.05511,0.03,-27.44,0.48,0.3087,0,0.0,0.0
2,246,4.92,settle,0.04311,0.04188,-0.01024,0.04311,0.03,-29.42,0.09,0.3164,0,0.0,0.0
3,246,4.92,settle,0.05018,0.04978,0.00626,0.05018,0.03,-26.95,0.79,0.3162,0,0.0,0.0
0,247,4.94,settle,0.04878,0.04459,-0.01977,0.04878,0.03,-31.72,1.68,0.3157,0,0.0,0.0
1,247,4.94,settle,0.05686,0.05524,-0.01347,0.05686,0.03,-27.16,0.57,0.3079,0,0.0,0.0
2,247,4.94,settle,0.04304,0.04203,-0.00927,0.04304,0.03,-29.07,0.31,0.3161,0,0.0,0.0
3,247,4.94,settle,0.04968,0.04939,0.00538,0.04968,0.03,-26.88,0.83,0.316,0,0.0,0.0
0,248,4.96,settle,0.04876,0.04459,-0.01975,0.04876,0.03,-31.63,1.73,0.3157,0,0.0,0.0
1,248,4.96,settle,0.05892,0.05725,-0.01395,0.05892,0.03,-26.85,0.67,0.3071,0,0.0,0.0
2,248,4.96,settle,0.04403,0.04311,-0.00893,0.04403,0.03,-28.89,0.46,0.3157,0,0.0,0.0
3,248,4.96,settle,0.04915,0.04898,0.00402,0.04915,0.03,-26.91,0.85,0.3159,0,0.0,0.0
0,249,4.98,settle,0.04871,0.04454,-0.01972,0.04871,0.03,-31.54,1.77,0.3157,0,0.0,0.0
1,249,4.98,settle,0.06115,0.05942,-0.01444,0.06115,0.03,-26.51,0.77,0.3062,0,0.0,0.0
2,249,4.98,settle,0.04512,0.04417,-0.00924,0.04512,0.03,-28.79,0.58,0.3154,0,0.0,0.0
3,249,4.98,settle,0.04869,0.04863,0.00239,0.04869,0.03,-26.99,0.85,0.3158,0,0.0,0.0
0,250,5.0,settle,0.04861,0.04446,-0.01966,0.04861,0.03,-31.45,1.82,0.3156,0,0.0,0.0
1,250,5.0,settle,0.06349,0.0617,-0.01498,0.06349,0.03,-26.15,0.88,0.3052,0,0.0,0.0
2,250,5.0,settle,0.04584,0.04477,-0.00983,0.04584,0.03,-28.67,0.72,0.315,0,0.0,0.0
3,250,5.0,settle,0.04834,0.04833,0.00074,0.04834,0.03,-27.04,0.86,0.3156,0,0.0,0.0
0,251,5.02,settle,0.04847,0.04434,-0.01957,0.04847,0.03,-31.37,1.87,0.3156,0,0.0,0.0
1,251,5.02,settle,0.06595,0.0641,-0.01552,0.06595,0.03,-25.78,0.98,0.3041,0,0.0,0.0
2,251,5.02,settle,0.04646,0.04531,-0.01028,0.04646,0.03,-28.51,0.86,0.3146,0,0.0,0.0
3,251,5.02,settle,0.04812,0.04812,-0.00057,0.04812,0.03,-27.01,0.88,0.3155,0,0.0,0.0
0,252,5.04,settle,0.04909,0.04501,-0.01959,0.04909,0.03,-31.31,1.88,0.3156,0,0.0,0.0
1,252,5.04,settle,0.06841,0.0665,-0.01605,0.06841,0.03,-25.42,1.07,0.303,0,0.0,0.0
2,252,5.04,settle,0.04726,0.04605,-0.01062,0.04726,0.03,-28.33,0.99,0.314,0,0.0,0.0
3,252,5.04,settle,0.04799,0.04797,-0.00152,0.04799,0.03,-26.9,0.91,0.3153,0,0.0,0.0
0,253,5.06,settle,0.05047,0.04672,-0.01908,0.05047,0.03,-31.14,1.86,0.3156,0,0.0,0.0
1,253,5.06,settle,0.07087,0.06888,-0.01666,0.07087,0.03,-25.06,1.16,0.3018,0,0.0,0.0
2,253,5.06,settle,0.04831,0.04705,-0.01097,0.04831,0.03,-28.14,1.12,0.3135,0,0.0,0.0
3,253,5.06,settle,0.04796,0.0479,-0.00228,0.04796,0.03,-26.76,0.97,0.3152,0,0.0,0.0
0,254,5.08,settle,0.04953,0.04648,-0.01711,0.04953,0.03,-30.74,1.88,0.3155,0,0.0,0.0
1,254,5.08,settle,0.07328,0.0712,-0.01734,0.07328,0.03,-24.7,1.25,0.3005,0,0.0,0.0
2,254,5.08,settle,0.04954,0.04823,-0.01131,0.04954,0.03,-27.95,1.24,0.3128,0,0.0,0.0
3,254,5.08,settle,0.04807,0.04797,-0.00311,0.04807,0.03,-26.64,1.02,0.315,0,0.0,0.0
0,255,5.1,settle,0.05053,0.04835,-0.0147,0.05053,0.03,-30.22,1.89,0.3155,0,0.0,0.0
1,255,5.1,settle,0.07569,0.07351,-0.01806,0.07569,0.03,-24.34,1.33,0.2991,0,0.0,0.0
2,255,5.1,settle,0.05092,0.04957,-0.01165,0.05092,0.03,-27.75,1.37,0.3121,0,0.0,0.0
3,255,5.1,settle,0.04836,0.0482,-0.00398,0.04836,0.03,-26.53,1.06,0.3148,0,0.0,0.0
0,256,5.12,settle,0.05214,0.05074,-0.01203,0.05214,0.03,-29.68,1.89,0.3155,0,0.0,0.0
1,256,5.12,settle,0.07796,0.07567,-0.01875,0.07796,0.03,-23.99,1.41,0.2976,0,0.0,0.0
2,256,5.12,settle,0.0525,0.05108,-0.01212,0.0525,0.03,-27.53,1.48,0.3113,0,0.0,0.0
3,256,5.12,settle,0.04882,0.04859,-0.00473,0.04882,0.03,-26.4,1.11,0.3147,0,0.0,0.0
0,257,5.14,settle,0.05282,0.05208,-0.00887,0.05282,0.03,-29.14,1.96,0.3154,0,0.0,0.0
1,257,5.14,settle,0.0799,0.07752,-0.01938,0.0799,0.03,-23.67,1.49,0.296,0,0.0,0.0
2,257,5.14,settle,0.05447,0.05295,-0.01275,0.05447,0.03,-27.26,1.6,0.3104,0,0.0,0.0
3,257,5.14,settle,0.04939,0.04912,-0.00515,0.04939,0.03,-26.22,1.18,0.3145,0,0.0,0.0
0,258,5.16,settle,0.05392,0.05355,-0.00626,0.05392,0.03,-28.66,2.09,0.3154,0,0.0,0.0
1,258,5.16,settle,0.08133,0.07884,-0.01995,0.08133,0.03,-23.41,1.58,0.2944,0,0.0,0.0
2,258,5.16,settle,0.05687,0.05527,-0.01337,0.05687,0.03,-26.92,1.71,0.3094,0,0.0,0.0
3,258,5.16,settle,0.05012,0.04985,-0.00521,0.05012,0.03,-25.98,1.26,0.3144,0,0.0,0.0
0,259,5.18,settle,0.05504,0.05485,-0.00449,0.05504,0.03,-28.36,2.19,0.3154,0,0.0,0.0
1,259,5.18,settle,0.08218,0.07958,-0.0205,0.08218,0.03,-23.21,1.66,0.2928,0,0.0,0.0
2,259,5.18,settle,0.05952,0.05787,-0.01393,0.05952,0.03,-26.57,1.82,0.3083,0,0.0,0.0
3,259,5.18,settle,0.05093,0.0507,-0.00491,0.05093,0.03,-25.69,1.34,0.3142,0,0.0,0.0
0,260,5.2,settle,0.05592,0.05584,-0.00298,0.05592,0.03,-28.22,2.23,0.3154,0,0.0,0.0
1,260,5.2,settle,0.08235,0.07965,-0.02088,0.08235,0.03,-23.06,1.76,0.2911,0,0.0,0.0
2,260,5.2,settle,0.06206,0.06035,-0.01447,0.06206,0.03,-26.22,1.93,0.3071,0,0.0,0.0
3,260,5.2,settle,0.0518,0.05162,-0.0043,0.0518,0.03,-25.41,1.41,0.3141,0,0.0,0.0
0,261,5.22,settle,0.05662,0.0566,-0.00136,0.05662,0.03,-28.09,2.17,0.3154,0,0.0,0.0
1,261,5.22,settle,0.08207,0.07931,-0.0211,0.08207,0.03,-22.94,1.87,0.2894,0,0.0,0.0
2,261,5.22,settle,0.06457,0.06279,-0.01507,0.06457,0.03,-25.88,2.02,0.3059,0,0.0,0.0
3,261,5.22,settle,0.05269,0.05257,-0.00357,0.05269,0.03,-25.15,1.46,0.3139,0,0.0,0.0
0,262,5.24,settle,0.05714,0.05713,0.00058,0.05714,0.03,-27.83,2.13,0.3154,0,0.0,0.0
1,262,5.24,settle,0.08152,0.07871,-0.02122,0.08152,0.03,-22.83,1.99,0.2876,0,0.0,0.0
2,262,5.24,settle,0.06716,0.06529,-0.01575,0.06716,0.03,-25.52,2.11,0.3045,0,0.0,0.0
3,262,5.24,settle,0.05369,0.05361,-0.00279,0.05369,0.03,-24.89,1.48,0.3138,0,0.0,0.0
0,263,5.26,settle,0.05818,0.05811,0.00272,0.05818,0.03,-27.52,2.1,0.3154,0,0.0,0.0
1,263,5.26,settle,0.08054,0.07774,-0.02107,0.08054,0.03,-22.78,2.11,0.2859,0,0.0,0.0
2,263,5.26,settle,0.0699,0.06794,-0.01645,0.0699,0.03,-25.14,2.19,0.303,0,0.0,0.0
3,263,5.26,settle,0.05481,0.05478,-0.00183,0.05481,0.03,-24.6,1.46,0.3137,0,0.0,0.0
0,264,5.28,settle,0.05932,0.05911,0.00494,0.05932,0.03,-27.24,2.07,0.3155,0,0.0,0.0
1,264,5.28,settle,0.07895,0.07619,-0.02069,0.07895,0.03,-22.79,2.24,0.2843,0,0.0,0.0
2,264,5.28,settle,0.07285,0.07079,-0.01717,0.07285,0.03,-24.74,2.27,0.3015,0,0.0,0.0
3,264,5.28,settle,0.056,0.056,-0.00056,0.056,0.03,-24.28,1.45,0.3136,0,0.0,0.0
0,265,5.3,settle,0.06029,0.05986,0.00714,0.06029,0.03,-27.0,2.04,0.3155,0,0.0,0.0
1,265,5.3,settle,0.07696,0.07422,-0.02035,0.07696,0.03,-22.81,2.38,0.2827,0,0.0,0.0
2,265,5.3,settle,0.07576,0.07362,-0.01784,0.07576,0.03,-24.34,2.35,0.2998,0,0.0,0.0
3,265,5.3,settle,0.05713,0.05712,0.00093,0.05713,0.03,-23.96,1.45,0.3135,0,0.0,0.0
0,266,5.32,settle,0.0612,0.0605,0.00921,0.0612,0.03,-26.74,2.01,0.3155,0,0.0,0.0
1,266,5.32,settle,0.07501,0.07228,-0.02003,0.07501,0.03,-22.81,2.55,0.2812,0,0.0,0.0
2,266,5.32,settle,0.0784,0.07619,-0.01846,0.0784,0.03,-23.95,2.44,0.2981,0,0.0,0.0
3,266,5.32,settle,0.05813,0.05808,0.00243,0.05813,0.03,-23.67,1.45,0.3134,0,0.0,0.0
0,267,5.34,settle,0.06247,0.06146,0.01119,0.06247,0.03,-26.46,1.97,0.3155,0,0.0,0.0
1,267,5.34,settle,0.07295,0.07029,-0.01955,0.07295,0.03,-22.85,2.7,0.2797,0,0.0,0.0
2,267,5.34,settle,0.08063,0.07835,-0.01905,0.08063,0.03,-23.6,2.52,0.2963,0,0.0,0.0
3,267,5.34,settle,0.05902,0.0589,0.00379,0.05902,0.03,-23.44,1.44,0.3133,0,0.0,0.0
0,268,5.36,settle,0.06349,0.06207,0.01335,0.06349,0.03,-26.17,1.96,0.3156,0,0.0,0.0
1,268,5.36,settle,0.07052,0.06793,-0.01893,0.07052,0.03,-22.95,2.86,0.2784,0,0.0,0.0
2,268,5.36,settle,0.08237,0.08,-0.0196,0.08237,0.03,-23.29,2.61,0.2944,0,0.0,0.0
3,268,5.36,settle,0.05984,0.05963,0.00505,0.05984,0.03,-23.25,1.41,0.3133,0,0.0,0.0
0,269,5.38,settle,0.0647,0.06281,0.0155,0.0647,0.03,-25.9,1.93,0.3156,0,0.0,0.0
1,269,5.38,settle,0.068,0.06545,-0.01846,0.068,0.03,-23.06,3.01,0.2772,0,0.0,0.0
2,269,5.38,settle,0.08347,0.08102,-0.02008,0.08347,0.03,-23.04,2.7,0.2925,0,0.0,0.0
3,269,5.38,settle,0.06067,0.06033,0.00635,0.06067,0.03,-23.07,1.37,0.3132,0,0.0,0.0
0,270,5.4,settle,0.06547,0.06306,0.0176,0.06547,0.03,-25.65,1.92,0.3156,0,0.0,0.0
1,270,5.4,settle,0.06561,0.06308,-0.01805,0.06561,0.03,-23.16,3.17,0.2761,0,0.0,0.0
2,270,5.4,settle,0.0837,0.08118,-0.02037,0.0837,0.03,-22.86,2.8,0.2906,0,0.0,0.0
3,270,5.4,settle,0.06113,0.06061,0.0079,0.06113,0.03,-22.86,1.35,0.3132,0,0.0,0.0
0,271,5.42,settle,0.06695,0.06408,0.01937,0.06695,0.03,-25.41,1.86,0.3156,0,0.0,0.0
1,271,5.42,settle,0.06338,0.06087,-0.01766,0.06338,0.03,-23.29,3.32,0.2752,0,0.0,0.0
2,271,5.42,settle,0.08312,0.08057,-0.02045,0.08312,0.03,-22.73,2.92,0.2887,0,0.0,0.0
3,271,5.42,settle,0.06205,0.06133,0.00943,0.06205,0.03,-22.65,1.3,0.3132,0,0.0,0.0
0,272,5.44,settle,0.0673,0.06389,0.02114,0.0673,0.03,-25.19,1.86,0.3157,0,0.0,0.0
1,272,5.44,settle,0.06092,0.05844,-0.0172,0.06092,0.03,-23.46,3.44,0.2744,0,0.0,0.0
2,272,5.44,settle,0.08213,0.07955,-0.02042,0.08213,0.03,-22.63,3.04,0.2867,0,0.0,0.0
3,272,5.44,settle,0.0626,0.06162,0.01103,0.0626,0.03,-22.45,1.28,0.3132,0,0.0,0.0
0,273,5.46,settle,0.06847,0.06459,0.02273,0.06847,0.03,-24.98,1.8,0.3157,0,0.0,0.0
1,273,5.46,settle,0.05862,0.05613,-0.0169,0.05862,0.03,-23.64,3.57,0.2738,0,0.0,0.0
2,273,5.46,settle,0.08079,0.07821,-0.02027,0.08079,0.03,-22.53,3.17,0.2848,0,0.0,0.0
3,273,5.46,settle,0.06323,0.06194,0.0127,0.06323,0.03,-22.25,1.25,0.3132,0,0.0,0.0
0,274,5.48,settle,0.06964,0.06529,0.02424,0.06964,0.03,-24.75,1.76,0.3157,0,0.0,0.0
1,274,5.48,settle,0.05645,0.05393,-0.01669,0.05645,0.03,-23.83,3.7,0.2733,0,0.0,0.0
2,274,5.48,settle,0.07912,0.07656,-0.01994,0.07912,0.03,-22.46,3.33,0.283,0,0.0,0.0
3,274,5.48,settle,0.06376,0.06213,0.01435,0.06376,0.03,-22.07,1.22,0.3132,0,0.0,0.0
0,275,5.5,settle,0.07118,0.06636,0.02575,0.07118,0.03,-24.5,1.72,0.3157,0,0.0,0.0
1,275,5.5,settle,0.05444,0.05188,-0.0165,0.05444,0.03,-24.05,3.82,0.2729,0,0.0,0.0
2,275,5.5,settle,0.07708,0.07459,-0.01942,0.07708,0.03,-22.45,3.47,0.2812,0,0.0,0.0
3,275,5.5,settle,0.06433,0.06232,0.01595,0.06433,0.03,-21.9,1.18,0.3132,0,0.0,0.0
0,276,5.52,settle,0.07323,0.06798,0.02723,0.07323,0.03,-24.22,1.66,0.3156,0,0.0,0.0
1,276,5.52,settle,0.05247,0.04984,-0.01639,0.05247,0.03,-24.3,3.92,0.2727,0,0.0,0.0
2,276,5.52,settle,0.07455,0.07211,-0.0189,0.07455,0.03,-22.46,3.62,0.2795,0,0.0,0.0
3,276,5.52,settle,0.06503,0.06263,0.01749,0.06503,0.03,-21.76,1.13,0.3132,0,0.0,0.0
0,277,5.54,settle,0.07527,0.06949,0.02892,0.07527,0.03,-23.92,1.47,0.3156,0,0.0,0.0
1,277,5.54,settle,0.05071,0.04797,-0.01646,0.05071,0.03,-24.56,4.02,0.2727,0,0.0,0.0
