attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,fell,cup_lift_m,cup_tilt_deg
2,354,7.08,enter,0.04572,0.04568,-0.00205,0.04572,0.03,-21.18,3.4,0.3187,0,0.0039,8.26
3,354,7.08,enter,0.04057,0.04052,-0.00209,0.04057,0.03,-19.71,8.24,0.3134,0,0.0018,3.91
0,355,7.1,enter,0.0731,0.07049,0.01935,0.0731,0.03,-19.27,3.38,0.3108,0,0.0007,1.38
1,355,7.1,enter,0.04769,0.04767,0.00131,0.04769,0.03,-18.82,4.89,0.3182,0,0.0049,10.26
2,355,7.1,enter,0.04717,0.04712,-0.00224,0.04717,0.03,-21.05,3.53,0.3187,0,0.0043,8.98
3,355,7.1,enter,0.04013,0.04005,-0.00254,0.04013,0.03,-19.73,8.39,0.3135,0,0.0017,3.56
0,356,7.12,enter,0.0729,0.07042,0.01885,0.0729,0.03,-19.46,3.58,0.311,0,0.0006,1.34
1,356,7.12,enter,0.04885,0.04881,0.00206,0.04885,0.03,-18.5,5.1,0.3182,0,0.0053,11.21
2,356,7.12,enter,0.04849,0.04847,-0.00157,0.04849,0.03,-20.7,3.74,0.3186,0,0.0048,10.01
3,356,7.12,enter,0.03949,0.0394,-0.00262,0.03949,0.03,-19.76,8.59,0.3136,0,0.002,4.08
0,357,7.14,enter,0.0729,0.07057,0.0183,0.0729,0.03,-19.64,3.77,0.3112,0,0.0007,1.4
1,357,7.14,enter,0.04849,0.04835,0.00362,0.04849,0.03,-18.08,5.22,0.3181,0,0.0058,12.1
2,357,7.14,enter,0.0487,0.0487,0.00024,0.0487,0.03,-20.22,3.9,0.3185,0,0.0053,11.28
3,357,7.14,enter,0.03994,0.03982,-0.00304,0.03994,0.03,-19.76,8.77,0.3136,0,0.0021,4.47
0,358,7.16,enter,0.07271,0.07049,0.01784,0.07271,0.03,-19.82,3.99,0.3114,0,0.0007,1.48
1,358,7.16,enter,0.04691,0.04668,0.00465,0.04691,0.03,-17.8,5.13,0.3181,0,0.0061,12.8
2,358,7.16,enter,0.04748,0.04744,0.00193,0.04748,0.03,-19.85,3.83,0.3185,0,0.0058,12.26
3,358,7.16,enter,0.03946,0.0393,-0.00348,0.03946,0.03,-19.79,8.93,0.3137,0,0.0021,4.36
0,359,7.18,enter,0.07225,0.07013,0.01737,0.07225,0.03,-20.0,4.2,0.3116,0,0.0007,1.52
1,359,7.18,enter,0.04632,0.04605,0.00492,0.04632,0.03,-17.65,5.01,0.3181,0,0.0064,13.51
2,359,7.18,enter,0.04656,0.04648,0.00266,0.04656,0.03,-19.6,3.83,0.3185,0,0.0062,12.94
3,359,7.18,enter,0.03926,0.03908,-0.00378,0.03926,0.03,-19.79,9.07,0.3138,0,0.0022,4.65
0,360,7.2,enter,0.07173,0.06967,0.01706,0.07173,0.03,-20.08,4.41,0.3118,0,0.0008,1.71
1,360,7.2,enter,0.04803,0.04783,0.00435,0.04803,0.03,-17.61,5.02,0.3181,0,0.0068,14.24
2,360,7.2,enter,0.04761,0.04754,0.00254,0.04761,0.03,-19.51,3.78,0.3185,0,0.0065,13.69
3,360,7.2,enter,0.03914,0.0389,-0.00435,0.03914,0.03,-19.82,9.22,0.3139,0,0.0023,4.74
0,361,7.22,enter,0.07132,0.06928,0.01693,0.07132,0.03,-20.17,4.62,0.3121,0,0.001,2.0
1,361,7.22,enter,0.05045,0.05028,0.00417,0.05045,0.03,-17.46,5.14,0.3181,0,0.0071,14.92
2,361,7.22,enter,0.0498,0.04976,0.00213,0.0498,0.03,-19.42,3.93,0.3185,0,0.0068,14.44
3,361,7.22,enter,0.03859,0.03829,-0.00478,0.03859,0.03,-19.84,9.32,0.3139,0,0.0023,4.79
0,362,7.24,enter,0.07121,0.06921,0.01677,0.07121,0.03,-20.3,4.8,0.3123,0,0.0011,2.25
1,362,7.24,enter,0.05168,0.05138,0.00551,0.05168,0.03,-17.04,5.31,0.318,0,0.0074,15.71
2,362,7.24,enter,0.0512,0.0511,0.00316,0.0512,0.03,-19.04,4.19,0.3185,0,0.0072,15.22
3,362,7.24,enter,0.03854,0.03817,-0.00535,0.03854,0.03,-19.88,9.48,0.314,0,0.0023,4.83
0,363,7.26,enter,0.07123,0.06933,0.01635,0.07123,0.03,-20.46,4.95,0.3125,0,0.0011,2.26
1,363,7.26,enter,0.05025,0.04967,0.00763,0.05025,0.03,-16.58,5.37,0.318,0,0.0079,16.66
2,363,7.26,enter,0.05021,0.04994,0.00519,0.05021,0.03,-18.6,4.29,0.3185,0,0.0076,15.99
3,363,7.26,enter,0.03787,0.03742,-0.00582,0.03787,0.03,-19.92,9.6,0.3141,0,0.0024,4.99
0,364,7.28,enter,0.07127,0.06955,0.01556,0.07127,0.03,-20.58,5.08,0.3128,0,0.001,2.13
1,364,7.28,enter,0.0483,0.04755,0.00851,0.0483,0.03,-16.4,5.29,0.318,0,0.0081,17.11
2,364,7.28,enter,0.04847,0.04808,0.00618,0.04847,0.03,-18.42,4.23,0.3186,0,0.0079,16.72
3,364,7.28,enter,0.03732,0.03677,-0.00639,0.03732,0.03,-20.0,9.75,0.3141,0,0.0024,4.93
0,365,7.3,enter,0.07099,0.06939,0.01498,0.07099,0.03,-20.72,5.27,0.313,0,0.001,2.12
1,365,7.3,enter,0.04779,0.04703,0.00849,0.04779,0.03,-16.42,5.15,0.318,0,0.0081,17.05
2,365,7.3,enter,0.04792,0.04751,0.0063,0.04792,0.03,-18.36,4.14,0.3186,0,0.0081,17.14
3,365,7.3,enter,0.03746,0.03679,-0.00704,0.03746,0.03,-20.04,9.91,0.3142,0,0.0024,4.95
0,366,7.32,enter,0.07056,0.06909,0.01431,0.07056,0.03,-20.85,5.44,0.3132,0,0.001,2.04
1,366,7.32,enter,0.05034,0.04975,0.00766,0.05034,0.03,-16.27,5.13,0.318,0,0.0083,17.5
2,366,7.32,enter,0.04965,0.04933,0.00567,0.04965,0.03,-18.36,4.2,0.3187,0,0.0084,17.82
3,366,7.32,enter,0.03711,0.03632,-0.00764,0.03711,0.03,-20.09,10.06,0.3142,0,0.0025,5.26
0,367,7.34,enter,0.07022,0.06887,0.01369,0.07022,0.03,-20.98,5.62,0.3135,0,0.0009,1.96
1,367,7.34,enter,0.0536,0.0531,0.00731,0.0536,0.03,-16.01,5.24,0.318,0,0.0084,17.77
2,367,7.34,enter,0.05202,0.05172,0.00565,0.05202,0.03,-18.22,4.32,0.3187,0,0.0087,18.54
3,367,7.34,enter,0.03694,0.036,-0.00826,0.03694,0.03,-20.12,10.17,0.3143,0,0.0024,5.01
0,368,7.36,enter,0.07034,0.06903,0.01351,0.07034,0.03,-21.04,5.79,0.3137,0,0.0011,2.2
1,368,7.36,enter,0.05514,0.05443,0.00881,0.05514,0.03,-15.53,5.42,0.318,0,0.0089,18.9
2,368,7.36,enter,0.05294,0.05244,0.00729,0.05294,0.03,-17.8,4.51,0.3187,0,0.0093,19.86
3,368,7.36,enter,0.03655,0.03551,-0.00865,0.03655,0.03,-20.15,10.28,0.3143,0,0.0026,5.47
0,369,7.38,enter,0.07026,0.069,0.01323,0.07026,0.03,-21.09,5.97,0.3139,0,0.0011,2.38
1,369,7.38,enter,0.05305,0.05189,0.01102,0.05305,0.03,-15.09,5.44,0.3179,0,0.0094,20.01
2,369,7.38,enter,0.05135,0.05049,0.00936,0.05135,0.03,-17.37,4.57,0.3187,0,0.01,21.33
3,369,7.38,enter,0.03644,0.0352,-0.00944,0.03644,0.03,-20.23,10.41,0.3144,0,0.0025,5.15
0,370,7.4,enter,0.07002,0.06883,0.01283,0.07002,0.03,-21.15,6.14,0.3141,0,0.0012,2.46
1,370,7.4,enter,0.05061,0.04923,0.01176,0.05061,0.03,-15.0,5.16,0.3179,0,0.0098,20.78
2,370,7.4,enter,0.04973,0.0487,0.01011,0.04973,0.03,-17.24,4.45,0.3187,0,0.0105,22.52
3,370,7.4,enter,0.03579,0.03436,-0.01002,0.03579,0.03,-20.28,10.53,0.3144,0,0.0025,5.14
0,371,7.42,enter,0.06979,0.06866,0.01256,0.06979,0.03,-21.16,6.3,0.3142,0,0.0012,2.61
1,371,7.42,enter,0.05049,0.04919,0.01139,0.05049,0.03,-15.09,5.08,0.318,0,0.01,21.24
2,371,7.42,enter,0.04993,0.04892,0.01,0.04993,0.03,-17.28,4.35,0.3188,0,0.011,23.5
3,371,7.42,enter,0.0355,0.03386,-0.01067,0.0355,0.03,-20.37,10.7,0.3144,0,0.0024,5.01
0,372,7.44,enter,0.06961,0.06848,0.0125,0.06961,0.03,-21.11,6.47,0.3144,0,0.0014,2.93
1,372,7.44,enter,0.05313,0.05216,0.01008,0.05313,0.03,-15.24,5.09,0.318,0,0.01,21.37
2,372,7.44,enter,0.05256,0.05178,0.009,0.05256,0.03,-17.38,4.42,0.3188,0,0.0113,24.32
3,372,7.44,enter,0.03597,0.03414,-0.01133,0.03597,0.03,-20.41,10.83,0.3145,0,0.0025,5.2
0,373,7.46,enter,0.06957,0.06844,0.01249,0.06957,0.03,-21.05,6.59,0.3145,0,0.0016,3.25
1,373,7.46,enter,0.05636,0.05555,0.00951,0.05636,0.03,-14.91,5.2,0.3179,0,0.0103,22.09
2,373,7.46,enter,0.05502,0.05423,0.00926,0.05502,0.03,-17.11,4.75,0.3188,0,0.0117,25.12
3,373,7.46,enter,0.03629,0.0342,-0.01216,0.03629,0.03,-20.45,10.94,0.3145,0,0.0024,5.04
0,374,7.48,enter,0.06954,0.06844,0.01234,0.06954,0.03,-20.99,6.73,0.3146,0,0.0017,3.48
1,374,7.48,enter,0.05772,0.05662,0.01121,0.05772,0.03,-14.34,5.34,0.3179,0,0.0106,22.58
2,374,7.48,enter,0.055,0.05381,0.01136,0.055,0.03,-16.55,4.82,0.3188,0,0.0121,26.05
3,374,7.48,enter,0.03567,0.03335,-0.01264,0.03567,0.03,-20.49,11.04,0.3145,0,0.0025,5.24
0,375,7.5,enter,0.06958,0.06852,0.01212,0.06958,0.03,-20.96,6.88,0.3147,0,0.0018,3.65
1,375,7.5,enter,0.05568,0.05407,0.01331,0.05568,0.03,-13.92,5.31,0.3179,0,0.0107,22.85
2,375,7.5,enter,0.05256,0.0509,0.01309,0.05256,0.03,-16.21,4.64,0.3188,0,0.0125,26.93
3,375,7.5,enter,0.03518,0.0326,-0.01323,0.03518,0.03,-20.54,11.12,0.3146,0,0.0024,4.98
0,376,7.52,enter,0.06962,0.06861,0.01183,0.06962,0.03,-20.94,7.01,0.3148,0,0.0018,3.77
1,376,7.52,enter,0.05317,0.05131,0.01393,0.05317,0.03,-13.88,5.05,0.3179,0,0.0107,22.89
2,376,7.52,enter,0.05094,0.04906,0.0137,0.05094,0.03,-16.18,4.45,0.3188,0,0.0127,27.78
3,376,7.52,enter,0.03526,0.0324,-0.01392,0.03526,0.03,-20.61,11.24,0.3146,0,0.0024,5.11
0,377,7.54,enter,0.06963,0.06866,0.01158,0.06963,0.03,-20.91,7.13,0.3149,0,0.0019,3.94
1,377,7.54,enter,0.05348,0.05182,0.0132,0.05348,0.03,-14.01,5.02,0.3179,0,0.0106,22.68
2,377,7.54,enter,0.0525,0.05089,0.0129,0.0525,0.03,-16.29,4.45,0.3188,0,0.0132,28.71
3,377,7.54,enter,0.03588,0.0327,-0.01475,0.03588,0.03,-20.67,11.37,0.3146,0,0.0025,5.26
0,378,7.56,enter,0.06955,0.06861,0.0114,0.06955,0.03,-20.84,7.26,0.3149,0,0.002,4.14
1,378,7.56,enter,0.05696,0.0558,0.01142,0.05696,0.03,-14.11,5.05,0.3178,0,0.0104,22.2
2,378,7.56,enter,0.05586,0.05472,0.01125,0.05586,0.03,-16.32,4.62,0.3188,0,0.0136,29.72
3,378,7.56,enter,0.03564,0.03209,-0.01549,0.03564,0.03,-20.76,11.5,0.3147,0,0.0024,4.99
0,379,7.58,enter,0.06939,0.06848,0.01121,0.06939,0.03,-20.78,7.4,0.315,0,0.0021,4.36
1,379,7.58,enter,0.05997,0.05888,0.01136,0.05997,0.03,-13.83,5.35,0.3178,0,0.0103,21.98
2,379,7.58,enter,0.05854,0.05733,0.01181,0.05854,0.03,-15.89,4.87,0.3188,0,0.0141,30.88
3,379,7.58,enter,0.03566,0.03186,-0.01602,0.03566,0.03,-20.79,11.59,0.3147,0,0.0025,5.18
0,380,7.6,enter,0.06947,0.06858,0.01107,0.06947,0.03,-20.72,7.5,0.315,0,0.0022,4.63
1,380,7.6,enter,0.06008,0.05853,0.01357,0.06008,0.03,-13.15,5.4,0.3177,0,0.0106,22.58
2,380,7.6,enter,0.05777,0.05596,0.01434,0.05777,0.03,-15.24,4.89,0.3187,0,0.0146,32.22
3,380,7.6,enter,0.03592,0.03175,-0.01679,0.03592,0.03,-20.84,11.7,0.3147,0,0.0025,5.39
0,381,7.62,enter,0.06949,0.06864,0.01082,0.06949,0.03,-20.68,7.59,0.315,0,0.0023,4.82
1,381,7.62,enter,0.05738,0.0553,0.01531,0.05738,0.03,-12.81,5.2,0.3176,0,0.0107,22.92
2,381,7.62,enter,0.05527,0.05299,0.0157,0.05527,0.03,-15.06,4.78,0.3187,0,0.0153,33.86
3,381,7.62,enter,0.03563,0.03111,-0.01738,0.03563,0.03,-20.9,11.78,0.3148,0,0.0024,5.01
0,382,7.64,enter,0.06934,0.06853,0.01056,0.06934,0.03,-20.63,7.73,0.3151,0,0.0024,4.95
1,382,7.64,enter,0.05533,0.05305,0.01571,0.05533,0.03,-12.82,5.02,0.3176,0,0.0107,22.98
2,382,7.64,enter,0.05344,0.05109,0.01567,0.05344,0.03,-15.16,4.62,0.3187,0,0.0161,35.86
3,382,7.64,enter,0.03571,0.03087,-0.01795,0.03571,0.03,-20.97,11.88,0.3148,0,0.0025,5.24
0,383,7.66,enter,0.06926,0.06851,0.01017,0.06926,0.03,-20.58,7.84,0.3151,0,0.0025,5.24
1,383,7.66,enter,0.05627,0.05437,0.01449,0.05627,0.03,-13.0,5.03,0.3176,0,0.0106,22.76
2,383,7.66,enter,0.05411,0.05217,0.01435,0.05411,0.03,-15.31,4.57,0.3187,0,0.017,38.31
3,383,7.66,enter,0.03623,0.03092,-0.01888,0.03623,0.03,-21.04,11.99,0.3148,0,0.0026,5.42
0,384,7.68,enter,0.06912,0.06842,0.00979,0.06912,0.03,-20.49,7.94,0.3151,0,0.0026,5.52
1,384,7.68,enter,0.06007,0.05879,0.0123,0.06007,0.03,-13.1,5.07,0.3176,0,0.0104,22.23
2,384,7.68,enter,0.0573,0.05588,0.01265,0.0573,0.03,-15.33,4.55,0.3187,0,0.0181,41.37
3,384,7.68,enter,0.03628,0.03047,-0.0197,0.03628,0.03,-21.09,12.08,0.3149,0,0.0022,4.55
0,385,7.7,enter,0.06903,0.06838,0.00943,0.06903,0.03,-20.4,8.05,0.3151,0,0.0028,5.83
1,385,7.7,enter,0.06282,0.0616,0.01231,0.06282,0.03,-12.7,5.29,0.3175,0,0.01,21.36
2,385,7.7,enter,0.0602,0.05877,0.01303,0.0602,0.03,-14.93,4.82,0.3186,0,0.0195,45.19
3,385,7.7,enter,0.03531,0.02924,-0.01979,0.03531,0.03,-21.18,12.23,0.3149,0,0.0024,4.92
0,386,7.72,enter,0.06895,0.06834,0.00913,0.06895,0.03,-20.29,8.16,0.3151,0,0.003,6.18
1,386,7.72,enter,0.06293,0.06121,0.01463,0.06293,0.03,-11.99,5.34,0.3174,0,0.0094,20.09
2,386,7.72,enter,0.05968,0.0577,0.01525,0.05968,0.03,-14.38,4.86,0.3186,0,0.021,49.81
3,386,7.72,enter,0.03605,0.02967,-0.02048,0.03605,0.03,-21.25,12.37,0.315,0,0.0026,5.42
0,387,7.74,enter,0.06882,0.06825,0.00882,0.06882,0.03,-20.17,8.26,0.3152,0,0.0031,6.54
1,387,7.74,enter,0.06002,0.05785,0.01599,0.06002,0.03,-11.77,5.18,0.3173,0,0.0087,18.35
2,387,7.74,enter,0.0572,0.05482,0.01631,0.0572,0.03,-14.21,4.75,0.3185,0,0.0227,55.56
3,387,7.74,enter,0.03653,0.02954,-0.02149,0.03653,0.03,-21.33,12.46,0.315,0,0.0023,4.84
0,388,7.76,enter,0.06858,0.06805,0.00851,0.06858,0.03,-20.06,8.38,0.3152,0,0.0033,6.83
1,388,7.76,enter,0.05779,0.05559,0.01579,0.05779,0.03,-11.94,5.04,0.3173,0,0.0081,17.05
2,388,7.76,enter,0.05517,0.05274,0.01618,0.05517,0.03,-14.3,4.57,0.3185,0,0.0245,62.69
3,388,7.76,enter,0.03607,0.02869,-0.02186,0.03607,0.03,-21.4,12.62,0.315,0,0.0023,4.86
0,389,7.78,enter,0.06857,0.06808,0.00824,0.06857,0.03,-19.95,8.47,0.3152,0,0.0035,7.21
1,389,7.78,enter,0.05827,0.05644,0.01449,0.05827,0.03,-12.11,4.97,0.3172,0,0.0075,15.74
2,389,7.78,enter,0.05577,0.05375,0.01488,0.05577,0.03,-14.43,4.54,0.3185,0,0.026,71.51
3,389,7.78,enter,0.03593,0.02824,-0.02223,0.03593,0.03,-21.45,12.73,0.3151,0,0.0025,5.32
0,390,7.8,enter,0.06845,0.06798,0.00799,0.06845,0.03,-19.84,8.59,0.3152,0,0.0036,7.58
1,390,7.8,enter,0.06103,0.05952,0.01347,0.06103,0.03,-12.07,4.84,0.3172,0,0.0067,14.22
2,390,7.8,enter,0.05901,0.05756,0.01303,0.05901,0.03,-14.44,4.52,0.3184,0,0.0272,82.36
3,390,7.8,enter,0.03646,0.02824,-0.02306,0.03646,0.03,-21.53,12.84,0.3151,0,0.0024,5.01
0,391,7.82,enter,0.06836,0.06793,0.0077,0.06836,0.03,-19.75,8.69,0.3153,0,0.0038,7.89
1,391,7.82,enter,0.0644,0.06306,0.01306,0.0644,0.03,-11.77,4.9,0.317,0,0.0063,13.38
2,391,7.82,enter,0.06222,0.06081,0.01316,0.06222,0.03,-14.02,4.79,0.3183,0,0.0275,90.0
3,391,7.82,enter,0.03646,0.02775,-0.02365,0.03646,0.03,-21.58,12.91,0.3152,0,0.0023,4.89
0,392,7.84,enter,0.06822,0.06782,0.00739,0.06822,0.03,-19.67,8.81,0.3153,0,0.0039,8.18
1,392,7.84,enter,0.06602,0.06453,0.01393,0.06602,0.03,-11.34,4.96,0.3169,0,0.0062,12.98
2,392,7.84,enter,0.0621,0.06019,0.01532,0.0621,0.03,-13.43,4.83,0.3182,0,0.0275,90.0
3,392,7.84,enter,0.03665,0.02746,-0.02428,0.03665,0.03,-21.69,13.05,0.3152,0,0.0023,4.75
0,393,7.86,enter,0.06814,0.06777,0.00708,0.06814,0.03,-19.57,8.92,0.3153,0,0.004,8.39
1,393,7.86,enter,0.06415,0.06244,0.0147,0.06415,0.03,-11.17,4.84,0.3168,0,0.0057,12.08
2,393,7.86,enter,0.05959,0.05727,0.01647,0.05959,0.03,-13.25,4.71,0.3181,0,0.0275,90.0
3,393,7.86,enter,0.03747,0.02797,-0.02494,0.03747,0.03,-21.75,13.17,0.3153,0,0.0024,4.95
0,394,7.88,enter,0.06791,0.06756,0.00685,0.06791,0.03,-19.46,9.04,0.3154,0,0.004,8.42
1,394,7.88,enter,0.06124,0.05954,0.01431,0.06124,0.03,-11.26,4.6,0.3167,0,0.0051,10.7
2,394,7.88,enter,0.05749,0.05512,0.01633,0.05749,0.03,-13.37,4.55,0.3181,0,0.0275,90.0
3,394,7.88,enter,0.03778,0.02769,-0.0257,0.03778,0.03,-21.81,13.25,0.3154,0,0.0023,4.85
0,395,7.9,enter,0.06751,0.06719,0.00662,0.06751,0.03,-19.36,9.23,0.3154,0,0.0039,8.15
1,395,7.9,enter,0.06074,0.0593,0.01314,0.06074,0.03,-11.39,4.53,0.3166,0,0.0043,9.1
2,395,7.9,enter,0.05755,0.05561,0.0148,0.05755,0.03,-13.54,4.5,0.318,0,0.0275,90.0
3,395,7.9,enter,0.03811,0.02759,-0.02629,0.03811,0.03,-21.85,13.33,0.3154,0,0.0023,4.88
0,396,7.92,enter,0.06725,0.06695,0.00632,0.06725,0.03,-19.26,9.33,0.3155,0,0.0038,7.91
1,396,7.92,enter,0.0631,0.06199,0.01179,0.0631,0.03,-11.49,4.61,0.3165,0,0.0045,9.35
2,396,7.92,enter,0.06022,0.05886,0.01276,0.06022,0.03,-13.54,4.46,0.3179,0,0.0275,90.0
3,396,7.92,enter,0.03823,0.0272,-0.02687,0.03823,0.03,-21.92,13.4,0.3155,0,0.0023,4.89
0,397,7.94,enter,0.06695,0.06668,0.00596,0.06695,0.03,-19.14,9.48,0.3155,0,0.0039,8.2
1,397,7.94,enter,0.0669,0.06581,0.01199,0.0669,0.03,-11.07,4.95,0.3163,0,0.0052,10.84
2,397,7.94,enter,0.06363,0.06242,0.01237,0.06363,0.03,-13.2,4.56,0.3177,0,0.0275,90.0
3,397,7.94,enter,0.03879,0.02727,-0.02759,0.03879,0.03,-21.99,13.5,0.3155,0,0.0023,4.81
0,398,7.96,enter,0.06669,0.06646,0.00552,0.06669,0.03,-19.0,9.6,0.3156,0,0.004,8.32
1,398,7.96,enter,0.06955,0.06818,0.01371,0.06955,0.03,-10.37,5.09,0.3161,0,0.0054,11.23
2,398,7.96,enter,0.06428,0.06268,0.01427,0.06428,0.03,-12.66,4.66,0.3176,0,0.0275,90.0
3,398,7.96,enter,0.03859,0.02646,-0.0281,0.03859,0.03,-22.07,13.6,0.3156,0,0.0024,5.0
0,399,7.98,enter,0.06651,0.06632,0.00506,0.06651,0.03,-18.86,9.7,0.3157,0,0.0039,8.27
1,399,7.98,enter,0.06976,0.06793,0.01584,0.06976,0.03,-9.8,5.18,0.3159,0,0.005,10.48
2,399,7.98,enter,0.06131,0.0593,0.01554,0.06131,0.03,-12.48,4.49,0.3175,0,0.0275,90.0
3,399,7.98,enter,0.03896,0.02632,-0.02873,0.03896,0.03,-22.16,13.71,0.3157,0,0.0023,4.89
0,400,8.0,enter,0.06617,0.06601,0.00462,0.06617,0.03,-18.72,9.85,0.3158,0,0.0039,8.06
1,400,8.0,enter,0.0669,0.06482,0.01653,0.0669,0.03,-9.74,5.05,0.3158,0,0.0041,8.54
2,400,8.0,enter,0.05882,0.05678,0.01538,0.05882,0.03,-12.6,4.33,0.3174,0,0.0275,90.0
3,400,8.0,enter,0.03963,0.02657,-0.0294,0.03963,0.03,-22.23,13.81,0.3157,0,0.0025,5.3
0,401,8.02,enter,0.06594,0.06582,0.00398,0.06594,0.03,-18.6,9.94,0.3159,0,0.0038,8.03
1,401,8.02,enter,0.06419,0.0622,0.01585,0.06419,0.03,-9.95,4.86,0.3157,0,0.0026,5.32
2,401,8.02,enter,0.05914,0.05752,0.01376,0.05914,0.03,-12.77,4.31,0.3172,0,0.0275,90.0
3,401,8.02,enter,0.04044,0.02687,-0.03023,0.04044,0.03,-22.29,13.92,0.3158,0,0.0027,5.67
0,402,8.04,enter,0.06557,0.06547,0.00352,0.06557,0.03,-18.49,10.05,0.316,0,0.0039,8.17
1,402,8.04,enter,0.06488,0.06335,0.01398,0.06488,0.03,-10.17,4.85,0.3156,0,0.0007,1.76
2,402,8.04,enter,0.06266,0.06159,0.01153,0.06266,0.03,-12.77,4.34,0.3171,0,0.0275,90.0
3,402,8.04,enter,0.04032,0.0259,-0.0309,0.04032,0.03,-22.34,13.97,0.3159,0,0.0024,4.98
0,403,8.06,enter,0.06526,0.06519,0.00308,0.06526,0.03,-18.34,10.14,0.3161,0,0.004,8.39
1,403,8.06,enter,0.06854,0.06742,0.01229,0.06854,0.03,-10.09,5.04,0.3154,0,0.0019,3.91
2,403,8.06,enter,0.06639,0.06535,0.01172,0.06639,0.03,-12.27,4.63,0.3169,0,0.0275,90.0
3,403,8.06,enter,0.04035,0.0257,-0.0311,0.04035,0.03,-22.4,14.06,0.3159,0,0.0025,5.29
0,404,8.08,enter,0.06495,0.0649,0.00253,0.06495,0.03,-18.18,10.24,0.3162,0,0.004,8.43
1,404,8.08,enter,0.07149,0.07026,0.01319,0.07149,0.03,-9.58,5.36,0.3153,0,0.0025,5.25
2,404,8.08,enter,0.06652,0.06501,0.01409,0.06652,0.03,-11.6,4.66,0.3167,0,0.0275,90.0
3,404,8.08,enter,0.04146,0.02653,-0.03186,0.04146,0.03,-22.49,14.18,0.316,0,0.0029,6.01
0,405,8.1,enter,0.06449,0.06446,0.00211,0.06449,0.03,-18.03,10.38,0.3163,0,0.0039,8.29
1,405,8.1,enter,0.07207,0.07043,0.0153,0.07207,0.03,-8.94,5.46,0.3152,0,0.0027,5.64
2,405,8.1,enter,0.06345,0.06155,0.0154,0.06345,0.03,-11.47,4.49,0.3166,0,0.0275,90.0
3,405,8.1,enter,0.04167,0.02567,-0.03283,0.04167,0.03,-22.56,14.23,0.3161,0,0.0027,5.67
0,406,8.12,enter,0.06391,0.06389,0.0018,0.06391,0.03,-17.88,10.61,0.3164,0,0.0039,8.1
1,406,8.12,enter,0.06889,0.06683,0.01672,0.06889,0.03,-8.73,5.28,0.3151,0,0.0024,4.94
2,406,8.12,enter,0.06087,0.05899,0.015,0.06087,0.03,-11.69,4.37,0.3165,0,0.0275,90.0
3,406,8.12,enter,0.04185,0.02534,-0.03331,0.04185,0.03,-22.59,14.28,0.3162,0,0.0023,4.84
0,407,8.14,enter,0.06354,0.06353,0.00121,0.06354,0.03,-17.75,10.72,0.3165,0,0.0039,8.16
1,407,8.14,enter,0.06561,0.06349,0.01655,0.06561,0.03,-8.89,5.05,0.315,0,0.0015,3.14
2,407,8.14,enter,0.06021,0.05874,0.0132,0.06021,0.03,-11.95,4.31,0.3164,0,0.0275,90.0
3,407,8.14,enter,0.04224,0.02549,-0.03368,0.04224,0.03,-22.63,14.37,0.3163,0,0.0027,5.58
0,408,8.16,enter,0.06324,0.06324,0.00059,0.06324,0.03,-17.61,10.87,0.3166,0,0.004,8.39
1,408,8.16,enter,0.06559,0.06389,0.01485,0.06559,0.03,-9.14,5.04,0.315,0,0.0001,0.17
2,408,8.16,enter,0.0625,0.06155,0.01086,0.0625,0.03,-12.0,4.28,0.3162,0,0.0275,90.0
3,408,8.16,enter,0.04314,0.02582,-0.03456,0.04314,0.03,-22.72,14.46,0.3163,0,0.0026,5.53
0,409,8.18,arrive,0.06264,0.06264,0.00015,0.06264,0.03,-17.49,11.12,0.3168,0,0.004,8.39
1,409,8.18,arrive,0.06957,0.06845,0.01244,0.06957,0.03,-9.22,5.2,0.3149,0,0.0006,1.17
2,409,8.18,arrive,0.06654,0.06576,0.01021,0.06654,0.03,-11.62,4.41,0.316,0,0.0275,90.0
3,409,8.18,arrive,0.04335,0.02525,-0.03524,0.04335,0.03,-22.8,14.55,0.3164,0,0.0024,5.01
0,410,8.2,arrive,0.06219,0.06219,0.0004,0.06219,0.03,-17.36,11.37,0.3169,0,0.004,8.32
1,410,8.2,arrive,0.07265,0.07141,0.01337,0.07265,0.03,-8.84,5.39,0.3148,0,0.0004,0.91
2,410,8.2,arrive,0.06838,0.06712,0.01306,0.06838,0.03,-10.97,4.54,0.3159,0,0.0275,90.0
3,410,8.2,arrive,0.04252,0.0242,-0.03497,0.04252,0.03,-22.84,14.6,0.3165,0,0.0022,4.67
0,411,8.22,arrive,0.0618,0.0618,0.00049,0.0618,0.03,-17.27,11.71,0.317,0,0.0038,7.97
1,411,8.22,arrive,0.07401,0.0722,0.01627,0.07401,0.03,-8.1,5.47,0.3148,0,0.0001,0.36
2,411,8.22,arrive,0.06542,0.06351,0.0157,0.06542,0.03,-10.74,4.33,0.3158,0,0.0275,90.0
3,411,8.22,arrive,0.04207,0.02386,-0.03465,0.04207,0.03,-22.92,14.73,0.3166,0,0.0019,4.06
0,412,8.24,arrive,0.06139,0.06139,0.00049,0.06139,0.03,-17.23,12.12,0.3171,0,0.0037,7.74
