step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
11906,1790236683.194,-0.1372673,-0.168438,0.3514291,-0.02086917,-0.2574959,-0.0003999414,0,-0.05237187,-0.002532362,-0.03545219,-0.03339743,-0.0004425285,0,-0.0004855816,0.322972,-0.009926928,0,0,-0.01014994,0.1509829,-0.1,-0.01788829,-0.006101341,0.184463,0.1038948,-0.001514058,-0.001091093,0.1391559,0.3631362,0.07784589,0.420972,15,0,1,0.8571429,0.1428572,4.360557,1.198909,0.9041283,0.0007136169,3.375e-05,27.84515,0.001741155,9.009282e-09,0.0009450268,8.250274e-05,0.01076289,0.15,0.1,0,3.375e-05,-0.006930531,0.9635783,1.363316,1.663157,32481,1.151778,548.19,60.27106
11907,1790236686.105,-0.4136415,-0.5193039,1.058175,-0.05612429,-0.5739442,-0.001911927,-0.02999999,-0.172198,-0.008366673,-0.03353433,-0.1134107,-0.001316466,-0.009888889,-0.001769346,1.026675,-0.02916708,-0.007109876,-0.0017035,-0.03336271,0.2931709,-0.05555556,-0.07205118,-0.01884411,0.5426134,0.2356904,-0.004679062,-0.003589971,0.4053746,1.01725,0.2572954,1.252361,15,0,0.8333334,0.5,0.3333333,5.136037,0.884391,0.8704857,0.0007144247,7.59375e-05,27.85008,0.001729459,8.761867e-09,0.0009295233,8.550266e-05,0.01165264,0,0.15,0,7.59375e-05,-0.01080364,0.8670146,1.330352,1.571269,33879,1.152275,640.45,71.35091
11908,1790236689.034,-0.3138058,-0.3984277,0.8023807,-0.04143164,-0.389089,-0.0008843531,-0.004166667,-0.1330473,-0.006358286,-0.03591634,-0.08783495,-0.001004624,-0.01421333,-0.001489033,0.797327,-0.02142902,-0.009810554,-0.001170716,-0.02437364,0.1741311,-0.05833334,-0.04649126,-0.01521704,0.419842,0.1353249,-0.003616533,-0.002889269,0.3030144,0.7646791,0.2307976,0.936587,15,0,0.7777779,0.5555556,0.2222222,9.931854,1.109797,0.9187076,0.0007063075,7.59375e-05,27.8606,0.001702915,9.339749e-09,0.0008936873,0.0001029108,0.01378844,0.05,0.1,0,7.59375e-05,-0.01144739,0.8198325,1.338007,1.574207,33755,1.153051,517.13,57.36364
11909,1790236691.967,-0.2412492,-0.2973133,0.6075041,-0.03323772,-0.5573398,-0.0006727593,-0.001428572,-0.09070732,-0.004761714,-0.06563678,-0.05736853,-0.0007417436,0,-0.0008657761,0.5582675,-0.01675778,0,0,-0.01807126,0.273654,-0.07142858,-0.0351535,-0.009524731,0.3198815,0.179884,-0.002565778,-0.001827472,0.2380603,0.6233246,0.1558475,0.7360298,15,0,0.7142857,0.5714287,0.1428572,8.323404,0.8659611,0.9096812,0.0007127633,5.0625e-05,27.87052,0.001732028,9.013837e-09,0.0008966242,0.0001226317,0.01044413,0.1,0.1,0,5.0625e-05,-0.00886312,0.7579951,1.352826,1.567684,33659,1.153597,537.98,58.58504
11910,1790236694.899,-0.4515826,-0.5605687,1.156135,-0.06024883,-0.5673881,-0.001596007,-0.02791667,-0.1917601,-0.008906251,-0.04057758,-0.128616,-0.001430771,-0.01623834,-0.002150748,1.128381,-0.03108546,-0.01142594,-0.003251056,-0.03770221,0.3146735,-0.025,-0.08424082,-0.02174132,0.5932457,0.2191726,-0.005227183,-0.004110048,0.4390262,1.105939,0.267745,1.361225,15,0,0.4285715,0.4285715,0,5.528266,0.8710355,0.8543665,0.0007149056,5.0625e-05,27.87856,0.001699758,8.92172e-09,0.0009161324,6.871056e-05,0.01015725,0.05,0.1,0,5.0625e-05,-0.008760963,0.6903944,1.338725,1.581584,33662,1.154026,567.2,63.01448
11911,1790236697.824,-0.4184819,-0.5244359,1.064821,-0.05375644,-0.4840206,-0.002032775,-0.014375,-0.1847386,-0.008422965,-0.07816897,-0.1252526,-0.00133158,-0.0203225,-0.002040395,1.061934,-0.02913347,-0.01295889,-0.003499541,-0.03437332,0.2561761,-0.0375,-0.07437228,-0.02295984,0.5441588,0.1735096,-0.00495151,-0.003913564,0.3919165,0.972899,0.2681898,1.233777,15,0,0.6,0.4,0.2,4.650668,0.9928633,0.8583207,0.0007212721,7.59375e-05,27.88541,0.001701776,9.065561e-09,0.0009250126,5.548185e-05,0.01130172,0,0.1,0,7.59375e-05,-0.009732781,0.8146927,1.339529,1.573943,33741,1.154603,549.23,61.77084
11912,1790236700.748,-0.3936113,-0.4780084,0.9840082,-0.05350739,-0.3629343,-0.001165294,-0.0215,-0.1759122,-0.007450304,-0.02031778,-0.1188527,-0.001234722,-0.018698,-0.002076004,0.9812889,-0.02682942,-0.01273447,-0.003085762,-0.03162268,0.253755,-0.04,-0.06820899,-0.01920187,0.5070525,0.1564167,-0.004637682,-0.003770676,0.3766058,0.9530525,0.2741172,1.134861,15,0,0.6666667,0.6666667,0,2.603122,1.006954,0.8522737,0.0007197498,0.0001139063,27.89703,0.00181099,9.276969e-09,0.0009989114,9.231958e-05,0.01427607,0,0.1,0,0.0001139063,-0.01175256,0.7509792,1.333491,1.579183,33750,1.155523,523.09,59.16427
11913,1790236703.777,-0.4224483,-0.5321288,1.069676,-0.05839528,-0.6017061,-0.001243055,-0.01055556,-0.1782285,-0.008486728,-0.02570328,-0.1172453,-0.001327915,-0.01424444,-0.001706798,1.036303,-0.02914086,-0.009995811,-0.0008124247,-0.03183297,0.3246574,-0.04444445,-0.06231179,-0.01994971,0.5581076,0.2174816,-0.004799195,-0.003783889,0.4155874,1.014517,0.2741939,1.249985,15,0,0.6666667,0.5,0.1666667,5.373432,1.042547,0.8208768,0.0007236967,0.0001139063,27.90945,0.00176266,8.964426e-09,0.0009318165,0.0001071377,0.0139629,0,0.05,0,0.0001139063,-0.01049834,0.606383,1.335845,1.680586,32589,1.156222,586.59,64.72755
11914,1790236706.707,-0.3834111,-0.4708493,0.9624071,-0.05378553,-0.6850218,-0.001597323,-0.2385005,-0.1579881,-0.007314503,-0.08724888,-0.1021116,-0.001133003,-0.005996,-0.00157574,0.9007465,-0.02766217,-0.004854858,-0.0003420479,-0.02975678,0.3975588,-0.05,-0.06569507,-0.01582042,0.4914951,0.2367985,-0.004117632,-0.003068882,0.3755058,0.9333538,0.2509146,1.121008,15,0,0.625,0.25,0.375,5.868126,0.8533818,0.8244877,0.0007134797,7.59375e-05,27.91901,0.001787504,8.730773e-09,0.0009566243,0.0001173911,0.01212134,0.05,0.05,0,7.59375e-05,-0.01101741,0.6694015,1.352212,1.567053,33674,1.156721,541.62,61.49347
11915,1790236709.634,-0.3110703,-0.3827507,0.7884425,-0.03888381,-0.1647699,-0.001322148,-0.01,-0.1347276,-0.005886062,-0.03738066,-0.09155662,-0.0009933962,-0.013,-0.001463581,0.7871934,-0.02140256,-0.009088459,-0.001839219,-0.02475557,0.1256932,-0.0625,-0.04682954,-0.01492898,0.406645,0.1347064,-0.003590773,-0.002976446,0.2958115,0.7417488,0.215588,0.9071429,15,0,1,0.6,0.4,3.881357,0.9559914,0.8539521,0.0007285463,0.0001139063,27.92848,0.001956856,8.595657e-09,0.0009696395,0.0002586621,0.01367456,0,0.1,0,0.0001139063,-0.01169625,0.7321463,1.340372,1.573701,33734,1.157421,501.93,56.4115
11916,1790236712.571,-0.2136831,-0.2606264,0.5311911,-0.02713039,-0.2629758,-0.0004404208,0,-0.0885995,-0.00407496,-0.002277137,-0.05848422,-0.0006727156,-0.00788,-0.0009236702,0.5269849,-0.01498428,-0.005735057,-0.0001329795,-0.01502445,0.1876496,-0.075,-0.02433144,-0.009902323,0.2828457,0.1022065,-0.00233898,-0.00195154,0.207914,0.5459744,0.1573312,0.634963,15,0,0.8571429,0.4285715,0.4285715,2.674417,0.8801025,0.8696142,0.0007215574,7.59375e-05,27.93883,0.001818744,8.376404e-09,0.0009740699,0.0001231083,0.01338501,0.05,0.05,0,7.59375e-05,-0.01113374,0.7128321,1.358299,1.568341,33589,1.157972,534.98,59.73103
11917,1790236715.511,-0.3333124,-0.416867,0.8415064,-0.04828013,-0.656082,-0.001278919,-0.001875,-0.1362516,-0.006519291,-0.05958265,-0.08685254,-0.001040672,-0.003615,-0.001576661,0.783762,-0.02377122,-0.002878693,-8.050005e-05,-0.02533484,0.3717979,-0.0625,-0.05018508,-0.01398936,0.4329008,0.2190366,-0.003612108,-0.002734172,0.3235241,0.8009436,0.173995,1.003792,15,0,0.7142857,0.7142857,0,4.419059,1.06553,0.843801,0.0007340143,7.59375e-05,27.94689,0.001893265,8.302027e-09,0.0009796908,0.0001795518,0.01047666,0,0.05,0,7.59375e-05,-0.01195019,0.8067204,1.341451,1.58778,33559,1.158527,596.71,66.85366
11918,1790236718.442,-0.2852821,-0.3547074,0.7225556,-0.03459741,-0.2114556,-0.0008381581,-0.0025,-0.1268266,-0.00552706,-0.004638595,-0.0862725,-0.0009196558,-0.014968,-0.001474469,0.7383764,-0.01928996,-0.01151447,-0.003111276,-0.02194825,0.158318,-0.06,-0.0373747,-0.01521625,0.3797206,0.1033497,-0.003299054,-0.00277059,0.2755595,0.6983814,0.2235168,0.8423929,15,0,0.8571429,0.5714287,0.2857143,3.702662,0.7345425,0.8182071,0.0007387889,7.59375e-05,27.95528,0.001825439,8.168758e-09,0.0009784468,0.0001081953,0.009370001,0,0.05,0,7.59375e-05,-0.01199585,0.6675628,1.347922,1.572678,33658,1.159094,553.59,62.93435
11919,1790236721.512,-0.192199,-0.2304322,0.471431,-0.02424111,-0.1359283,-0.0005048726,-0.003571429,-0.07783407,-0.003371388,-0.006753095,-0.05190864,-0.0006033726,-0.004105716,-0.000970467,0.4600378,-0.01325903,-0.00269857,-0.0007919284,-0.01355457,0.07642138,-0.0857143,-0.02511293,-0.009547787,0.2493297,0.1082707,-0.002086579,-0.001651161,0.1828724,0.4756331,0.1440645,0.5529672,15,0,1,0.6666667,0.3333333,4.574007,0.8444183,0.8148624,0.0007348484,7.59375e-05,27.96354,0.001893273,8.250459e-09,0.001004451,0.0001539645,0.009975338,0,0.05,0,7.59375e-05,-0.01115666,0.5992948,1.355906,1.702681,32140,1.159587,503.63,56.05722
11920,1790236724.443,-0.09631783,-0.1176799,0.2325002,-0.01323135,-0.06542481,-0.000465995,-0.0025,-0.03515525,-0.001615208,-0.0009426725,-0.02319361,-0.0003046436,0,-0.0003579646,0.2147748,-0.00699885,0,0,-0.006773347,0.0449377,-0.1,-0.01120055,-0.004315826,0.1206799,0.06831589,-0.001026916,-0.0008118335,0.08739548,0.2540703,0.08256362,0.2692984,15,0,1,0.5,0.5,4.315479,0.6104805,0.7951009,0.0007509917,0.0001139063,27.97203,0.001832621,8.159866e-09,0.0009982954,8.33255e-05,0.0144412,0,0.1,0,0.0001139063,-0.01118221,0.6018924,1.343349,1.577066,33660,1.160353,575.35,64.71653
11921,1790236727.391,-0.4527366,-0.5527378,1.128676,-0.06107218,-0.8456241,-0.001263125,-0.004444445,-0.1867232,-0.00885969,-0.03606266,-0.1212177,-0.001401938,-0.01025556,-0.001813969,1.081315,-0.03084963,-0.008030302,-0.001484823,-0.03273337,0.6045674,-0.03333334,-0.06076862,-0.02038561,0.5908334,0.2599579,-0.004989201,-0.004013963,0.4331567,1.167923,0.3101238,1.341311,15,0,0.4285715,0.1428572,0.2857143,4.458835,0.675259,0.8088025,0.0007574175,0.0001139063,27.9855,0.001844762,8.520129e-09,0.001023214,6.41224e-05,0.01344068,0,0.05,0,0.0001139063,-0.01095044,0.5372725,1.362884,1.573754,33475,1.161287,614.27,68.70136
11922,1790236730.214,-0.2673101,-0.3450175,0.6760049,-0.03445265,-0.6561353,-0.0004814657,0,-0.1042174,-0.005438061,-0.00648122,-0.06643149,-0.0008343433,0,-0.001257285,0.5925865,-0.0183124,0,0,-0.02033348,0.4133068,-0.06666668,-0.04395216,-0.01274401,0.3547572,0.1998467,-0.002896339,-0.001964991,0.2663212,0.6842117,0.2042727,0.8093092,15,0,0.6666667,0.3333333,0.3333333,5.301736,0.925924,0.836753,0.0007458737,7.59375e-05,27.99841,0.001841846,8.902945e-09,0.001029809,6.615389e-05,0.0142629,0.1,0.1,0,7.59375e-05,-0.01115425,0.5131835,1.234906,1.57806,34946,1.161956,578.82,64.71879
11923,1790236733.092,-0.4133917,-0.5077981,1.035007,-0.0515494,-0.2843041,-0.001547962,-0.01375,-0.1724121,-0.007845474,-0.04332734,-0.1169449,-0.001307378,-0.0189,-0.002015414,1.049322,-0.02889555,-0.01577891,-0.0006298969,-0.03143066,0.2159415,-0.05,-0.05757169,-0.02147411,0.5351657,0.1672782,-0.004590457,-0.003904191,0.3960311,1.001529,0.2900127,1.189712,15,0,1,0.5,0.5,2.426871,0.75305,0.7842953,0.0007248969,7.59375e-05,28.0085,0.001857759,8.392857e-09,0.001066612,6.624149e-05,0.01486512,0.05,0.1,0,7.59375e-05,-0.009522338,0.5761973,1.253038,1.615039,34275,1.162582,600.09,67.73698
11924,1790236735.950,-0.2554364,-0.3155161,0.6435031,-0.03403366,-0.1753646,-0.001080534,-0.01,-0.1070243,-0.004812015,-0.007451054,-0.07216497,-0.0008175789,-0.006855001,-0.001107106,0.6422043,-0.01863717,-0.005078781,-0.001382441,-0.0188974,0.0917007,-0.075,-0.0317973,-0.01160515,0.3329008,0.1341149,-0.002965554,-0.002411007,0.242099,0.6257075,0.173227,0.7603472,15,0,1,0.6666667,0.3333333,6.005938,0.9108444,0.8304501,0.0007310806,0.0001139063,28.01849,0.001878004,8.160205e-09,0.001069664,7.725182e-05,0.01403708,0,0.1,0,0.0001139063,-0.01001733,0.5361064,1.234086,1.613106,34526,1.163343,616.24,69.81563
11925,1790236738.809,-0.3923882,-0.4928285,0.9909081,-0.05084562,-0.3566451,-0.001298352,-0.004,-0.1651864,-0.007860715,-0.009448106,-0.1099265,-0.001240869,-0.01446,-0.001821174,0.9635779,-0.02757865,-0.01023688,-0.002122605,-0.03051809,0.2828472,-0.04,-0.0619386,-0.01772744,0.5126681,0.1803499,-0.004475546,-0.003547786,0.3698028,0.9606594,0.2855758,1.153354,15,0,0.6666667,0.3333333,0.3333333,1.922453,1.130375,0.8505359,0.0007328659,7.59375e-05,28.02894,0.001885216,8.290672e-09,0.001069986,8.235613e-05,0.0134764,0.05,0.05,0,7.59375e-05,-0.01160129,0.6190573,1.232679,1.617565,34489,1.163946,543.05,62.33499
11926,1790236741.694,-0.3875174,-0.4831291,0.9660081,-0.0485699,-0.3568021,-0.001069745,-0.005,-0.168409,-0.007366443,-0.01444215,-0.1152843,-0.001208532,-0.019672,-0.001986187,0.9706788,-0.02600422,-0.01268815,-0.002480021,-0.03011619,0.3122386,-0.04,-0.05432105,-0.01946066,0.5035691,0.1523299,-0.004567893,-0.003900095,0.3542132,0.9438428,0.2452469,1.096984,15,0,0.6666667,0.6666667,0,2.031514,0.504929,0.7888012,0.0007325531,7.59375e-05,28.03699,0.00185544,8.119175e-09,0.001055052,6.782725e-05,0.009909119,0,0.05,0,7.59375e-05,-0.01113152,0.5866333,1.237673,1.635906,34209,1.164442,605.04,68.26952
11927,1790236744.539,-0.2844543,-0.3438844,0.7031282,-0.04306735,-0.6580557,-0.0006291461,0,-0.1140359,-0.005344105,-0.01944202,-0.0715058,-0.0008640359,0,-0.001149123,0.6385026,-0.01986678,0,0,-0.01925069,0.2555266,-0.075,-0.03581627,-0.01159748,0.3703276,0.2082233,-0.002984883,-0.002086466,0.2740145,0.6894933,0.2188402,0.8468992,15,0,0.75,0.25,0.5,9.032745,1.045635,0.8220052,0.000729715,5.0625e-05,28.04598,0.001844545,8.191095e-09,0.001043868,7.095381e-05,0.01470464,0.1,0.1,0,5.0625e-05,-0.00933095,0.5982193,1.228174,1.607512,34666,1.165094,604.58,68.6897
11928,1790236747.421,-0.106106,-0.1288308,0.2714998,-0.01097748,-0.1498672,-0.0004318162,0,-0.04145721,-0.002030493,-0.004494562,-0.02682619,-0.0003456107,0,-0.000375246,0.247925,-0.007552161,0,0,-0.007511011,0.09257554,-0.1,-0.01382225,-0.005644951,0.1423262,0.08021335,-0.001169265,-0.0008876323,0.1050678,0.2862079,0.07659009,0.3287414,15,0,1,0.75,0.25,6.357966,0.7060041,0.833481,0.0007475258,7.59375e-05,28.05473,0.00189929,8.182631e-09,0.00106803,8.372568e-05,0.01083558,0,0.1,0,7.59375e-05,-0.01144924,0.6829709,1.240313,1.630638,34240,1.165716,538.29,60.64464
11929,1790236750.301,-0.4266479,-0.5273533,1.063509,-0.04898914,-0.01977598,-0.002645551,-0.02166667,-0.1803405,-0.007559871,-0.05458676,-0.1237918,-0.001362859,-0.02062666,-0.00284158,1.077193,-0.03171375,-0.01710299,-0.002811933,-0.03617515,0.01433188,-0.03333334,-0.06986649,-0.02116174,0.5359023,0.1621328,-0.004889954,-0.004095021,0.3865808,0.982182,0.2594493,1.204416,15,0,1,1,0,9.373039,0.9314827,0.8443241,0.0007319992,7.59375e-05,28.06492,0.001895184,8.428225e-09,0.001057932,0.0001052449,0.01209888,0.05,0.1,0,7.59375e-05,-0.00954689,0.5743223,1.230944,1.638754,34255,1.166345,516.89,58.95473
11930,1790236753.179,-0.3995433,-0.4849,0.9915082,-0.05876158,-0.7100345,-0.001427374,-0.005,-0.1751205,-0.007400386,-0.0439034,-0.1161905,-0.001236462,-0.012696,-0.001925204,0.9560577,-0.02813098,-0.009459133,-0.0003269746,-0.03033398,0.3858846,-0.04,-0.06763269,-0.01926009,0.5042602,0.20091,-0.004522571,-0.003561317,0.3859488,0.9400379,0.2464335,1.176173,15,0,0.5,0.5,0,5.358289,0.9891423,0.8008091,0.0007292989,7.59375e-05,28.07647,0.001851669,8.566684e-09,0.001030595,9.176604e-05,0.01444113,0.05,0.1,0,7.59375e-05,-0.01054904,0.783013,1.234813,1.63176,34293,1.167225,519.81,58.79239
11931,1790236756.044,-0.3735506,-0.4411002,0.9206318,-0.05176596,-0.9679672,-0.0008518499,0,-0.1482617,-0.007005569,-0.02918904,-0.09365156,-0.001109876,0,-0.001597929,0.8145927,-0.02676485,0,0,-0.02520844,0.5411717,-0.05,-0.05097211,-0.01502511,0.4798921,0.2712195,-0.003873886,-0.002807186,0.3661141,0.95246,0.2752973,1.119201,15,0,0.5,0.5,0,6.052498,0.7430977,0.8209828,0.0007444157,0.0001139063,28.09072,0.001869209,8.445187e-09,0.001034928,8.985678e-05,0.0143471,0,0.1,0,0.0001139063,-0.01173641,0.6857683,1.231064,1.623895,34432,1.168228,533.85,60.92764
11932,1790236758.926,-0.2368865,-0.3001689,0.5949026,-0.03313133,-0.4843274,-0.0006303202,-0.008,-0.09920644,-0.004679727,-0.009272723,-0.06486665,-0.0007465692,-0.003296,-0.001247567,0.5460724,-0.01647873,-0.002361048,0,-0.01683581,0.3783834,-0.06,-0.03306334,-0.01118404,0.3100596,0.1526951,-0.002595701,-0.001952344,0.2288221,0.6121417,0.1753595,0.699321,15,0,0.75,0.5,0.25,3.673495,0.9215993,0.8384497,0.0007578923,5.0625e-05,28.10195,0.001901456,8.638086e-09,0.001034445,0.0001091098,0.01205533,0.1,0.05,0,5.0625e-05,-0.01226,0.5098147,1.237498,1.634648,34226,1.168642,518.06,58.6425
11933,1790236761.818,-0.1788205,-0.2171765,0.4536009,-0.02412852,-0.3377995,-0.0005756704,0,-0.06942257,-0.003177193,-0.003158229,-0.04449357,-0.0005655235,0,-0.0007714573,0.4170811,-0.01309649,0,0,-0.01214323,0.2039984,-0.1,-0.0195262,-0.00841286,0.2378979,0.1340505,-0.001922258,-0.001415444,0.1820374,0.4693478,0.0848776,0.5458965,15,0,1,1,0,3.228628,0.8919923,0.7983271,0.0007304429,7.59375e-05,28.1082,0.001882058,8.858322e-09,0.001027229,0.0001243766,0.01045413,0,0.1,0,7.59375e-05,-0.01150646,0.6877452,1.246557,1.626986,34210,1.169266,550.48,62.76692
11934,1790236764.791,-0.3349895,-0.4146981,0.8251714,-0.04667018,-0.6846422,-0.0009830778,-0.0005555557,-0.1413028,-0.006440354,-0.01374625,-0.09063552,-0.001019175,-0.005260003,-0.00150584,0.7623712,-0.02317523,-0.003175337,-0.002053224,-0.02380695,0.471881,-0.06666668,-0.04981662,-0.01519553,0.4270261,0.2055942,-0.003649279,-0.002745253,0.3181947,0.8513952,0.221364,0.9769219,15,0,0.75,0.625,0.125,3.119539,0.7185434,0.8286144,0.0007375793,7.59375e-05,28.12089,0.001855978,9.0154e-09,0.001022244,9.614547e-05,0.0143405,0.05,0.1,0,7.59375e-05,-0.01098414,0.8048055,1.359477,1.603096,33181,1.17013,475.03,53.26078
11935,1790236767.768,-0.4322851,-0.5301214,1.067632,-0.05351686,-0.7337809,-0.0009557267,-0.001875,-0.1780719,-0.008257661,-0.02592031,-0.1172317,-0.001319241,-0.0112775,-0.002175798,1.009701,-0.02903218,-0.008549673,-0.0004566274,-0.03039475,0.5719098,-0.05,-0.0530057,-0.01973592,0.5683217,0.2352088,-0.004764599,-0.003779672,0.4123164,1.078509,0.3702756,1.239726,15,0,0.6666667,0.5,0.1666667,2.869508,0.6302809,0.7954758,0.0007261168,5.0625e-05,28.13096,0.001820968,9.148646e-09,0.001004404,9.043823e-05,0.009717026,0.1,0.1,0,5.0625e-05,-0.009431117,0.7949874,1.369975,1.596693,33136,1.170578,586.56,67.10492
11936,1790236770.728,-0.443623,-0.5438706,1.090842,-0.05851364,-0.4377638,-0.00190605,-0.01,-0.1921759,-0.008527968,-0.02782617,-0.1267395,-0.001376421,-0.01800667,-0.002160338,1.07702,-0.03003203,-0.0122615,-0.00248482,-0.03291405,0.2302427,-0.04444445,-0.05590526,-0.02074224,0.5641664,0.196775,-0.00488395,-0.004014933,0.4163391,1.059698,0.3365856,1.250924,15,0,0.8000001,0.6,0.2,7.760829,0.8481233,0.8183445,0.0007282652,5.0625e-05,28.13688,0.001853574,9.379738e-09,0.00100738,0.00011792,0.009937907,0.05,0.1,0,5.0625e-05,-0.009396713,0.6523432,1.347591,1.600339,33346,1.170884,565.8,63.55208
11937,1790236773.705,-0.2441627,-0.2954152,0.5960045,-0.03387015,-0.6062881,-0.000602304,-0.001666667,-0.09411608,-0.004348076,-0.005589306,-0.05991219,-0.000727652,0,-0.0008648456,0.5305536,-0.01620006,0,0,-0.01570235,0.392139,-0.06666668,-0.02701066,-0.0100615,0.3185951,0.1778087,-0.002569971,-0.002001124,0.2446552,0.6350775,0.198716,0.7196139,15,0,0.6666667,0.6666667,0,4.264885,0.6879608,0.8121418,0.0007374838,7.59375e-05,28.14066,0.00188557,9.057061e-09,0.0009959486,0.0001521289,0.01141234,0,0.1,0,7.59375e-05,-0.0099392,0.5043947,1.361578,1.603883,33149,1.171123,702.87,80.13678
11938,1790236776.661,-0.2448731,-0.3054435,0.6113597,-0.03344912,-0.3064563,-0.0007933077,-0.004285715,-0.09839627,-0.004347248,-0.01494279,-0.06441867,-0.0007742794,-0.004225715,-0.001095608,0.5777105,-0.01674492,-0.003405365,-0.0004237001,-0.01778181,0.1741804,-0.0857143,-0.0373963,-0.01005654,0.3150854,0.1479068,-0.002654099,-0.002013463,0.2322189,0.5791801,0.1804348,0.7177917,15,0,1,0.5,0.5,6.391771,0.9222452,0.8037416,0.000731284,0.0001139063,28.14552,0.001850977,8.969785e-09,0.001014037,0.0001056472,0.01352642,0,0.1,0,0.0001139063,-0.01131375,0.534021,1.354326,1.590044,33387,1.171549,646.94,74.19716
11939,1790236779.620,-0.413438,-0.5126325,1.034259,-0.04836895,-0.03374615,-0.002007827,-0.006875,-0.1799301,-0.007715382,-0.08495936,-0.1218123,-0.001341235,-0.0183325,-0.002305789,1.049053,-0.02915507,-0.01412471,-0.00241305,-0.03169727,0.01999493,-0.025,-0.05977058,-0.0210884,0.5334629,0.1648059,-0.004751953,-0.00395316,0.3847046,0.9450471,0.2774427,1.168319,15,0,0.6666667,0.3333333,0.3333333,7.991796,0.9063444,0.8114194,0.000733475,0.0001139063,28.15237,0.001850896,9.101066e-09,0.001027832,8.957967e-05,0.01352887,0,0.05,0,0.0001139063,-0.01103995,0.513859,1.357271,1.591349,33338,1.171973,638.77,72.93352
11940,1790236782.593,-0.2947201,-0.3742055,0.7472541,-0.03759339,-0.007382681,-0.001093127,-0.006666667,-0.1276301,-0.005556598,-0.1224007,-0.08879296,-0.0009616089,-0.01598667,-0.001597785,0.7647218,-0.02039999,-0.01181177,-0.001435769,-0.02380016,0.006784393,-0.05,-0.04584612,-0.01604553,0.3859333,0.1087973,-0.003503243,-0.002984595,0.2785189,0.6878648,0.2010694,0.8496941,15,0,1,1,0,5.243321,0.8023053,0.7832927,0.0007401285,0.0001139063,28.15971,0.001852241,9.312357e-09,0.00104506,6.704355e-05,0.01329044,0,0.05,0,0.0001139063,-0.01102295,0.4855484,1.368874,1.59365,33182,1.172521,697.39,79.74651
11941,1790236785.560,-0.5353422,-0.6518761,1.332343,-0.06890824,-0.2823372,-0.001705109,-0.005555557,-0.2463396,-0.010029,-0.03058577,-0.1698527,-0.001690865,-0.03274222,-0.003014557,1.364718,-0.03502112,-0.02406326,-0.005671212,-0.0398393,0.2048028,-0.01111111,-0.07161894,-0.03057145,0.6980698,0.1573991,-0.006162704,-0.005319147,0.5058901,1.281042,0.4650786,1.513794,15,0,0.5,0.5,0,4.785757,0.6619831,0.7644044,0.0007545893,7.59375e-05,28.16764,0.001885232,9.399526e-09,0.001065886,6.474662e-05,0.01405886,0.05,0.05,0,7.59375e-05,-0.01213681,0.5662585,1.359856,1.59685,33247,1.172965,635.42,72.58957
11942,1790236788.544,-0.4326177,-0.5369793,1.063209,-0.06108215,-0.7802571,-0.001410309,-0.001,-0.1737604,-0.008251852,-0.05854389,-0.1107131,-0.001305965,-0.002856,-0.001845309,0.9782066,-0.03053293,-0.002494921,-0.0001283992,-0.03214553,0.44858,-0.04,-0.06841214,-0.01773291,0.5455453,0.2891559,-0.004577163,-0.003339322,0.4041114,1.001721,0.330731,1.254614,15,0,0.5,0.25,0.25,5.651691,0.7955003,0.755214,0.0007510046,7.59375e-05,28.17342,0.001892467,9.191443e-09,0.001084689,5.67639e-05,0.009661137,0,0.05,0,7.59375e-05,-0.01138253,0.5149884,1.37851,1.593803,33073,1.173353,660.51,76.34673
