step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n
36,0.289595,2.66116,0.0800151,0.194454,0.137135,4.82604,0
37,0.288192,2.31796,0.0811896,0.197052,0.116578,4.98134,0
38,0.285266,1.79599,0.0821491,0.20468,0.0969395,5.26523,0
39,0.281155,1.1756,0.0828883,0.216887,0.0800256,5.7518,0
40,0.276251,0.515313,0.0834347,0.243616,0.066521,6.8748,0
41,0.27096,0.409563,0.0838359,0.286602,0.055839,7.97724,0
42,0.265669,0.79831,0.0841444,0.328379,0.047419,8.9974,0
43,0.260722,1.40209,0.0844072,0.366726,0.0408016,9.89088,0
44,0.256394,1.94729,0.0846601,0.399968,0.0356113,10.6256,0
45,0.25289,2.41549,0.0849234,0.426907,0.0315494,11.1796,0
46,0.250339,2.78785,0.0852001,0.446774,0.028364,11.5494,0
47,0.248798,3.0466,0.0854819,0.459136,0.0258526,11.7163,0
48,0.248263,3.17747,0.0857494,0.463932,0.0238463,11.6965,0
49,0.248679,3.17262,0.0859819,0.461398,0.0222015,11.4932,0
50,0.249946,3.03215,0.0861575,0.452062,0.0208023,11.1331,0
51,0.251933,2.76605,0.0862594,0.436717,0.0195559,10.635,0
52,0.254483,2.39394,0.086273,0.416446,0.0183926,10.038,0
53,0.257422,1.94424,0.0861923,0.39256,0.0172658,9.36986,0
54,0.260566,1.45161,0.0860135,0.366583,0.016148,8.6823,0
55,0.263728,0.953707,0.0857362,0.340188,0.0150308,8.01614,0
56,0.266728,0.487719,0.0853634,0.315048,0.0139282,7.41008,0
57,0.269403,0.286437,0.0848944,0.29277,0.012863,6.90806,0
58,0.271614,0.29477,0.0843319,0.274755,0.0118652,6.58136,0
59,0.273258,0.433428,0.0836776,0.262433,0.0109685,6.37435,0
60,0.274275,0.525777,0.082933,0.255211,0.010206,6.25998,0
61,0.274651,0.507871,0.0821041,0.254134,0.00959978,6.34525,0
62,0.274417,0.389817,0.0811981,0.258723,0.0091633,6.56543,0
63,0.273643,0.221865,0.0802254,0.268111,0.00889855,6.89032,0
64,0.272431,0.19397,0.0791995,0.281264,0.0087958,7.28805,0
65,0.270904,0.394843,0.0781373,0.297003,0.00883654,7.73063,0
66,0.269195,0.730922,0.0770557,0.314102,0.00899819,8.18124,0
67,0.267438,1.07201,0.0759722,0.331418,0.00925045,8.61902,0
68,0.265757,1.40061,0.0749031,0.347912,0.00956656,9.01586,0
69,0.264258,1.70156,0.0738627,0.362726,0.00991505,9.35399,0
70,0.263028,1.96245,0.0728626,0.375172,0.0102753,9.62268,0
71,0.262127,2.17341,0.071911,0.384772,0.010623,9.80929,0
72,0.261593,2.32739,0.0710147,0.391236,0.0109373,9.91172,0
73,0.261436,2.4205,0.0701773,0.394458,0.0112033,9.93178,0
74,0.261643,2.45218,0.0694019,0.394503,0.0114079,9.87332,0
75,0.262183,2.42544,0.0686895,0.391611,0.0115434,9.74546,0
76,0.263004,2.34602,0.0680408,0.386139,0.0116044,9.55783,0
77,0.264045,2.22242,0.0674565,0.378573,0.0115916,9.32965,0
78,0.265235,2.06581,0.0669389,0.369493,0.0115088,9.0732,0
79,0.266499,1.88911,0.0664885,0.359537,0.0113632,8.80727,0
80,0.26776,1.7055,0.066107,0.349359,0.0111672,8.54888,0
81,0.268947,1.52802,0.0657965,0.339612,0.0109343,8.31365,0
82,0.269997,1.36826,0.0655581,0.330876,0.0106814,8.11486,0
83,0.270857,1.23571,0.0653914,0.323636,0.0104266,7.96445,0
84,0.271489,1.13704,0.0652969,0.318249,0.0101855,7.8644,0
85,0.271871,1.07603,0.0652727,0.314941,0.00997184,7.82212,0
86,0.271995,1.05319,0.065318,0.313763,0.00979776,7.83287,0
87,0.271873,1.06649,0.06543,0.314629,0.00967172,7.89323,0
88,0.271526,1.11155,0.0656066,0.317319,0.00959797,7.99475,0
89,0.270991,1.18262,0.0658452,0.321518,0.00957646,8.12705,0
90,0.27031,1.2727,0.0661437,0.326837,0.00960431,8.28101,0
91,0.269535,1.37395,0.0664994,0.332851,0.00967559,8.44427,0
92,0.268714,1.47858,0.0669086,0.339121,0.00978333,8.60661,0
93,0.267896,1.57907,0.067369,0.34523,0.00991752,8.75512,0
94,0.267126,1.66871,0.067876,0.35082,0.0100675,8.88501,0
95,0.266442,1.74187,0.0684255,0.355574,0.010224,8.98828,0
96,0.265872,1.79417,0.0690138,0.359263,0.0103778,9.0613,0
97,0.265436,1.82286,0.0696348,0.361727,0.010519,9.09842,0
98,0.265144,1.82662,0.0702847,0.362905,0.0106415,9.10319,0
99,0.264997,1.80544,0.070956,0.362791,0.0107398,9.07757,0
100,0.264986,1.76087,0.0716447,0.36147,0.0108086,9.02176,0
101,0.265096,1.69552,0.0723428,0.359074,0.0108472,8.93915,0
102,0.265306,1.61329,0.0730449,0.355804,0.0108555,8.84339,0
103,0.265589,1.51885,0.0737449,0.351886,0.0108337,8.73259,0
104,0.265917,1.41735,0.0744362,0.347582,0.0107879,8.61844,0
105,0.26626,1.31405,0.0751128,0.343155,0.0107199,8.50448,0
106,0.26659,1.21397,0.0757686,0.338864,0.0106372,8.40069,0
107,0.266882,1.12168,0.0763985,0.334942,0.0105456,8.30944,0
108,0.267114,1.041,0.0769965,0.331588,0.0104504,8.23645,0
109,0.26727,0.974755,0.0775581,0.328954,0.0103596,8.18403,0
110,0.267341,0.92493,0.0780801,0.327136,0.0102781,8.15401,0
111,0.267322,0.892348,0.0785584,0.326181,0.0102089,8.1464,0
112,0.267218,0.876763,0.0789908,0.326071,0.010158,8.15947,0
113,0.267035,0.876565,0.0793743,0.326732,0.0101257,8.19049,0
114,0.266786,0.889859,0.0797078,0.328057,0.0101147,8.23631,0
115,0.26649,0.914253,0.0799911,0.329911,0.0101227,8.2925,0
116,0.266163,0.947009,0.0802232,0.332134,0.0101476,8.35409,0
117,0.265827,0.985107,0.080405,0.334553,0.0101874,8.41926,0
118,0.2655,1.02537,0.0805362,0.337009,0.0102388,8.47989,0
119,0.265202,1.06513,0.0806185,0.339343,0.0102975,8.53698,0
120,0.264948,1.10192,0.0806532,0.341424,0.0103588,8.58355,0
121,0.264749,1.13385,0.0806414,0.343141,0.0104204,8.62037,0
122,0.264616,1.15941,0.0805845,0.344426,0.010478,8.64445,0
123,0.264552,1.17774,0.0804842,0.345231,0.0105287,8.65558,0
124,0.264557,1.18848,0.0803429,0.345548,0.0105692,8.65437,0
125,0.26463,1.19222,0.0801608,0.345401,0.0105982,8.64207,0
126,0.264762,1.18987,0.0799413,0.344843,0.0106152,8.62008,0
127,0.264945,1.1821,0.0796847,0.343937,0.0106209,8.59085,0
128,0.265166,1.1702,0.0793929,0.342773,0.0106143,8.5569,0
129,0.265414,1.15585,0.0790688,0.341438,0.0105978,8.52048,0
130,0.265675,1.14104,0.0787145,0.340049,0.0105715,8.4837,0
131,0.265937,1.12749,0.0783326,0.338697,0.0105372,8.45097,0
132,0.266188,1.11716,0.0779286,0.337477,0.0104985,8.42378,0
133,0.26642,1.11125,0.0775041,0.336465,0.0104585,8.40074,0
134,0.266624,1.11097,0.077063,0.335726,0.0104179,8.38861,0
135,0.266794,1.117,0.0766089,0.335299,0.0103805,8.38271,0
136,0.266927,1.12942,0.0761456,0.3352,0.0103492,8.38729,0
137,0.267024,1.14803,0.0756762,0.335423,0.0103233,8.39938,0
138,0.267085,1.17231,0.0752055,0.335948,0.0103058,8.41863,0
139,0.267113,1.20132,0.0747373,0.336734,0.0102949,8.44336,0
140,0.267116,1.23394,0.0742755,0.337725,0.0102919,8.47201,0
141,0.267097,1.26899,0.0738237,0.338858,0.010297,8.50257,0
142,0.267065,1.30522,0.0733857,0.340075,0.0103072,8.53512,0
143,0.267027,1.34113,0.0729643,0.341303,0.0103232,8.56583,0
144,0.26699,1.37532,0.0725642,0.342474,0.0103426,8.59241,0
145,0.266958,1.40661,0.0721858,0.343537,0.0103644,8.61805,0
146,0.266937,1.43421,0.0718337,0.344446,0.0103862,8.63867,0
147,0.266931,1.45735,0.0715094,0.345163,0.010407,8.65302,0
148,0.266941,1.47566,0.0712158,0.34567,0.0104248,8.66013,0
149,0.266969,1.48913,0.0709542,0.345961,0.01044,8.66476,0
150,0.267014,1.49761,0.0707254,0.34604,0.0104513,8.6627,0
151,0.267073,1.50137,0.0705311,0.345923,0.0104575,8.65614,0
152,0.267144,1.50083,0.0703724,0.345628,0.0104597,8.64572,0
153,0.267223,1.49665,0.0702481,0.345196,0.0104562,8.63228,0
154,0.267304,1.48989,0.07016,0.344681,0.0104482,8.61764,0
155,0.267381,1.48115,0.0701074,0.344117,0.0104364,8.60205,0
156,0.267453,1.47142,0.0700887,0.343543,0.0104229,8.58816,0
157,0.267514,1.46115,0.0701047,0.342988,0.0104087,8.57473,0
158,0.267561,1.45072,0.0701531,0.342487,0.0103942,8.56301,0
159,0.267592,1.44026,0.0702323,0.342052,0.0103811,8.55346,0
160,0.267605,1.43001,0.0703418,0.341698,0.0103695,8.54589,0
161,0.2676,1.42034,0.0704794,0.341438,0.0103584,8.54102,0
162,0.267576,1.41147,0.0706443,0.341272,0.0103489,8.53899,0
163,0.267537,1.40393,0.070835,0.341203,0.0103414,8.53912,0
164,0.267481,1.39772,0.0710502,0.341226,0.0103372,8.54137,0
165,0.267413,1.39254,0.071287,0.341323,0.0103356,8.54518,0
166,0.267334,1.38814,0.0715426,0.341481,0.0103371,8.55006,0
167,0.267246,1.38405,0.071816,0.341676,0.0103416,8.55498,0
168,0.267153,1.37974,0.0721036,0.341883,0.0103491,8.56029,0
169,0.267057,1.37471,0.072403,0.342086,0.0103583,8.56585,0
170,0.266962,1.36873,0.0727111,0.342258,0.0103677,8.56976,0
171,0.266869,1.36155,0.0730261,0.342385,0.0103781,8.57116,0
172,0.266782,1.35299,0.0733443,0.342454,0.0103883,8.57185,0
173,0.266701,1.34302,0.073665,0.342454,0.0103981,8.57132,0
174,0.266628,1.33159,0.0739843,0.342383,0.0104068,8.5682,0
175,0.266564,1.31889,0.0743005,0.342236,0.0104141,8.56321,0
176,0.26651,1.3051,0.0746114,0.34202,0.0104197,8.5562,0
177,0.266465,1.29055,0.0749137,0.341746,0.0104221,8.54754,0
178,0.266427,1.27563,0.0752057,0.341431,0.0104235,8.53861,0
179,0.266395,1.26073,0.0754862,0.341086,0.0104235,8.52986,0
180,0.266368,1.24608,0.0757518,0.340735,0.010422,8.52153,0
181,0.266344,1.23192,0.0760017,0.340386,0.0104192,8.51278,0
182,0.266323,1.21861,0.0762333,0.340051,0.0104169,8.50374,0
183,0.266304,1.20616,0.0764458,0.339738,0.0104136,8.49703,0
184,0.266286,1.1947,0.0766378,0.33945,0.010411,8.48971,0
185,0.26627,1.18458,0.0768083,0.3392,0.0104074,8.48514,0
186,0.266254,1.17603,0.0769553,0.338997,0.0104046,8.48037,0
187,0.266238,1.16903,0.0770799,0.338842,0.0104021,8.47765,0
188,0.266223,1.16394,0.0771807,0.338745,0.0103981,8.47663,0
189,0.266206,1.16077,0.0772579,0.33871,0.010395,8.47698,0
190,0.266188,1.1593,0.077311,0.338735,0.0103934,8.47796,0
191,0.26617,1.15956,0.0773404,0.338814,0.0103929,8.48172,0
192,0.266153,1.16166,0.0773464,0.33894,0.0103931,8.4854,0
193,0.266139,1.16522,0.0773306,0.339101,0.0103949,8.4903,0
194,0.266129,1.17007,0.0772914,0.339285,0.0103977,8.49536,0
195,0.266122,1.17569,0.077231,0.33948,0.0104017,8.50058,0
196,0.266121,1.18196,0.0771508,0.339675,0.0104055,8.50553,0
197,0.266126,1.18874,0.0770512,0.339865,0.0104088,8.51017,0
198,0.266137,1.19613,0.0769342,0.340044,0.0104119,8.51446,0
199,0.266156,1.20389,0.076801,0.340203,0.0104153,8.51813,0
200,0.266182,1.21177,0.0766527,0.340339,0.0104182,8.52104,0
201,0.266214,1.21947,0.07649,0.340448,0.0104209,8.52321,0
202,0.266252,1.22688,0.0763145,0.34053,0.0104229,8.52477,0
203,0.266295,1.23387,0.0761279,0.340587,0.0104239,8.52575,0
204,0.266341,1.24037,0.0759321,0.34062,0.0104248,8.52627,0
205,0.266391,1.24638,0.0757281,0.340636,0.0104242,8.52627,0
206,0.266442,1.25232,0.0755185,0.340643,0.010422,8.52624,0
207,0.266495,1.25831,0.075304,0.340645,0.0104192,8.52489,0
208,0.266549,1.26456,0.0750878,0.340653,0.0104153,8.5267,0
209,0.266601,1.27124,0.0748708,0.340674,0.0104111,8.52743,0
210,0.266652,1.27839,0.0746557,0.340708,0.0104068,8.52851,0
211,0.266701,1.28598,0.0744432,0.340761,0.0104031,8.53006,0
212,0.266747,1.2939,0.0742355,0.340832,0.0104003,8.53214,0
213,0.266789,1.30191,0.0740335,0.340922,0.010397,8.53413,0
214,0.266826,1.30999,0.0738386,0.341029,0.0103943,8.53721,0
215,0.266859,1.31796,0.0736521,0.341151,0.0103921,8.54116,0
216,0.266888,1.32587,0.0734752,0.341288,0.0103908,8.54473,0
217,0.266912,1.33338,0.0733095,0.341429,0.0103903,8.54836,0
218,0.266932,1.34039,0.0731553,0.341575,0.0103896,8.5521,0
219,0.266949,1.34691,0.0730149,0.341718,0.0103892,8.55575,0
220,0.266963,1.35299,0.0728885,0.341858,0.0103888,8.55923,0
221,0.266975,1.35875,0.0727764,0.341984,0.0103893,8.56225,0
222,0.266986,1.36417,0.0726801,0.3421,0.0103896,8.5651,0
223,0.266997,1.3693,0.0726006,0.3422,0.0103899,8.56729,0
224,0.267007,1.37372,0.0725367,0.34228,0.0103912,8.56884,0
225,0.267015,1.37707,0.0724884,0.342334,0.0103927,8.56992,0
226,0.267021,1.37914,0.0724552,0.342365,0.010394,8.57008,0
227,0.267024,1.37988,0.0724383,0.342371,0.0103951,8.5697,0
228,0.267025,1.37937,0.0724357,0.342354,0.0103957,8.5689,0
229,0.267024,1.37783,0.0724493,0.342317,0.0103957,8.56752,0
230,0.267022,1.37561,0.0724773,0.342261,0.0103952,8.56575,0
231,0.267018,1.37265,0.0725188,0.34219,0.0103948,8.56358,0
232,0.267012,1.3689,0.0725737,0.342106,0.0103945,8.56112,0
233,0.267003,1.36446,0.0726409,0.342014,0.0103936,8.55856,0
234,0.266992,1.35951,0.0727204,0.341917,0.0103923,8.55624,0
235,0.266978,1.3545,0.0728107,0.341823,0.0103904,8.55395,0
236,0.266962,1.34946,0.0729116,0.341733,0.0103887,8.55181,0
237,0.266944,1.34463,0.073023,0.341649,0.0103869,8.54991,0
238,0.266924,1.34016,0.0731426,0.341577,0.0103854,8.54825,0
239,0.266902,1.33582,0.0732704,0.341512,0.0103848,8.54681,0
240,0.266877,1.33152,0.0734045,0.341454,0.0103849,8.5455,0
241,0.266851,1.32701,0.0735429,0.341403,0.0103857,8.54428,0
242,0.266822,1.32231,0.0736848,0.341355,0.0103869,8.54314,0
243,0.266792,1.31719,0.073829,0.341307,0.0103889,8.54114,0
244,0.26676,1.31182,0.0739743,0.341262,0.0103902,8.54083,0
245,0.266728,1.30624,0.074119,0.341215,0.0103919,8.53957,0
246,0.266695,1.30053,0.0742631,0.341165,0.0103931,8.53835,0
247,0.266664,1.29484,0.0744052,0.341114,0.0103941,8.53707,0
248,0.266634,1.28925,0.0745439,0.341061,0.0103951,8.53564,0
249,0.266605,1.28388,0.0746787,0.341004,0.0103963,8.5334,0
250,0.266579,1.27875,0.0748095,0.340945,0.0103972,8.53258,0
251,0.266555,1.27384,0.0749336,0.340881,0.0103981,8.53089,0
252,0.266533,1.26917,0.075051,0.340817,0.0103995,8.52914,0
253,0.266513,1.26472,0.0751609,0.340747,0.0104003,8.52757,0
254,0.266496,1.26045,0.0752619,0.340679,0.0104013,8.52584,0
255,0.26648,1.25644,0.0753541,0.340612,0.0104023,8.52398,0
256,0.266467,1.25279,0.0754379,0.340546,0.0104025,8.52226,0
257,0.266456,1.24943,0.0755108,0.340483,0.0104029,8.52087,0
258,0.266447,1.24631,0.0755741,0.340424,0.0104035,8.5196,0
259,0.266438,1.24341,0.0756262,0.340371,0.010404,8.51834,0
260,0.266432,1.24082,0.0756677,0.340325,0.0104038,8.5174,0
261,0.266427,1.23906,0.0756986,0.34029,0.0104032,8.51675,0
262,0.266424,1.23798,0.0757196,0.340268,0.0104029,8.51639,0
263,0.266423,1.23745,0.0757305,0.340255,0.0104029,8.51562,0
264,0.266423,1.2371,0.0757297,0.340252,0.0104036,8.5163,0
265,0.266424,1.2373,0.0757182,0.340259,0.0104033,8.51668,0
266,0.266428,1.23816,0.0756972,0.340277,0.0104029,8.51741,0
267,0.266432,1.2394,0.0756671,0.340303,0.0104029,8.51829,0
268,0.266438,1.24112,0.0756283,0.340338,0.0104029,8.51926,0
269,0.266445,1.24319,0.0755815,0.340384,0.0104026,8.52054,0
270,0.266452,1.2457,0.0755273,0.340437,0.0104024,8.52196,0
271,0.266461,1.24858,0.0754664,0.340498,0.0104023,8.52354,0
272,0.266471,1.25198,0.0753995,0.340563,0.0104022,8.52527,0
273,0.266483,1.25562,0.0753274,0.34063,0.0104026,8.527,0
274,0.266496,1.25949,0.0752502,0.340698,0.010403,8.52869,0
275,0.266511,1.26349,0.0751693,0.340762,0.0104033,8.53042,0
276,0.266528,1.2677,0.0750843,0.340825,0.0104037,8.53195,0
277,0.266545,1.27178,0.0749964,0.340884,0.0104042,8.53317,0
278,0.266563,1.2757,0.0749062,0.340935,0.0104045,8.5344,0
279,0.266582,1.27948,0.0748144,0.340983,0.0104043,8.53564,0
280,0.266601,1.28317,0.0747223,0.341025,0.010404,8.53669,0
281,0.266621,1.2868,0.0746298,0.341064,0.0104035,8.5376,0
282,0.266641,1.29033,0.0745378,0.341098,0.0104031,8.53843,0
283,0.266661,1.29376,0.0744469,0.34113,0.0104027,8.53907,0
284,0.266681,1.29716,0.0743582,0.341162,0.010402,8.53988,0
285,0.266699,1.30017,0.0742725,0.34119,0.0104017,8.54045,0
286,0.266717,1.30299,0.0741892,0.341215,0.0104006,8.54042,0
287,0.266733,1.30559,0.0741098,0.341242,0.0103996,8.54184,0
288,0.266748,1.30811,0.0740338,0.341267,0.0103987,8.54159,0
289,0.266762,1.31051,0.0739632,0.341295,0.0103977,8.54317,0
290,0.266775,1.31295,0.0738976,0.341323,0.0103963,8.5421,0
291,0.266786,1.31542,0.0738376,0.341354,0.0103953,8.54465,0
292,0.266797,1.31785,0.0737836,0.341386,0.0103944,8.54563,0
293,0.266806,1.32038,0.0737365,0.34142,0.0103936,8.5461,0
294,0.266813,1.32276,0.0736962,0.341453,0.0103939,8.54702,0
295,0.266819,1.3248,0.0736615,0.341483,0.010394,8.54791,0
296,0.266824,1.3264,0.0736339,0.341509,0.0103942,8.54852,0
297,0.266826,1.32757,0.0736128,0.341529,0.0103946,8.54892,0
298,0.266827,1.32825,0.0735985,0.341545,0.0103948,8.54921,0
299,0.266826,1.32845,0.0735902,0.341554,0.0103951,8.5493,0
300,0.266825,1.3283,0.0735879,0.341555,0.0103953,8.54919,0
301,0.266823,1.32776,0.0735923,0.341549,0.0103957,8.54889,0
302,0.26682,1.32692,0.073602,0.341531,0.010396,8.54834,0
303,0.266818,1.32583,0.0736168,0.341506,0.0103964,8.54728,0
304,0.266815,1.32437,0.0736365,0.341472,0.0103967,8.54612,0
305,0.266812,1.32261,0.0736612,0.341432,0.0103967,8.54519,0
306,0.266808,1.32062,0.0736898,0.341387,0.0103965,8.54425,0
307,0.266803,1.31848,0.0737224,0.341344,0.0103958,8.54311,0
308,0.266797,1.3164,0.0737585,0.341302,0.010395,8.54209,0
309,0.266791,1.3143,0.0737977,0.341265,0.0103943,8.54143,0
310,0.266784,1.31229,0.0738395,0.341232,0.0103938,8.54063,0
311,0.266776,1.31044,0.0738844,0.341204,0.0103931,8.54009,0
312,0.266767,1.30876,0.0739318,0.341181,0.0103924,8.53935,0
313,0.266758,1.30725,0.0739815,0.341163,0.0103924,8.53903,0
314,0.266748,1.30573,0.0740324,0.34115,0.0103925,8.53863,0
315,0.266738,1.30446,0.0740852,0.341141,0.0103924,8.53859,0
316,0.266728,1.30328,0.0741389,0.341132,0.0103927,8.53836,0
317,0.266717,1.30207,0.0741936,0.341124,0.0103936,8.53814,0
318,0.266706,1.30061,0.074249,0.341114,0.0103946,8.53785,0
319,0.266694,1.29892,0.0743035,0.341102,0.0103956,8.53749,0
320,0.266682,1.29705,0.0743573,0.341087,0.0103967,8.53697,0
321,0.266671,1.29498,0.07441,0.341068,0.0103975,8.53638,0
322,0.266661,1.29293,0.0744613,0.341044,0.0103984,8.53562,0
323,0.266651,1.29088,0.0745107,0.341018,0.0103989,8.53493,0
324,0.266643,1.2889,0.0745584,0.340989,0.0103992,8.53414,0
325,0.266635,1.28707,0.074604,0.340959,0.0103992,8.53335,0
326,0.266628,1.28515,0.0746464,0.340927,0.0104,8.53266,0
327,0.266621,1.28298,0.0746857,0.340896,0.0104003,8.53172,0
328,0.266614,1.28094,0.0747225,0.340866,0.0104003,8.53107,0
329,0.266608,1.27898,0.0747556,0.34084,0.0104002,8.5306,0
330,0.266602,1.27713,0.0747846,0.340815,0.0104003,8.53034,0
331,0.266596,1.2754,0.0748091,0.340794,0.0104003,8.52971,0
332,0.266592,1.2738,0.0748298,0.340776,0.0104005,8.52924,0
333,0.266588,1.27251,0.0748452,0.340762,0.0104001,8.52898,0
334,0.266585,1.2716,0.0748566,0.340753,0.0103998,8.52872,0
335,0.266584,1.27101,0.0748634,0.340747,0.0103995,8.52856,0
336,0.266583,1.27087,0.0748672,0.340746,0.0103994,8.52756,0
337,0.266584,1.27101,0.0748674,0.340747,0.010399,8.52855,0
338,0.266586,1.27165,0.0748647,0.340752,0.0103987,8.52908,0
339,0.266589,1.27264,0.0748582,0.34076,0.0103989,8.52936,0
340,0.266592,1.27358,0.074849,0.340772,0.0103994,8.5295,0
341,0.266594,1.27443,0.0748361,0.340783,0.0104001,8.53005,0
342,0.266597,1.27508,0.0748194,0.340796,0.0104006,8.53041,0
343,0.266599,1.27577,0.0748003,0.34081,0.0104004,8.53079,0
344,0.266601,1.27661,0.074778,0.340829,0.0104001,8.53131,0
345,0.266604,1.27756,0.0747538,0.340848,0.0104,8.53181,0
346,0.266607,1.27859,0.0747277,0.340869,0.0103998,8.53234,0
347,0.26661,1.27979,0.0747004,0.340891,0.0103998,8.53286,0
348,0.266613,1.28102,0.0746715,0.340915,0.0103998,8.5335,0
349,0.266617,1.28222,0.0746414,0.340937,0.0103998,8.53411,0
350,0.26662,1.28349,0.0746108,0.340959,0.0103998,8.53466,0
351,0.266625,1.28486,0.0745804,0.340981,0.0103998,8.53516,0
352,0.26663,1.28631,0.0745499,0.341002,0.0103999,8.53563,0
353,0.266635,1.28774,0.0745188,0.34102,0.0104,8.53604,0
354,0.266641,1.28904,0.0744881,0.341035,0.0104002,8.53636,0
355,0.266647,1.29031,0.0744585,0.341046,0.0104003,8.53654,0
356,0.266653,1.29157,0.0744288,0.341055,0.0104003,8.53674,0
357,0.26666,1.2928,0.0744001,0.341062,0.0104001,8.5369,0
358,0.266667,1.29392,0.0743728,0.341067,0.0104,8.53704,0
359,0.266674,1.29496,0.0743463,0.341069,0.0103997,8.5371,0
360,0.266681,1.29595,0.0743213,0.341071,0.0103995,8.53713,0
361,0.266687,1.29687,0.0742981,0.341073,0.0103992,8.53711,0
362,0.266694,1.29773,0.0742757,0.341073,0.010399,8.53714,0
363,0.2667,1.29849,0.0742555,0.341076,0.0103987,8.53723,0
364,0.266705,1.29915,0.074236,0.34108,0.0103983,8.53734,0
365,0.266709,1.29977,0.0742185,0.341086,0.0103977,8.53724,0
366,0.266713,1.30042,0.0742035,0.341094,0.0103971,8.53775,0
367,0.266716,1.30111,0.0741906,0.341103,0.0103967,8.53826,0
368,0.266719,1.30167,0.0741796,0.341114,0.0103965,8.53851,0
369,0.26672,1.30224,0.0741705,0.341125,0.0103964,8.53876,0
370,0.266722,1.30273,0.0741636,0.341133,0.0103965,8.53911,0
371,0.266723,1.30311,0.0741587,0.341139,0.0103966,8.53915,0
372,0.266723,1.30336,0.0741559,0.341142,0.010397,8.53873,0
373,0.266724,1.30341,0.0741549,0.341143,0.0103972,8.53843,0
374,0.266724,1.3034,0.0741555,0.34114,0.0103974,8.53837,0
375,0.266724,1.30326,0.074157,0.341134,0.0103977,8.53876,0
376,0.266724,1.30299,0.07416,0.341125,0.0103979,8.53837,0
377,0.266724,1.30264,0.0741643,0.341113,0.010398,8.53782,0
378,0.266724,1.3021,0.0741699,0.341097,0.010398,8.53753,0
379,0.266724,1.30161,0.0741771,0.341082,0.0103978,8.5367,0
380,0.266724,1.30123,0.0741857,0.341066,0.0103974,8.53644,0
381,0.266724,1.30085,0.0741957,0.341053,0.0103971,8.53586,0
382,0.266724,1.30042,0.0742066,0.341043,0.0103969,8.53552,0
383,0.266722,1.29991,0.0742189,0.341036,0.0103966,8.53545,0
384,0.26672,1.29932,0.0742314,0.341032,0.0103965,8.53544,0
385,0.266716,1.29871,0.0742448,0.341033,0.0103963,8.5355,0
386,0.266713,1.29813,0.0742585,0.341036,0.0103962,8.53567,0
387,0.266709,1.29755,0.0742732,0.34104,0.0103961,8.53578,0
