step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
98,1.96,0.723035,0.087738,0.0705544,0.564742,0.153304,0,8.87007,0.0175169,-0.00892758,0.0696743,1.81738,-0.00174154,0.5,0.185414,0,0.14479,1.06706,0.0174343,16.4777,23.7
99,1.98,0.723452,0.086263,0.0722036,0.564986,0.154128,0,9.15965,0.0220949,0.0493191,0.148735,1.86224,0.00295723,0.5,0.180895,0,0.14598,1.0695,0.0149693,15.4662,23.3949
100,2,0.664979,0.0589561,0.0526521,0.553371,0.157142,0,9.25713,0.0186627,0.0208507,0.00657311,1.91982,0.0175125,0.5,0.176375,0,0.130405,1.1093,0.0243604,15.6114,19.1557
101,2.02,0.581718,0.0358088,0.0195956,0.526314,0.159584,0,9.17651,0.0662969,0.0869271,-0.340575,1.9627,0.0346357,0.5,0.171856,0,0.111445,1.15316,0.0491919,16.714,18.5257
102,2.04,0.49755,0.0265949,0.00334668,0.467609,0.160916,0,9.79748,0.0202036,0.0323579,-0.126069,2.01644,0.0477294,0.5,0.167336,0,0.104019,1.18191,0.105669,18.4493,22.6843
103,2.06,0.437995,0.0388723,0.00690591,0.392217,0.158526,0,10.9595,-0.0452251,0.0346606,0.226739,2.1035,0.0242659,0.5,0.162817,0,0.122376,1.189,0.178832,19.1186,23.7
104,2.08,0.398636,0.060213,0.0158228,0.3226,0.155563,0,11.8945,-0.0557966,0.0553355,0.305055,2.1926,0.00108145,0.5,0.158297,0,0.152925,1.20594,0.246218,18.3029,22.3782
105,2.1,0.370186,0.083748,0.00740397,0.279034,0.147994,0,13.4338,0.0404022,-0.000346385,-0.284942,2.23171,0.00270468,0.5,0.153778,0,0.181387,1.20562,0.287552,16.629,21.2169
106,2.12,0.404111,0.106499,0.0292919,0.26832,0.146637,0,14.5262,-0.0349729,0.00676296,0.133046,2.22184,0.00201675,0.5,0.149258,0,0.204329,1.17417,0.296032,14.8476,17.7691
107,2.14,0.476315,0.130345,0.0685974,0.277373,0.146644,0,15.1933,0.00766407,-0.0331627,-0.0198261,2.222,0.000489965,0.5,0.144739,0,0.227875,1.13633,0.284745,13.3375,14.4746
108,2.16,0.460097,0.112351,0.0682514,0.279495,0.146468,0,15.339,-0.00814774,-0.0236974,-0.0138491,2.21978,-0.00336974,0.5,0.14022,0,0.213342,1.14438,0.280385,12.0179,12.2266
109,2.18,0.424621,0.0882813,0.054662,0.281678,0.146141,0,15.0763,0.00813354,-0.0106565,-0.00517418,2.21673,-0.00536686,0.5,0.1357,0,0.191209,1.16067,0.275964,11.0525,14.4416
110,2.2,0.370523,0.0492516,0.0413532,0.279919,0.146598,0,14.3943,-0.0130266,-0.0558178,-0.0332424,2.18811,-0.00643624,0.5,0.131181,0,0.155776,1.17818,0.275484,10.1954,13.2457
111,2.22,0.315521,0.0172665,0.0212528,0.277002,0.146158,0,13.4595,0.0110097,0.0554515,-0.0306805,2.19774,-0.00804889,0.5,0.126661,0,0.127272,1.20246,0.27616,10.0283,16.5117
112,2.24,0.293723,0.00951889,0.00298584,0.281219,0.146772,0,12.7657,-0.00703204,-0.0250861,0.253743,2.21853,-0.00136989,0.5,0.122142,0,0.107194,1.23682,0.2697,10.3332,22.186
113,2.26,0.344127,0.0346953,0.0227762,0.286655,0.146442,0,11.7972,0.00131994,0.000876938,-0.0797122,2.21598,-0.00169531,0.5,0.117622,0,0.0822074,1.25724,0.26202,10.9008,23.7
114,2.28,0.399252,0.0567651,0.0440891,0.298398,0.146084,0,10.7796,0.0119759,-0.0275573,0.211953,2.21287,-0.00013867,0.5,0.113103,0,0.0690214,1.28922,0.248033,11.8927,23.7
115,2.3,0.459241,0.0697578,0.0671945,0.322289,0.144632,0,9.22102,-0.00412482,0.0172259,-0.115085,2.20367,-0.00149044,0.5,0.108584,0,0.0603625,1.31731,0.221896,13.2361,23.7
116,2.32,0.52668,0.081179,0.0848148,0.360686,0.144463,0,7.31105,0.0465612,-0.00945171,0.00215258,2.22078,0.00727785,0.5,0.104064,0,0.0468891,1.33673,0.181252,15.0804,23.7
117,2.34,0.567778,0.0892612,0.0947084,0.383808,0.144823,0,7.68683,-0.00347406,-0.00273802,-0.00225718,2.22225,0.00503694,0.5,0.0995447,0,0.0378472,1.3463,0.155882,16.4802,23.7
118,2.36,0.589447,0.0973894,0.0991448,0.392913,0.147495,0,7.3982,-0.0411765,0.0297994,0.205736,2.24122,-0.0125072,0.5,0.0950252,0,0.0297544,1.34752,0.144528,17.3889,23.7
119,2.38,0.594858,0.102143,0.109044,0.383671,0.158302,0,9.78039,-0.0310416,0.00490907,0.519883,2.24746,-0.0488805,0.5,0.0905058,0,0.02196,1.34732,0.15152,17.6596,23.7
120,2.4,0.598375,0.102813,0.116203,0.379359,0.157358,0,10.8516,0.0542853,-0.0768896,-0.39985,2.29611,-0.071388,0.5,0.0859864,0,0.010005,1.33691,0.153581,17.1431,23.7
121,2.42,0.630283,0.100046,0.116635,0.413602,0.153327,0,12.1728,0.0789958,-0.0133782,-0.149237,2.2635,-0.0432295,0.5,0.0814669,0,0.00464101,1.33575,0.117086,16.0031,23.7
122,2.44,0.647721,0.0969798,0.116473,0.434269,0.153225,0,13.2202,0.0313718,-0.00174826,-0.0871926,2.26615,-0.0467739,0.5,0.0769475,0,0.00420649,1.33344,0.0941672,14.1951,23.7
123,2.46,0.680935,0.0889026,0.124733,0.4673,0.152607,0,12.6895,0.0616168,0.00755454,-0.15417,2.26386,-0.043595,0.5,0.072428,0,0.00770501,1.33974,0.0588827,12.682,23.7
124,2.48,0.709806,0.0779619,0.1319,0.499944,0.152751,0,12.8858,0.0446051,0.0534638,-0.105216,2.26472,-0.045332,0.5,0.0679086,0,0.0170239,1.3466,0.0239838,11.2664,23.7
125,2.5,0.703023,0.0731463,0.127068,0.502809,0.149043,0,12.7191,0.0518867,0.0590795,-0.31418,2.24242,-0.0262083,0.5,0.0633892,0,0.020863,1.34729,0.0188648,10.0978,23.7
126,2.52,0.697418,0.0683032,0.124762,0.504353,0.146829,0,13.6101,0.028019,-0.0674882,-0.360124,2.2367,-0.0145951,0.5,0.0588697,0,0.0234865,1.34613,0.0150646,10.0618,23.7
